p,q,n,eMaxScore
0.8,0.6000000000000001,100,42.91832214257963
0.9,0.6000000000000001,100,42.02687355424636
1,0.6000000000000001,100,37.80000000000002
0.5,0.7000000000000001,100,40.31889092804556
0.6,0.7000000000000001,100,42.805077086644864
0.7,0.7000000000000001,100,44.870352699455935
0.8,0.7000000000000001,100,46.406088159895646
0.9,0.7000000000000001,100,47.03521864536521
1,0.7000000000000001,100,44.1
0.5,0.8,100,39.05750551288981
0.6,0.8,100,42.91832214257963
0.7,0.8,100,46.40608815989563
0.8,0.8,100,49.42968311659126
0.9,0.8,100,51.67488025867887
1,0.8,100,50.39999999999999
0.5,0.9,100,36.703610804830554
0.6,0.9,100,42.02687355424636
0.7,0.9,100,47.035218645365255
0.8,0.9,100,51.67488025867887
0.9,0.9,100,55.72209222316361
1,0.9,100,56.69999999999998
0.5,1,100,31.499999999999996
0.6,1,100,37.80000000000001
0.7,1,100,44.1
0.8,1,100,50.39999999999999
0.9,1,100,56.69999999999998
1,1,100,63
0.5,0,1000,31.499999999999996
0.6,0,1000,25.2
0.7,0,1000,18.9
0.8,0,1000,12.599999999999996
0.9,0,1000,6.299999999999998
1,0,1000,0
0.5,0.1,1000,37.476853956234486
0.6,0.1,1000,31.430489735962162
0.7,0.1,1000,25.193667471830405
0.8,0.1,1000,18.899884093770307
0.9,0.1,1000,12.599999950770698
1,0.1,1000,6.30000000000001
0.5,0.2,1000,41.0010096846074
0.6,0.2,1000,36.40654051300734
0.7,0.2,1000,31.131734052206873
0.8,0.2,1000,25.170075026408455
0.9,0.2,1000,18.899884093770332
1,0.2,1000,12.600000000000005
0.5,0.30000000000000004,1000,42.760515565934874
0.6,0.30000000000000004,1000,39.65388882363373
0.7,0.30000000000000004,1000,35.897042678054106
0.8,0.30000000000000004,1000,31.131734052206863
0.9,0.30000000000000004,1000,25.193667471830413
1,0.30000000000000004,1000,18.900000000000013
0.5,0.4,1000,43.67662570209579
0.6,0.4,1000,41.98048604316113
0.7,0.4,1000,39.65388882363368
0.8,0.4,1000,36.40654051300735
0.9,0.4,1000,31.43048973596214
1,0.4,1000,25.200000000000006
0.5,0.5,1000,43.96597373681188
0.6,0.5,1000,43.67662570209588
0.7,0.5,1000,42.76051556593489
0.8,0.5,1000,41.00100968460739
0.9,0.5,1000,37.47685395623452
1,0.5,1000,31.499999999999996
0.5,0.6000000000000001,1000,43.67662570209587
0.6,0.6000000000000001,1000,44.802858214484566
0.7,0.6000000000000001,1000,45.319778772529546
0.8,0.6000000000000001,1000,45.0460824102355
0.9,0.6000000000000001,1000,43.184467410931134
1,0.6000000000000001,1000,37.80000000000002
0.5,0.7000000000000001,1000,42.76051556593489
0.6,0.7000000000000001,1000,45.319778772529546
0.7,0.7000000000000001,1000,47.306682503759404
0.8,0.7000000000000001,1000,48.56617647444866
0.9,0.7000000000000001,1000,48.457179489742835
1,0.7000000000000001,1000,44.1
0.5,0.8,1000,41.00100968460741
0.6,0.8,1000,45.046082410235485
0.7,0.8,1000,48.56617647444866
0.8,0.8,1000,51.44701195476632
0.9,0.8,1000,53.19645732038024
1,0.8,1000,50.39999999999999
0.5,0.9,1000,37.476853956234514
0.6,0.9,1000,43.18446741093114
0.7,0.9,1000,48.45717948974285
0.8,0.9,1000,53.19645732038023
0.9,0.9,1000,57.0766986109155
1,0.9,1000,56.69999999999998
0.5,1,1000,31.499999999999996
0.6,1,1000,37.80000000000001
0.7,1,1000,44.1
0.8,1,1000,50.39999999999999
0.9,1,1000,56.69999999999998
1,1,1000,63
0.5,0,10000,31.499999999999996
0.6,0,10000,25.2
0.7,0,10000,18.9
0.8,0,10000,12.599999999999996
0.9,0,10000,6.299999999999998
1,0,10000,0
0.5,0.1,10000,37.72173290300398
0.6,0.1,10000,31.491150853389314
0.7,0.1,10000,25.19966526871502
0.8,0.1,10000,18.89999821425141
0.9,0.1,10000,12.599999999894097
1,0.1,10000,6.30000000000001
0.5,0.2,10000,42.345386881965204
0.6,0.2,10000,37.246922018094224
0.7,0.2,10000,31.42008294909719
0.8,0.2,10000,25.19755864535081
0.9,0.2,10000,18.899998214251433
1,0.2,10000,12.600000000000005
0.5,0.30000000000000004,10000,44.68709277274898
0.6,0.30000000000000004,10000,41.29450169013283
0.7,0.30000000000000004,10000,36.95402061879123
0.8,0.30000000000000004,10000,31.42008294909715
0.9,0.30000000000000004,10000,25.199665268715023
1,0.30000000000000004,10000,18.900000000000013
0.5,0.4,10000,45.84678310693282
0.6,0.4,10000,43.991559871335525
0.7,0.4,10000,41.294501690132726
0.8,0.4,10000,37.246922018094224
0.9,0.4,10000,31.49115085338929
1,0.4,10000,25.200000000000006
0.5,0.5,10000,46.20926966056953
0.6,0.5,10000,45.84678310693378
0.7,0.5,10000,44.68709277274897
0.8,0.5,10000,42.34538688196511
0.9,0.5,10000,37.721732903004025
1,0.5,10000,31.499999999999996
0.5,0.6000000000000001,10000,45.84678310693377
0.6,0.6000000000000001,10000,46.98305502781895
0.7,0.6000000000000001,10000,47.35310509641221
0.8,0.6000000000000001,10000,46.681902889285205
0.9,0.6000000000000001,10000,43.74709697365769
1,0.6000000000000001,10000,37.80000000000002
0.5,0.7000000000000001,10000,44.68709277274898
0.6,0.7000000000000001,10000,47.35310509641219
0.7,0.7000000000000001,10000,49.294270233304204
0.8,0.7000000000000001,10000,50.30365474660946
0.9,0.7000000000000001,10000,49.35894704354446
1,0.7000000000000001,10000,44.1
0.5,0.8,10000,42.34538688196512
0.6,0.8,10000,46.68190288928518
0.7,0.8,10000,50.30365474660947
0.8,0.8,10000,53.0960612401683
0.9,0.8,10000,54.32461526840017
1,0.8,10000,50.39999999999999
0.5,0.9,10000,37.72173290300403
0.6,0.9,10000,43.7470969736577
0.7,0.9,10000,49.35894704354447
0.8,0.9,10000,54.32461526840017
0.9,0.9,10000,58.134123092413176
1,0.9,10000,56.69999999999998
0.5,1,10000,31.499999999999996
0.6,1,10000,37.80000000000001
0.7,1,10000,44.1
0.8,1,10000,50.39999999999999
0.9,1,10000,56.69999999999998
1,1,10000,63
0.5,0,100000,31.499999999999996
0.6,0,100000,25.2
0.7,0,100000,18.9
0.8,0,100000,12.599999999999996
0.9,0,100000,6.299999999999998
1,0,100000,0
0.5,0.1,100000,37.78280261633128
0.6,0.1,100000,31.498936775805937
0.7,0.1,100000,25.199981474201625
0.8,0.1,100000,18.89999996499469
0.9,0.1,100000,12.59999999999958
1,0.1,100000,6.30000000000001
0.5,0.2,100000,43.192090566645966
0.6,0.2,100000,37.60818044844776
0.7,0.2,100000,31.484807494133864
0.8,0.2,100000,25.19980688759494
0.9,0.2,100000,18.899999964994706
1,0.2,100000,12.600000000000005
0.5,0.30000000000000004,100000,46.24513536886457
0.6,0.30000000000000004,100000,42.45779333188198
0.7,0.30000000000000004,100000,37.47151906498544
0.8,0.30000000000000004,100000,31.484807494133843
0.9,0.30000000000000004,100000,25.199981474201632
1,0.30000000000000004,100000,18.900000000000013
0.5,0.4,100000,47.68056130603635
0.6,0.4,100000,45.63508379008426
0.7,0.4,100000,42.457793331881795
0.8,0.4,100000,37.608180448447456
0.9,0.4,100000,31.49893677580591
1,0.4,100000,25.200000000000006
0.5,0.5,100000,48.11929066048706
0.6,0.5,100000,47.68056130604416
0.7,0.5,100000,46.24513536886485
0.8,0.5,100000,43.1920905666452
0.9,0.5,100000,37.78280261633128
1,0.5,100000,31.499999999999996
0.5,0.6000000000000001,100000,47.680561306044154
0.6,0.6000000000000001,100000,48.839686455413435
0.7,0.6000000000000001,100000,49.066001511566654
0.8,0.6000000000000001,100000,47.92792010173548
0.9,0.6000000000000001,100000,43.97594286503458
1,0.6000000000000001,100000,37.80000000000002
0.5,0.7000000000000001,100000,46.24513536886487
0.6,0.7000000000000001,100000,49.06600151156665
0.7,0.7000000000000001,100000,50.986675951533044
0.8,0.7000000000000001,100000,51.73887451871395
0.9,0.7000000000000001,100000,49.876106057429006
1,0.7000000000000001,100000,44.1
0.5,0.8,100000,43.1920905666452
0.6,0.8,100000,47.92792010173546
0.7,0.8,100000,51.738874518713956
0.8,0.8,100000,54.489397740703374
0.9,0.8,100000,55.13254969195494
1,0.8,100000,50.39999999999999
0.5,0.9,100000,37.782802616331274
0.6,0.9,100000,43.9759428650346
0.7,0.9,100000,49.876106057429034
0.8,0.9,100000,55.13254969195495
0.9,0.9,100000,58.940793798225414
1,0.9,100000,56.69999999999998
0.5,1,100000,31.499999999999996
0.6,1,100000,37.80000000000001
0.7,1,100000,44.1
0.8,1,100000,50.39999999999999
0.9,1,100000,56.69999999999998
1,1,100000,63
0.5,0,1000000,31.499999999999996
0.6,0,1000000,25.2
0.7,0,1000000,18.9
0.8,0,1000000,12.599999999999996
0.9,0,1000000,6.299999999999998
1,0,1000000,0
0.5,0.1,1000000,37.796309247745576
0.6,0.1,1000000,31.499868379264672
0.7,0.1,1000000,25.199998839449393
0.8,0.1,1000000,18.899999999098203
0.9,0.1,1000000,12.599999999999998
1,0.1,1000000,6.30000000000001
0.5,0.2,1000000,43.66337519618463
0.6,0.2,1000000,37.738604464085626
0.7,0.2,1000000,31.4972282782102
0.8,0.2,1000000,25.19998373134685
0.9,0.2,1000000,18.89999999909822
1,0.2,1000000,12.600000000000005
0.5,0.30000000000000004,1000000,47.48393653874732
0.6,0.30000000000000004,1000000,43.205783944788244
0.7,0.30000000000000004,1000000,37.68346676929379
0.8,0.30000000000000004,1000000,31.497228278210194
0.9,0.30000000000000004,1000000,25.1999988394494
1,0.30000000000000004,1000000,18.900000000000013
0.5,0.4,1000000,49.26351485241319
0.6,0.4,1000000,46.96877001533454
0.7,0.4,1000000,43.205783944785686
0.8,0.4,1000000,37.73860446408431
0.9,0.4,1000000,31.49986837926465
1,0.4,1000000,25.200000000000006
0.5,0.5,1000000,49.78814718126797
0.6,0.5,1000000,49.26351485246363
0.7,0.5,1000000,47.48393653875034
0.8,0.5,1000000,43.66337519618356
0.9,0.5,1000000,37.79630924774567
1,0.5,1000000,31.499999999999996
0.5,0.6000000000000001,1000000,49.263514852463615
0.6,0.6000000000000001,1000000,50.46100001956173
0.7,0.6000000000000001,1000000,50.53239364369331
0.8,0.6000000000000001,1000000,48.82837504317059
0.9,0.6000000000000001,1000000,44.05825398918159
1,0.6000000000000001,1000000,37.80000000000002
0.5,0.7000000000000001,1000000,47.483936538750356
0.6,0.7000000000000001,1000000,50.532393643693304
0.7,0.7000000000000001,1000000,52.459815452376255
0.8,0.7000000000000001,1000000,52.91940429220279
0.9,0.7000000000000001,1000000,50.146275320193496
1,0.7000000000000001,1000000,44.1
0.5,0.8,1000000,43.663375196183566
0.6,0.8,1000000,48.82837504317058
0.7,0.8,1000000,52.9194042922028
0.8,0.8,1000000,55.6768778972012
0.9,0.8,1000000,55.68221945019066
1,0.8,1000000,50.39999999999999
0.5,0.9,1000000,37.79630924774566
0.6,0.9,1000000,44.058253989181594
0.7,0.9,1000000,50.14627532019351
0.8,0.9,1000000,55.682219450190665
0.9,0.9,1000000,59.52338721867221
1,0.9,1000000,56.69999999999998
0.5,1,1000000,31.499999999999996
0.6,1,1000000,37.80000000000001
0.7,1,1000000,44.1
0.8,1,1000000,50.39999999999999
0.9,1,1000000,56.69999999999998
1,1,1000000,63
0.5,0,10000000,31.499999999999996
0.6,0,10000000,25.2
0.7,0,10000000,18.9
0.8,0,10000000,12.599999999999996
0.9,0,10000000,6.299999999999998
1,0,10000000,0
0.5,0.1,10000000,37.799188586385256
0.6,0.1,10000000,31.499982419258775
0.7,0.1,10000000,25.19999991513586
0.8,0.1,10000000,18.89999999996955
0.9,0.1,10000000,12.600000000000001
1,0.1,10000000,6.30000000000001
0.5,0.2,10000000,43.899754382154114
0.6,0.2,10000000,37.781000975760584
0.7,0.2,10000000,31.49948690714153
0.8,0.2,10000000,25.199998476457804
0.9,0.2,10000000,18.899999999969566
1,0.2,10000000,12.600000000000005
0.5,0.30000000000000004,10000000,48.42543184020511
0.6,0.30000000000000004,10000000,43.639460177790966
0.7,0.30000000000000004,10000000,37.76053433803958
0.8,0.30000000000000004,10000000,31.499486907141492
0.9,0.30000000000000004,10000000,25.199999915135876
1,0.30000000000000004,10000000,18.900000000000013
0.5,0.4,10000000,50.637236890450275
0.6,0.4,10000000,48.01219481492146
0.7,0.4,10000000,43.63946017776045
0.8,0.4,10000000,37.781000975756605
0.9,0.4,10000000,31.49998241925876
1,0.4,10000000,25.200000000000006
0.5,0.5,10000000,51.26726365027846
0.6,0.5,10000000,50.6372368907216
0.7,0.5,10000000,48.425431840207935
0.8,0.5,10000000,43.89975438214937
0.9,0.5,10000000,37.79918858638535
1,0.5,10000000,31.499999999999996
0.5,0.6000000000000001,10000000,50.637236890721596
0.6,0.6000000000000001,10000000,51.8963601169533
0.7,0.6000000000000001,10000000,51.78489667123024
0.8,0.6000000000000001,10000000,49.436957011139675
0.9,0.6000000000000001,10000000,44.08601610728403
1,0.6000000000000001,10000000,37.80000000000002
0.5,0.7000000000000001,10000000,48.42543184020795
0.6,0.7000000000000001,10000000,51.784896671230236
0.7,0.7000000000000001,10000000,53.75356943045861
0.8,0.7000000000000001,10000000,53.86740916597124
0.9,0.7000000000000001,10000000,50.278614228782196
1,0.7000000000000001,10000000,44.1
0.5,0.8,10000000,43.89975438214936
0.6,0.8,10000000,49.43695701113965
0.7,0.8,10000000,53.86740916597124
0.8,0.8,10000000,56.678972867851506
0.9,0.8,10000000,56.03795123627386
1,0.8,10000000,50.39999999999999
0.5,0.9,10000000,37.799188586385355
0.6,0.9,10000000,44.08601610728404
0.7,0.9,10000000,50.27861422878221
0.8,0.9,10000000,56.03795123627386
0.9,0.9,10000000,59.91132486830803
1,0.9,10000000,56.69999999999998
0.5,1,10000000,31.499999999999996
0.6,1,10000000,37.80000000000001
0.7,1,10000000,44.1
0.8,1,10000000,50.39999999999999
0.9,1,10000000,56.69999999999998
1,1,10000000,63
0.5,0,100000000,31.499999999999996
0.6,0,100000000,25.2
0.7,0,100000000,18.9
0.8,0,100000000,12.599999999999996
0.9,0,100000000,6.299999999999998
1,0,100000000,0
0.5,0.1,100000000,37.799811651247154
0.6,0.1,100000000,31.499997402983617
0.7,0.1,100000000,25.199999992675156
0.8,0.1,100000000,18.899999999998666
0.9,0.1,100000000,12.600000000000001
1,0.1,100000000,6.30000000000001
0.5,0.2,100000000,44.01020694559545
0.6,0.2,100000000,37.79411929528761
0.7,0.2,100000000,31.499900359406976
0.8,0.2,100000000,25.199999838154344
0.9,0.2,100000000,18.899999999998684
1,0.2,100000000,12.600000000000005
0.5,0.30000000000000004,100000000,49.10246404805575
0.6,0.30000000000000004,100000000,43.870992819814454
0.7,0.30000000000000004,100000000,37.786798758581625
0.8,0.30000000000000004,100000000,31.499900359406897
0.9,0.30000000000000004,100000000,25.199999992675167
1,0.30000000000000004,100000000,18.900000000000013
0.5,0.4,100000000,51.81970174720912
0.6,0.4,100000000,48.788139154723616
0.7,0.4,100000000,43.870992819771615
0.8,0.4,100000000,37.79411929528451
0.9,0.4,100000000,31.499997402983585
1,0.4,100000000,25.200000000000006
0.5,0.5,100000000,52.58782334944437
0.6,0.5,100000000,51.81970175120289
0.7,0.5,100000000,49.102464048833454
0.8,0.5,100000000,44.010206945563105
0.9,0.5,100000000,37.79981165124706
1,0.5,100000000,31.499999999999996
0.5,0.6000000000000001,100000000,51.81970175120288
0.6,0.6000000000000001,100000000,53.173204382542544
0.7,0.6000000000000001,100000000,52.83703368502944
0.8,0.6000000000000001,100000000,49.82399817278731
0.9,0.6000000000000001,100000000,44.09519942489369
1,0.6000000000000001,100000000,37.80000000000002
0.5,0.7000000000000001,100000000,49.10246404883347
0.6,0.7000000000000001,100000000,52.837033685029425
0.7,0.7000000000000001,100000000,54.887131944724985
0.8,0.7000000000000001,100000000,54.60364969381068
0.9,0.7000000000000001,100000000,50.341248689968246
1,0.7000000000000001,100000000,44.1
0.5,0.8,100000000,44.01020694556312
0.6,0.8,100000000,49.8239981727873
0.7,0.8,100000000,54.60364969381069
0.8,0.8,100000000,57.503781267618166
0.9,0.8,100000000,56.25850212294049
1,0.8,100000000,50.39999999999999
0.5,0.9,100000000,37.799811651247076
0.6,0.9,100000000,44.09519942489369
0.7,0.9,100000000,50.34124868996825
0.8,0.9,100000000,56.25850212294048
0.9,0.9,100000000,60.144660032192064
1,0.9,100000000,56.69999999999998
0.5,1,100000000,31.499999999999996
0.6,1,100000000,37.80000000000001
0.7,1,100000000,44.1
0.8,1,100000000,50.39999999999999
0.9,1,100000000,56.69999999999998
1,1,100000000,63
