p,qE,qL,q_cutoff,n,scoring_method,eMaxScore,fold
0.75,0.95,0.95,4.5,1,ESPN,720.4,1
0.75,1,0.95,4.5,1,ESPN,788.8,1
0.75,0.5,1,4.5,1,ESPN,355.6,1
0.75,0.55,1,4.5,1,ESPN,322.9,1
0.75,0.6,1,4.5,1,ESPN,410,1
0.75,0.65,1,4.5,1,ESPN,384.3,1
0.75,0.7,1,4.5,1,ESPN,508.6,1
0.75,0.75,1,4.5,1,ESPN,491.8,1
0.75,0.8,1,4.5,1,ESPN,733.7,1
0.75,0.8500000000000001,1,4.5,1,ESPN,596.3,1
0.75,0.9,1,4.5,1,ESPN,683.5,1
0.75,0.95,1,4.5,1,ESPN,754.8,1
0.75,1,1,4.5,1,ESPN,773.1,1
0.75,0.5,0.5,5.5,1,ESPN,302.4,1
0.75,0.55,0.5,5.5,1,ESPN,323.2,1
0.75,0.6,0.5,5.5,1,ESPN,275.2,1
0.75,0.65,0.5,5.5,1,ESPN,390,1
0.75,0.7,0.5,5.5,1,ESPN,367.7,1
0.75,0.75,0.5,5.5,1,ESPN,489.5,1
0.75,0.8,0.5,5.5,1,ESPN,425.2,1
0.75,0.8500000000000001,0.5,5.5,1,ESPN,653.9,1
0.75,0.9,0.5,5.5,1,ESPN,473.7,1
0.75,0.95,0.5,5.5,1,ESPN,701.9,1
0.75,1,0.5,5.5,1,ESPN,791.4,1
0.75,0.5,0.55,5.5,1,ESPN,308.5,1
0.75,0.55,0.55,5.5,1,ESPN,351.4,1
0.75,0.6,0.55,5.5,1,ESPN,356.7,1
0.75,0.65,0.55,5.5,1,ESPN,424.1,1
0.75,0.7,0.55,5.5,1,ESPN,386.2,1
0.75,0.75,0.55,5.5,1,ESPN,448.9,1
0.75,0.8,0.55,5.5,1,ESPN,488.1,1
0.75,0.8500000000000001,0.55,5.5,1,ESPN,656.5,1
0.75,0.9,0.55,5.5,1,ESPN,759.2,1
0.75,0.95,0.55,5.5,1,ESPN,738.4,1
0.75,1,0.55,5.5,1,ESPN,817.9,1
0.75,0.5,0.6,5.5,1,ESPN,353.3,1
0.75,0.55,0.6,5.5,1,ESPN,315,1
0.75,0.6,0.6,5.5,1,ESPN,346.1,1
0.75,0.65,0.6,5.5,1,ESPN,416.4,1
0.75,0.7,0.6,5.5,1,ESPN,482.1,1
0.75,0.75,0.6,5.5,1,ESPN,500.2,1
0.75,0.8,0.6,5.5,1,ESPN,654.9,1
0.75,0.8500000000000001,0.6,5.5,1,ESPN,655.2,1
0.75,0.9,0.6,5.5,1,ESPN,650.9,1
0.75,0.95,0.6,5.5,1,ESPN,706,1
0.75,1,0.6,5.5,1,ESPN,768,1
0.75,0.5,0.65,5.5,1,ESPN,223.2,1
0.75,0.55,0.65,5.5,1,ESPN,281.2,1
0.75,0.6,0.65,5.5,1,ESPN,368.3,1
0.75,0.65,0.65,5.5,1,ESPN,335.3,1
0.75,0.7,0.65,5.5,1,ESPN,449.8,1
0.75,0.75,0.65,5.5,1,ESPN,493.2,1
0.75,0.8,0.65,5.5,1,ESPN,475.9,1
0.75,0.8500000000000001,0.65,5.5,1,ESPN,484.7,1
0.75,0.9,0.65,5.5,1,ESPN,573.6,1
0.75,0.95,0.65,5.5,1,ESPN,720,1
0.75,1,0.65,5.5,1,ESPN,750.1,1
0.75,0.5,0.7,5.5,1,ESPN,234.4,1
0.75,0.55,0.7,5.5,1,ESPN,281.9,1
0.75,0.6,0.7,5.5,1,ESPN,436.2,1
0.75,0.65,0.7,5.5,1,ESPN,416.1,1
0.75,0.7,0.7,5.5,1,ESPN,473.1,1
0.75,0.75,0.7,5.5,1,ESPN,564,1
0.75,0.8,0.7,5.5,1,ESPN,544.6,1
0.75,0.8500000000000001,0.7,5.5,1,ESPN,431.3,1
0.75,0.9,0.7,5.5,1,ESPN,780.3,1
0.75,0.95,0.7,5.5,1,ESPN,715.8,1
0.75,1,0.7,5.5,1,ESPN,778.4,1
0.75,0.5,0.75,5.5,1,ESPN,331.1,1
0.75,0.55,0.75,5.5,1,ESPN,341.2,1
0.75,0.6,0.75,5.5,1,ESPN,439.9,1
0.75,0.65,0.75,5.5,1,ESPN,437.3,1
0.75,0.7,0.75,5.5,1,ESPN,404.3,1
0.75,0.75,0.75,5.5,1,ESPN,502.8,1
0.75,0.8,0.75,5.5,1,ESPN,604,1
0.75,0.8500000000000001,0.75,5.5,1,ESPN,641.9,1
0.75,0.9,0.75,5.5,1,ESPN,733.2,1
0.75,0.95,0.75,5.5,1,ESPN,633.8,1
0.75,1,0.75,5.5,1,ESPN,833.9,1
0.75,0.5,0.8,5.5,1,ESPN,247.8,1
0.75,0.55,0.8,5.5,1,ESPN,244.3,1
0.75,0.6,0.8,5.5,1,ESPN,442.1,1
0.75,0.65,0.8,5.5,1,ESPN,392.6,1
0.75,0.7,0.8,5.5,1,ESPN,367.4,1
0.75,0.75,0.8,5.5,1,ESPN,460.1,1
0.75,0.8,0.8,5.5,1,ESPN,580.4,1
0.75,0.8500000000000001,0.8,5.5,1,ESPN,651.1,1
0.75,0.9,0.8,5.5,1,ESPN,514.4,1
0.75,0.95,0.8,5.5,1,ESPN,740.6,1
0.75,1,0.8,5.5,1,ESPN,776.1,1
0.75,0.5,0.8500000000000001,5.5,1,ESPN,285.2,1
0.75,0.55,0.8500000000000001,5.5,1,ESPN,389.8,1
0.75,0.6,0.8500000000000001,5.5,1,ESPN,375.3,1
0.75,0.65,0.8500000000000001,5.5,1,ESPN,428.1,1
0.75,0.7,0.8500000000000001,5.5,1,ESPN,510.1,1
0.75,0.75,0.8500000000000001,5.5,1,ESPN,375.8,1
0.75,0.8,0.8500000000000001,5.5,1,ESPN,594.4,1
0.75,0.8500000000000001,0.8500000000000001,5.5,1,ESPN,654.1,1
0.75,0.9,0.8500000000000001,5.5,1,ESPN,685.1,1
0.75,0.95,0.8500000000000001,5.5,1,ESPN,653.7,1
0.75,1,0.8500000000000001,5.5,1,ESPN,801,1
0.75,0.5,0.9,5.5,1,ESPN,325.4,1
0.75,0.55,0.9,5.5,1,ESPN,340.6,1
0.75,0.6,0.9,5.5,1,ESPN,464.6,1
0.75,0.65,0.9,5.5,1,ESPN,314.3,1
0.75,0.7,0.9,5.5,1,ESPN,456.6,1
0.75,0.75,0.9,5.5,1,ESPN,485.5,1
0.75,0.8,0.9,5.5,1,ESPN,666,1
0.75,0.8500000000000001,0.9,5.5,1,ESPN,504.9,1
0.75,0.9,0.9,5.5,1,ESPN,667,1
0.75,0.95,0.9,5.5,1,ESPN,696,1
0.75,1,0.9,5.5,1,ESPN,815.2,1
0.75,0.5,0.95,5.5,1,ESPN,295.3,1
0.75,0.55,0.95,5.5,1,ESPN,400.4,1
0.75,0.6,0.95,5.5,1,ESPN,393.1,1
0.75,0.65,0.95,5.5,1,ESPN,359,1
0.75,0.7,0.95,5.5,1,ESPN,374,1
0.75,0.75,0.95,5.5,1,ESPN,664.8,1
0.75,0.8,0.95,5.5,1,ESPN,617.5,1
0.75,0.8500000000000001,0.95,5.5,1,ESPN,756.9,1
0.75,0.9,0.95,5.5,1,ESPN,712.2,1
0.75,0.95,0.95,5.5,1,ESPN,762.5,1
0.75,1,0.95,5.5,1,ESPN,816.1,1
0.75,0.5,1,5.5,1,ESPN,317.8,1
0.75,0.55,1,5.5,1,ESPN,410.7,1
0.75,0.6,1,5.5,1,ESPN,323,1
0.75,0.65,1,5.5,1,ESPN,490.5,1
0.75,0.7,1,5.5,1,ESPN,476.7,1
0.75,0.75,1,5.5,1,ESPN,427.8,1
0.75,0.8,1,5.5,1,ESPN,468.3,1
0.75,0.8500000000000001,1,5.5,1,ESPN,494.6,1
0.75,0.9,1,5.5,1,ESPN,746.9,1
0.75,0.95,1,5.5,1,ESPN,693.4,1
0.75,1,1,5.5,1,ESPN,791.1,1
0.75,0.5,0.5,1.5,10,ESPN,416.4,1
0.75,0.55,0.5,1.5,10,ESPN,492.1,1
0.75,0.6,0.5,1.5,10,ESPN,482.6,1
0.75,0.65,0.5,1.5,10,ESPN,548.4,1
0.75,0.7,0.5,1.5,10,ESPN,557.7,1
0.75,0.75,0.5,1.5,10,ESPN,590.1,1
0.75,0.8,0.5,1.5,10,ESPN,564.2,1
0.75,0.8500000000000001,0.5,1.5,10,ESPN,598.5,1
0.75,0.9,0.5,1.5,10,ESPN,635.1,1
0.75,0.95,0.5,1.5,10,ESPN,646,1
0.75,1,0.5,1.5,10,ESPN,628.4,1
0.75,0.5,0.55,1.5,10,ESPN,529.7,1
0.75,0.55,0.55,1.5,10,ESPN,580.3,1
0.75,0.6,0.55,1.5,10,ESPN,480.5,1
0.75,0.65,0.55,1.5,10,ESPN,567.9,1
0.75,0.7,0.55,1.5,10,ESPN,563,1
0.75,0.75,0.55,1.5,10,ESPN,587.5,1
0.75,0.8,0.55,1.5,10,ESPN,637.2,1
0.75,0.8500000000000001,0.55,1.5,10,ESPN,597.5,1
0.75,0.9,0.55,1.5,10,ESPN,706.4,1
0.75,0.95,0.55,1.5,10,ESPN,622.4,1
0.75,1,0.55,1.5,10,ESPN,660.6,1
0.75,0.5,0.6,1.5,10,ESPN,509.9,1
0.75,0.55,0.6,1.5,10,ESPN,494.3,1
0.75,0.6,0.6,1.5,10,ESPN,537.4,1
0.75,0.65,0.6,1.5,10,ESPN,627.1,1
0.75,0.7,0.6,1.5,10,ESPN,559.3,1
0.75,0.75,0.6,1.5,10,ESPN,618.7,1
0.75,0.8,0.6,1.5,10,ESPN,665.5,1
0.75,0.8500000000000001,0.6,1.5,10,ESPN,658.6,1
0.75,0.9,0.6,1.5,10,ESPN,683.3,1
0.75,0.95,0.6,1.5,10,ESPN,694.5,1
0.75,1,0.6,1.5,10,ESPN,656.8,1
0.75,0.5,0.65,1.5,10,ESPN,580,1
0.75,0.55,0.65,1.5,10,ESPN,648.2,1
0.75,0.6,0.65,1.5,10,ESPN,614.5,1
0.75,0.65,0.65,1.5,10,ESPN,614.9,1
0.75,0.7,0.65,1.5,10,ESPN,688.9,1
0.75,0.75,0.65,1.5,10,ESPN,660.4,1
0.75,0.8,0.65,1.5,10,ESPN,686.1,1
0.75,0.8500000000000001,0.65,1.5,10,ESPN,687.8,1
0.75,0.9,0.65,1.5,10,ESPN,655.5,1
0.75,0.95,0.65,1.5,10,ESPN,678.9,1
0.75,1,0.65,1.5,10,ESPN,722.4,1
0.75,0.5,0.7,1.5,10,ESPN,540.5,1
0.75,0.55,0.7,1.5,10,ESPN,646,1
0.75,0.6,0.7,1.5,10,ESPN,639.6,1
0.75,0.65,0.7,1.5,10,ESPN,656,1
0.75,0.7,0.7,1.5,10,ESPN,635.6,1
0.75,0.75,0.7,1.5,10,ESPN,680.5,1
0.75,0.8,0.7,1.5,10,ESPN,688.1,1
0.75,0.8500000000000001,0.7,1.5,10,ESPN,828.6,1
0.75,0.9,0.7,1.5,10,ESPN,730.6,1
0.75,0.95,0.7,1.5,10,ESPN,818.9,1
0.75,1,0.7,1.5,10,ESPN,799.6,1
0.75,0.5,0.75,1.5,10,ESPN,623.4,1
0.75,0.55,0.75,1.5,10,ESPN,522.2,1
0.75,0.6,0.75,1.5,10,ESPN,616.4,1
0.75,0.65,0.75,1.5,10,ESPN,734.7,1
0.75,0.7,0.75,1.5,10,ESPN,789.1,1
0.75,0.75,0.75,1.5,10,ESPN,752.8,1
0.75,0.8,0.75,1.5,10,ESPN,721.6,1
0.75,0.8500000000000001,0.75,1.5,10,ESPN,814,1
0.75,0.9,0.75,1.5,10,ESPN,743.4,1
0.75,0.95,0.75,1.5,10,ESPN,775,1
0.75,1,0.75,1.5,10,ESPN,826.2,1
0.75,0.5,0.8,1.5,10,ESPN,702.9,1
0.75,0.55,0.8,1.5,10,ESPN,635.7,1
0.75,0.6,0.8,1.5,10,ESPN,690.1,1
0.75,0.65,0.8,1.5,10,ESPN,803.9,1
0.75,0.7,0.8,1.5,10,ESPN,722.3,1
0.75,0.75,0.8,1.5,10,ESPN,773.7,1
0.75,0.8,0.8,1.5,10,ESPN,792.6,1
0.75,0.8500000000000001,0.8,1.5,10,ESPN,832.3,1
0.75,0.9,0.8,1.5,10,ESPN,772.9,1
0.75,0.95,0.8,1.5,10,ESPN,851.8,1
0.75,1,0.8,1.5,10,ESPN,865.2,1
0.75,0.5,0.8500000000000001,1.5,10,ESPN,695.6,1
0.75,0.55,0.8500000000000001,1.5,10,ESPN,701.2,1
0.75,0.6,0.8500000000000001,1.5,10,ESPN,696.8,1
0.75,0.65,0.8500000000000001,1.5,10,ESPN,818.6,1
0.75,0.7,0.8500000000000001,1.5,10,ESPN,741.1,1
0.75,0.75,0.8500000000000001,1.5,10,ESPN,819.2,1
0.75,0.8,0.8500000000000001,1.5,10,ESPN,935,1
0.75,0.8500000000000001,0.8500000000000001,1.5,10,ESPN,883.4,1
0.75,0.9,0.8500000000000001,1.5,10,ESPN,901.3,1
0.75,0.95,0.8500000000000001,1.5,10,ESPN,873.8,1
0.75,1,0.8500000000000001,1.5,10,ESPN,909.2,1
0.75,0.5,0.9,1.5,10,ESPN,715,1
0.75,0.55,0.9,1.5,10,ESPN,698.5,1
0.75,0.6,0.9,1.5,10,ESPN,805.7,1
0.75,0.65,0.9,1.5,10,ESPN,771.8,1
0.75,0.7,0.9,1.5,10,ESPN,748.5,1
0.75,0.75,0.9,1.5,10,ESPN,823.1,1
0.75,0.8,0.9,1.5,10,ESPN,815.1,1
0.75,0.8500000000000001,0.9,1.5,10,ESPN,854,1
0.75,0.9,0.9,1.5,10,ESPN,980,1
0.75,0.95,0.9,1.5,10,ESPN,1001.9,1
0.75,1,0.9,1.5,10,ESPN,980.4,1
0.75,0.5,0.95,1.5,10,ESPN,704.7,1
0.75,0.55,0.95,1.5,10,ESPN,829.1,1
0.75,0.6,0.95,1.5,10,ESPN,800.7,1
0.75,0.65,0.95,1.5,10,ESPN,789.6,1
0.75,0.7,0.95,1.5,10,ESPN,908.4,1
0.75,0.75,0.95,1.5,10,ESPN,861.3,1
0.75,0.8,0.95,1.5,10,ESPN,880.4,1
0.75,0.8500000000000001,0.95,1.5,10,ESPN,878.4,1
0.75,0.9,0.95,1.5,10,ESPN,896.7,1
0.75,0.95,0.95,1.5,10,ESPN,974.2,1
0.75,1,0.95,1.5,10,ESPN,1016,1
0.75,0.5,1,1.5,10,ESPN,739.1,1
0.75,0.55,1,1.5,10,ESPN,818.8,1
0.75,0.6,1,1.5,10,ESPN,773.2,1
0.75,0.65,1,1.5,10,ESPN,809.6,1
0.75,0.7,1,1.5,10,ESPN,860.4,1
0.75,0.75,1,1.5,10,ESPN,827.4,1
0.75,0.8,1,1.5,10,ESPN,876,1
0.75,0.8500000000000001,1,1.5,10,ESPN,910.9,1
0.75,0.9,1,1.5,10,ESPN,889.6,1
0.75,0.95,1,1.5,10,ESPN,978.3,1
0.75,1,1,1.5,10,ESPN,898.8,1
0.75,0.5,0.5,2.5,10,ESPN,502.6,1
0.75,0.55,0.5,2.5,10,ESPN,451.9,1
0.75,0.6,0.5,2.5,10,ESPN,563.2,1
0.75,0.65,0.5,2.5,10,ESPN,576.7,1
0.75,0.7,0.5,2.5,10,ESPN,604.4,1
0.75,0.75,0.5,2.5,10,ESPN,644.4,1
0.75,0.8,0.5,2.5,10,ESPN,653.9,1
0.75,0.8500000000000001,0.5,2.5,10,ESPN,729.9,1
0.75,0.9,0.5,2.5,10,ESPN,721.7,1
0.75,0.95,0.5,2.5,10,ESPN,793.1,1
0.75,1,0.5,2.5,10,ESPN,796,1
0.75,0.5,0.55,2.5,10,ESPN,441.3,1
0.75,0.55,0.55,2.5,10,ESPN,559.7,1
0.75,0.6,0.55,2.5,10,ESPN,558.5,1
0.75,0.65,0.55,2.5,10,ESPN,549.4,1
0.75,0.7,0.55,2.5,10,ESPN,582.5,1
0.75,0.75,0.55,2.5,10,ESPN,615,1
0.75,0.8,0.55,2.5,10,ESPN,679.4,1
0.75,0.8500000000000001,0.55,2.5,10,ESPN,626.1,1
0.75,0.9,0.55,2.5,10,ESPN,751.1,1
0.75,0.95,0.55,2.5,10,ESPN,895.9,1
0.75,1,0.55,2.5,10,ESPN,789.4,1
0.75,0.5,0.6,2.5,10,ESPN,543.7,1
0.75,0.55,0.6,2.5,10,ESPN,512.3,1
0.75,0.6,0.6,2.5,10,ESPN,528.9,1
0.75,0.65,0.6,2.5,10,ESPN,569.3,1
0.75,0.7,0.6,2.5,10,ESPN,663.6,1
0.75,0.75,0.6,2.5,10,ESPN,655.4,1
0.75,0.8,0.6,2.5,10,ESPN,714.6,1
0.75,0.8500000000000001,0.6,2.5,10,ESPN,745.5,1
0.75,0.9,0.6,2.5,10,ESPN,777.7,1
0.75,0.95,0.6,2.5,10,ESPN,772.4,1
0.75,1,0.6,2.5,10,ESPN,818.6,1
0.75,0.5,0.65,2.5,10,ESPN,544.8,1
0.75,0.55,0.65,2.5,10,ESPN,519.8,1
0.75,0.6,0.65,2.5,10,ESPN,592.2,1
0.75,0.65,0.65,2.5,10,ESPN,544.4,1
0.75,0.7,0.65,2.5,10,ESPN,740.9,1
0.75,0.75,0.65,2.5,10,ESPN,714.8,1
0.75,0.8,0.65,2.5,10,ESPN,764.5,1
0.75,0.8500000000000001,0.65,2.5,10,ESPN,800.2,1
0.75,0.9,0.65,2.5,10,ESPN,828.5,1
0.75,0.95,0.65,2.5,10,ESPN,839.1,1
0.75,1,0.65,2.5,10,ESPN,878.6,1
0.75,0.5,0.7,2.5,10,ESPN,501.5,1
0.75,0.55,0.7,2.5,10,ESPN,582.5,1
0.75,0.6,0.7,2.5,10,ESPN,673.3,1
0.75,0.65,0.7,2.5,10,ESPN,637.3,1
0.75,0.7,0.7,2.5,10,ESPN,745.6,1
0.75,0.75,0.7,2.5,10,ESPN,642.3,1
0.75,0.8,0.7,2.5,10,ESPN,740.9,1
0.75,0.8500000000000001,0.7,2.5,10,ESPN,794.1,1
0.75,0.9,0.7,2.5,10,ESPN,813.3,1
0.75,0.95,0.7,2.5,10,ESPN,935.6,1
0.75,1,0.7,2.5,10,ESPN,829.6,1
0.75,0.5,0.75,2.5,10,ESPN,566.7,1
0.75,0.55,0.75,2.5,10,ESPN,596.5,1
0.75,0.6,0.75,2.5,10,ESPN,640.9,1
0.75,0.65,0.75,2.5,10,ESPN,657.6,1
0.75,0.7,0.75,2.5,10,ESPN,667.1,1
0.75,0.75,0.75,2.5,10,ESPN,722.5,1
0.75,0.8,0.75,2.5,10,ESPN,821.8,1
0.75,0.8500000000000001,0.75,2.5,10,ESPN,832.1,1
0.75,0.9,0.75,2.5,10,ESPN,798.2,1
0.75,0.95,0.75,2.5,10,ESPN,836,1
0.75,1,0.75,2.5,10,ESPN,891.6,1
0.75,0.5,0.8,2.5,10,ESPN,697.1,1
0.75,0.55,0.8,2.5,10,ESPN,557.9,1
0.75,0.6,0.8,2.5,10,ESPN,671.2,1
0.75,0.65,0.8,2.5,10,ESPN,687.3,1
0.75,0.7,0.8,2.5,10,ESPN,783.2,1
0.75,0.75,0.8,2.5,10,ESPN,731.6,1
0.75,0.8,0.8,2.5,10,ESPN,801.2,1
0.75,0.8500000000000001,0.8,2.5,10,ESPN,782.7,1
0.75,0.9,0.8,2.5,10,ESPN,906.8,1
0.75,0.95,0.8,2.5,10,ESPN,906.3,1
0.75,1,0.8,2.5,10,ESPN,810.8,1
0.75,0.5,0.8500000000000001,2.5,10,ESPN,572.7,1
0.75,0.55,0.8500000000000001,2.5,10,ESPN,613.2,1
0.75,0.6,0.8500000000000001,2.5,10,ESPN,678.5,1
0.75,0.65,0.8500000000000001,2.5,10,ESPN,720.5,1
0.75,0.7,0.8500000000000001,2.5,10,ESPN,698.3,1
0.75,0.75,0.8500000000000001,2.5,10,ESPN,816.3,1
0.75,0.8,0.8500000000000001,2.5,10,ESPN,826.9,1
0.75,0.8500000000000001,0.8500000000000001,2.5,10,ESPN,873.5,1
0.75,0.9,0.8500000000000001,2.5,10,ESPN,870.7,1
0.75,0.95,0.8500000000000001,2.5,10,ESPN,936.2,1
0.75,1,0.8500000000000001,2.5,10,ESPN,965,1
0.75,0.5,0.9,2.5,10,ESPN,588.2,1
0.75,0.55,0.9,2.5,10,ESPN,686.5,1
0.75,0.6,0.9,2.5,10,ESPN,615.6,1
0.75,0.65,0.9,2.5,10,ESPN,685.7,1
0.75,0.7,0.9,2.5,10,ESPN,708.5,1
0.75,0.75,0.9,2.5,10,ESPN,845.9,1
0.75,0.8,0.9,2.5,10,ESPN,857.6,1
0.75,0.8500000000000001,0.9,2.5,10,ESPN,852.6,1
0.75,0.9,0.9,2.5,10,ESPN,881.1,1
0.75,0.95,0.9,2.5,10,ESPN,958.5,1
0.75,1,0.9,2.5,10,ESPN,884.8,1
0.75,0.5,0.95,2.5,10,ESPN,602.6,1
0.75,0.55,0.95,2.5,10,ESPN,667.8,1
0.75,0.6,0.95,2.5,10,ESPN,656.9,1
0.75,0.65,0.95,2.5,10,ESPN,704.8,1
0.75,0.7,0.95,2.5,10,ESPN,793,1
0.75,0.75,0.95,2.5,10,ESPN,761.9,1
0.75,0.8,0.95,2.5,10,ESPN,844.3,1
0.75,0.8500000000000001,0.95,2.5,10,ESPN,856.6,1
0.75,0.9,0.95,2.5,10,ESPN,951.2,1
0.75,0.95,0.95,2.5,10,ESPN,918.5,1
0.75,1,0.95,2.5,10,ESPN,930.6,1
0.75,0.5,1,2.5,10,ESPN,762.3,1
0.75,0.55,1,2.5,10,ESPN,718.7,1
0.75,0.6,1,2.5,10,ESPN,661.5,1
0.75,0.65,1,2.5,10,ESPN,674.2,1
0.75,0.7,1,2.5,10,ESPN,802.2,1
0.75,0.75,1,2.5,10,ESPN,859.7,1
0.75,0.8,1,2.5,10,ESPN,798,1
0.75,0.8500000000000001,1,2.5,10,ESPN,895,1
0.75,0.9,1,2.5,10,ESPN,865.4,1
0.75,0.95,1,2.5,10,ESPN,896.3,1
0.75,1,1,2.5,10,ESPN,874,1
0.75,0.5,0.5,3.5,10,ESPN,473.6,1
0.75,0.55,0.5,3.5,10,ESPN,481.3,1
0.75,0.6,0.5,3.5,10,ESPN,514,1
0.75,0.65,0.5,3.5,10,ESPN,595,1
0.75,0.7,0.5,3.5,10,ESPN,635.7,1
0.75,0.75,0.5,3.5,10,ESPN,702.6,1
0.75,0.8,0.5,3.5,10,ESPN,737.9,1
0.75,0.8500000000000001,0.5,3.5,10,ESPN,842.1,1
0.75,0.9,0.5,3.5,10,ESPN,808.9,1
0.75,0.95,0.5,3.5,10,ESPN,807.2,1
0.75,1,0.5,3.5,10,ESPN,866.2,1
0.75,0.5,0.55,3.5,10,ESPN,418.5,1
0.75,0.55,0.55,3.5,10,ESPN,551,1
0.75,0.6,0.55,3.5,10,ESPN,648.9,1
0.75,0.65,0.55,3.5,10,ESPN,600.5,1
0.75,0.7,0.55,3.5,10,ESPN,700.6,1
0.75,0.75,0.55,3.5,10,ESPN,657.3,1
0.75,0.8,0.55,3.5,10,ESPN,740.8,1
0.75,0.8500000000000001,0.55,3.5,10,ESPN,736.7,1
0.75,0.9,0.55,3.5,10,ESPN,913.6,1
0.75,0.95,0.55,3.5,10,ESPN,895.2,1
0.75,1,0.55,3.5,10,ESPN,896,1
0.75,0.5,0.6,3.5,10,ESPN,493.9,1
0.75,0.55,0.6,3.5,10,ESPN,544.1,1
0.75,0.6,0.6,3.5,10,ESPN,609.8,1
0.75,0.65,0.6,3.5,10,ESPN,629.3,1
0.75,0.7,0.6,3.5,10,ESPN,643.5,1
0.75,0.75,0.6,3.5,10,ESPN,727.5,1
0.75,0.8,0.6,3.5,10,ESPN,719.4,1
0.75,0.8500000000000001,0.6,3.5,10,ESPN,719.1,1
0.75,0.9,0.6,3.5,10,ESPN,869.8,1
0.75,0.95,0.6,3.5,10,ESPN,896.8,1
0.75,1,0.6,3.5,10,ESPN,873.8,1
0.75,0.5,0.65,3.5,10,ESPN,468.8,1
0.75,0.55,0.65,3.5,10,ESPN,466.8,1
0.75,0.6,0.65,3.5,10,ESPN,590.4,1
0.75,0.65,0.65,3.5,10,ESPN,548.3,1
0.75,0.7,0.65,3.5,10,ESPN,632.7,1
0.75,0.75,0.65,3.5,10,ESPN,662.4,1
0.75,0.8,0.65,3.5,10,ESPN,852.1,1
0.75,0.8500000000000001,0.65,3.5,10,ESPN,777.3,1
0.75,0.9,0.65,3.5,10,ESPN,829.9,1
0.75,0.95,0.65,3.5,10,ESPN,891.9,1
0.75,1,0.65,3.5,10,ESPN,902.8,1
0.75,0.5,0.7,3.5,10,ESPN,436,1
0.75,0.55,0.7,3.5,10,ESPN,577.2,1
0.75,0.6,0.7,3.5,10,ESPN,626.7,1
0.75,0.65,0.7,3.5,10,ESPN,669.7,1
0.75,0.7,0.7,3.5,10,ESPN,695.3,1
0.75,0.75,0.7,3.5,10,ESPN,664.6,1
0.75,0.8,0.7,3.5,10,ESPN,800.4,1
0.75,0.8500000000000001,0.7,3.5,10,ESPN,803.8,1
0.75,0.9,0.7,3.5,10,ESPN,850.6,1
0.75,0.95,0.7,3.5,10,ESPN,897,1
0.75,1,0.7,3.5,10,ESPN,888,1
0.75,0.5,0.75,3.5,10,ESPN,517.7,1
0.75,0.55,0.75,3.5,10,ESPN,531.2,1
0.75,0.6,0.75,3.5,10,ESPN,633.1,1
0.75,0.65,0.75,3.5,10,ESPN,683.2,1
0.75,0.7,0.75,3.5,10,ESPN,704.1,1
0.75,0.75,0.75,3.5,10,ESPN,722.7,1
0.75,0.8,0.75,3.5,10,ESPN,739.2,1
0.75,0.8500000000000001,0.75,3.5,10,ESPN,826.3,1
0.75,0.9,0.75,3.5,10,ESPN,870.2,1
0.75,0.95,0.75,3.5,10,ESPN,895.2,1
0.75,1,0.75,3.5,10,ESPN,943,1
0.75,0.5,0.8,3.5,10,ESPN,491.5,1
0.75,0.55,0.8,3.5,10,ESPN,594.2,1
0.75,0.6,0.8,3.5,10,ESPN,522.4,1
0.75,0.65,0.8,3.5,10,ESPN,615.9,1
0.75,0.7,0.8,3.5,10,ESPN,656.3,1
0.75,0.75,0.8,3.5,10,ESPN,682,1
0.75,0.8,0.8,3.5,10,ESPN,804.6,1
0.75,0.8500000000000001,0.8,3.5,10,ESPN,805.2,1
0.75,0.9,0.8,3.5,10,ESPN,874.9,1
0.75,0.95,0.8,3.5,10,ESPN,956.6,1
0.75,1,0.8,3.5,10,ESPN,1007.2,1
0.75,0.5,0.8500000000000001,3.5,10,ESPN,524.8,1
0.75,0.55,0.8500000000000001,3.5,10,ESPN,609.4,1
0.75,0.6,0.8500000000000001,3.5,10,ESPN,604.4,1
0.75,0.65,0.8500000000000001,3.5,10,ESPN,709.3,1
0.75,0.7,0.8500000000000001,3.5,10,ESPN,677.6,1
0.75,0.75,0.8500000000000001,3.5,10,ESPN,718.6,1
0.75,0.8,0.8500000000000001,3.5,10,ESPN,834.7,1
0.75,0.8500000000000001,0.8500000000000001,3.5,10,ESPN,847.1,1
0.75,0.9,0.8500000000000001,3.5,10,ESPN,905.5,1
0.75,0.95,0.8500000000000001,3.5,10,ESPN,955.9,1
0.75,1,0.8500000000000001,3.5,10,ESPN,949.6,1
0.75,0.5,0.9,3.5,10,ESPN,604.9,1
0.75,0.55,0.9,3.5,10,ESPN,580.2,1
0.75,0.6,0.9,3.5,10,ESPN,633.5,1
0.75,0.65,0.9,3.5,10,ESPN,680.5,1
0.75,0.7,0.9,3.5,10,ESPN,735.5,1
0.75,0.75,0.9,3.5,10,ESPN,816.6,1
0.75,0.8,0.9,3.5,10,ESPN,895.9,1
0.75,0.8500000000000001,0.9,3.5,10,ESPN,868.8,1
0.75,0.9,0.9,3.5,10,ESPN,893.8,1
0.75,0.95,0.9,3.5,10,ESPN,957.9,1
0.75,1,0.9,3.5,10,ESPN,969.8,1
