p,qE,qL,q_cutoff,n,scoring_method,eMaxHammingScore,fold
0.75,0.95,0.95,4.5,100,Hamming,45.55,3
0.75,1,0.95,4.5,100,Hamming,45.33,3
0.75,0.5,1,4.5,100,Hamming,30.14,3
0.75,0.55,1,4.5,100,Hamming,32.31,3
0.75,0.6,1,4.5,100,Hamming,33.85,3
0.75,0.65,1,4.5,100,Hamming,35.78,3
0.75,0.7,1,4.5,100,Hamming,37.05,3
0.75,0.75,1,4.5,100,Hamming,40.29,3
0.75,0.8,1,4.5,100,Hamming,40.88,3
0.75,0.8500000000000001,1,4.5,100,Hamming,42.62,3
0.75,0.9,1,4.5,100,Hamming,44.95,3
0.75,0.95,1,4.5,100,Hamming,46.96,3
0.75,1,1,4.5,100,Hamming,45.37,3
0.75,0.5,0.5,5.5,100,Hamming,30.35,3
0.75,0.55,0.5,5.5,100,Hamming,31.48,3
0.75,0.6,0.5,5.5,100,Hamming,35.28,3
0.75,0.65,0.5,5.5,100,Hamming,35.35,3
0.75,0.7,0.5,5.5,100,Hamming,36.75,3
0.75,0.75,0.5,5.5,100,Hamming,39.07,3
0.75,0.8,0.5,5.5,100,Hamming,41.89,3
0.75,0.8500000000000001,0.5,5.5,100,Hamming,42.89,3
0.75,0.9,0.5,5.5,100,Hamming,44.9,3
0.75,0.95,0.5,5.5,100,Hamming,47.19,3
0.75,1,0.5,5.5,100,Hamming,44.93,3
0.75,0.5,0.55,5.5,100,Hamming,29.97,3
0.75,0.55,0.55,5.5,100,Hamming,31.88,3
0.75,0.6,0.55,5.5,100,Hamming,33.43,3
0.75,0.65,0.55,5.5,100,Hamming,36.21,3
0.75,0.7,0.55,5.5,100,Hamming,36.34,3
0.75,0.75,0.55,5.5,100,Hamming,38.24,3
0.75,0.8,0.55,5.5,100,Hamming,40.5,3
0.75,0.8500000000000001,0.55,5.5,100,Hamming,42.13,3
0.75,0.9,0.55,5.5,100,Hamming,44.61,3
0.75,0.95,0.55,5.5,100,Hamming,47.31,3
0.75,1,0.55,5.5,100,Hamming,44.01,3
0.75,0.5,0.6,5.5,100,Hamming,30.49,3
0.75,0.55,0.6,5.5,100,Hamming,31.8,3
0.75,0.6,0.6,5.5,100,Hamming,33.41,3
0.75,0.65,0.6,5.5,100,Hamming,35.68,3
0.75,0.7,0.6,5.5,100,Hamming,37.83,3
0.75,0.75,0.6,5.5,100,Hamming,39.34,3
0.75,0.8,0.6,5.5,100,Hamming,41.95,3
0.75,0.8500000000000001,0.6,5.5,100,Hamming,43.09,3
0.75,0.9,0.6,5.5,100,Hamming,45.27,3
0.75,0.95,0.6,5.5,100,Hamming,47.11,3
0.75,1,0.6,5.5,100,Hamming,45.75,3
0.75,0.5,0.65,5.5,100,Hamming,30.21,3
0.75,0.55,0.65,5.5,100,Hamming,32.3,3
0.75,0.6,0.65,5.5,100,Hamming,33.62,3
0.75,0.65,0.65,5.5,100,Hamming,35.69,3
0.75,0.7,0.65,5.5,100,Hamming,37.67,3
0.75,0.75,0.65,5.5,100,Hamming,39.48,3
0.75,0.8,0.65,5.5,100,Hamming,41.49,3
0.75,0.8500000000000001,0.65,5.5,100,Hamming,42.97,3
0.75,0.9,0.65,5.5,100,Hamming,44.94,3
0.75,0.95,0.65,5.5,100,Hamming,45.6,3
0.75,1,0.65,5.5,100,Hamming,46.33,3
0.75,0.5,0.7,5.5,100,Hamming,29.87,3
0.75,0.55,0.7,5.5,100,Hamming,31.93,3
0.75,0.6,0.7,5.5,100,Hamming,33.74,3
0.75,0.65,0.7,5.5,100,Hamming,35.25,3
0.75,0.7,0.7,5.5,100,Hamming,38.51,3
0.75,0.75,0.7,5.5,100,Hamming,39.64,3
0.75,0.8,0.7,5.5,100,Hamming,40.6,3
0.75,0.8500000000000001,0.7,5.5,100,Hamming,43.77,3
0.75,0.9,0.7,5.5,100,Hamming,44.14,3
0.75,0.95,0.7,5.5,100,Hamming,45.56,3
0.75,1,0.7,5.5,100,Hamming,45.96,3
0.75,0.5,0.75,5.5,100,Hamming,30.44,3
0.75,0.55,0.75,5.5,100,Hamming,31.07,3
0.75,0.6,0.75,5.5,100,Hamming,33.76,3
0.75,0.65,0.75,5.5,100,Hamming,35.05,3
0.75,0.7,0.75,5.5,100,Hamming,36.74,3
0.75,0.75,0.75,5.5,100,Hamming,38.62,3
0.75,0.8,0.75,5.5,100,Hamming,40.86,3
0.75,0.8500000000000001,0.75,5.5,100,Hamming,43.67,3
0.75,0.9,0.75,5.5,100,Hamming,45.75,3
0.75,0.95,0.75,5.5,100,Hamming,47.02,3
0.75,1,0.75,5.5,100,Hamming,45.46,3
0.75,0.5,0.8,5.5,100,Hamming,30.5,3
0.75,0.55,0.8,5.5,100,Hamming,32.28,3
0.75,0.6,0.8,5.5,100,Hamming,33.91,3
0.75,0.65,0.8,5.5,100,Hamming,35,3
0.75,0.7,0.8,5.5,100,Hamming,37.44,3
0.75,0.75,0.8,5.5,100,Hamming,39.61,3
0.75,0.8,0.8,5.5,100,Hamming,40.91,3
0.75,0.8500000000000001,0.8,5.5,100,Hamming,43.41,3
0.75,0.9,0.8,5.5,100,Hamming,44.23,3
0.75,0.95,0.8,5.5,100,Hamming,46.02,3
0.75,1,0.8,5.5,100,Hamming,45.99,3
0.75,0.5,0.8500000000000001,5.5,100,Hamming,30.05,3
0.75,0.55,0.8500000000000001,5.5,100,Hamming,31.4,3
0.75,0.6,0.8500000000000001,5.5,100,Hamming,34.02,3
0.75,0.65,0.8500000000000001,5.5,100,Hamming,35.38,3
0.75,0.7,0.8500000000000001,5.5,100,Hamming,37.3,3
0.75,0.75,0.8500000000000001,5.5,100,Hamming,39.41,3
0.75,0.8,0.8500000000000001,5.5,100,Hamming,40.93,3
0.75,0.8500000000000001,0.8500000000000001,5.5,100,Hamming,43.15,3
0.75,0.9,0.8500000000000001,5.5,100,Hamming,45.03,3
0.75,0.95,0.8500000000000001,5.5,100,Hamming,46.04,3
0.75,1,0.8500000000000001,5.5,100,Hamming,45.49,3
0.75,0.5,0.9,5.5,100,Hamming,30.41,3
0.75,0.55,0.9,5.5,100,Hamming,31.73,3
0.75,0.6,0.9,5.5,100,Hamming,33.13,3
0.75,0.65,0.9,5.5,100,Hamming,35.01,3
0.75,0.7,0.9,5.5,100,Hamming,37.26,3
0.75,0.75,0.9,5.5,100,Hamming,39.62,3
0.75,0.8,0.9,5.5,100,Hamming,40.95,3
0.75,0.8500000000000001,0.9,5.5,100,Hamming,42.76,3
0.75,0.9,0.9,5.5,100,Hamming,45.03,3
0.75,0.95,0.9,5.5,100,Hamming,45.97,3
0.75,1,0.9,5.5,100,Hamming,46.05,3
0.75,0.5,0.95,5.5,100,Hamming,30.15,3
0.75,0.55,0.95,5.5,100,Hamming,32.11,3
0.75,0.6,0.95,5.5,100,Hamming,33.54,3
0.75,0.65,0.95,5.5,100,Hamming,35.62,3
0.75,0.7,0.95,5.5,100,Hamming,37.15,3
0.75,0.75,0.95,5.5,100,Hamming,39.38,3
0.75,0.8,0.95,5.5,100,Hamming,41.56,3
0.75,0.8500000000000001,0.95,5.5,100,Hamming,42.78,3
0.75,0.9,0.95,5.5,100,Hamming,45.73,3
0.75,0.95,0.95,5.5,100,Hamming,47.75,3
0.75,1,0.95,5.5,100,Hamming,45.2,3
0.75,0.5,1,5.5,100,Hamming,30.16,3
0.75,0.55,1,5.5,100,Hamming,31.4,3
0.75,0.6,1,5.5,100,Hamming,33.47,3
0.75,0.65,1,5.5,100,Hamming,34.74,3
0.75,0.7,1,5.5,100,Hamming,37.57,3
0.75,0.75,1,5.5,100,Hamming,39.74,3
0.75,0.8,1,5.5,100,Hamming,40.34,3
0.75,0.8500000000000001,1,5.5,100,Hamming,44.68,3
0.75,0.9,1,5.5,100,Hamming,44.25,3
0.75,0.95,1,5.5,100,Hamming,46.56,3
0.75,1,1,5.5,100,Hamming,46.38,3
0.75,0.5,0.5,1.5,1000,Hamming,32.68,3
0.75,0.55,0.5,1.5,1000,Hamming,34.18,3
0.75,0.6,0.5,1.5,1000,Hamming,35.3,3
0.75,0.65,0.5,1.5,1000,Hamming,36.76,3
0.75,0.7,0.5,1.5,1000,Hamming,39.14,3
0.75,0.75,0.5,1.5,1000,Hamming,40.08,3
0.75,0.8,0.5,1.5,1000,Hamming,42.17,3
0.75,0.8500000000000001,0.5,1.5,1000,Hamming,42.9,3
0.75,0.9,0.5,1.5,1000,Hamming,44.8,3
0.75,0.95,0.5,1.5,1000,Hamming,46.46,3
0.75,1,0.5,1.5,1000,Hamming,46.9,3
0.75,0.5,0.55,1.5,1000,Hamming,33.08,3
0.75,0.55,0.55,1.5,1000,Hamming,34.61,3
0.75,0.6,0.55,1.5,1000,Hamming,35.9,3
0.75,0.65,0.55,1.5,1000,Hamming,37.63,3
0.75,0.7,0.55,1.5,1000,Hamming,39.31,3
0.75,0.75,0.55,1.5,1000,Hamming,40.95,3
0.75,0.8,0.55,1.5,1000,Hamming,43.12,3
0.75,0.8500000000000001,0.55,1.5,1000,Hamming,44.19,3
0.75,0.9,0.55,1.5,1000,Hamming,44.78,3
0.75,0.95,0.55,1.5,1000,Hamming,47.55,3
0.75,1,0.55,1.5,1000,Hamming,48.17,3
0.75,0.5,0.6,1.5,1000,Hamming,34.51,3
0.75,0.55,0.6,1.5,1000,Hamming,35.56,3
0.75,0.6,0.6,1.5,1000,Hamming,37.02,3
0.75,0.65,0.6,1.5,1000,Hamming,38.45,3
0.75,0.7,0.6,1.5,1000,Hamming,39.96,3
0.75,0.75,0.6,1.5,1000,Hamming,41.56,3
0.75,0.8,0.6,1.5,1000,Hamming,42.78,3
0.75,0.8500000000000001,0.6,1.5,1000,Hamming,45.09,3
0.75,0.9,0.6,1.5,1000,Hamming,45.57,3
0.75,0.95,0.6,1.5,1000,Hamming,47.39,3
0.75,1,0.6,1.5,1000,Hamming,49.09,3
0.75,0.5,0.65,1.5,1000,Hamming,34.85,3
0.75,0.55,0.65,1.5,1000,Hamming,35.63,3
0.75,0.6,0.65,1.5,1000,Hamming,37.38,3
0.75,0.65,0.65,1.5,1000,Hamming,38.25,3
0.75,0.7,0.65,1.5,1000,Hamming,40.95,3
0.75,0.75,0.65,1.5,1000,Hamming,42.68,3
0.75,0.8,0.65,1.5,1000,Hamming,44.28,3
0.75,0.8500000000000001,0.65,1.5,1000,Hamming,45.69,3
0.75,0.9,0.65,1.5,1000,Hamming,47.68,3
0.75,0.95,0.65,1.5,1000,Hamming,48.78,3
0.75,1,0.65,1.5,1000,Hamming,49.68,3
0.75,0.5,0.7,1.5,1000,Hamming,35.71,3
0.75,0.55,0.7,1.5,1000,Hamming,36.89,3
0.75,0.6,0.7,1.5,1000,Hamming,37.89,3
0.75,0.65,0.7,1.5,1000,Hamming,40.14,3
0.75,0.7,0.7,1.5,1000,Hamming,41.25,3
0.75,0.75,0.7,1.5,1000,Hamming,42.4,3
0.75,0.8,0.7,1.5,1000,Hamming,45.01,3
0.75,0.8500000000000001,0.7,1.5,1000,Hamming,46.13,3
0.75,0.9,0.7,1.5,1000,Hamming,47.81,3
0.75,0.95,0.7,1.5,1000,Hamming,48.8,3
0.75,1,0.7,1.5,1000,Hamming,50.29,3
0.75,0.5,0.75,1.5,1000,Hamming,35.5,3
0.75,0.55,0.75,1.5,1000,Hamming,37.64,3
0.75,0.6,0.75,1.5,1000,Hamming,38.19,3
0.75,0.65,0.75,1.5,1000,Hamming,40.36,3
0.75,0.7,0.75,1.5,1000,Hamming,42,3
0.75,0.75,0.75,1.5,1000,Hamming,43.41,3
0.75,0.8,0.75,1.5,1000,Hamming,45.46,3
0.75,0.8500000000000001,0.75,1.5,1000,Hamming,46.75,3
0.75,0.9,0.75,1.5,1000,Hamming,49.3,3
0.75,0.95,0.75,1.5,1000,Hamming,49.51,3
0.75,1,0.75,1.5,1000,Hamming,51.43,3
0.75,0.5,0.8,1.5,1000,Hamming,36.03,3
0.75,0.55,0.8,1.5,1000,Hamming,37.9,3
0.75,0.6,0.8,1.5,1000,Hamming,39.46,3
0.75,0.65,0.8,1.5,1000,Hamming,41.2,3
0.75,0.7,0.8,1.5,1000,Hamming,43.27,3
0.75,0.75,0.8,1.5,1000,Hamming,45.55,3
0.75,0.8,0.8,1.5,1000,Hamming,46.48,3
0.75,0.8500000000000001,0.8,1.5,1000,Hamming,48.06,3
0.75,0.9,0.8,1.5,1000,Hamming,49.4,3
0.75,0.95,0.8,1.5,1000,Hamming,50.49,3
0.75,1,0.8,1.5,1000,Hamming,52.26,3
0.75,0.5,0.8500000000000001,1.5,1000,Hamming,37.66,3
0.75,0.55,0.8500000000000001,1.5,1000,Hamming,38.6,3
0.75,0.6,0.8500000000000001,1.5,1000,Hamming,40.59,3
0.75,0.65,0.8500000000000001,1.5,1000,Hamming,42.18,3
0.75,0.7,0.8500000000000001,1.5,1000,Hamming,43.32,3
0.75,0.75,0.8500000000000001,1.5,1000,Hamming,45.98,3
0.75,0.8,0.8500000000000001,1.5,1000,Hamming,47.27,3
0.75,0.8500000000000001,0.8500000000000001,1.5,1000,Hamming,48.4,3
0.75,0.9,0.8500000000000001,1.5,1000,Hamming,50.69,3
0.75,0.95,0.8500000000000001,1.5,1000,Hamming,50.9,3
0.75,1,0.8500000000000001,1.5,1000,Hamming,52,3
0.75,0.5,0.9,1.5,1000,Hamming,38.17,3
0.75,0.55,0.9,1.5,1000,Hamming,39.82,3
0.75,0.6,0.9,1.5,1000,Hamming,41.51,3
0.75,0.65,0.9,1.5,1000,Hamming,43.81,3
0.75,0.7,0.9,1.5,1000,Hamming,45.09,3
0.75,0.75,0.9,1.5,1000,Hamming,46.87,3
0.75,0.8,0.9,1.5,1000,Hamming,48.75,3
0.75,0.8500000000000001,0.9,1.5,1000,Hamming,49.83,3
0.75,0.9,0.9,1.5,1000,Hamming,51.09,3
0.75,0.95,0.9,1.5,1000,Hamming,52.56,3
0.75,1,0.9,1.5,1000,Hamming,52.94,3
0.75,0.5,0.95,1.5,1000,Hamming,38.9,3
0.75,0.55,0.95,1.5,1000,Hamming,40.79,3
0.75,0.6,0.95,1.5,1000,Hamming,42.7,3
0.75,0.65,0.95,1.5,1000,Hamming,44.59,3
0.75,0.7,0.95,1.5,1000,Hamming,45.74,3
0.75,0.75,0.95,1.5,1000,Hamming,47.09,3
0.75,0.8,0.95,1.5,1000,Hamming,50.31,3
0.75,0.8500000000000001,0.95,1.5,1000,Hamming,51.84,3
0.75,0.9,0.95,1.5,1000,Hamming,51.78,3
0.75,0.95,0.95,1.5,1000,Hamming,52.15,3
0.75,1,0.95,1.5,1000,Hamming,53.57,3
0.75,0.5,1,1.5,1000,Hamming,40.08,3
0.75,0.55,1,1.5,1000,Hamming,41.85,3
0.75,0.6,1,1.5,1000,Hamming,43.36,3
0.75,0.65,1,1.5,1000,Hamming,44.7,3
0.75,0.7,1,1.5,1000,Hamming,47.74,3
0.75,0.75,1,1.5,1000,Hamming,49.26,3
0.75,0.8,1,1.5,1000,Hamming,49.84,3
0.75,0.8500000000000001,1,1.5,1000,Hamming,50.85,3
0.75,0.9,1,1.5,1000,Hamming,52.6,3
0.75,0.95,1,1.5,1000,Hamming,50.82,3
0.75,1,1,1.5,1000,Hamming,51.98,3
0.75,0.5,0.5,2.5,1000,Hamming,32.84,3
0.75,0.55,0.5,2.5,1000,Hamming,34.02,3
0.75,0.6,0.5,2.5,1000,Hamming,36.34,3
0.75,0.65,0.5,2.5,1000,Hamming,38.12,3
0.75,0.7,0.5,2.5,1000,Hamming,40.42,3
0.75,0.75,0.5,2.5,1000,Hamming,42.52,3
0.75,0.8,0.5,2.5,1000,Hamming,44.44,3
0.75,0.8500000000000001,0.5,2.5,1000,Hamming,47.71,3
0.75,0.9,0.5,2.5,1000,Hamming,48.6,3
0.75,0.95,0.5,2.5,1000,Hamming,51.14,3
0.75,1,0.5,2.5,1000,Hamming,52.81,3
0.75,0.5,0.55,2.5,1000,Hamming,32.95,3
0.75,0.55,0.55,2.5,1000,Hamming,34.03,3
0.75,0.6,0.55,2.5,1000,Hamming,36.13,3
0.75,0.65,0.55,2.5,1000,Hamming,38.28,3
0.75,0.7,0.55,2.5,1000,Hamming,40.8,3
0.75,0.75,0.55,2.5,1000,Hamming,43.08,3
0.75,0.8,0.55,2.5,1000,Hamming,44.83,3
0.75,0.8500000000000001,0.55,2.5,1000,Hamming,46.84,3
0.75,0.9,0.55,2.5,1000,Hamming,49.26,3
0.75,0.95,0.55,2.5,1000,Hamming,51.01,3
0.75,1,0.55,2.5,1000,Hamming,52.63,3
0.75,0.5,0.6,2.5,1000,Hamming,33.35,3
0.75,0.55,0.6,2.5,1000,Hamming,34.46,3
0.75,0.6,0.6,2.5,1000,Hamming,37.68,3
0.75,0.65,0.6,2.5,1000,Hamming,38.76,3
0.75,0.7,0.6,2.5,1000,Hamming,40.94,3
0.75,0.75,0.6,2.5,1000,Hamming,43.57,3
0.75,0.8,0.6,2.5,1000,Hamming,45.58,3
0.75,0.8500000000000001,0.6,2.5,1000,Hamming,47.21,3
0.75,0.9,0.6,2.5,1000,Hamming,49.66,3
0.75,0.95,0.6,2.5,1000,Hamming,51.76,3
0.75,1,0.6,2.5,1000,Hamming,52.17,3
0.75,0.5,0.65,2.5,1000,Hamming,33.09,3
0.75,0.55,0.65,2.5,1000,Hamming,34.9,3
0.75,0.6,0.65,2.5,1000,Hamming,36.79,3
0.75,0.65,0.65,2.5,1000,Hamming,38.44,3
0.75,0.7,0.65,2.5,1000,Hamming,41.2,3
0.75,0.75,0.65,2.5,1000,Hamming,43.36,3
0.75,0.8,0.65,2.5,1000,Hamming,45.67,3
0.75,0.8500000000000001,0.65,2.5,1000,Hamming,47.75,3
0.75,0.9,0.65,2.5,1000,Hamming,49.32,3
0.75,0.95,0.65,2.5,1000,Hamming,52.01,3
0.75,1,0.65,2.5,1000,Hamming,52.99,3
0.75,0.5,0.7,2.5,1000,Hamming,33.58,3
0.75,0.55,0.7,2.5,1000,Hamming,35.03,3
0.75,0.6,0.7,2.5,1000,Hamming,36.68,3
0.75,0.65,0.7,2.5,1000,Hamming,39,3
0.75,0.7,0.7,2.5,1000,Hamming,41.19,3
0.75,0.75,0.7,2.5,1000,Hamming,43.26,3
0.75,0.8,0.7,2.5,1000,Hamming,46.01,3
0.75,0.8500000000000001,0.7,2.5,1000,Hamming,49.29,3
0.75,0.9,0.7,2.5,1000,Hamming,50.47,3
0.75,0.95,0.7,2.5,1000,Hamming,52.2,3
0.75,1,0.7,2.5,1000,Hamming,53.18,3
0.75,0.5,0.75,2.5,1000,Hamming,33.34,3
0.75,0.55,0.75,2.5,1000,Hamming,35.51,3
0.75,0.6,0.75,2.5,1000,Hamming,37.51,3
0.75,0.65,0.75,2.5,1000,Hamming,38.58,3
0.75,0.7,0.75,2.5,1000,Hamming,41.77,3
0.75,0.75,0.75,2.5,1000,Hamming,43.81,3
0.75,0.8,0.75,2.5,1000,Hamming,45.85,3
0.75,0.8500000000000001,0.75,2.5,1000,Hamming,48.15,3
0.75,0.9,0.75,2.5,1000,Hamming,50.47,3
0.75,0.95,0.75,2.5,1000,Hamming,51.76,3
0.75,1,0.75,2.5,1000,Hamming,53.95,3
0.75,0.5,0.8,2.5,1000,Hamming,33.29,3
0.75,0.55,0.8,2.5,1000,Hamming,35.42,3
0.75,0.6,0.8,2.5,1000,Hamming,37.8,3
0.75,0.65,0.8,2.5,1000,Hamming,39.82,3
0.75,0.7,0.8,2.5,1000,Hamming,42.66,3
0.75,0.75,0.8,2.5,1000,Hamming,44.63,3
0.75,0.8,0.8,2.5,1000,Hamming,46.53,3
0.75,0.8500000000000001,0.8,2.5,1000,Hamming,48.08,3
0.75,0.9,0.8,2.5,1000,Hamming,50.18,3
0.75,0.95,0.8,2.5,1000,Hamming,51.35,3
0.75,1,0.8,2.5,1000,Hamming,52.31,3
0.75,0.5,0.8500000000000001,2.5,1000,Hamming,33.65,3
0.75,0.55,0.8500000000000001,2.5,1000,Hamming,35.69,3
0.75,0.6,0.8500000000000001,2.5,1000,Hamming,38.48,3
0.75,0.65,0.8500000000000001,2.5,1000,Hamming,39.7,3
0.75,0.7,0.8500000000000001,2.5,1000,Hamming,41.68,3
0.75,0.75,0.8500000000000001,2.5,1000,Hamming,44.16,3
0.75,0.8,0.8500000000000001,2.5,1000,Hamming,46.62,3
0.75,0.8500000000000001,0.8500000000000001,2.5,1000,Hamming,48.31,3
0.75,0.9,0.8500000000000001,2.5,1000,Hamming,50.73,3
0.75,0.95,0.8500000000000001,2.5,1000,Hamming,52.14,3
0.75,1,0.8500000000000001,2.5,1000,Hamming,53.51,3
0.75,0.5,0.9,2.5,1000,Hamming,35.02,3
0.75,0.55,0.9,2.5,1000,Hamming,35.67,3
0.75,0.6,0.9,2.5,1000,Hamming,37.46,3
0.75,0.65,0.9,2.5,1000,Hamming,40.14,3
0.75,0.7,0.9,2.5,1000,Hamming,42.08,3
0.75,0.75,0.9,2.5,1000,Hamming,44.58,3
0.75,0.8,0.9,2.5,1000,Hamming,46.8,3
0.75,0.8500000000000001,0.9,2.5,1000,Hamming,48.73,3
0.75,0.9,0.9,2.5,1000,Hamming,50.38,3
0.75,0.95,0.9,2.5,1000,Hamming,53.19,3
0.75,1,0.9,2.5,1000,Hamming,52.97,3
0.75,0.5,0.95,2.5,1000,Hamming,34.66,3
0.75,0.55,0.95,2.5,1000,Hamming,35.87,3
0.75,0.6,0.95,2.5,1000,Hamming,38.66,3
0.75,0.65,0.95,2.5,1000,Hamming,40.69,3
0.75,0.7,0.95,2.5,1000,Hamming,42.47,3
0.75,0.75,0.95,2.5,1000,Hamming,44.8,3
0.75,0.8,0.95,2.5,1000,Hamming,47.63,3
0.75,0.8500000000000001,0.95,2.5,1000,Hamming,49.16,3
0.75,0.9,0.95,2.5,1000,Hamming,51.44,3
0.75,0.95,0.95,2.5,1000,Hamming,53.57,3
0.75,1,0.95,2.5,1000,Hamming,52.78,3
0.75,0.5,1,2.5,1000,Hamming,34.55,3
0.75,0.55,1,2.5,1000,Hamming,36.35,3
0.75,0.6,1,2.5,1000,Hamming,38.55,3
0.75,0.65,1,2.5,1000,Hamming,40.14,3
0.75,0.7,1,2.5,1000,Hamming,43.05,3
0.75,0.75,1,2.5,1000,Hamming,45.15,3
0.75,0.8,1,2.5,1000,Hamming,47.62,3
0.75,0.8500000000000001,1,2.5,1000,Hamming,49.26,3
0.75,0.9,1,2.5,1000,Hamming,50.91,3
0.75,0.95,1,2.5,1000,Hamming,52.7,3
0.75,1,1,2.5,1000,Hamming,51.03,3
0.75,0.5,0.5,3.5,1000,Hamming,32.71,3
0.75,0.55,0.5,3.5,1000,Hamming,33.87,3
0.75,0.6,0.5,3.5,1000,Hamming,36.56,3
0.75,0.65,0.5,3.5,1000,Hamming,38.47,3
0.75,0.7,0.5,3.5,1000,Hamming,41,3
0.75,0.75,0.5,3.5,1000,Hamming,43.38,3
0.75,0.8,0.5,3.5,1000,Hamming,46.29,3
0.75,0.8500000000000001,0.5,3.5,1000,Hamming,49.3,3
0.75,0.9,0.5,3.5,1000,Hamming,50.67,3
0.75,0.95,0.5,3.5,1000,Hamming,52.65,3
0.75,1,0.5,3.5,1000,Hamming,52.27,3
0.75,0.5,0.55,3.5,1000,Hamming,32.72,3
0.75,0.55,0.55,3.5,1000,Hamming,34.4,3
0.75,0.6,0.55,3.5,1000,Hamming,36.17,3
0.75,0.65,0.55,3.5,1000,Hamming,38.76,3
0.75,0.7,0.55,3.5,1000,Hamming,40.82,3
0.75,0.75,0.55,3.5,1000,Hamming,43.13,3
0.75,0.8,0.55,3.5,1000,Hamming,46.34,3
0.75,0.8500000000000001,0.55,3.5,1000,Hamming,48.3,3
0.75,0.9,0.55,3.5,1000,Hamming,50.83,3
0.75,0.95,0.55,3.5,1000,Hamming,51.93,3
0.75,1,0.55,3.5,1000,Hamming,52.37,3
0.75,0.5,0.6,3.5,1000,Hamming,32.63,3
0.75,0.55,0.6,3.5,1000,Hamming,34.61,3
0.75,0.6,0.6,3.5,1000,Hamming,36.97,3
0.75,0.65,0.6,3.5,1000,Hamming,38.26,3
0.75,0.7,0.6,3.5,1000,Hamming,41.27,3
0.75,0.75,0.6,3.5,1000,Hamming,44.03,3
0.75,0.8,0.6,3.5,1000,Hamming,45.85,3
0.75,0.8500000000000001,0.6,3.5,1000,Hamming,48.13,3
0.75,0.9,0.6,3.5,1000,Hamming,50.64,3
0.75,0.95,0.6,3.5,1000,Hamming,53.14,3
0.75,1,0.6,3.5,1000,Hamming,52.65,3
0.75,0.5,0.65,3.5,1000,Hamming,33.13,3
0.75,0.55,0.65,3.5,1000,Hamming,34.69,3
0.75,0.6,0.65,3.5,1000,Hamming,36.82,3
0.75,0.65,0.65,3.5,1000,Hamming,38.76,3
0.75,0.7,0.65,3.5,1000,Hamming,41.81,3
0.75,0.75,0.65,3.5,1000,Hamming,43.25,3
0.75,0.8,0.65,3.5,1000,Hamming,45.67,3
0.75,0.8500000000000001,0.65,3.5,1000,Hamming,48.75,3
0.75,0.9,0.65,3.5,1000,Hamming,50.11,3
0.75,0.95,0.65,3.5,1000,Hamming,51.44,3
0.75,1,0.65,3.5,1000,Hamming,51.55,3
0.75,0.5,0.7,3.5,1000,Hamming,32.73,3
0.75,0.55,0.7,3.5,1000,Hamming,34.79,3
0.75,0.6,0.7,3.5,1000,Hamming,36.59,3
0.75,0.65,0.7,3.5,1000,Hamming,39.11,3
0.75,0.7,0.7,3.5,1000,Hamming,41.16,3
0.75,0.75,0.7,3.5,1000,Hamming,44.24,3
0.75,0.8,0.7,3.5,1000,Hamming,46.03,3
0.75,0.8500000000000001,0.7,3.5,1000,Hamming,49.4,3
0.75,0.9,0.7,3.5,1000,Hamming,49.7,3
0.75,0.95,0.7,3.5,1000,Hamming,52.25,3
0.75,1,0.7,3.5,1000,Hamming,52.07,3
0.75,0.5,0.75,3.5,1000,Hamming,32.84,3
0.75,0.55,0.75,3.5,1000,Hamming,34.53,3
0.75,0.6,0.75,3.5,1000,Hamming,36.65,3
0.75,0.65,0.75,3.5,1000,Hamming,38.92,3
0.75,0.7,0.75,3.5,1000,Hamming,41.53,3
0.75,0.75,0.75,3.5,1000,Hamming,43.42,3
0.75,0.8,0.75,3.5,1000,Hamming,46.73,3
0.75,0.8500000000000001,0.75,3.5,1000,Hamming,48.99,3
0.75,0.9,0.75,3.5,1000,Hamming,51.25,3
0.75,0.95,0.75,3.5,1000,Hamming,51.32,3
0.75,1,0.75,3.5,1000,Hamming,51.89,3
0.75,0.5,0.8,3.5,1000,Hamming,32.96,3
0.75,0.55,0.8,3.5,1000,Hamming,35.08,3
0.75,0.6,0.8,3.5,1000,Hamming,37.22,3
0.75,0.65,0.8,3.5,1000,Hamming,39.38,3
0.75,0.7,0.8,3.5,1000,Hamming,41.55,3
0.75,0.75,0.8,3.5,1000,Hamming,44.77,3
0.75,0.8,0.8,3.5,1000,Hamming,46.23,3
0.75,0.8500000000000001,0.8,3.5,1000,Hamming,47.75,3
0.75,0.9,0.8,3.5,1000,Hamming,50.34,3
0.75,0.95,0.8,3.5,1000,Hamming,52.19,3
0.75,1,0.8,3.5,1000,Hamming,53.11,3
0.75,0.5,0.8500000000000001,3.5,1000,Hamming,32.63,3
0.75,0.55,0.8500000000000001,3.5,1000,Hamming,35.34,3
0.75,0.6,0.8500000000000001,3.5,1000,Hamming,37.39,3
0.75,0.65,0.8500000000000001,3.5,1000,Hamming,39.12,3
0.75,0.7,0.8500000000000001,3.5,1000,Hamming,42.07,3
0.75,0.75,0.8500000000000001,3.5,1000,Hamming,43.81,3
0.75,0.8,0.8500000000000001,3.5,1000,Hamming,47.21,3
0.75,0.8500000000000001,0.8500000000000001,3.5,1000,Hamming,48.77,3
0.75,0.9,0.8500000000000001,3.5,1000,Hamming,50.16,3
