p,qE,qL,q_cutoff,n,scoring_method,eMaxHammingScore,fold
0.75,0.9,0.7,5.5,1000,Hamming,50.74,4
0.75,0.95,0.7,5.5,1000,Hamming,52.63,4
0.75,1,0.7,5.5,1000,Hamming,51.31,4
0.75,0.5,0.75,5.5,1000,Hamming,33.5,4
0.75,0.55,0.75,5.5,1000,Hamming,34.47,4
0.75,0.6,0.75,5.5,1000,Hamming,36.47,4
0.75,0.65,0.75,5.5,1000,Hamming,39.23,4
0.75,0.7,0.75,5.5,1000,Hamming,40.91,4
0.75,0.75,0.75,5.5,1000,Hamming,44.22,4
0.75,0.8,0.75,5.5,1000,Hamming,46.62,4
0.75,0.8500000000000001,0.75,5.5,1000,Hamming,49.2,4
0.75,0.9,0.75,5.5,1000,Hamming,50.82,4
0.75,0.95,0.75,5.5,1000,Hamming,52.66,4
0.75,1,0.75,5.5,1000,Hamming,51.98,4
0.75,0.5,0.8,5.5,1000,Hamming,32.62,4
0.75,0.55,0.8,5.5,1000,Hamming,34.58,4
0.75,0.6,0.8,5.5,1000,Hamming,37.05,4
0.75,0.65,0.8,5.5,1000,Hamming,38.99,4
0.75,0.7,0.8,5.5,1000,Hamming,41.25,4
0.75,0.75,0.8,5.5,1000,Hamming,44.43,4
0.75,0.8,0.8,5.5,1000,Hamming,46.54,4
0.75,0.8500000000000001,0.8,5.5,1000,Hamming,48.26,4
0.75,0.9,0.8,5.5,1000,Hamming,50.89,4
0.75,0.95,0.8,5.5,1000,Hamming,53.31,4
0.75,1,0.8,5.5,1000,Hamming,52.63,4
0.75,0.5,0.8500000000000001,5.5,1000,Hamming,33.06,4
0.75,0.55,0.8500000000000001,5.5,1000,Hamming,34.44,4
0.75,0.6,0.8500000000000001,5.5,1000,Hamming,36.53,4
0.75,0.65,0.8500000000000001,5.5,1000,Hamming,38.42,4
0.75,0.7,0.8500000000000001,5.5,1000,Hamming,41.01,4
0.75,0.75,0.8500000000000001,5.5,1000,Hamming,43.46,4
0.75,0.8,0.8500000000000001,5.5,1000,Hamming,46.66,4
0.75,0.8500000000000001,0.8500000000000001,5.5,1000,Hamming,48.53,4
0.75,0.9,0.8500000000000001,5.5,1000,Hamming,50.04,4
0.75,0.95,0.8500000000000001,5.5,1000,Hamming,52.59,4
0.75,1,0.8500000000000001,5.5,1000,Hamming,51.4,4
0.75,0.5,0.9,5.5,1000,Hamming,32.6,4
0.75,0.55,0.9,5.5,1000,Hamming,34.93,4
0.75,0.6,0.9,5.5,1000,Hamming,36.29,4
0.75,0.65,0.9,5.5,1000,Hamming,38.78,4
0.75,0.7,0.9,5.5,1000,Hamming,42.27,4
0.75,0.75,0.9,5.5,1000,Hamming,43.83,4
0.75,0.8,0.9,5.5,1000,Hamming,46.56,4
0.75,0.8500000000000001,0.9,5.5,1000,Hamming,48.19,4
0.75,0.9,0.9,5.5,1000,Hamming,51.5,4
0.75,0.95,0.9,5.5,1000,Hamming,52.37,4
0.75,1,0.9,5.5,1000,Hamming,51.52,4
0.75,0.5,0.95,5.5,1000,Hamming,32.88,4
0.75,0.55,0.95,5.5,1000,Hamming,35.09,4
0.75,0.6,0.95,5.5,1000,Hamming,36.9,4
0.75,0.65,0.95,5.5,1000,Hamming,38.96,4
0.75,0.7,0.95,5.5,1000,Hamming,41.61,4
0.75,0.75,0.95,5.5,1000,Hamming,43.71,4
0.75,0.8,0.95,5.5,1000,Hamming,46.08,4
0.75,0.8500000000000001,0.95,5.5,1000,Hamming,49.64,4
0.75,0.9,0.95,5.5,1000,Hamming,50.55,4
0.75,0.95,0.95,5.5,1000,Hamming,52.17,4
0.75,1,0.95,5.5,1000,Hamming,53.05,4
0.75,0.5,1,5.5,1000,Hamming,33.42,4
0.75,0.55,1,5.5,1000,Hamming,34.17,4
0.75,0.6,1,5.5,1000,Hamming,37.32,4
0.75,0.65,1,5.5,1000,Hamming,39.14,4
0.75,0.7,1,5.5,1000,Hamming,41.96,4
0.75,0.75,1,5.5,1000,Hamming,43.37,4
0.75,0.8,1,5.5,1000,Hamming,45.55,4
0.75,0.8500000000000001,1,5.5,1000,Hamming,48.66,4
0.75,0.9,1,5.5,1000,Hamming,50.82,4
0.75,0.95,1,5.5,1000,Hamming,51.94,4
0.75,1,1,5.5,1000,Hamming,51.86,4
0.75,0.5,0.5,1.5,10000,Hamming,35.24,4
0.75,0.55,0.5,1.5,10000,Hamming,36.54,4
0.75,0.6,0.5,1.5,10000,Hamming,38.36,4
0.75,0.65,0.5,1.5,10000,Hamming,39.93,4
0.75,0.7,0.5,1.5,10000,Hamming,41.19,4
0.75,0.75,0.5,1.5,10000,Hamming,43.52,4
0.75,0.8,0.5,1.5,10000,Hamming,45.57,4
0.75,0.8500000000000001,0.5,1.5,10000,Hamming,46.74,4
0.75,0.9,0.5,1.5,10000,Hamming,48.36,4
0.75,0.95,0.5,1.5,10000,Hamming,49.6,4
0.75,1,0.5,1.5,10000,Hamming,51.21,4
0.75,0.5,0.55,1.5,10000,Hamming,35.11,4
0.75,0.55,0.55,1.5,10000,Hamming,37.15,4
0.75,0.6,0.55,1.5,10000,Hamming,38.8,4
0.75,0.65,0.55,1.5,10000,Hamming,40.34,4
0.75,0.7,0.55,1.5,10000,Hamming,42.29,4
0.75,0.75,0.55,1.5,10000,Hamming,43.84,4
0.75,0.8,0.55,1.5,10000,Hamming,46.2,4
0.75,0.8500000000000001,0.55,1.5,10000,Hamming,47.46,4
0.75,0.9,0.55,1.5,10000,Hamming,49.28,4
0.75,0.95,0.55,1.5,10000,Hamming,50.87,4
0.75,1,0.55,1.5,10000,Hamming,52.22,4
0.75,0.5,0.6,1.5,10000,Hamming,35.9,4
0.75,0.55,0.6,1.5,10000,Hamming,38.26,4
0.75,0.6,0.6,1.5,10000,Hamming,40.11,4
0.75,0.65,0.6,1.5,10000,Hamming,41.41,4
0.75,0.7,0.6,1.5,10000,Hamming,43.61,4
0.75,0.75,0.6,1.5,10000,Hamming,44.97,4
0.75,0.8,0.6,1.5,10000,Hamming,46.44,4
0.75,0.8500000000000001,0.6,1.5,10000,Hamming,48.94,4
0.75,0.9,0.6,1.5,10000,Hamming,50.18,4
0.75,0.95,0.6,1.5,10000,Hamming,51.72,4
0.75,1,0.6,1.5,10000,Hamming,53.01,4
0.75,0.5,0.65,1.5,10000,Hamming,38.18,4
0.75,0.55,0.65,1.5,10000,Hamming,38.7,4
0.75,0.6,0.65,1.5,10000,Hamming,40.05,4
0.75,0.65,0.65,1.5,10000,Hamming,42.43,4
0.75,0.7,0.65,1.5,10000,Hamming,44.39,4
0.75,0.75,0.65,1.5,10000,Hamming,45.88,4
0.75,0.8,0.65,1.5,10000,Hamming,48.06,4
0.75,0.8500000000000001,0.65,1.5,10000,Hamming,49.8,4
0.75,0.9,0.65,1.5,10000,Hamming,51.13,4
0.75,0.95,0.65,1.5,10000,Hamming,52.77,4
0.75,1,0.65,1.5,10000,Hamming,54.03,4
0.75,0.5,0.7,1.5,10000,Hamming,38.35,4
0.75,0.55,0.7,1.5,10000,Hamming,39.14,4
0.75,0.6,0.7,1.5,10000,Hamming,41.29,4
0.75,0.65,0.7,1.5,10000,Hamming,43.12,4
0.75,0.7,0.7,1.5,10000,Hamming,44.89,4
0.75,0.75,0.7,1.5,10000,Hamming,46.86,4
0.75,0.8,0.7,1.5,10000,Hamming,49.39,4
0.75,0.8500000000000001,0.7,1.5,10000,Hamming,50.46,4
0.75,0.9,0.7,1.5,10000,Hamming,52.33,4
0.75,0.95,0.7,1.5,10000,Hamming,54.04,4
0.75,1,0.7,1.5,10000,Hamming,55.78,4
0.75,0.5,0.75,1.5,10000,Hamming,38.4,4
0.75,0.55,0.75,1.5,10000,Hamming,40.38,4
0.75,0.6,0.75,1.5,10000,Hamming,42.78,4
0.75,0.65,0.75,1.5,10000,Hamming,43.68,4
0.75,0.7,0.75,1.5,10000,Hamming,46.54,4
0.75,0.75,0.75,1.5,10000,Hamming,48.43,4
0.75,0.8,0.75,1.5,10000,Hamming,49.97,4
0.75,0.8500000000000001,0.75,1.5,10000,Hamming,52,4
0.75,0.9,0.75,1.5,10000,Hamming,53.19,4
0.75,0.95,0.75,1.5,10000,Hamming,55.15,4
0.75,1,0.75,1.5,10000,Hamming,56.39,4
0.75,0.5,0.8,1.5,10000,Hamming,39.74,4
0.75,0.55,0.8,1.5,10000,Hamming,41.59,4
0.75,0.6,0.8,1.5,10000,Hamming,43.32,4
0.75,0.65,0.8,1.5,10000,Hamming,44.97,4
0.75,0.7,0.8,1.5,10000,Hamming,47.62,4
0.75,0.75,0.8,1.5,10000,Hamming,48.94,4
0.75,0.8,0.8,1.5,10000,Hamming,51.1,4
0.75,0.8500000000000001,0.8,1.5,10000,Hamming,52.85,4
0.75,0.9,0.8,1.5,10000,Hamming,54.25,4
0.75,0.95,0.8,1.5,10000,Hamming,56.44,4
0.75,1,0.8,1.5,10000,Hamming,57.66,4
0.75,0.5,0.8500000000000001,1.5,10000,Hamming,40.4,4
0.75,0.55,0.8500000000000001,1.5,10000,Hamming,42.15,4
0.75,0.6,0.8500000000000001,1.5,10000,Hamming,46.43,4
0.75,0.65,0.8500000000000001,1.5,10000,Hamming,45.91,4
0.75,0.7,0.8500000000000001,1.5,10000,Hamming,48.44,4
0.75,0.75,0.8500000000000001,1.5,10000,Hamming,49.89,4
0.75,0.8,0.8500000000000001,1.5,10000,Hamming,52.52,4
0.75,0.8500000000000001,0.8500000000000001,1.5,10000,Hamming,54.16,4
0.75,0.9,0.8500000000000001,1.5,10000,Hamming,55.88,4
0.75,0.95,0.8500000000000001,1.5,10000,Hamming,57.2,4
0.75,1,0.8500000000000001,1.5,10000,Hamming,58.21,4
0.75,0.5,0.9,1.5,10000,Hamming,41.29,4
0.75,0.55,0.9,1.5,10000,Hamming,42.95,4
0.75,0.6,0.9,1.5,10000,Hamming,45.73,4
0.75,0.65,0.9,1.5,10000,Hamming,47.41,4
0.75,0.7,0.9,1.5,10000,Hamming,49.41,4
0.75,0.75,0.9,1.5,10000,Hamming,52.35,4
0.75,0.8,0.9,1.5,10000,Hamming,53.49,4
0.75,0.8500000000000001,0.9,1.5,10000,Hamming,54.92,4
0.75,0.9,0.9,1.5,10000,Hamming,56.29,4
0.75,0.95,0.9,1.5,10000,Hamming,57.51,4
0.75,1,0.9,1.5,10000,Hamming,59.23,4
0.75,0.5,0.95,1.5,10000,Hamming,42.43,4
0.75,0.55,0.95,1.5,10000,Hamming,43.58,4
0.75,0.6,0.95,1.5,10000,Hamming,46.02,4
0.75,0.65,0.95,1.5,10000,Hamming,48.23,4
0.75,0.7,0.95,1.5,10000,Hamming,50.78,4
0.75,0.75,0.95,1.5,10000,Hamming,52.61,4
0.75,0.8,0.95,1.5,10000,Hamming,54.21,4
0.75,0.8500000000000001,0.95,1.5,10000,Hamming,55.91,4
0.75,0.9,0.95,1.5,10000,Hamming,57.31,4
0.75,0.95,0.95,1.5,10000,Hamming,58.49,4
0.75,1,0.95,1.5,10000,Hamming,58.31,4
0.75,0.5,1,1.5,10000,Hamming,42.99,4
0.75,0.55,1,1.5,10000,Hamming,45.62,4
0.75,0.6,1,1.5,10000,Hamming,47.33,4
0.75,0.65,1,1.5,10000,Hamming,49.54,4
0.75,0.7,1,1.5,10000,Hamming,50.99,4
0.75,0.75,1,1.5,10000,Hamming,53.67,4
0.75,0.8,1,1.5,10000,Hamming,55.7,4
0.75,0.8500000000000001,1,1.5,10000,Hamming,56.81,4
0.75,0.9,1,1.5,10000,Hamming,57.72,4
0.75,0.95,1,1.5,10000,Hamming,58.31,4
0.75,1,1,1.5,10000,Hamming,57.93,4
0.75,0.5,0.5,2.5,10000,Hamming,34.83,4
0.75,0.55,0.5,2.5,10000,Hamming,36.36,4
0.75,0.6,0.5,2.5,10000,Hamming,39.23,4
0.75,0.65,0.5,2.5,10000,Hamming,41.82,4
0.75,0.7,0.5,2.5,10000,Hamming,44.04,4
0.75,0.75,0.5,2.5,10000,Hamming,46.88,4
0.75,0.8,0.5,2.5,10000,Hamming,49.28,4
0.75,0.8500000000000001,0.5,2.5,10000,Hamming,51.82,4
0.75,0.9,0.5,2.5,10000,Hamming,54.09,4
0.75,0.95,0.5,2.5,10000,Hamming,56.21,4
0.75,1,0.5,2.5,10000,Hamming,57.63,4
0.75,0.5,0.55,2.5,10000,Hamming,35.45,4
0.75,0.55,0.55,2.5,10000,Hamming,36.9,4
0.75,0.6,0.55,2.5,10000,Hamming,39.15,4
0.75,0.65,0.55,2.5,10000,Hamming,42.38,4
0.75,0.7,0.55,2.5,10000,Hamming,44.56,4
0.75,0.75,0.55,2.5,10000,Hamming,47.36,4
0.75,0.8,0.55,2.5,10000,Hamming,51.09,4
0.75,0.8500000000000001,0.55,2.5,10000,Hamming,51.5,4
0.75,0.9,0.55,2.5,10000,Hamming,54.34,4
0.75,0.95,0.55,2.5,10000,Hamming,56.41,4
0.75,1,0.55,2.5,10000,Hamming,57.99,4
0.75,0.5,0.6,2.5,10000,Hamming,35.41,4
0.75,0.55,0.6,2.5,10000,Hamming,37.48,4
0.75,0.6,0.6,2.5,10000,Hamming,39.28,4
0.75,0.65,0.6,2.5,10000,Hamming,42.61,4
0.75,0.7,0.6,2.5,10000,Hamming,45,4
0.75,0.75,0.6,2.5,10000,Hamming,47.06,4
0.75,0.8,0.6,2.5,10000,Hamming,50.22,4
0.75,0.8500000000000001,0.6,2.5,10000,Hamming,52.63,4
0.75,0.9,0.6,2.5,10000,Hamming,54.94,4
0.75,0.95,0.6,2.5,10000,Hamming,56.86,4
0.75,1,0.6,2.5,10000,Hamming,58.04,4
0.75,0.5,0.65,2.5,10000,Hamming,36.05,4
0.75,0.55,0.65,2.5,10000,Hamming,37.57,4
0.75,0.6,0.65,2.5,10000,Hamming,39.91,4
0.75,0.65,0.65,2.5,10000,Hamming,42.87,4
0.75,0.7,0.65,2.5,10000,Hamming,45.39,4
0.75,0.75,0.65,2.5,10000,Hamming,47.33,4
0.75,0.8,0.65,2.5,10000,Hamming,49.95,4
0.75,0.8500000000000001,0.65,2.5,10000,Hamming,52.18,4
0.75,0.9,0.65,2.5,10000,Hamming,55.59,4
0.75,0.95,0.65,2.5,10000,Hamming,57.24,4
0.75,1,0.65,2.5,10000,Hamming,58.9,4
0.75,0.5,0.7,2.5,10000,Hamming,35.62,4
0.75,0.55,0.7,2.5,10000,Hamming,37.42,4
0.75,0.6,0.7,2.5,10000,Hamming,39.86,4
0.75,0.65,0.7,2.5,10000,Hamming,42.82,4
0.75,0.7,0.7,2.5,10000,Hamming,44.8,4
0.75,0.75,0.7,2.5,10000,Hamming,48.06,4
0.75,0.8,0.7,2.5,10000,Hamming,50.67,4
0.75,0.8500000000000001,0.7,2.5,10000,Hamming,53.28,4
0.75,0.9,0.7,2.5,10000,Hamming,55.08,4
0.75,0.95,0.7,2.5,10000,Hamming,57.35,4
0.75,1,0.7,2.5,10000,Hamming,58.13,4
0.75,0.5,0.75,2.5,10000,Hamming,35.47,4
0.75,0.55,0.75,2.5,10000,Hamming,37.33,4
0.75,0.6,0.75,2.5,10000,Hamming,40.11,4
0.75,0.65,0.75,2.5,10000,Hamming,42.8,4
0.75,0.7,0.75,2.5,10000,Hamming,46.46,4
0.75,0.75,0.75,2.5,10000,Hamming,48.44,4
0.75,0.8,0.75,2.5,10000,Hamming,50.71,4
0.75,0.8500000000000001,0.75,2.5,10000,Hamming,53.45,4
0.75,0.9,0.75,2.5,10000,Hamming,55.88,4
0.75,0.95,0.75,2.5,10000,Hamming,57.55,4
0.75,1,0.75,2.5,10000,Hamming,58.71,4
0.75,0.5,0.8,2.5,10000,Hamming,36.14,4
0.75,0.55,0.8,2.5,10000,Hamming,38.79,4
0.75,0.6,0.8,2.5,10000,Hamming,40.09,4
0.75,0.65,0.8,2.5,10000,Hamming,42.75,4
0.75,0.7,0.8,2.5,10000,Hamming,45.22,4
0.75,0.75,0.8,2.5,10000,Hamming,48.38,4
0.75,0.8,0.8,2.5,10000,Hamming,51.07,4
0.75,0.8500000000000001,0.8,2.5,10000,Hamming,53.3,4
0.75,0.9,0.8,2.5,10000,Hamming,55.59,4
0.75,0.95,0.8,2.5,10000,Hamming,58.09,4
0.75,1,0.8,2.5,10000,Hamming,58.78,4
0.75,0.5,0.8500000000000001,2.5,10000,Hamming,35.8,4
0.75,0.55,0.8500000000000001,2.5,10000,Hamming,38.28,4
0.75,0.6,0.8500000000000001,2.5,10000,Hamming,39.83,4
0.75,0.65,0.8500000000000001,2.5,10000,Hamming,44.12,4
0.75,0.7,0.8500000000000001,2.5,10000,Hamming,45.67,4
0.75,0.75,0.8500000000000001,2.5,10000,Hamming,48.27,4
0.75,0.8,0.8500000000000001,2.5,10000,Hamming,51.55,4
0.75,0.8500000000000001,0.8500000000000001,2.5,10000,Hamming,53.79,4
0.75,0.9,0.8500000000000001,2.5,10000,Hamming,56,4
0.75,0.95,0.8500000000000001,2.5,10000,Hamming,57.92,4
0.75,1,0.8500000000000001,2.5,10000,Hamming,59.11,4
0.75,0.5,0.9,2.5,10000,Hamming,36.62,4
0.75,0.55,0.9,2.5,10000,Hamming,38.41,4
0.75,0.6,0.9,2.5,10000,Hamming,41.13,4
0.75,0.65,0.9,2.5,10000,Hamming,44.16,4
0.75,0.7,0.9,2.5,10000,Hamming,46.51,4
0.75,0.75,0.9,2.5,10000,Hamming,49.04,4
0.75,0.8,0.9,2.5,10000,Hamming,51.58,4
0.75,0.8500000000000001,0.9,2.5,10000,Hamming,54.05,4
0.75,0.9,0.9,2.5,10000,Hamming,56.95,4
0.75,0.95,0.9,2.5,10000,Hamming,58.18,4
0.75,1,0.9,2.5,10000,Hamming,59.08,4
0.75,0.5,0.95,2.5,10000,Hamming,36.8,4
0.75,0.55,0.95,2.5,10000,Hamming,38.13,4
0.75,0.6,0.95,2.5,10000,Hamming,41.47,4
0.75,0.65,0.95,2.5,10000,Hamming,44.13,4
0.75,0.7,0.95,2.5,10000,Hamming,46.61,4
0.75,0.75,0.95,2.5,10000,Hamming,49.21,4
0.75,0.8,0.95,2.5,10000,Hamming,51.39,4
0.75,0.8500000000000001,0.95,2.5,10000,Hamming,53.98,4
0.75,0.9,0.95,2.5,10000,Hamming,56.69,4
0.75,0.95,0.95,2.5,10000,Hamming,58.54,4
0.75,1,0.95,2.5,10000,Hamming,58.48,4
0.75,0.5,1,2.5,10000,Hamming,37,4
0.75,0.55,1,2.5,10000,Hamming,38.87,4
0.75,0.6,1,2.5,10000,Hamming,42.27,4
0.75,0.65,1,2.5,10000,Hamming,43.77,4
0.75,0.7,1,2.5,10000,Hamming,47.41,4
0.75,0.75,1,2.5,10000,Hamming,49.66,4
0.75,0.8,1,2.5,10000,Hamming,52.46,4
0.75,0.8500000000000001,1,2.5,10000,Hamming,55.32,4
0.75,0.9,1,2.5,10000,Hamming,56.58,4
0.75,0.95,1,2.5,10000,Hamming,58.43,4
0.75,1,1,2.5,10000,Hamming,58.18,4
0.75,0.5,0.5,3.5,10000,Hamming,34.94,4
0.75,0.55,0.5,3.5,10000,Hamming,36.79,4
0.75,0.6,0.5,3.5,10000,Hamming,40.05,4
0.75,0.65,0.5,3.5,10000,Hamming,42.36,4
0.75,0.7,0.5,3.5,10000,Hamming,45.83,4
0.75,0.75,0.5,3.5,10000,Hamming,48.29,4
0.75,0.8,0.5,3.5,10000,Hamming,50.49,4
0.75,0.8500000000000001,0.5,3.5,10000,Hamming,53.47,4
0.75,0.9,0.5,3.5,10000,Hamming,55.91,4
0.75,0.95,0.5,3.5,10000,Hamming,58.43,4
0.75,1,0.5,3.5,10000,Hamming,59.05,4
0.75,0.5,0.55,3.5,10000,Hamming,35.26,4
0.75,0.55,0.55,3.5,10000,Hamming,36.79,4
0.75,0.6,0.55,3.5,10000,Hamming,39.5,4
0.75,0.65,0.55,3.5,10000,Hamming,41.83,4
0.75,0.7,0.55,3.5,10000,Hamming,45.18,4
0.75,0.75,0.55,3.5,10000,Hamming,47.83,4
0.75,0.8,0.55,3.5,10000,Hamming,50.78,4
0.75,0.8500000000000001,0.55,3.5,10000,Hamming,53.68,4
0.75,0.9,0.55,3.5,10000,Hamming,55.55,4
0.75,0.95,0.55,3.5,10000,Hamming,58.58,4
0.75,1,0.55,3.5,10000,Hamming,59.18,4
0.75,0.5,0.6,3.5,10000,Hamming,34.68,4
0.75,0.55,0.6,3.5,10000,Hamming,36.96,4
0.75,0.6,0.6,3.5,10000,Hamming,39.02,4
0.75,0.65,0.6,3.5,10000,Hamming,41.81,4
0.75,0.7,0.6,3.5,10000,Hamming,44.4,4
0.75,0.75,0.6,3.5,10000,Hamming,48.27,4
0.75,0.8,0.6,3.5,10000,Hamming,50.42,4
0.75,0.8500000000000001,0.6,3.5,10000,Hamming,53.75,4
0.75,0.9,0.6,3.5,10000,Hamming,55.73,4
0.75,0.95,0.6,3.5,10000,Hamming,57.95,4
0.75,1,0.6,3.5,10000,Hamming,58.98,4
0.75,0.5,0.65,3.5,10000,Hamming,35.53,4
0.75,0.55,0.65,3.5,10000,Hamming,37.04,4
0.75,0.6,0.65,3.5,10000,Hamming,39.72,4
0.75,0.65,0.65,3.5,10000,Hamming,42.25,4
0.75,0.7,0.65,3.5,10000,Hamming,45.61,4
0.75,0.75,0.65,3.5,10000,Hamming,48.11,4
0.75,0.8,0.65,3.5,10000,Hamming,50.45,4
0.75,0.8500000000000001,0.65,3.5,10000,Hamming,53.17,4
0.75,0.9,0.65,3.5,10000,Hamming,55.99,4
0.75,0.95,0.65,3.5,10000,Hamming,57.76,4
0.75,1,0.65,3.5,10000,Hamming,58.87,4
0.75,0.5,0.7,3.5,10000,Hamming,34.87,4
0.75,0.55,0.7,3.5,10000,Hamming,37.07,4
0.75,0.6,0.7,3.5,10000,Hamming,39.94,4
0.75,0.65,0.7,3.5,10000,Hamming,42.75,4
0.75,0.7,0.7,3.5,10000,Hamming,45.27,4
0.75,0.75,0.7,3.5,10000,Hamming,48.14,4
0.75,0.8,0.7,3.5,10000,Hamming,51.05,4
0.75,0.8500000000000001,0.7,3.5,10000,Hamming,54.63,4
0.75,0.9,0.7,3.5,10000,Hamming,55.67,4
0.75,0.95,0.7,3.5,10000,Hamming,58.42,4
0.75,1,0.7,3.5,10000,Hamming,57.88,4
0.75,0.5,0.75,3.5,10000,Hamming,35.1,4
0.75,0.55,0.75,3.5,10000,Hamming,36.5,4
0.75,0.6,0.75,3.5,10000,Hamming,39.59,4
0.75,0.65,0.75,3.5,10000,Hamming,41.74,4
0.75,0.7,0.75,3.5,10000,Hamming,45.57,4
0.75,0.75,0.75,3.5,10000,Hamming,48.28,4
0.75,0.8,0.75,3.5,10000,Hamming,50.69,4
0.75,0.8500000000000001,0.75,3.5,10000,Hamming,53.5,4
0.75,0.9,0.75,3.5,10000,Hamming,56.71,4
0.75,0.95,0.75,3.5,10000,Hamming,58.04,4
0.75,1,0.75,3.5,10000,Hamming,58.07,4
0.75,0.5,0.8,3.5,10000,Hamming,35.57,4
0.75,0.55,0.8,3.5,10000,Hamming,36.73,4
0.75,0.6,0.8,3.5,10000,Hamming,40.18,4
0.75,0.65,0.8,3.5,10000,Hamming,42.84,4
0.75,0.7,0.8,3.5,10000,Hamming,44.78,4
0.75,0.75,0.8,3.5,10000,Hamming,48.56,4
0.75,0.8,0.8,3.5,10000,Hamming,51.19,4
0.75,0.8500000000000001,0.8,3.5,10000,Hamming,53.96,4
0.75,0.9,0.8,3.5,10000,Hamming,56.32,4
0.75,0.95,0.8,3.5,10000,Hamming,58.84,4
0.75,1,0.8,3.5,10000,Hamming,58.48,4
0.75,0.5,0.8500000000000001,3.5,10000,Hamming,35.27,4
0.75,0.55,0.8500000000000001,3.5,10000,Hamming,37.38,4
0.75,0.6,0.8500000000000001,3.5,10000,Hamming,39.45,4
0.75,0.65,0.8500000000000001,3.5,10000,Hamming,41.88,4
0.75,0.7,0.8500000000000001,3.5,10000,Hamming,45.24,4
0.75,0.75,0.8500000000000001,3.5,10000,Hamming,48.96,4
0.75,0.8,0.8500000000000001,3.5,10000,Hamming,51.33,4
0.75,0.8500000000000001,0.8500000000000001,3.5,10000,Hamming,54.56,4
0.75,0.9,0.8500000000000001,3.5,10000,Hamming,56.4,4
0.75,0.95,0.8500000000000001,3.5,10000,Hamming,58.71,4
0.75,1,0.8500000000000001,3.5,10000,Hamming,58.65,4
0.75,0.5,0.9,3.5,10000,Hamming,34.87,4
0.75,0.55,0.9,3.5,10000,Hamming,37.34,4
0.75,0.6,0.9,3.5,10000,Hamming,39.83,4
0.75,0.65,0.9,3.5,10000,Hamming,43.51,4
0.75,0.7,0.9,3.5,10000,Hamming,45.08,4
0.75,0.75,0.9,3.5,10000,Hamming,48.02,4
0.75,0.8,0.9,3.5,10000,Hamming,50.97,4
0.75,0.8500000000000001,0.9,3.5,10000,Hamming,54.27,4
0.75,0.9,0.9,3.5,10000,Hamming,56.67,4
0.75,0.95,0.9,3.5,10000,Hamming,57.98,4
0.75,1,0.9,3.5,10000,Hamming,58.63,4
0.75,0.5,0.95,3.5,10000,Hamming,35.97,4
0.75,0.55,0.95,3.5,10000,Hamming,37.34,4
0.75,0.6,0.95,3.5,10000,Hamming,40.1,4
0.75,0.65,0.95,3.5,10000,Hamming,42.9,4
0.75,0.7,0.95,3.5,10000,Hamming,46.21,4
0.75,0.75,0.95,3.5,10000,Hamming,48.13,4
0.75,0.8,0.95,3.5,10000,Hamming,51.2,4
0.75,0.8500000000000001,0.95,3.5,10000,Hamming,54.07,4
0.75,0.9,0.95,3.5,10000,Hamming,55.72,4
0.75,0.95,0.95,3.5,10000,Hamming,58.23,4
0.75,1,0.95,3.5,10000,Hamming,57.89,4
0.75,0.5,1,3.5,10000,Hamming,35.43,4
0.75,0.55,1,3.5,10000,Hamming,37.63,4
0.75,0.6,1,3.5,10000,Hamming,40.22,4
0.75,0.65,1,3.5,10000,Hamming,42.49,4
0.75,0.7,1,3.5,10000,Hamming,44.91,4
0.75,0.75,1,3.5,10000,Hamming,48.36,4
0.75,0.8,1,3.5,10000,Hamming,51.75,4
0.75,0.8500000000000001,1,3.5,10000,Hamming,53.89,4
0.75,0.9,1,3.5,10000,Hamming,56.63,4
0.75,0.95,1,3.5,10000,Hamming,58.15,4
0.75,1,1,3.5,10000,Hamming,57.18,4
0.75,0.5,0.5,4.5,10000,Hamming,34.93,4
0.75,0.55,0.5,4.5,10000,Hamming,36.97,4
0.75,0.6,0.5,4.5,10000,Hamming,38.9,4
0.75,0.65,0.5,4.5,10000,Hamming,42.21,4
0.75,0.7,0.5,4.5,10000,Hamming,45.74,4
0.75,0.75,0.5,4.5,10000,Hamming,48.25,4
0.75,0.8,0.5,4.5,10000,Hamming,51.34,4
0.75,0.8500000000000001,0.5,4.5,10000,Hamming,53.69,4
0.75,0.9,0.5,4.5,10000,Hamming,56.2,4
0.75,0.95,0.5,4.5,10000,Hamming,58.14,4
0.75,1,0.5,4.5,10000,Hamming,57.46,4
0.75,0.5,0.55,4.5,10000,Hamming,34.65,4
0.75,0.55,0.55,4.5,10000,Hamming,36.86,4
0.75,0.6,0.55,4.5,10000,Hamming,39.67,4
0.75,0.65,0.55,4.5,10000,Hamming,42.4,4
0.75,0.7,0.55,4.5,10000,Hamming,45.57,4
0.75,0.75,0.55,4.5,10000,Hamming,48.8,4
0.75,0.8,0.55,4.5,10000,Hamming,50.61,4
0.75,0.8500000000000001,0.55,4.5,10000,Hamming,53.63,4
0.75,0.9,0.55,4.5,10000,Hamming,56.67,4
0.75,0.95,0.55,4.5,10000,Hamming,58.38,4
0.75,1,0.55,4.5,10000,Hamming,57.51,4
0.75,0.5,0.6,4.5,10000,Hamming,34.73,4
0.75,0.55,0.6,4.5,10000,Hamming,36.51,4
0.75,0.6,0.6,4.5,10000,Hamming,39.67,4
