p,q,n,scoring_method,eMaxHammingScore,fold
0.6,0.5,1,Hamming,20.48,9
0.7,0.5,1,Hamming,21.98,9
0.8,0.5,1,Hamming,19.6,9
0.9,0.5,1,Hamming,17.41,9
1,0.5,1,Hamming,20,9
0.5,0.6000000000000001,1,Hamming,20.91,9
0.6,0.6000000000000001,1,Hamming,20.77,9
0.7,0.6000000000000001,1,Hamming,21.77,9
0.8,0.6000000000000001,1,Hamming,24.81,9
0.9,0.6000000000000001,1,Hamming,25.59,9
1,0.6000000000000001,1,Hamming,29,9
0.5,0.7000000000000001,1,Hamming,20.83,9
0.6,0.7000000000000001,1,Hamming,24.72,9
0.7,0.7000000000000001,1,Hamming,26.73,9
0.8,0.7000000000000001,1,Hamming,31.22,9
0.9,0.7000000000000001,1,Hamming,28.91,9
1,0.7000000000000001,1,Hamming,23,9
0.5,0.8,1,Hamming,20.71,9
0.6,0.8,1,Hamming,25.12,9
0.7,0.8,1,Hamming,30.07,9
0.8,0.8,1,Hamming,28.3,9
0.9,0.8,1,Hamming,41.09,9
1,0.8,1,Hamming,38,9
0.5,0.9,1,Hamming,21.47,9
0.6,0.9,1,Hamming,26.31,9
0.7,0.9,1,Hamming,30.59,9
0.8,0.9,1,Hamming,41,9
0.9,0.9,1,Hamming,36.08,9
1,0.9,1,Hamming,50,9
0.5,1,1,Hamming,20.37,9
0.6,1,1,Hamming,27.18,9
0.7,1,1,Hamming,33.63,9
0.8,1,1,Hamming,42.63,9
0.9,1,1,Hamming,51.35,9
1,1,1,Hamming,63,9
0.5,0,10,Hamming,23.92,9
0.6,0,10,Hamming,17.54,9
0.7,0,10,Hamming,13.22,9
0.8,0,10,Hamming,9.48,9
0.9,0,10,Hamming,4.2,9
1,0,10,Hamming,0,9
0.5,0.1,10,Hamming,25.93,9
0.6,0.1,10,Hamming,21.5,9
0.7,0.1,10,Hamming,18.23,9
0.8,0.1,10,Hamming,12.97,9
0.9,0.1,10,Hamming,9.84,9
1,0.1,10,Hamming,5,9
0.5,0.2,10,Hamming,27.34,9
0.6,0.2,10,Hamming,23.18,9
0.7,0.2,10,Hamming,20.79,9
0.8,0.2,10,Hamming,17.51,9
0.9,0.2,10,Hamming,14.55,9
1,0.2,10,Hamming,10,9
0.5,0.30000000000000004,10,Hamming,26.66,9
0.6,0.30000000000000004,10,Hamming,24.76,9
0.7,0.30000000000000004,10,Hamming,22.16,9
0.8,0.30000000000000004,10,Hamming,19.13,9
0.9,0.30000000000000004,10,Hamming,17.44,9
1,0.30000000000000004,10,Hamming,14,9
0.5,0.4,10,Hamming,26.69,9
0.6,0.4,10,Hamming,25.44,9
0.7,0.4,10,Hamming,24.37,9
0.8,0.4,10,Hamming,24.59,9
0.9,0.4,10,Hamming,21.82,9
1,0.4,10,Hamming,18,9
0.5,0.5,10,Hamming,27.05,9
0.6,0.5,10,Hamming,26.75,9
0.7,0.5,10,Hamming,26.05,9
0.8,0.5,10,Hamming,25.49,9
0.9,0.5,10,Hamming,28.5,9
1,0.5,10,Hamming,29,9
0.5,0.6000000000000001,10,Hamming,26.82,9
0.6,0.6000000000000001,10,Hamming,27.59,9
0.7,0.6000000000000001,10,Hamming,28.88,9
0.8,0.6000000000000001,10,Hamming,29.25,9
0.9,0.6000000000000001,10,Hamming,29.64,9
1,0.6000000000000001,10,Hamming,32,9
0.5,0.7000000000000001,10,Hamming,27.46,9
0.6,0.7000000000000001,10,Hamming,29.5,9
0.7,0.7000000000000001,10,Hamming,30.68,9
0.8,0.7000000000000001,10,Hamming,34.05,9
0.9,0.7000000000000001,10,Hamming,34.84,9
1,0.7000000000000001,10,Hamming,41,9
0.5,0.8,10,Hamming,26.34,9
0.6,0.8,10,Hamming,29.61,9
0.7,0.8,10,Hamming,33.23,9
0.8,0.8,10,Hamming,37.37,9
0.9,0.8,10,Hamming,45.61,9
1,0.8,10,Hamming,48,9
0.5,0.9,10,Hamming,24.58,9
0.6,0.9,10,Hamming,30.73,9
0.7,0.9,10,Hamming,37.92,9
0.8,0.9,10,Hamming,42.59,9
0.9,0.9,10,Hamming,48.99,9
1,0.9,10,Hamming,56,9
0.5,1,10,Hamming,24.36,9
0.6,1,10,Hamming,29.25,9
0.7,1,10,Hamming,36.73,9
0.8,1,10,Hamming,45.81,9
0.9,1,10,Hamming,54.13,9
1,1,10,Hamming,63,9
0.5,0,100,Hamming,28.09,9
0.6,0,100,Hamming,22.1,9
0.7,0,100,Hamming,17.04,9
0.8,0,100,Hamming,11.8,9
0.9,0,100,Hamming,7.36,9
1,0,100,Hamming,0,9
0.5,0.1,100,Hamming,31.95,9
0.6,0.1,100,Hamming,26.34,9
0.7,0.1,100,Hamming,22.35,9
0.8,0.1,100,Hamming,17.66,9
0.9,0.1,100,Hamming,12.68,9
1,0.1,100,Hamming,7,9
0.5,0.2,100,Hamming,31.03,9
0.6,0.2,100,Hamming,27.67,9
0.7,0.2,100,Hamming,24.71,9
0.8,0.2,100,Hamming,20.97,9
0.9,0.2,100,Hamming,17.96,9
1,0.2,100,Hamming,13,9
0.5,0.30000000000000004,100,Hamming,30.72,9
0.6,0.30000000000000004,100,Hamming,28.99,9
0.7,0.30000000000000004,100,Hamming,25.97,9
0.8,0.30000000000000004,100,Hamming,22.85,9
0.9,0.30000000000000004,100,Hamming,21.77,9
1,0.30000000000000004,100,Hamming,17,9
0.5,0.4,100,Hamming,30.18,9
0.6,0.4,100,Hamming,29.09,9
0.7,0.4,100,Hamming,28.18,9
0.8,0.4,100,Hamming,27.22,9
0.9,0.4,100,Hamming,25.8,9
1,0.4,100,Hamming,24,9
0.5,0.5,100,Hamming,29.93,9
0.6,0.5,100,Hamming,30.72,9
0.7,0.5,100,Hamming,29.94,9
0.8,0.5,100,Hamming,30.62,9
0.9,0.5,100,Hamming,29.41,9
1,0.5,100,Hamming,31,9
0.5,0.6000000000000001,100,Hamming,30.06,9
0.6,0.6000000000000001,100,Hamming,31.55,9
0.7,0.6000000000000001,100,Hamming,33.07,9
0.8,0.6000000000000001,100,Hamming,34.29,9
0.9,0.6000000000000001,100,Hamming,35.66,9
1,0.6000000000000001,100,Hamming,36,9
0.5,0.7000000000000001,100,Hamming,31.51,9
0.6,0.7000000000000001,100,Hamming,33.58,9
0.7,0.7000000000000001,100,Hamming,35.79,9
0.8,0.7000000000000001,100,Hamming,39.45,9
0.9,0.7000000000000001,100,Hamming,40.74,9
1,0.7000000000000001,100,Hamming,43,9
0.5,0.8,100,Hamming,31.43,9
0.6,0.8,100,Hamming,35.35,9
0.7,0.8,100,Hamming,38.22,9
0.8,0.8,100,Hamming,43.19,9
0.9,0.8,100,Hamming,46.01,9
1,0.8,100,Hamming,53,9
0.5,0.9,100,Hamming,31.9,9
0.6,0.9,100,Hamming,35.7,9
0.7,0.9,100,Hamming,41.5,9
0.8,0.9,100,Hamming,48.96,9
0.9,0.9,100,Hamming,53.18,9
1,0.9,100,Hamming,59,9
0.5,1,100,Hamming,28.08,9
0.6,1,100,Hamming,35.43,9
0.7,1,100,Hamming,42.48,9
0.8,1,100,Hamming,50.4,9
0.9,1,100,Hamming,57.21,9
1,1,100,Hamming,63,9
0.5,0,1000,Hamming,35.46,9
0.6,0,1000,Hamming,29,9
0.7,0,1000,Hamming,23.04,9
0.8,0,1000,Hamming,17.04,9
0.9,0,1000,Hamming,11.12,9
1,0,1000,Hamming,0,9
0.5,0.1,1000,Hamming,37.4,9
0.6,0.1,1000,Hamming,33.42,9
0.7,0.1,1000,Hamming,28.32,9
0.8,0.1,1000,Hamming,23.53,9
0.9,0.1,1000,Hamming,17.93,9
1,0.1,1000,Hamming,10,9
0.5,0.2,1000,Hamming,38,9
0.6,0.2,1000,Hamming,33.52,9
0.7,0.2,1000,Hamming,29.36,9
0.8,0.2,1000,Hamming,25.48,9
0.9,0.2,1000,Hamming,21.03,9
1,0.2,1000,Hamming,15,9
0.5,0.30000000000000004,1000,Hamming,36.07,9
0.6,0.30000000000000004,1000,Hamming,33.31,9
0.7,0.30000000000000004,1000,Hamming,30.6,9
0.8,0.30000000000000004,1000,Hamming,28.06,9
0.9,0.30000000000000004,1000,Hamming,24.99,9
1,0.30000000000000004,1000,Hamming,20,9
0.5,0.4,1000,Hamming,33.51,9
0.6,0.4,1000,Hamming,32.64,9
0.7,0.4,1000,Hamming,31.1,9
0.8,0.4,1000,Hamming,29.78,9
0.9,0.4,1000,Hamming,28.52,9
1,0.4,1000,Hamming,25,9
0.5,0.5,1000,Hamming,32.41,9
0.6,0.5,1000,Hamming,32.8,9
0.7,0.5,1000,Hamming,32.82,9
0.8,0.5,1000,Hamming,32.81,9
0.9,0.5,1000,Hamming,32.31,9
1,0.5,1000,Hamming,31,9
0.5,0.6000000000000001,1000,Hamming,33.63,9
0.6,0.6000000000000001,1000,Hamming,34.74,9
0.7,0.6000000000000001,1000,Hamming,36.03,9
0.8,0.6000000000000001,1000,Hamming,36.79,9
0.9,0.6000000000000001,1000,Hamming,39.84,9
1,0.6000000000000001,1000,Hamming,38,9
0.5,0.7000000000000001,1000,Hamming,35.45,9
0.6,0.7000000000000001,1000,Hamming,37.91,9
0.7,0.7000000000000001,1000,Hamming,40.3,9
0.8,0.7000000000000001,1000,Hamming,42.48,9
0.9,0.7000000000000001,1000,Hamming,44,9
1,0.7000000000000001,1000,Hamming,46,9
0.5,0.8,1000,Hamming,37.92,9
0.6,0.8,1000,Hamming,41.25,9
0.7,0.8,1000,Hamming,44.61,9
0.8,0.8,1000,Hamming,47.75,9
0.9,0.8,1000,Hamming,50.58,9
1,0.8,1000,Hamming,55,9
0.5,0.9,1000,Hamming,37.64,9
0.6,0.9,1000,Hamming,43.63,9
0.7,0.9,1000,Hamming,49.87,9
0.8,0.9,1000,Hamming,53.1,9
0.9,0.9,1000,Hamming,57.7,9
1,0.9,1000,Hamming,60,9
0.5,1,1000,Hamming,35.63,9
0.6,1,1000,Hamming,41.69,9
0.7,1,1000,Hamming,48.11,9
0.8,1,1000,Hamming,54.87,9
0.9,1,1000,Hamming,60.76,9
1,1,1000,Hamming,63,9
0.5,0,10000,Hamming,46.12,9
0.6,0,10000,Hamming,38.52,9
0.7,0,10000,Hamming,32.72,9
0.8,0,10000,Hamming,25.44,9
0.9,0,10000,Hamming,17.12,9
1,0,10000,Hamming,0,9
0.5,0.1,10000,Hamming,46.94,9
0.6,0.1,10000,Hamming,42.31,9
0.7,0.1,10000,Hamming,36.47,9
0.8,0.1,10000,Hamming,31.13,9
0.9,0.1,10000,Hamming,24.24,9
1,0.1,10000,Hamming,12,9
0.5,0.2,10000,Hamming,44.22,9
0.6,0.2,10000,Hamming,39.81,9
0.7,0.2,10000,Hamming,37.14,9
0.8,0.2,10000,Hamming,32.48,9
0.9,0.2,10000,Hamming,27.82,9
1,0.2,10000,Hamming,16,9
0.5,0.30000000000000004,10000,Hamming,40.8,9
0.6,0.30000000000000004,10000,Hamming,38.13,9
0.7,0.30000000000000004,10000,Hamming,35.51,9
0.8,0.30000000000000004,10000,Hamming,33.17,9
0.9,0.30000000000000004,10000,Hamming,29.31,9
1,0.30000000000000004,10000,Hamming,23,9
0.5,0.4,10000,Hamming,37.42,9
0.6,0.4,10000,Hamming,36.03,9
0.7,0.4,10000,Hamming,34.48,9
0.8,0.4,10000,Hamming,33.32,9
0.9,0.4,10000,Hamming,31.01,9
1,0.4,10000,Hamming,29,9
0.5,0.5,10000,Hamming,34.81,9
0.6,0.5,10000,Hamming,35.06,9
0.7,0.5,10000,Hamming,35.23,9
0.8,0.5,10000,Hamming,34.94,9
0.9,0.5,10000,Hamming,35.02,9
1,0.5,10000,Hamming,34,9
0.5,0.6000000000000001,10000,Hamming,37.54,9
0.6,0.6000000000000001,10000,Hamming,38.02,9
0.7,0.6000000000000001,10000,Hamming,39.18,9
0.8,0.6000000000000001,10000,Hamming,40.2,9
0.9,0.6000000000000001,10000,Hamming,40.71,9
1,0.6000000000000001,10000,Hamming,41,9
0.5,0.7000000000000001,10000,Hamming,40.75,9
0.6,0.7000000000000001,10000,Hamming,42.89,9
0.7,0.7000000000000001,10000,Hamming,44.12,9
0.8,0.7000000000000001,10000,Hamming,46.05,9
0.9,0.7000000000000001,10000,Hamming,46.33,9
1,0.7000000000000001,10000,Hamming,48,9
0.5,0.8,10000,Hamming,44.72,9
0.6,0.8,10000,Hamming,48.07,9
0.7,0.8,10000,Hamming,49.39,9
0.8,0.8,10000,Hamming,52.27,9
0.9,0.8,10000,Hamming,53.88,9
1,0.8,10000,Hamming,55,9
0.5,0.9,10000,Hamming,45.88,9
0.6,0.9,10000,Hamming,52.07,9
0.7,0.9,10000,Hamming,55.31,9
0.8,0.9,10000,Hamming,58.3,9
0.9,0.9,10000,Hamming,60.22,9
1,0.9,10000,Hamming,61,9
0.5,1,10000,Hamming,44.74,9
0.6,1,10000,Hamming,50.02,9
0.7,1,10000,Hamming,55.29,9
0.8,1,10000,Hamming,58.93,9
0.9,1,10000,Hamming,62.02,9
1,1,10000,Hamming,63,9
0.5,0,100000,Hamming,50.08,9
0.6,0,100000,Hamming,46.44,9
0.7,0,100000,Hamming,40.84,9
0.8,0,100000,Hamming,36.6,9
0.9,0,100000,Hamming,31.2,9
1,0,100000,Hamming,0,9
0.5,0.1,100000,Hamming,51.57,9
0.6,0.1,100000,Hamming,48.73,9
0.7,0.1,100000,Hamming,45.25,9
0.8,0.1,100000,Hamming,39.78,9
0.9,0.1,100000,Hamming,35.12,9
1,0.1,100000,Hamming,13,9
0.5,0.2,100000,Hamming,48.95,9
0.6,0.2,100000,Hamming,46.01,9
0.7,0.2,100000,Hamming,42.36,9
0.8,0.2,100000,Hamming,39.93,9
0.9,0.2,100000,Hamming,35.66,9
1,0.2,100000,Hamming,19,9
0.5,0.30000000000000004,100000,Hamming,44.64,9
0.6,0.30000000000000004,100000,Hamming,42.37,9
0.7,0.30000000000000004,100000,Hamming,40.8,9
0.8,0.30000000000000004,100000,Hamming,38.39,9
0.9,0.30000000000000004,100000,Hamming,35.93,9
1,0.30000000000000004,100000,Hamming,26,9
0.5,0.4,100000,Hamming,40.06,9
0.6,0.4,100000,Hamming,39.36,9
0.7,0.4,100000,Hamming,38.3,9
0.8,0.4,100000,Hamming,37.21,9
0.9,0.4,100000,Hamming,35.67,9
1,0.4,100000,Hamming,30,9
0.5,0.5,100000,Hamming,36.98,9
0.6,0.5,100000,Hamming,36.87,9
0.7,0.5,100000,Hamming,36.65,9
0.8,0.5,100000,Hamming,37.1,9
0.9,0.5,100000,Hamming,37.02,9
1,0.5,100000,Hamming,38,9
0.5,0.6000000000000001,100000,Hamming,40.13,9
0.6,0.6000000000000001,100000,Hamming,40.68,9
0.7,0.6000000000000001,100000,Hamming,41.74,9
0.8,0.6000000000000001,100000,Hamming,41.75,9
0.9,0.6000000000000001,100000,Hamming,42.16,9
1,0.6000000000000001,100000,Hamming,44,9
0.5,0.7000000000000001,100000,Hamming,44.45,9
0.6,0.7000000000000001,100000,Hamming,45.7,9
0.7,0.7000000000000001,100000,Hamming,47.53,9
0.8,0.7000000000000001,100000,Hamming,48.04,9
0.9,0.7000000000000001,100000,Hamming,49.41,9
1,0.7000000000000001,100000,Hamming,49,9
0.5,0.8,100000,Hamming,49.13,9
0.6,0.8,100000,Hamming,50.33,9
0.7,0.8,100000,Hamming,52.82,9
0.8,0.8,100000,Hamming,54.03,9
0.9,0.8,100000,Hamming,55.26,9
1,0.8,100000,Hamming,58,9
0.5,0.9,100000,Hamming,51.46,9
0.6,0.9,100000,Hamming,55.07,9
0.7,0.9,100000,Hamming,57.33,9
0.8,0.9,100000,Hamming,59.29,9
0.9,0.9,100000,Hamming,61.2,9
1,0.9,100000,Hamming,63,9
0.5,1,100000,Hamming,51.32,9
0.6,1,100000,Hamming,54.36,9
0.7,1,100000,Hamming,57.38,9
0.8,1,100000,Hamming,60.16,9
0.9,1,100000,Hamming,61.86,9
1,1,100000,Hamming,63,9
0.5,0,1,Hamming,20.95,10
0.6,0,1,Hamming,15.71,10
0.7,0,1,Hamming,11.3,10
0.8,0,1,Hamming,7.52,10
0.9,0,1,Hamming,3.53,10
1,0,1,Hamming,0,10
0.5,0.1,1,Hamming,21.24,10
0.6,0.1,1,Hamming,16.5,10
0.7,0.1,1,Hamming,13.11,10
0.8,0.1,1,Hamming,8.68,10
0.9,0.1,1,Hamming,6.85,10
1,0.1,1,Hamming,5,10
0.5,0.2,1,Hamming,22.07,10
0.6,0.2,1,Hamming,17.67,10
0.7,0.2,1,Hamming,16.98,10
0.8,0.2,1,Hamming,12.09,10
0.9,0.2,1,Hamming,13.1,10
1,0.2,1,Hamming,9,10
0.5,0.30000000000000004,1,Hamming,21.65,10
0.6,0.30000000000000004,1,Hamming,19.06,10
0.7,0.30000000000000004,1,Hamming,15.31,10
0.8,0.30000000000000004,1,Hamming,15.12,10
0.9,0.30000000000000004,1,Hamming,9.33,10
1,0.30000000000000004,1,Hamming,15,10
0.5,0.4,1,Hamming,21.46,10
0.6,0.4,1,Hamming,20.7,10
0.7,0.4,1,Hamming,20.7,10
0.8,0.4,1,Hamming,19.1,10
0.9,0.4,1,Hamming,18.54,10
1,0.4,1,Hamming,14,10
0.5,0.5,1,Hamming,20.87,10
0.6,0.5,1,Hamming,21.65,10
0.7,0.5,1,Hamming,24.49,10
0.8,0.5,1,Hamming,17.95,10
0.9,0.5,1,Hamming,19.92,10
1,0.5,1,Hamming,21,10
0.5,0.6000000000000001,1,Hamming,21.3,10
0.6,0.6000000000000001,1,Hamming,21.78,10
0.7,0.6000000000000001,1,Hamming,21.45,10
0.8,0.6000000000000001,1,Hamming,22.97,10
0.9,0.6000000000000001,1,Hamming,25.37,10
1,0.6000000000000001,1,Hamming,31,10
0.5,0.7000000000000001,1,Hamming,21.66,10
0.6,0.7000000000000001,1,Hamming,23.36,10
0.7,0.7000000000000001,1,Hamming,28.08,10
0.8,0.7000000000000001,1,Hamming,29.74,10
0.9,0.7000000000000001,1,Hamming,25.72,10
1,0.7000000000000001,1,Hamming,46,10
0.5,0.8,1,Hamming,20.79,10
0.6,0.8,1,Hamming,24.82,10
0.7,0.8,1,Hamming,29.81,10
0.8,0.8,1,Hamming,33,10
0.9,0.8,1,Hamming,39.95,10
1,0.8,1,Hamming,36,10
0.5,0.9,1,Hamming,21.71,10
0.6,0.9,1,Hamming,26.69,10
0.7,0.9,1,Hamming,30.47,10
0.8,0.9,1,Hamming,38.45,10
0.9,0.9,1,Hamming,43.48,10
1,0.9,1,Hamming,57,10
0.5,1,1,Hamming,21.39,10
0.6,1,1,Hamming,28.03,10
0.7,1,1,Hamming,34.32,10
0.8,1,1,Hamming,43.04,10
0.9,1,1,Hamming,51.49,10
1,1,1,Hamming,63,10
0.5,0,10,Hamming,24.14,10
0.6,0,10,Hamming,18.64,10
0.7,0,10,Hamming,13.2,10
0.8,0,10,Hamming,8.98,10
0.9,0,10,Hamming,5.14,10
1,0,10,Hamming,0,10
0.5,0.1,10,Hamming,27.15,10
0.6,0.1,10,Hamming,21.82,10
0.7,0.1,10,Hamming,18.28,10
0.8,0.1,10,Hamming,13.64,10
0.9,0.1,10,Hamming,9.3,10
1,0.1,10,Hamming,5,10
0.5,0.2,10,Hamming,27.12,10
0.6,0.2,10,Hamming,22.77,10
0.7,0.2,10,Hamming,18.66,10
0.8,0.2,10,Hamming,15.98,10
0.9,0.2,10,Hamming,14.13,10
1,0.2,10,Hamming,10,10
0.5,0.30000000000000004,10,Hamming,26.79,10
0.6,0.30000000000000004,10,Hamming,24.55,10
0.7,0.30000000000000004,10,Hamming,22.88,10
0.8,0.30000000000000004,10,Hamming,19.55,10
0.9,0.30000000000000004,10,Hamming,17.52,10
1,0.30000000000000004,10,Hamming,15,10
0.5,0.4,10,Hamming,26.82,10
0.6,0.4,10,Hamming,25.29,10
0.7,0.4,10,Hamming,24.86,10
0.8,0.4,10,Hamming,23.67,10
0.9,0.4,10,Hamming,22.85,10
1,0.4,10,Hamming,22,10
0.5,0.5,10,Hamming,26.71,10
0.6,0.5,10,Hamming,26.79,10
0.7,0.5,10,Hamming,26.32,10
0.8,0.5,10,Hamming,27.09,10
0.9,0.5,10,Hamming,26.48,10
1,0.5,10,Hamming,29,10
0.5,0.6000000000000001,10,Hamming,26.17,10
0.6,0.6000000000000001,10,Hamming,27.91,10
0.7,0.6000000000000001,10,Hamming,29.4,10
0.8,0.6000000000000001,10,Hamming,31.49,10
0.9,0.6000000000000001,10,Hamming,33.14,10
1,0.6000000000000001,10,Hamming,30,10
0.5,0.7000000000000001,10,Hamming,26.08,10
0.6,0.7000000000000001,10,Hamming,29.34,10
0.7,0.7000000000000001,10,Hamming,31.33,10
0.8,0.7000000000000001,10,Hamming,35.11,10
0.9,0.7000000000000001,10,Hamming,38.06,10
1,0.7000000000000001,10,Hamming,45,10
0.5,0.8,10,Hamming,27.14,10
0.6,0.8,10,Hamming,29.89,10
0.7,0.8,10,Hamming,35.44,10
0.8,0.8,10,Hamming,37.93,10
0.9,0.8,10,Hamming,45.24,10
1,0.8,10,Hamming,47,10
0.5,0.9,10,Hamming,25.43,10
0.6,0.9,10,Hamming,31.24,10
0.7,0.9,10,Hamming,37.03,10
0.8,0.9,10,Hamming,43.52,10
0.9,0.9,10,Hamming,48.34,10
1,0.9,10,Hamming,57,10
0.5,1,10,Hamming,24,10
0.6,1,10,Hamming,30.86,10
0.7,1,10,Hamming,38.04,10
0.8,1,10,Hamming,45.91,10
0.9,1,10,Hamming,54.61,10
1,1,10,Hamming,63,10
0.5,0,100,Hamming,28.08,10
0.6,0,100,Hamming,23.19,10
0.7,0,100,Hamming,17.08,10
0.8,0,100,Hamming,11.76,10
0.9,0,100,Hamming,7.16,10
1,0,100,Hamming,0,10
0.5,0.1,100,Hamming,32.05,10
0.6,0.1,100,Hamming,26.68,10
0.7,0.1,100,Hamming,22.18,10
0.8,0.1,100,Hamming,17.51,10
0.9,0.1,100,Hamming,13.93,10
1,0.1,100,Hamming,9,10
0.5,0.2,100,Hamming,31.61,10
0.6,0.2,100,Hamming,27.44,10
0.7,0.2,100,Hamming,24.43,10
0.8,0.2,100,Hamming,20.94,10
0.9,0.2,100,Hamming,18.35,10
1,0.2,100,Hamming,13,10
0.5,0.30000000000000004,100,Hamming,30.85,10
0.6,0.30000000000000004,100,Hamming,29.25,10
0.7,0.30000000000000004,100,Hamming,26.73,10
0.8,0.30000000000000004,100,Hamming,23.29,10
0.9,0.30000000000000004,100,Hamming,21.93,10
1,0.30000000000000004,100,Hamming,18,10
0.5,0.4,100,Hamming,30.43,10
0.6,0.4,100,Hamming,29.21,10
0.7,0.4,100,Hamming,27.53,10
0.8,0.4,100,Hamming,26.63,10
0.9,0.4,100,Hamming,24.72,10
1,0.4,100,Hamming,25,10
0.5,0.5,100,Hamming,29.99,10
0.6,0.5,100,Hamming,30.07,10
0.7,0.5,100,Hamming,30.49,10
0.8,0.5,100,Hamming,30.52,10
0.9,0.5,100,Hamming,29.84,10
1,0.5,100,Hamming,29,10
0.5,0.6000000000000001,100,Hamming,30.41,10
0.6,0.6000000000000001,100,Hamming,31.43,10
0.7,0.6000000000000001,100,Hamming,32.46,10
0.8,0.6000000000000001,100,Hamming,34.16,10
0.9,0.6000000000000001,100,Hamming,35.86,10
1,0.6000000000000001,100,Hamming,38,10
0.5,0.7000000000000001,100,Hamming,30.96,10
0.6,0.7000000000000001,100,Hamming,33.01,10
0.7,0.7000000000000001,100,Hamming,36.17,10
0.8,0.7000000000000001,100,Hamming,38.37,10
0.9,0.7000000000000001,100,Hamming,41.3,10
1,0.7000000000000001,100,Hamming,42,10
0.5,0.8,100,Hamming,31.56,10
0.6,0.8,100,Hamming,35.25,10
0.7,0.8,100,Hamming,40.26,10
0.8,0.8,100,Hamming,42.52,10
0.9,0.8,100,Hamming,46.53,10
1,0.8,100,Hamming,50,10
0.5,0.9,100,Hamming,31.35,10
0.6,0.9,100,Hamming,36.4,10
0.7,0.9,100,Hamming,41.47,10
0.8,0.9,100,Hamming,48.06,10
0.9,0.9,100,Hamming,53.62,10
1,0.9,100,Hamming,59,10
0.5,1,100,Hamming,29.1,10
0.6,1,100,Hamming,35.1,10
0.7,1,100,Hamming,42.01,10
0.8,1,100,Hamming,49.86,10
0.9,1,100,Hamming,56.81,10
1,1,100,Hamming,63,10
0.5,0,1000,Hamming,35.43,10
0.6,0,1000,Hamming,29.54,10
0.7,0,1000,Hamming,23.62,10
0.8,0,1000,Hamming,17.36,10
0.9,0,1000,Hamming,10.96,10
1,0,1000,Hamming,0,10
0.5,0.1,1000,Hamming,38.73,10
0.6,0.1,1000,Hamming,32.83,10
0.7,0.1,1000,Hamming,28.56,10
0.8,0.1,1000,Hamming,23.67,10
0.9,0.1,1000,Hamming,17.63,10
1,0.1,1000,Hamming,11,10
0.5,0.2,1000,Hamming,37.37,10
0.6,0.2,1000,Hamming,33.04,10
0.7,0.2,1000,Hamming,29.82,10
0.8,0.2,1000,Hamming,25.77,10
0.9,0.2,1000,Hamming,21.41,10
1,0.2,1000,Hamming,16,10
0.5,0.30000000000000004,1000,Hamming,35.31,10
0.6,0.30000000000000004,1000,Hamming,33.31,10
0.7,0.30000000000000004,1000,Hamming,30.74,10
0.8,0.30000000000000004,1000,Hamming,28.1,10
0.9,0.30000000000000004,1000,Hamming,24.95,10
1,0.30000000000000004,1000,Hamming,20,10
0.5,0.4,1000,Hamming,33.83,10
0.6,0.4,1000,Hamming,32.82,10
0.7,0.4,1000,Hamming,31.32,10
0.8,0.4,1000,Hamming,29.82,10
0.9,0.4,1000,Hamming,28.7,10
1,0.4,1000,Hamming,29,10
0.5,0.5,1000,Hamming,32.77,10
0.6,0.5,1000,Hamming,32.87,10
0.7,0.5,1000,Hamming,32.84,10
0.8,0.5,1000,Hamming,32.75,10
0.9,0.5,1000,Hamming,32.45,10
1,0.5,1000,Hamming,36,10
0.5,0.6000000000000001,1000,Hamming,33.79,10
0.6,0.6000000000000001,1000,Hamming,34.88,10
0.7,0.6000000000000001,1000,Hamming,36.32,10
0.8,0.6000000000000001,1000,Hamming,36.91,10
0.9,0.6000000000000001,1000,Hamming,39.24,10
1,0.6000000000000001,1000,Hamming,38,10
0.5,0.7000000000000001,1000,Hamming,35.98,10
0.6,0.7000000000000001,1000,Hamming,38.68,10
0.7,0.7000000000000001,1000,Hamming,40.28,10
0.8,0.7000000000000001,1000,Hamming,43.27,10
0.9,0.7000000000000001,1000,Hamming,44.55,10
1,0.7000000000000001,1000,Hamming,46,10
0.5,0.8,1000,Hamming,37.24,10
0.6,0.8,1000,Hamming,41.04,10
0.7,0.8,1000,Hamming,44.36,10
0.8,0.8,1000,Hamming,47.29,10
0.9,0.8,1000,Hamming,50.93,10
1,0.8,1000,Hamming,52,10
0.5,0.9,1000,Hamming,38.41,10
0.6,0.9,1000,Hamming,43.27,10
0.7,0.9,1000,Hamming,48.75,10
0.8,0.9,1000,Hamming,53.55,10
0.9,0.9,1000,Hamming,58.16,10
1,0.9,1000,Hamming,60,10
0.5,1,1000,Hamming,34.87,10
0.6,1,1000,Hamming,41.99,10
0.7,1,1000,Hamming,48.66,10
0.8,1,1000,Hamming,54.18,10
0.9,1,1000,Hamming,60.71,10
1,1,1000,Hamming,63,10
0.5,0,10000,Hamming,46.13,10
0.6,0,10000,Hamming,39.48,10
0.7,0,10000,Hamming,32.98,10
0.8,0,10000,Hamming,27.04,10
0.9,0,10000,Hamming,19.04,10
1,0,10000,Hamming,0,10
0.5,0.1,10000,Hamming,46.26,10
0.6,0.1,10000,Hamming,41.81,10
0.7,0.1,10000,Hamming,35.54,10
0.8,0.1,10000,Hamming,31.28,10
0.9,0.1,10000,Hamming,24.7,10
1,0.1,10000,Hamming,11,10
0.5,0.2,10000,Hamming,44.93,10
0.6,0.2,10000,Hamming,40.15,10
