wp,n,k,p,q,r,score_method
0.9844745218896764,100,1,0.75,0.75,0.8,Hamming
0.9985066604242592,1000,1,0.75,0.75,0.8,Hamming
0.06304949147284658,1,10,0.75,0.75,0.8,Hamming
0.39778649891818263,10,10,0.75,0.75,0.8,Hamming
0.8655981964665025,100,10,0.75,0.75,0.8,Hamming
0.985315670042186,1000,10,0.75,0.75,0.8,Hamming
0.00714687142797996,1,100,0.75,0.75,0.8,Hamming
0.06688748897360834,10,100,0.75,0.75,0.8,Hamming
0.41180240319915173,100,100,0.75,0.75,0.8,Hamming
0.873694302016204,1000,100,0.75,0.75,0.8,Hamming
8.354423737872248e-4,1,1000,0.75,0.75,0.8,Hamming
0.00828472772686651,10,1000,0.75,0.75,0.8,Hamming
0.07652298559034858,100,1000,0.75,0.75,0.8,Hamming
0.44300659591610336,1000,1000,0.75,0.75,0.8,Hamming
0.5444385026450388,1,1,0.75,0.8,0.8,Hamming
0.9299575627898528,10,1,0.75,0.8,0.8,Hamming
0.9934425890060076,100,1,0.75,0.8,0.8,Hamming
0.99941289111428,1000,1,0.75,0.8,0.8,Hamming
0.1177050464208024,1,10,0.75,0.8,0.8,Hamming
0.5805910321830001,10,10,0.75,0.8,0.8,Hamming
0.9384729798496256,100,10,0.75,0.8,0.8,Hamming
0.9941646323431572,1000,10,0.75,0.8,0.8,Hamming
0.01535064444445099,1,100,0.75,0.8,0.8,Hamming
0.13522140164242585,10,100,0.75,0.8,0.8,Hamming
0.6152359736498944,100,100,0.75,0.8,0.8,Hamming
0.9449740750852887,1000,100,0.75,0.8,0.8,Hamming
0.00181731573337653,1,1000,0.75,0.8,0.8,Hamming
0.01787553068234573,10,1000,0.75,0.8,0.8,Hamming
0.15367715444687605,100,1000,0.75,0.8,0.8,Hamming
0.6446133378524596,1000,1000,0.75,0.8,0.8,Hamming
0.6869294501493994,1,1,0.75,0.8500000000000001,0.8,Hamming
0.965379895282506,10,1,0.75,0.8500000000000001,0.8,Hamming
0.9968045082564814,100,1,0.75,0.8500000000000001,0.8,Hamming
0.9996726647991284,1000,1,0.75,0.8500000000000001,0.8,Hamming
0.2121326059475057,1,10,0.75,0.8500000000000001,0.8,Hamming
0.7449083475279189,10,10,0.75,0.8500000000000001,0.8,Hamming
0.9691178925584272,100,10,0.75,0.8500000000000001,0.8,Hamming
0.9967390116666182,1000,10,0.75,0.8500000000000001,0.8,Hamming
0.03302728863917942,1,100,0.75,0.8500000000000001,0.8,Hamming
0.25320795724280276,10,100,0.75,0.8500000000000001,0.8,Hamming
0.7665153060928078,100,100,0.75,0.8500000000000001,0.8,Hamming
0.9685673876807792,1000,100,0.75,0.8500000000000001,0.8,Hamming
0.00395788896923607,1,1000,0.75,0.8500000000000001,0.8,Hamming
0.03796826085440631,10,1000,0.75,0.8500000000000001,0.8,Hamming
0.2730220454703219,100,1000,0.75,0.8500000000000001,0.8,Hamming
0.7655827843551296,1000,1000,0.75,0.8500000000000001,0.8,Hamming
0.8184313173842067,1,1,0.75,0.9,0.8,Hamming
0.9823705492589762,10,1,0.75,0.9,0.8,Hamming
0.9978644323383452,100,1,0.75,0.9,0.8,Hamming
0.9996889031698136,1000,1,0.75,0.9,0.8,Hamming
0.3637162766977203,1,10,0.75,0.9,0.8,Hamming
0.8535203377622529,10,10,0.75,0.9,0.8,Hamming
0.9792335458649296,100,10,0.75,0.9,0.8,Hamming
0.9969040000094278,1000,10,0.75,0.9,0.8,Hamming
0.07136925889208764,1,100,0.75,0.9,0.8,Hamming
0.40887563260804033,10,100,0.75,0.9,0.8,Hamming
0.8346530895731131,100,100,0.75,0.9,0.8,Hamming
0.9704269330421496,1000,100,0.75,0.9,0.8,Hamming
0.00865548827745056,1,1000,0.75,0.9,0.8,Hamming
0.07607484139888357,10,1000,0.75,0.9,0.8,Hamming
0.3835696172483318,100,1000,0.75,0.9,0.8,Hamming
0.787041156140125,1000,1000,0.75,0.9,0.8,Hamming
0.9192392007096556,1,1,0.75,0.95,0.8,Hamming
0.98887742696474,10,1,0.75,0.95,0.8,Hamming
0.9975292960570904,100,1,0.75,0.95,0.8,Hamming
0.999374713151638,1000,1,0.75,0.95,0.8,Hamming
0.5787911635522794,1,10,0.75,0.95,0.8,Hamming
0.903003548845797,10,10,0.75,0.95,0.8,Hamming
0.9762574043868016,100,10,0.75,0.95,0.8,Hamming
0.993825993157152,1000,10,0.75,0.95,0.8,Hamming
0.15537287680498124,1,100,0.75,0.95,0.8,Hamming
0.5304156905998489,10,100,0.75,0.95,0.8,Hamming
0.8226205801901415,100,100,0.75,0.95,0.8,Hamming
0.9446663039718056,1000,100,0.75,0.95,0.8,Hamming
0.01908810182654136,1,1000,0.75,0.95,0.8,Hamming
0.12328482596602372,10,1000,0.75,0.95,0.8,Hamming
0.38801747599371833,100,1000,0.75,0.95,0.8,Hamming
0.6881178084516072,1000,1000,0.75,0.95,0.8,Hamming
0.9774385401464628,1,1,0.75,1,0.8,Hamming
0.9774385401464628,10,1,0.75,1,0.8,Hamming
0.9774385401464628,100,1,0.75,1,0.8,Hamming
0.9774385401464628,1000,1,0.75,1,0.8,Hamming
0.8201610039900047,1,10,0.75,1,0.8,Hamming
0.8201610039900047,10,10,0.75,1,0.8,Hamming
0.8201610039900047,100,10,0.75,1,0.8,Hamming
0.8201610039900047,1000,10,0.75,1,0.8,Hamming
0.34111963001620177,1,100,0.75,1,0.8,Hamming
0.34111963001620177,10,100,0.75,1,0.8,Hamming
0.34111963001620177,100,100,0.75,1,0.8,Hamming
0.34111963001620177,1000,100,0.75,1,0.8,Hamming
0.04268446884390063,1,1000,0.75,1,0.8,Hamming
0.04268446884390063,10,1000,0.75,1,0.8,Hamming
0.04268446884390063,100,1000,0.75,1,0.8,Hamming
0.04268446884390063,1000,1000,0.75,1,0.8,Hamming
6.135513203911845e-5,1,1,0.75,0,0.8500000000000001,Hamming
6.135513203911845e-5,10,1,0.75,0,0.8500000000000001,Hamming
6.135513203911845e-5,100,1,0.75,0,0.8500000000000001,Hamming
6.135513203911845e-5,1000,1,0.75,0,0.8500000000000001,Hamming
1.2101067227279692e-6,1,10,0.75,0,0.8500000000000001,Hamming
1.2101067227279692e-6,10,10,0.75,0,0.8500000000000001,Hamming
1.2101067227279692e-6,100,10,0.75,0,0.8500000000000001,Hamming
1.2101067227279692e-6,1000,10,0.75,0,0.8500000000000001,Hamming
1.0486905739005129e-7,1,100,0.75,0,0.8500000000000001,Hamming
1.0486905739005129e-7,10,100,0.75,0,0.8500000000000001,Hamming
1.0486905739005129e-7,100,100,0.75,0,0.8500000000000001,Hamming
1.0486905739005129e-7,1000,100,0.75,0,0.8500000000000001,Hamming
1.4907056982320213e-8,1,1000,0.75,0,0.8500000000000001,Hamming
1.4907056982320213e-8,10,1000,0.75,0,0.8500000000000001,Hamming
1.4907056982320213e-8,100,1000,0.75,0,0.8500000000000001,Hamming
1.4907056982320213e-8,1000,1000,0.75,0,0.8500000000000001,Hamming
1.199693751406706e-4,1,1,0.75,0.05,0.8500000000000001,Hamming
4.101106012677485e-4,10,1,0.75,0.05,0.8500000000000001,Hamming
0.00101317606940716,100,1,0.75,0.05,0.8500000000000001,Hamming
0.00209523186695027,1000,1,0.75,0.05,0.8500000000000001,Hamming
2.4940114585621055e-6,1,10,0.75,0.05,0.8500000000000001,Hamming
1.0817192394616113e-5,10,10,0.75,0.05,0.8500000000000001,Hamming
3.326747834248208e-5,100,10,0.75,0.05,0.8500000000000001,Hamming
8.382939376128049e-5,1000,10,0.75,0.05,0.8500000000000001,Hamming
2.197739351147315e-7,1,100,0.75,0.05,0.8500000000000001,Hamming
1.0602423641947091e-6,10,100,0.75,0.05,0.8500000000000001,Hamming
3.619886016383608e-6,100,100,0.75,0.05,0.8500000000000001,Hamming
1.0051803263142304e-5,1000,100,0.75,0.05,0.8500000000000001,Hamming
3.163197851729324e-8,1,1000,0.75,0.05,0.8500000000000001,Hamming
1.6393569462919206e-7,10,1000,0.75,0.05,0.8500000000000001,Hamming
6.034326800760737e-7,100,1000,0.75,0.05,0.8500000000000001,Hamming
1.7914484197801126e-6,1000,1000,0.75,0.05,0.8500000000000001,Hamming
2.3170712791801792e-4,1,1,0.75,0.1,0.8500000000000001,Hamming
0.00105842709734312,10,1,0.75,0.1,0.8500000000000001,Hamming
0.00319030982736817,100,1,0.75,0.1,0.8500000000000001,Hamming
0.00748384770154595,1000,1,0.75,0.1,0.8500000000000001,Hamming
5.1047627703634085e-6,1,10,0.75,0.1,0.8500000000000001,Hamming
3.0523950851969995e-5,10,10,0.75,0.1,0.8500000000000001,Hamming
1.2299485784560065e-4,100,10,0.75,0.1,0.8500000000000001,Hamming
3.7739839705369616e-4,1000,10,0.75,0.1,0.8500000000000001,Hamming
4.574398156104989e-7,1,100,0.75,0.1,0.8500000000000001,Hamming
3.0478286822234625e-6,10,100,0.75,0.1,0.8500000000000001,Hamming
1.4034153661186114e-5,100,100,0.75,0.1,0.8500000000000001,Hamming
4.910078803573128e-5,1000,100,0.75,0.1,0.8500000000000001,Hamming
6.639520581781184e-8,1,1000,0.75,0.1,0.8500000000000001,Hamming
4.7347282138210035e-7,10,1000,0.75,0.1,0.8500000000000001,Hamming
2.3865258928447043e-6,100,1000,0.75,0.1,0.8500000000000001,Hamming
9.147910502220829e-6,1000,1000,0.75,0.1,0.8500000000000001,Hamming
4.4189706473800024e-4,1,1,0.75,0.15000000000000002,0.8500000000000001,Hamming
0.00235709189862389,10,1,0.75,0.15000000000000002,0.8500000000000001,Hamming
0.00795314799690425,100,1,0.75,0.15000000000000002,0.8500000000000001,Hamming
0.01982410903913334,1000,1,0.75,0.15000000000000002,0.8500000000000001,Hamming
1.0379334419713743e-5,1,10,0.75,0.15000000000000002,0.8500000000000001,Hamming
7.325673812987657e-5,10,10,0.75,0.15000000000000002,0.8500000000000001,Hamming
3.5002802910197707e-4,100,10,0.75,0.15000000000000002,0.8500000000000001,Hamming
0.00121748069329449,1000,10,0.75,0.15000000000000002,0.8500000000000001,Hamming
9.460097808814032e-7,1,100,0.75,0.15000000000000002,0.8500000000000001,Hamming
7.38289769644734e-6,10,100,0.75,0.15000000000000002,0.8500000000000001,Hamming
4.1083975002422535e-5,100,100,0.75,0.15000000000000002,0.8500000000000001,Hamming
1.6793167310750494e-4,1000,100,0.75,0.15000000000000002,0.8500000000000001,Hamming
1.3837804784525514e-7,1,1000,0.75,0.15000000000000002,0.8500000000000001,Hamming
1.1446754868044863e-6,10,1000,0.75,0.15000000000000002,0.8500000000000001,Hamming
7.033254315937768e-6,100,1000,0.75,0.15000000000000002,0.8500000000000001,Hamming
3.21330288954877e-5,1000,1000,0.75,0.15000000000000002,0.8500000000000001,Hamming
8.318432174695694e-4,1,1,0.75,0.2,0.8500000000000001,Hamming
0.00486125974066309,10,1,0.75,0.2,0.8500000000000001,Hamming
0.01747765756396649,100,1,0.75,0.2,0.8500000000000001,Hamming
0.04446316440109565,1000,1,0.75,0.2,0.8500000000000001,Hamming
2.0969252351929516e-5,1,10,0.75,0.2,0.8500000000000001,Hamming
1.6317825371703413e-4,10,10,0.75,0.2,0.8500000000000001,Hamming
8.761796680402355e-4,100,10,0.75,0.2,0.8500000000000001,Hamming
0.00331535348667789,1000,10,0.75,0.2,0.8500000000000001,Hamming
1.9444145042392966e-6,1,100,0.75,0.2,0.8500000000000001,Hamming
1.6575258356307908e-5,10,100,0.75,0.2,0.8500000000000001,Hamming
1.0512813030711938e-4,100,100,0.75,0.2,0.8500000000000001,Hamming
4.814934105261982e-4,1000,100,0.75,0.2,0.8500000000000001,Hamming
2.864248370764454e-7,1,1000,0.75,0.2,0.8500000000000001,Hamming
2.562274739728177e-6,10,1000,0.75,0.2,0.8500000000000001,Hamming
1.8004186220440983e-5,100,1000,0.75,0.2,0.8500000000000001,Hamming
9.37617064507938e-5,1000,1000,0.75,0.2,0.8500000000000001,Hamming
0.00154483422058182,1,1,0.75,0.25,0.8500000000000001,Hamming
0.00952055813703973,10,1,0.75,0.25,0.8500000000000001,Hamming
0.03518881755819299,100,1,0.75,0.25,0.8500000000000001,Hamming
0.08852021437900257,1000,1,0.75,0.25,0.8500000000000001,Hamming
4.210368599217557e-5,1,10,0.75,0.25,0.8500000000000001,Hamming
3.4823545911480934e-4,10,10,0.75,0.25,0.8500000000000001,Hamming
0.00202840217522171,100,10,0.75,0.25,0.8500000000000001,Hamming
0.00810095168590803,1000,10,0.75,0.25,0.8500000000000001,Hamming
3.973286285439912e-6,1,100,0.75,0.25,0.8500000000000001,Hamming
3.5693105448612074e-5,10,100,0.75,0.25,0.8500000000000001,Hamming
2.485447365934348e-4,100,100,0.75,0.25,0.8500000000000001,Hamming
0.00123953654410364,1000,100,0.75,0.25,0.8500000000000001,Hamming
5.889107455388571e-7,1,1000,0.75,0.25,0.8500000000000001,Hamming
5.503586747147257e-6,10,1000,0.75,0.25,0.8500000000000001,Hamming
4.247768659683779e-5,100,1000,0.75,0.25,0.8500000000000001,Hamming
2.4490521305672744e-4,1000,1000,0.75,0.25,0.8500000000000001,Hamming
0.00282859043545448,1,1,0.75,0.30000000000000004,0.8500000000000001,Hamming
0.01789993106916488,10,1,0.75,0.30000000000000004,0.8500000000000001,Hamming
0.06600140213892393,100,1,0.75,0.30000000000000004,0.8500000000000001,Hamming
0.15965645977325812,1000,1,0.75,0.30000000000000004,0.8500000000000001,Hamming
8.40402491969306e-5,1,10,0.75,0.30000000000000004,0.8500000000000001,Hamming
7.227769003397836e-4,10,10,0.75,0.30000000000000004,0.8500000000000001,Hamming
0.00445008828819006,100,10,0.75,0.30000000000000004,0.8500000000000001,Hamming
0.01828135700377335,1000,10,0.75,0.30000000000000004,0.8500000000000001,Hamming
8.074672312455495e-6,1,100,0.75,0.30000000000000004,0.8500000000000001,Hamming
7.491585018277616e-5,10,100,0.75,0.30000000000000004,0.8500000000000001,Hamming
5.580663069502214e-4,100,100,0.75,0.30000000000000004,0.8500000000000001,Hamming
0.00296295179369775,1000,100,0.75,0.30000000000000004,0.8500000000000001,Hamming
1.20298861944186e-6,1,1000,0.75,0.30000000000000004,0.8500000000000001,Hamming
1.1529635210069327e-5,10,1000,0.75,0.30000000000000004,0.8500000000000001,Hamming
9.50997365888936e-5,100,1000,0.75,0.30000000000000004,0.8500000000000001,Hamming
5.936331125439761e-4,1000,1000,0.75,0.30000000000000004,0.8500000000000001,Hamming
0.00510232903825805,1,1,0.75,0.35000000000000003,0.8500000000000001,Hamming
0.03245637553579542,10,1,0.75,0.35000000000000003,0.8500000000000001,Hamming
0.11611122929496172,100,1,0.75,0.35000000000000003,0.8500000000000001,Hamming
0.26316965413126814,1000,1,0.75,0.35000000000000003,0.8500000000000001,Hamming
1.6679901200920572e-4,1,10,0.75,0.35000000000000003,0.8500000000000001,Hamming
0.00147078415518687,10,10,0.75,0.35000000000000003,0.8500000000000001,Hamming
0.00937362191762829,100,10,0.75,0.35000000000000003,0.8500000000000001,Hamming
0.03864582311664087,1000,10,0.75,0.35000000000000003,0.8500000000000001,Hamming
1.63257669350964e-5,1,100,0.75,0.35000000000000003,0.8500000000000001,Hamming
1.545788324617603e-4,10,100,0.75,0.35000000000000003,0.8500000000000001,Hamming
0.00120873949177574,100,100,0.75,0.35000000000000003,0.8500000000000001,Hamming
0.00670288165695703,1000,100,0.75,0.35000000000000003,0.8500000000000001,Hamming
2.4418459875869863e-6,1,1000,0.75,0.35000000000000003,0.8500000000000001,Hamming
2.3754731731725782e-5,10,1000,0.75,0.35000000000000003,0.8500000000000001,Hamming
2.054004893508009e-4,100,1000,0.75,0.35000000000000003,0.8500000000000001,Hamming
0.00136402676331861,1000,1000,0.75,0.35000000000000003,0.8500000000000001,Hamming
0.00905855848292004,1,1,0.75,0.4,0.8500000000000001,Hamming
0.05680973919431393,10,1,0.75,0.4,0.8500000000000001,Hamming
0.1918307792580013,100,1,0.75,0.4,0.8500000000000001,Hamming
0.39770102986041905,1000,1,0.75,0.4,0.8500000000000001,Hamming
3.2926864976940036e-4,1,10,0.75,0.4,0.8500000000000001,Hamming
0.0029476866720151702,10,10,0.75,0.4,0.8500000000000001,Hamming
0.0190871064199324,100,10,0.75,0.4,0.8500000000000001,Hamming
0.07694826686348936,1000,10,0.75,0.4,0.8500000000000001,Hamming
3.285286646612348e-5,1,100,0.75,0.4,0.8500000000000001,Hamming
3.151173427323674e-4,10,100,0.75,0.4,0.8500000000000001,Hamming
0.00254957438738932,100,100,0.75,0.4,0.8500000000000001,Hamming
0.01450716019388904,1000,100,0.75,0.4,0.8500000000000001,Hamming
4.925856650695254e-6,1,1000,0.75,0.4,0.8500000000000001,Hamming
4.83520939554456e-5,10,1000,0.75,0.4,0.8500000000000001,Hamming
4.32303360421327e-4,100,1000,0.75,0.4,0.8500000000000001,Hamming
0.00300963442937524,1000,1000,0.75,0.4,0.8500000000000001,Hamming
0.01580971344101095,1,1,0.75,0.45,0.8500000000000001,Hamming
0.09583740606210524,10,1,0.75,0.45,0.8500000000000001,Hamming
0.29701836173172286,100,1,0.75,0.45,0.8500000000000001,Hamming
0.551608947587946,1000,1,0.75,0.45,0.8500000000000001,Hamming
6.466554156768218e-4,1,10,0.75,0.45,0.8500000000000001,Hamming
0.0058330272220321,10,10,0.75,0.45,0.8500000000000001,Hamming
0.03766869420901865,100,10,0.75,0.45,0.8500000000000001,Hamming
0.1441517959631332,1000,10,0.75,0.45,0.8500000000000001,Hamming
6.583019227440337e-5,1,100,0.75,0.45,0.8500000000000001,Hamming
6.366204943402771e-4,10,100,0.75,0.45,0.8500000000000001,Hamming
0.00526826157374035,100,100,0.75,0.45,0.8500000000000001,Hamming
0.03020837854127461,1000,100,0.75,0.45,0.8500000000000001,Hamming
9.876421829574692e-6,1,1000,0.75,0.45,0.8500000000000001,Hamming
9.74802146823719e-5,10,1000,0.75,0.45,0.8500000000000001,Hamming
0.00089227324945858005,100,1000,0.75,0.45,0.8500000000000001,Hamming
0.00642957680879975,1000,1000,0.75,0.45,0.8500000000000001,Hamming
0.02708441518393421,1,1,0.75,0.5,0.8500000000000001,Hamming
0.15525938271919312,10,1,0.75,0.5,0.8500000000000001,Hamming
0.4293510871920976,100,1,0.75,0.5,0.8500000000000001,Hamming
0.7036782889324014,1000,1,0.75,0.5,0.8500000000000001,Hamming
0.00126380009634528,1,10,0.75,0.5,0.8500000000000001,Hamming
0.01140943372210828,10,10,0.75,0.5,0.8500000000000001,Hamming
0.07196022115362388,100,10,0.75,0.5,0.8500000000000001,Hamming
0.2522573964941744,1000,10,0.75,0.5,0.8500000000000001,Hamming
1.3142038438135328e-4,1,100,0.75,0.5,0.8500000000000001,Hamming
0.00127721111314053,10,100,0.75,0.5,0.8500000000000001,Hamming
0.01070234489587402,100,100,0.75,0.5,0.8500000000000001,Hamming
0.0605982967626013,1000,100,0.75,0.5,0.8500000000000001,Hamming
1.9683240291758687e-5,1,1000,0.75,0.5,0.8500000000000001,Hamming
1.949295932282246e-4,10,1000,0.75,0.5,0.8500000000000001,Hamming
0.00181337760702011,100,1000,0.75,0.5,0.8500000000000001,Hamming
0.01336554574266022,1000,1000,0.75,0.5,0.8500000000000001,Hamming
0.04546130003300661,1,1,0.75,0.55,0.8500000000000001,Hamming
0.24024108494084792,10,1,0.75,0.55,0.8500000000000001,Hamming
0.5772620205415969,100,1,0.75,0.55,0.8500000000000001,Hamming
0.8305967771388678,1000,1,0.75,0.55,0.8500000000000001,Hamming
0.00245858125127144,1,10,0.75,0.55,0.8500000000000001,Hamming
0.0220548669084315,10,10,0.75,0.55,0.8500000000000001,Hamming
0.13233141434677576,100,10,0.75,0.55,0.8500000000000001,Hamming
0.4069594304391163,1000,10,0.75,0.55,0.8500000000000001,Hamming
2.6155585488513166e-4,1,100,0.75,0.55,0.8500000000000001,Hamming
0.00254826821827499,10,100,0.75,0.55,0.8500000000000001,Hamming
0.02141004367291871,100,100,0.75,0.55,0.8500000000000001,Hamming
0.11671373058631997,1000,100,0.75,0.55,0.8500000000000001,Hamming
3.8990602399141614e-5,1,1000,0.75,0.55,0.8500000000000001,Hamming
3.869259524126763e-4,10,1000,0.75,0.55,0.8500000000000001,Hamming
0.00363778739884928,100,1000,0.75,0.55,0.8500000000000001,Hamming
0.02709838742705592,1000,1000,0.75,0.55,0.8500000000000001,Hamming
0.07459022673155423,1,1,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.3526818234542164,10,1,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.7208725333747655,100,1,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.9180265571567294,1000,1,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.00476217056834177,1,10,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.04205515059537896,10,10,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.23163727743600512,100,10,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.5947363625080389,1000,10,0.75,0.6000000000000001,0.8500000000000001,Hamming
5.193640941744823e-4,1,100,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.0050615993645166104,10,100,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.04215989890692112,100,100,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.21377792051340577,1000,100,0.75,0.6000000000000001,0.8500000000000001,Hamming
7.675620144067951e-5,1,1000,0.75,0.6000000000000001,0.8500000000000001,Hamming
7.625703640681234e-4,10,1000,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.00721251027670006,100,1000,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.05356298048939317,1000,1000,0.75,0.6000000000000001,0.8500000000000001,Hamming
0.11927884673189287,1,1,0.75,0.65,0.8500000000000001,Hamming
0.48770066334147755,10,1,0.75,0.65,0.8500000000000001,Hamming
0.8391131625329896,100,1,0.75,0.65,0.8500000000000001,Hamming
0.9667490600974966,1000,1,0.75,0.65,0.8500000000000001,Hamming
0.00918624413182037,1,10,0.75,0.65,0.8500000000000001,Hamming
0.07875682688120614,10,10,0.75,0.65,0.8500000000000001,Hamming
0.37881897153709254,100,10,0.75,0.65,0.8500000000000001,Hamming
0.7753999649374606,1000,10,0.75,0.65,0.8500000000000001,Hamming
0.00102995669339034,1,100,0.75,0.65,0.8500000000000001,Hamming
0.01001618725017059,10,100,0.75,0.65,0.8500000000000001,Hamming
0.08143514534405687,100,100,0.75,0.65,0.8500000000000001,Hamming
0.36550503943586554,1000,100,0.75,0.65,0.8500000000000001,Hamming
1.5009596701057688e-4,1,1000,0.75,0.65,0.8500000000000001,Hamming
0.00149188739580337,10,1000,0.75,0.65,0.8500000000000001,Hamming
0.01413316466439829,100,1000,0.75,0.65,0.8500000000000001,Hamming
0.10277647702765796,1000,1000,0.75,0.65,0.8500000000000001,Hamming
0.18520833155759023,1,1,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.6314870843629753,10,1,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.9198668706092736,100,1,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.9884960515387096,1000,1,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.01764995563026779,1,10,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.14355326946910452,10,10,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.564103161111799,100,10,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.9028325517966336,1000,10,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.00204257739293994,1,100,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.01974985793280316,10,100,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.15289339170218622,100,100,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.5658545572749905,1000,100,0.75,0.7000000000000001,0.8500000000000001,Hamming
2.912938859135546e-4,1,1000,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.00289472275953499,10,1000,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.02732443981545941,100,1000,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.1893600610512244,1000,1000,0.75,0.7000000000000001,0.8500000000000001,Hamming
0.2778998365825248,1,1,0.75,0.75,0.8500000000000001,Hamming
0.7638428185427628,10,1,0.75,0.75,0.8500000000000001,Hamming
0.9649959673554286,100,1,0.75,0.75,0.8500000000000001,Hamming
0.9963617360446172,1000,1,0.75,0.75,0.8500000000000001,Hamming
0.03377467558995618,1,10,0.75,0.75,0.8500000000000001,Hamming
0.2504178409329463,10,10,0.75,0.75,0.8500000000000001,Hamming
0.746541425977712,100,10,0.75,0.75,0.8500000000000001,Hamming
0.9655482358269608,1000,10,0.75,0.75,0.8500000000000001,Hamming
0.00405829705025732,1,100,0.75,0.75,0.8500000000000001,Hamming
0.03875837001957292,10,100,0.75,0.75,0.8500000000000001,Hamming
0.2733648454576619,100,100,0.75,0.75,0.8500000000000001,Hamming
0.765138145390151,1000,100,0.75,0.75,0.8500000000000001,Hamming
5.600131435006599e-4,1,1000,0.75,0.75,0.8500000000000001,Hamming
0.0055587713779872,10,1000,0.75,0.75,0.8500000000000001,Hamming
0.0518626025208917,100,1000,0.75,0.75,0.8500000000000001,Hamming
