p,qE,qL,q_cutoff,eMaxScore,n,score_method
0.75,0.8500000000000001,0.8,1.5,125.60000000000012,1,ESPN
0.75,0.8500000000000001,0.8,1.5,145.1096264905214,5,ESPN
0.75,0.8500000000000001,0.8,1.5,150.605264248251,10,ESPN
0.75,0.8500000000000001,0.8,1.5,162.4890370631119,100,ESPN
0.75,0.8500000000000001,0.8,1.5,169.286757611584,1000,ESPN
0.75,0.8500000000000001,0.8,1.5,173.90092839722143,10000,ESPN
0.75,0.9,0.8,1.5,126.4000000000001,1,ESPN
0.75,0.9,0.8,1.5,145.86150318241883,5,ESPN
0.75,0.9,0.8,1.5,151.33684184290613,10,ESPN
0.75,0.9,0.8,1.5,163.14480825488027,100,ESPN
0.75,0.9,0.8,1.5,169.85696808218557,1000,ESPN
0.75,0.9,0.8,1.5,174.37961295571074,10000,ESPN
0.75,0.95,0.8,1.5,127.2000000000001,1,ESPN
0.75,0.95,0.8,1.5,146.60676385800093,5,ESPN
0.75,0.95,0.8,1.5,152.05902320292063,10,ESPN
0.75,0.95,0.8,1.5,163.7804992271521,100,ESPN
0.75,0.95,0.8,1.5,170.3940683127596,1000,ESPN
0.75,0.95,0.8,1.5,174.80929346570358,10000,ESPN
0.75,1,0.8,1.5,128.0000000000001,1,ESPN
0.75,1,0.8,1.5,147.33513941927512,5,ESPN
0.75,1,0.8,1.5,152.75710587175018,10,ESPN
0.75,1,0.8,1.5,164.3640831015153,100,ESPN
0.75,1,0.8,1.5,170.844471998904,1000,ESPN
0.75,1,0.8,1.5,175.1094049343996,10000,ESPN
0.75,0.5,0.8500000000000001,1.5,124.00000000000011,1,ESPN
0.75,0.5,0.8500000000000001,1.5,141.1821076510152,5,ESPN
0.75,0.5,0.8500000000000001,1.5,146.21464206800005,10,ESPN
0.75,0.5,0.8500000000000001,1.5,157.70930473245107,100,ESPN
0.75,0.5,0.8500000000000001,1.5,164.46229372952996,1000,ESPN
0.75,0.5,0.8500000000000001,1.5,169.192917801023,10000,ESPN
0.75,0.55,0.8500000000000001,1.5,124.80000000000013,1,ESPN
0.75,0.55,0.8500000000000001,1.5,141.97793257859345,5,ESPN
0.75,0.55,0.8500000000000001,1.5,147.00852281326658,10,ESPN
0.75,0.55,0.8500000000000001,1.5,158.49523063090697,100,ESPN
0.75,0.55,0.8500000000000001,1.5,165.23721865188963,1000,ESPN
0.75,0.55,0.8500000000000001,1.5,169.95429338593158,10000,ESPN
0.75,0.6,0.8500000000000001,1.5,125.60000000000012,1,ESPN
0.75,0.6,0.8500000000000001,1.5,142.76611557674232,5,ESPN
0.75,0.6,0.8500000000000001,1.5,147.7919264520039,10,ESPN
0.75,0.6,0.8500000000000001,1.5,159.26085571421183,100,ESPN
0.75,0.6,0.8500000000000001,1.5,165.98132313277694,1000,ESPN
0.75,0.6,0.8500000000000001,1.5,170.67456826983852,10000,ESPN
0.75,0.65,0.8500000000000001,1.5,126.4000000000001,1,ESPN
0.75,0.65,0.8500000000000001,1.5,143.54664216652546,5,ESPN
0.75,0.65,0.8500000000000001,1.5,148.56484742617764,10,ESPN
0.75,0.65,0.8500000000000001,1.5,160.006216717383,100,ESPN
0.75,0.65,0.8500000000000001,1.5,166.69469154348687,1000,ESPN
0.75,0.65,0.8500000000000001,1.5,171.3538538219199,10000,ESPN
0.75,0.7,0.8500000000000001,1.5,127.2000000000001,1,ESPN
0.75,0.7,0.8500000000000001,1.5,144.3194749061915,5,ESPN
0.75,0.7,0.8500000000000001,1.5,149.32724511997492,10,ESPN
0.75,0.7,0.8500000000000001,1.5,160.73124590323738,100,ESPN
0.75,0.7,0.8500000000000001,1.5,167.37717133366323,1000,ESPN
0.75,0.7,0.8500000000000001,1.5,171.9918283049366,10000,ESPN
0.75,0.75,0.8500000000000001,1.5,128.0000000000001,1,ESPN
0.75,0.75,0.8500000000000001,1.5,145.08455223853855,5,ESPN
0.75,0.75,0.8500000000000001,1.5,150.07904224636016,10,ESPN
0.75,0.75,0.8500000000000001,1.5,161.43576641344487,100,ESPN
0.75,0.75,0.8500000000000001,1.5,168.02835720191942,1000,ESPN
0.75,0.75,0.8500000000000001,1.5,172.58769340758863,10000,ESPN
0.75,0.8,0.8500000000000001,1.5,128.8000000000001,1,ESPN
0.75,0.8,0.8500000000000001,1.5,145.84178658470452,5,ESPN
0.75,0.8,0.8500000000000001,1.5,150.82012193372947,10,ESPN
0.75,0.8,0.8500000000000001,1.5,162.11948247047496,100,ESPN
0.75,0.8,0.8500000000000001,1.5,168.64755768990068,1000,ESPN
0.75,0.8,0.8500000000000001,1.5,173.14008396559885,10000,ESPN
0.75,0.8500000000000001,0.8500000000000001,1.5,129.6000000000001,1,ESPN
0.75,0.8500000000000001,0.8500000000000001,1.5,146.5910614736258,5,ESPN
0.75,0.8500000000000001,0.8500000000000001,1.5,151.55032312964903,10,ESPN
0.75,0.8500000000000001,0.8500000000000001,1.5,162.78196272936754,100,ESPN
0.75,0.8500000000000001,0.8500000000000001,1.5,169.2337364534029,1000,ESPN
0.75,0.8500000000000001,0.8500000000000001,1.5,173.6469027232341,10000,ESPN
0.75,0.9,0.8500000000000001,1.5,130.4000000000001,1,ESPN
0.75,0.9,0.8500000000000001,1.5,147.3322273226387,5,ESPN
0.75,0.9,0.8500000000000001,1.5,152.26943359156053,10,ESPN
0.75,0.9,0.8500000000000001,1.5,163.42261327024593,100,ESPN
0.75,0.9,0.8500000000000001,1.5,169.785411298441,1000,ESPN
0.75,0.9,0.8500000000000001,1.5,174.1050129212894,10000,ESPN
0.75,0.95,0.8500000000000001,1.5,131.2000000000001,1,ESPN
0.75,0.95,0.8500000000000001,1.5,148.0650770380677,5,ESPN
0.75,0.95,0.8500000000000001,1.5,152.97715013489488,10,ESPN
0.75,0.95,0.8500000000000001,1.5,164.0405494827069,100,ESPN
0.75,0.95,0.8500000000000001,1.5,170.3002941186906,1000,ESPN
0.75,0.95,0.8500000000000001,1.5,174.5093111357467,10000,ESPN
0.75,1,0.8500000000000001,1.5,132.00000000000009,1,ESPN
0.75,1,0.8500000000000001,1.5,148.77677523829502,5,ESPN
0.75,1,0.8500000000000001,1.5,153.65568475762416,10,ESPN
0.75,1,0.8500000000000001,1.5,164.59950002608844,100,ESPN
0.75,1,0.8500000000000001,1.5,170.71853567127553,1000,ESPN
0.75,1,0.8500000000000001,1.5,174.7699336558664,10000,ESPN
0.75,0.5,0.9,1.5,128.0000000000001,1,ESPN
0.75,0.5,0.9,1.5,141.98371831174447,5,ESPN
0.75,0.5,0.9,1.5,146.36883011159043,10,ESPN
0.75,0.5,0.9,1.5,157.32145374563643,100,ESPN
0.75,0.5,0.9,1.5,163.7630816291383,1000,ESPN
0.75,0.5,0.9,1.5,168.33099297647018,10000,ESPN
0.75,0.55,0.9,1.5,128.8000000000001,1,ESPN
0.75,0.55,0.9,1.5,142.77799804739533,5,ESPN
0.75,0.55,0.9,1.5,147.16070240021978,10,ESPN
0.75,0.55,0.9,1.5,158.10508583558362,100,ESPN
0.75,0.55,0.9,1.5,164.5350161048453,1000,ESPN
0.75,0.55,0.9,1.5,169.0888472598858,10000,ESPN
0.75,0.6,0.9,1.5,129.60000000000008,1,ESPN
0.75,0.6,0.9,1.5,143.56213548880706,5,ESPN
0.75,0.6,0.9,1.5,147.93938374254537,10,ESPN
0.75,0.6,0.9,1.5,158.86617143070413,100,ESPN
0.75,0.6,0.9,1.5,165.27395790975814,1000,ESPN
0.75,0.6,0.9,1.5,169.80360894143368,10000,ESPN
0.75,0.65,0.9,1.5,130.4000000000001,1,ESPN
0.75,0.65,0.9,1.5,144.33607567467826,5,ESPN
0.75,0.65,0.9,1.5,148.70483207666254,10,ESPN
0.75,0.65,0.9,1.5,159.6047193718853,100,ESPN
0.75,0.65,0.9,1.5,165.97997170099248,1000,ESPN
0.75,0.65,0.9,1.5,170.47537770810084,10000,ESPN
0.75,0.7,0.9,1.5,131.2000000000001,1,ESPN
0.75,0.7,0.9,1.5,145.0997025400225,5,ESPN
0.75,0.7,0.9,1.5,149.45692624285573,10,ESPN
0.75,0.7,0.9,1.5,160.3205847679949,100,ESPN
0.75,0.7,0.9,1.5,166.65282960661972,1000,ESPN
0.75,0.7,0.9,1.5,171.10376123539984,10000,ESPN
0.75,0.75,0.9,1.5,132.00000000000009,1,ESPN
0.75,0.75,0.9,1.5,145.8528322891595,5,ESPN
0.75,0.75,0.9,1.5,150.1954578997413,10,ESPN
0.75,0.75,0.9,1.5,161.0134560686316,100,ESPN
0.75,0.75,0.9,1.5,167.2919848961297,1000,ESPN
0.75,0.75,0.9,1.5,171.6878184278716,10000,ESPN
0.75,0.8,0.9,1.5,132.80000000000007,1,ESPN
0.75,0.8,0.9,1.5,146.59520201020317,5,ESPN
0.75,0.8,0.9,1.5,150.92011682385413,10,ESPN
0.75,0.8,0.9,1.5,161.6828293370385,100,ESPN
0.75,0.8,0.9,1.5,167.8965173040903,1000,ESPN
0.75,0.8,0.9,1.5,172.2259410938511,10000,ESPN
0.75,0.8500000000000001,0.9,1.5,133.60000000000008,1,ESPN
0.75,0.8500000000000001,0.9,1.5,147.32645085033062,5,ESPN
0.75,0.8500000000000001,0.9,1.5,151.63046562099038,10,ESPN
0.75,0.8500000000000001,0.9,1.5,162.32796237871946,100,ESPN
0.75,0.8500000000000001,0.9,1.5,168.46503322205234,1000,ESPN
0.75,0.8500000000000001,0.9,1.5,172.71563106418762,10000,ESPN
0.75,0.9,0.9,1.5,134.4000000000001,1,ESPN
0.75,0.9,0.9,1.5,148.04608774057522,5,ESPN
0.75,0.9,0.9,1.5,152.32589437052206,10,ESPN
0.75,0.9,0.9,1.5,162.9477908121218,100,ESPN
0.75,0.9,0.9,1.5,168.99547898442412,1000,ESPN
0.75,0.9,0.9,1.5,173.1530614764558,10000,ESPN
0.75,0.95,0.9,1.5,135.20000000000007,1,ESPN
0.75,0.95,0.9,1.5,148.7533986017899,5,ESPN
0.75,0.95,0.9,1.5,153.00547683116918,10,ESPN
0.75,0.95,0.9,1.5,163.54063388955154,100,ESPN
0.75,0.95,0.9,1.5,169.48452244446696,1000,ESPN
0.75,0.95,0.9,1.5,173.53175637817725,10000,ESPN
0.75,1,0.9,1.5,136.00000000000009,1,ESPN
0.75,1,0.9,1.5,149.42934314648065,5,ESPN
0.75,1,0.9,1.5,153.64415812926737,10,ESPN
0.75,1,0.9,1.5,164.0626913984446,100,ESPN
0.75,1,0.9,1.5,169.86347675300436,1000,ESPN
0.75,1,0.9,1.5,173.75102755995906,10000,ESPN
0.75,0.5,0.95,1.5,132.00000000000009,1,ESPN
0.75,0.5,0.95,1.5,141.67790751364805,5,ESPN
0.75,0.5,0.95,1.5,145.09521383572852,10,ESPN
0.75,0.5,0.95,1.5,155.7130538887514,100,ESPN
0.75,0.5,0.95,1.5,161.7795996163913,1000,ESPN
0.75,0.5,0.95,1.5,166.22326238463563,10000,ESPN
0.75,0.55,0.95,1.5,132.80000000000007,1,ESPN
0.75,0.55,0.95,1.5,142.4683228846715,5,ESPN
0.75,0.55,0.95,1.5,145.88194736597018,10,ESPN
0.75,0.55,0.95,1.5,156.49346122423626,100,ESPN
0.75,0.55,0.95,1.5,162.54724683925292,1000,ESPN
0.75,0.55,0.95,1.5,166.9766052014833,10000,ESPN
0.75,0.6,0.95,1.5,133.60000000000008,1,ESPN
0.75,0.6,0.95,1.5,143.24283511900927,5,ESPN
0.75,0.6,0.95,1.5,146.6492799547279,10,ESPN
0.75,0.6,0.95,1.5,157.2485108576399,100,ESPN
0.75,0.6,0.95,1.5,163.27929556047906,1000,ESPN
0.75,0.6,0.95,1.5,167.68453598291336,10000,ESPN
0.75,0.65,0.95,1.5,134.40000000000006,1,ESPN
0.75,0.65,0.95,1.5,144.00118661661128,5,ESPN
0.75,0.65,0.95,1.5,147.39698679415991,10,ESPN
0.75,0.65,0.95,1.5,157.9781399637659,100,ESPN
0.75,0.65,0.95,1.5,163.9758160115883,1000,ESPN
0.75,0.65,0.95,1.5,168.3471295785936,10000,ESPN
0.75,0.7,0.95,1.5,135.20000000000007,1,ESPN
0.75,0.7,0.95,1.5,144.74288200658827,5,ESPN
0.75,0.7,0.95,1.5,148.12459035117138,10,ESPN
0.75,0.7,0.95,1.5,158.68202781481992,100,ESPN
0.75,0.7,0.95,1.5,164.6365340407626,1000,ESPN
0.75,0.7,0.95,1.5,168.96388601029108,10000,ESPN
0.75,0.75,0.95,1.5,136.00000000000006,1,ESPN
0.75,0.75,0.95,1.5,145.4671316276386,5,ESPN
0.75,0.75,0.95,1.5,148.83130680378883,10,ESPN
0.75,0.75,0.95,1.5,159.35954630995536,100,ESPN
0.75,0.75,0.95,1.5,165.2607986920249,1000,ESPN
0.75,0.75,0.95,1.5,169.53365091187018,10000,ESPN
0.75,0.8,0.95,1.5,136.80000000000007,1,ESPN
0.75,0.8,0.95,1.5,146.17274473581188,5,ESPN
0.75,0.8,0.95,1.5,149.51594234652583,10,ESPN
0.75,0.8,0.95,1.5,160.00965948563166,100,ESPN
0.75,0.8,0.95,1.5,165.84751117700438,1000,ESPN
0.75,0.8,0.95,1.5,170.0544505857969,10000,ESPN
0.75,0.8500000000000001,0.95,1.5,137.60000000000008,1,ESPN
0.75,0.8500000000000001,0.95,1.5,146.8579208554862,5,ESPN
0.75,0.8500000000000001,0.95,1.5,150.17668674531313,10,ESPN
0.75,0.8500000000000001,0.95,1.5,160.63071876608282,100,ESPN
0.75,0.8500000000000001,0.95,1.5,166.39498876090937,1000,ESPN
0.75,0.8500000000000001,0.95,1.5,170.52317594943509,10000,ESPN
0.75,0.9,0.95,1.5,138.40000000000006,1,ESPN
0.75,0.9,0.95,1.5,147.51978404967414,5,ESPN
0.75,0.9,0.95,1.5,150.8106405607581,10,ESPN
0.75,0.9,0.95,1.5,161.21998418180016,100,ESPN
0.75,0.9,0.95,1.5,166.90068133471803,1000,ESPN
0.75,0.9,0.95,1.5,170.93495011846406,10000,ESPN
0.75,0.95,0.95,1.5,139.20000000000005,1,ESPN
0.75,0.95,0.95,1.5,148.15283432151938,5,ESPN
0.75,0.95,0.95,1.5,151.4120915686705,10,ESPN
0.75,0.95,0.95,1.5,161.7718159681878,100,ESPN
0.75,0.95,0.95,1.5,167.3600314321925,1000,ESPN
0.75,0.95,0.95,1.5,171.2812895568768,10000,ESPN
0.75,1,0.95,1.5,140.00000000000006,1,ESPN
0.75,1,0.95,1.5,148.70154482209293,5,ESPN
0.75,1,0.95,1.5,151.9187284831718,10,ESPN
0.75,1,0.95,1.5,162.21322223682637,100,ESPN
0.75,1,0.95,1.5,167.68883609378307,1000,ESPN
0.75,1,0.95,1.5,171.44728516129214,10000,ESPN
0.75,0.5,1,1.5,136.00000000000006,1,ESPN
0.75,0.5,1,1.5,139.27413928042375,5,ESPN
0.75,0.5,1,1.5,140.324175488178,10,ESPN
0.75,0.5,1,1.5,142.9812695333357,100,ESPN
0.75,0.5,1,1.5,144.9213663269319,1000,ESPN
0.75,0.5,1,1.5,146.4689734831273,10000,ESPN
0.75,0.55,1,1.5,136.80000000000007,1,ESPN
0.75,0.55,1,1.5,140.05068600433162,5,ESPN
0.75,0.55,1,1.5,141.0876975766626,10,ESPN
0.75,0.55,1,1.5,143.69959368691025,100,ESPN
0.75,0.55,1,1.5,145.59432355451582,1000,ESPN
0.75,0.55,1,1.5,147.0946817454897,10000,ESPN
0.75,0.6,1,1.5,137.60000000000008,1,ESPN
0.75,0.6,1,1.5,140.79342169970622,5,ESPN
0.75,0.6,1,1.5,141.80677782071814,10,ESPN
0.75,0.6,1,1.5,144.34803418493593,100,ESPN
0.75,0.6,1,1.5,146.18084330523152,1000,ESPN
0.75,0.6,1,1.5,147.62451572217776,10000,ESPN
0.75,0.65,1,1.5,138.40000000000006,1,ESPN
0.75,0.65,1,1.5,141.5006965033766,5,ESPN
0.75,0.65,1,1.5,142.479260663552,10,ESPN
0.75,0.65,1,1.5,144.92347529004508,100,ESPN
0.75,0.65,1,1.5,146.67800535398834,1000,ESPN
0.75,0.65,1,1.5,148.05466868609972,10000,ESPN
0.75,0.7,1,1.5,139.20000000000005,1,ESPN
0.75,0.7,1,1.5,142.16944746544056,5,ESPN
0.75,0.7,1,1.5,143.1011464516115,10,ESPN
0.75,0.7,1,1.5,145.4200923818567,100,ESPN
0.75,0.7,1,1.5,147.0795652082856,1000,ESPN
0.75,0.7,1,1.5,148.37956366210702,10000,ESPN
0.75,0.75,1,1.5,140.00000000000006,1,ESPN
0.75,0.75,1,1.5,142.7945719861777,5,ESPN
0.75,0.75,1,1.5,143.66577996149604,10,ESPN
0.75,0.75,1,1.5,145.82826549918633,100,ESPN
0.75,0.75,1,1.5,147.3753758080473,1000,ESPN
0.75,0.75,1,1.5,148.59012067001152,10000,ESPN
0.75,0.8,1,1.5,140.80000000000007,1,ESPN
0.75,0.8,1,1.5,143.36760843108493,5,ESPN
0.75,0.8,1,1.5,144.16214749760977,10,ESPN
0.75,0.8,1,1.5,146.13238953008872,100,ESPN
0.75,0.8,1,1.5,147.54927867250348,1000,ESPN
0.75,0.8,1,1.5,148.6715427713086,10000,ESPN
0.75,0.8500000000000001,1,1.5,141.60000000000005,1,ESPN
0.75,0.8500000000000001,1,1.5,143.87368411056696,5,ESPN
0.75,0.8500000000000001,1,1.5,144.57096164047624,10,ESPN
0.75,0.8500000000000001,1,1.5,146.30617628401666,100,ESPN
0.75,0.8500000000000001,1,1.5,147.5746688166588,1000,ESPN
0.75,0.8500000000000001,1,1.5,148.59815303489555,10000,ESPN
0.75,0.9,1,1.5,142.40000000000006,1,ESPN
0.75,0.9,1,1.5,144.28291088408352,5,ESPN
0.75,0.9,1,1.5,144.85375478838765,10,ESPN
0.75,0.9,1,1.5,146.30115679839454,100,ESPN
0.75,0.9,1,1.5,147.40188958089632,1000,ESPN
0.75,0.9,1,1.5,148.3178614623766,10000,ESPN
0.75,0.95,1,1.5,143.20000000000005,1,ESPN
0.75,0.95,1,1.5,144.51332241798767,5,ESPN
0.75,0.95,1,1.5,144.90899636696386,10,ESPN
0.75,0.95,1,1.5,146.00526010672957,100,ESPN
0.75,0.95,1,1.5,146.90384946142404,1000,ESPN
0.75,0.95,1,1.5,147.68549851211333,10000,ESPN
0.75,1,1,1.5,144.00000000000006,1,ESPN
0.75,1,1,1.5,144.00000000000006,5,ESPN
0.75,1,1,1.5,144.00000000000006,10,ESPN
0.75,1,1,1.5,144.00000000000006,100,ESPN
0.75,1,1,1.5,144.00000000000006,1000,ESPN
0.75,1,1,1.5,144.00000000000006,10000,ESPN
0.75,0.5,0.5,2.5,96.00000000000028,1,ESPN
0.75,0.5,0.5,2.5,122.18487280848112,5,ESPN
0.75,0.5,0.5,2.5,129.78978650035816,10,ESPN
0.75,0.5,0.5,2.5,145.93775181333615,100,ESPN
0.75,0.5,0.5,2.5,155.4459863392305,1000,ESPN
0.75,0.5,0.5,2.5,162.04613582059312,10000,ESPN
0.75,0.55,0.5,2.5,97.60000000000024,1,ESPN
0.75,0.55,0.5,2.5,123.77816659426408,5,ESPN
0.75,0.55,0.5,2.5,131.37957093641015,10,ESPN
0.75,0.55,0.5,2.5,147.51121213879762,100,ESPN
0.75,0.55,0.5,2.5,156.99592295064727,1000,ESPN
0.75,0.55,0.5,2.5,163.5653179134169,10000,ESPN
0.75,0.6,0.5,2.5,99.20000000000024,1,ESPN
0.75,0.6,0.5,2.5,125.3590169489284,5,ESPN
0.75,0.6,0.5,2.5,132.95136300307792,10,ESPN
0.75,0.6,0.5,2.5,149.04581215508858,100,ESPN
0.75,0.6,0.5,2.5,158.48466820433387,1000,ESPN
0.75,0.6,0.5,2.5,165.00085985459978,10000,ESPN
0.75,0.65,0.5,2.5,100.80000000000024,1,ESPN
0.75,0.65,0.5,2.5,126.92742299745731,5,ESPN
0.75,0.65,0.5,2.5,134.50517145151133,10,ESPN
0.75,0.65,0.5,2.5,150.5416064208389,100,ESPN
0.75,0.65,0.5,2.5,159.91224812809955,1000,ESPN
0.75,0.65,0.5,2.5,166.35251976364998,10000,ESPN
0.75,0.7,0.5,2.5,102.40000000000023,1,ESPN
0.75,0.7,0.5,2.5,128.48336477622956,5,ESPN
0.75,0.7,0.5,2.5,136.04096543165022,10,ESPN
0.75,0.7,0.5,2.5,151.99844580608908,100,ESPN
0.75,0.7,0.5,2.5,161.27812290548312,1000,ESPN
0.75,0.7,0.5,2.5,167.61886100016,10000,ESPN
0.75,0.75,0.5,2.5,104.00000000000024,1,ESPN
0.75,0.75,0.5,2.5,130.0268029957741,5,ESPN
0.75,0.75,0.5,2.5,137.558673945737,10,ESPN
0.75,0.75,0.5,2.5,153.41597089788775,100,ESPN
0.75,0.75,0.5,2.5,162.58114480394082,1000,ESPN
0.75,0.75,0.5,2.5,168.79707493768908,10000,ESPN
0.75,0.8,0.5,2.5,105.6000000000002,1,ESPN
0.75,0.8,0.5,2.5,131.55767861173987,5,ESPN
0.75,0.8,0.5,2.5,139.05818474603169,10,ESPN
0.75,0.8,0.5,2.5,154.79359809299288,100,ESPN
0.75,0.8,0.5,2.5,163.8194751021268,1000,ESPN
0.75,0.8,0.5,2.5,169.88263731784485,10000,ESPN
0.75,0.8500000000000001,0.5,2.5,107.2000000000002,1,ESPN
0.75,0.8500000000000001,0.5,2.5,133.07591218974636,5,ESPN
0.75,0.8500000000000001,0.5,2.5,140.5393426362498,10,ESPN
0.75,0.8500000000000001,0.5,2.5,156.13049715770472,100,ESPN
0.75,0.8500000000000001,0.5,2.5,164.990445893732,1000,ESPN
0.75,0.8500000000000001,0.5,2.5,170.8686935984054,10000,ESPN
0.75,0.9,0.5,2.5,108.8000000000002,1,ESPN
0.75,0.9,0.5,2.5,134.5814029885787,5,ESPN
0.75,0.9,0.5,2.5,142.00194701693522,10,ESPN
0.75,0.9,0.5,2.5,157.42555776378265,100,ESPN
0.75,0.9,0.5,2.5,166.09033959781303,1000,ESPN
0.75,0.9,0.5,2.5,171.7449772515056,10000,ESPN
0.75,0.95,0.5,2.5,110.40000000000018,1,ESPN
0.75,0.95,0.5,2.5,136.07397608166417,5,ESPN
0.75,0.95,0.5,2.5,143.44566565413908,10,ESPN
0.75,0.95,0.5,2.5,158.67707601432284,100,ESPN
0.75,0.95,0.5,2.5,167.11340508485705,1000,ESPN
0.75,0.95,0.5,2.5,172.49535220667232,10000,ESPN
0.75,1,0.5,2.5,112.00000000000016,1,ESPN
0.75,1,0.5,2.5,137.52028684432634,5,ESPN
0.75,1,0.5,2.5,144.82155990617375,10,ESPN
0.75,1,0.5,2.5,159.7714310326133,100,ESPN
0.75,1,0.5,2.5,167.8596247082337,1000,ESPN
0.75,1,0.5,2.5,172.79553369019476,10000,ESPN
0.75,0.5,0.55,2.5,99.20000000000024,1,ESPN
0.75,0.5,0.55,2.5,125.06516994189042,5,ESPN
0.75,0.5,0.55,2.5,132.45388486430664,10,ESPN
0.75,0.5,0.55,2.5,148.01054511302675,100,ESPN
0.75,0.5,0.55,2.5,157.11385141675936,1000,ESPN
0.75,0.5,0.55,2.5,163.41967675437743,10000,ESPN
0.75,0.55,0.55,2.5,100.80000000000022,1,ESPN
0.75,0.55,0.55,2.5,126.65828913676906,5,ESPN
0.75,0.55,0.55,2.5,134.0433103358315,10,ESPN
0.75,0.55,0.55,2.5,149.58256844581518,100,ESPN
0.75,0.55,0.55,2.5,158.6605943951736,1000,ESPN
0.75,0.55,0.55,2.5,164.93328636676137,10000,ESPN
0.75,0.6,0.55,2.5,102.40000000000022,1,ESPN
0.75,0.6,0.55,2.5,128.2386542988441,5,ESPN
0.75,0.6,0.55,2.5,135.61416986397904,10,ESPN
0.75,0.6,0.55,2.5,151.11408075390983,100,ESPN
0.75,0.6,0.55,2.5,160.14339149311897,1000,ESPN
0.75,0.6,0.55,2.5,166.35952686301957,10000,ESPN
0.75,0.65,0.55,2.5,104.0000000000002,1,ESPN
0.75,0.65,0.55,2.5,129.80626224694788,5,ESPN
0.75,0.65,0.55,2.5,137.16646841447715,10,ESPN
0.75,0.65,0.55,2.5,152.6051165853333,100,ESPN
0.75,0.65,0.55,2.5,161.562193762728,1000,ESPN
0.75,0.65,0.55,2.5,167.6979731395793,10000,ESPN
0.75,0.7,0.55,2.5,105.6000000000002,1,ESPN
0.75,0.7,0.55,2.5,131.3610884546356,5,ESPN
0.75,0.7,0.55,2.5,138.70016630196815,10,ESPN
0.75,0.7,0.55,2.5,154.0554763553039,100,ESPN
0.75,0.7,0.55,2.5,162.91629650672817,1000,ESPN
0.75,0.7,0.55,2.5,168.94681912296542,10000,ESPN
0.75,0.75,0.55,2.5,107.2000000000002,1,ESPN
0.75,0.75,0.55,2.5,132.90308672933918,5,ESPN
0.75,0.75,0.55,2.5,140.21517843130013,10,ESPN
0.75,0.75,0.55,2.5,155.464717107531,100,ESPN
0.75,0.75,0.55,2.5,164.20427977259828,1000,ESPN
0.75,0.75,0.55,2.5,170.10263776984516,10000,ESPN
0.75,0.8,0.55,2.5,108.8000000000002,1,ESPN
0.75,0.8,0.55,2.5,134.43218865041982,5,ESPN
0.75,0.8,0.55,2.5,141.71137283454806,10,ESPN
0.75,0.8,0.55,2.5,156.83213383987103,100,ESPN
0.75,0.8,0.55,2.5,165.42389337126218,1000,ESPN
0.75,0.8,0.55,2.5,171.1599145941,10000,ESPN
0.75,0.8500000000000001,0.55,2.5,110.4000000000002,1,ESPN
0.75,0.8500000000000001,0.55,2.5,135.94830274573164,5,ESPN
0.75,0.8500000000000001,0.55,2.5,143.18856844057393,10,ESPN
0.75,0.8500000000000001,0.55,2.5,158.1567295897953,100,ESPN
0.75,0.8500000000000001,0.55,2.5,166.57186391802014,1000,ESPN
0.75,0.8500000000000001,0.55,2.5,172.11019219122073,10000,ESPN
0.75,0.9,0.55,2.5,112.00000000000018,1,ESPN
0.75,0.9,0.55,2.5,137.45131332021245,5,ESPN
0.75,0.9,0.55,2.5,144.64653187717883,10,ESPN
0.75,0.9,0.55,2.5,159.43717075462212,100,ESPN
0.75,0.9,0.55,2.5,167.64357974677128,1000,ESPN
0.75,0.9,0.55,2.5,172.9404335253391,10000,ESPN
0.75,0.95,0.55,2.5,113.60000000000016,1,ESPN
0.75,0.95,0.55,2.5,138.94102565638482,5,ESPN
0.75,0.95,0.55,2.5,146.08488663101713,10,ESPN
0.75,0.95,0.55,2.5,160.67143536673154,100,ESPN
0.75,0.95,0.55,2.5,168.63187843067743,1000,ESPN
0.75,0.95,0.55,2.5,173.62713469367264,10000,ESPN
0.75,1,0.55,2.5,115.20000000000016,1,ESPN
0.75,1,0.55,2.5,140.38315824119326,5,ESPN
0.75,1,0.55,2.5,147.45290036640947,10,ESPN
0.75,1,0.55,2.5,161.73942244114352,100,ESPN
0.75,1,0.55,2.5,169.32102194584945,1000,ESPN
0.75,1,0.55,2.5,173.78208242555655,10000,ESPN
0.75,0.5,0.6,2.5,102.40000000000022,1,ESPN
0.75,0.5,0.6,2.5,127.68022949764296,5,ESPN
0.75,0.5,0.6,2.5,134.80827912780822,10,ESPN
0.75,0.5,0.6,2.5,149.748723276215,100,ESPN
0.75,0.5,0.6,2.5,158.46540677102536,1000,ESPN
0.75,0.5,0.6,2.5,164.50517164902817,10000,ESPN
0.75,0.55,0.6,2.5,104.0000000000002,1,ESPN
0.75,0.55,0.6,2.5,129.2730695678897,5,ESPN
0.75,0.55,0.6,2.5,136.3972021892594,10,ESPN
0.75,0.55,0.6,2.5,151.31903008087386,100,ESPN
0.75,0.55,0.6,2.5,160.00856999973976,1000,ESPN
0.75,0.55,0.6,2.5,166.01290365310456,10000,ESPN
0.75,0.6,0.6,2.5,105.6000000000002,1,ESPN
0.75,0.6,0.6,2.5,130.85267021570905,5,ESPN
0.75,0.6,0.6,2.5,137.9667776757707,10,ESPN
0.75,0.6,0.6,2.5,152.84693107634462,100,ESPN
