p,qE,qL,q_cutoff,eMaxScore,n,score_method
0.75,0.6,0.6,2.5,161.48484738694503,1000,ESPN
0.75,0.6,0.6,2.5,167.429551224452,10000,ESPN
0.75,0.65,0.6,2.5,107.2000000000002,1,ESPN
0.75,0.65,0.6,2.5,132.41902474040162,5,ESPN
0.75,0.65,0.6,2.5,139.5170049596341,10,ESPN
0.75,0.65,0.6,2.5,154.3324332802276,100,ESPN
0.75,0.65,0.6,2.5,162.89409544343766,1000,ESPN
0.75,0.65,0.6,2.5,168.7544861989727,10000,ESPN
0.75,0.7,0.6,2.5,108.8000000000002,1,ESPN
0.75,0.7,0.6,2.5,133.97210140411815,5,ESPN
0.75,0.7,0.6,2.5,141.04783117230377,10,ESPN
0.75,0.7,0.6,2.5,155.77527037863646,100,ESPN
0.75,0.7,0.6,2.5,164.23540790284778,1000,ESPN
0.75,0.7,0.6,2.5,169.98549716419151,10000,ESPN
0.75,0.75,0.6,2.5,110.40000000000018,1,ESPN
0.75,0.75,0.6,2.5,135.51184295007238,5,ESPN
0.75,0.75,0.6,2.5,142.55915005181043,10,ESPN
0.75,0.75,0.6,2.5,157.17488923082627,100,ESPN
0.75,0.75,0.6,2.5,165.50703147860995,1000,ESPN
0.75,0.75,0.6,2.5,171.11847054272087,10000,ESPN
0.75,0.8,0.6,2.5,112.00000000000016,1,ESPN
0.75,0.8,0.6,2.5,137.03816578169565,5,ESPN
0.75,0.8,0.6,2.5,144.05079981293588,10,ESPN
0.75,0.8,0.6,2.5,158.53042356458386,100,ESPN
0.75,0.8,0.6,2.5,166.7062049304296,1000,ESPN
0.75,0.8,0.6,2.5,172.14676396268564,10000,ESPN
0.75,0.8500000000000001,0.6,2.5,113.60000000000016,1,ESPN
0.75,0.8500000000000001,0.6,2.5,138.55095876687372,5,ESPN
0.75,0.8500000000000001,0.6,2.5,145.52255992635136,10,ESPN
0.75,0.8500000000000001,0.6,2.5,159.84065188706165,100,ESPN
0.75,0.8500000000000001,0.6,2.5,167.82888433239873,1000,ESPN
0.75,0.8500000000000001,0.6,2.5,173.06001455711103,10000,ESPN
0.75,0.9,0.6,2.5,115.20000000000016,1,ESPN
0.75,0.9,0.6,2.5,140.05008155391124,5,ESPN
0.75,0.9,0.6,2.5,146.9741465195556,10,ESPN
0.75,0.9,0.6,2.5,161.10393397110963,100,ESPN
0.75,0.9,0.6,2.5,168.86927915016105,1000,ESPN
0.75,0.9,0.6,2.5,173.84175337421345,10000,ESPN
0.75,0.95,0.6,2.5,116.80000000000014,1,ESPN
0.75,0.95,0.6,2.5,141.53530648359072,5,ESPN
0.75,0.95,0.6,2.5,148.40511434907845,10,ESPN
0.75,0.95,0.6,2.5,162.31780194440285,100,ESPN
0.75,0.95,0.6,2.5,169.8182496433592,1000,ESPN
0.75,0.95,0.6,2.5,174.46303065464446,10000,ESPN
0.75,1,0.6,2.5,118.40000000000012,1,ESPN
0.75,1,0.6,2.5,142.97087359231242,5,ESPN
0.75,1,0.6,2.5,149.76223050862217,10,ESPN
0.75,1,0.6,2.5,163.35422883347863,100,ESPN
0.75,1,0.6,2.5,170.44025478672964,1000,ESPN
0.75,1,0.6,2.5,174.51489889947288,10000,ESPN
0.75,0.5,0.65,2.5,105.6000000000002,1,ESPN
0.75,0.5,0.65,2.5,130.0188670951744,5,ESPN
0.75,0.5,0.65,2.5,136.8432498542703,10,ESPN
0.75,0.5,0.65,2.5,151.15578817072856,100,ESPN
0.75,0.5,0.65,2.5,159.5118627582269,1000,ESPN
0.75,0.5,0.65,2.5,165.31837571539103,10000,ESPN
0.75,0.55,0.65,2.5,107.2000000000002,1,ESPN
0.75,0.55,0.65,2.5,131.61129375245378,5,ESPN
0.75,0.55,0.65,2.5,138.43148471901483,10,ESPN
0.75,0.55,0.65,2.5,152.7240462741466,100,ESPN
0.75,0.55,0.65,2.5,161.0510667882059,1000,ESPN
0.75,0.55,0.65,2.5,166.8200685008662,10000,ESPN
0.75,0.6,0.65,2.5,108.8000000000002,1,ESPN
0.75,0.6,0.65,2.5,133.1897736044318,5,ESPN
0.75,0.6,0.65,2.5,139.9993297696381,10,ESPN
0.75,0.6,0.65,2.5,154.24773741253858,100,ESPN
0.75,0.6,0.65,2.5,162.52031126933127,1000,ESPN
0.75,0.6,0.65,2.5,168.22710025347422,10000,ESPN
0.75,0.65,0.65,2.5,110.40000000000018,1,ESPN
0.75,0.65,0.65,2.5,134.7542941640583,5,ESPN
0.75,0.65,0.65,2.5,141.54677562938386,10,ESPN
0.75,0.65,0.65,2.5,155.7268298049844,100,ESPN
0.75,0.65,0.65,2.5,163.91933860392527,1000,ESPN
0.75,0.65,0.65,2.5,169.53863488966684,10000,ESPN
0.75,0.7,0.65,2.5,112.00000000000016,1,ESPN
0.75,0.7,0.65,2.5,136.30481185076349,5,ESPN
0.75,0.7,0.65,2.5,143.07374916970264,10,ESPN
0.75,0.7,0.65,2.5,157.16096726803283,100,ESPN
0.75,0.7,0.65,2.5,165.24700447007368,1000,ESPN
0.75,0.7,0.65,2.5,170.75204649709946,10000,ESPN
0.75,0.75,0.65,2.5,113.60000000000018,1,ESPN
0.75,0.75,0.65,2.5,137.84125117789551,5,ESPN
0.75,0.75,0.65,2.5,144.58011161360622,10,ESPN
0.75,0.75,0.65,2.5,158.54944865269945,100,ESPN
0.75,0.75,0.65,2.5,166.50115943139934,1000,ESPN
0.75,0.75,0.65,2.5,171.86250907493445,10000,ESPN
0.75,0.8,0.65,2.5,115.20000000000016,1,ESPN
0.75,0.8,0.65,2.5,139.36350339805182,5,ESPN
0.75,0.8,0.65,2.5,146.06565514684962,10,ESPN
0.75,0.8,0.65,2.5,159.89118885114,100,ESPN
0.75,0.8,0.65,2.5,167.6784228283916,1000,ESPN
0.75,0.8,0.65,2.5,172.8621758801127,10000,ESPN
0.75,0.8500000000000001,0.65,2.5,116.80000000000015,1,ESPN
0.75,0.8500000000000001,0.65,2.5,140.87142452921023,5,ESPN
0.75,0.8500000000000001,0.65,2.5,147.53009780373202,10,ESPN
0.75,0.8500000000000001,0.65,2.5,161.18465590462324,100,ESPN
0.75,0.8500000000000001,0.65,2.5,168.773785718496,1000,ESPN
0.75,0.8500000000000001,0.65,2.5,173.73854764560016,10000,ESPN
0.75,0.9,0.65,2.5,118.40000000000016,1,ESPN
0.75,0.9,0.65,2.5,142.36483257802496,5,ESPN
0.75,0.9,0.65,2.5,148.97307613407816,10,ESPN
0.75,0.9,0.65,2.5,162.42777386188442,100,ESPN
0.75,0.9,0.65,2.5,169.77990604987068,1000,ESPN
0.75,0.9,0.65,2.5,174.4709159692871,10000,ESPN
0.75,0.95,0.65,2.5,120.00000000000014,1,ESPN
0.75,0.95,0.65,2.5,143.84344394243251,5,ESPN
0.75,0.95,0.65,2.5,150.39403567832647,10,ESPN
0.75,0.95,0.65,2.5,163.61742090611844,100,ESPN
0.75,0.95,0.65,2.5,170.6848528358372,1000,ESPN
0.75,0.95,0.65,2.5,175.01848793949006,10000,ESPN
0.75,1,0.65,2.5,121.60000000000012,1,ESPN
0.75,1,0.65,2.5,145.26929310304453,5,ESPN
0.75,1,0.65,2.5,151.7362950601592,10,ESPN
0.75,1,0.65,2.5,164.61566870566065,100,ESPN
0.75,1,0.65,2.5,171.2277168742278,1000,ESPN
0.75,1,0.65,2.5,174.84606280719515,10000,ESPN
0.75,0.5,0.7,2.5,108.80000000000018,1,ESPN
0.75,0.5,0.7,2.5,132.06010802304968,5,ESPN
0.75,0.5,0.7,2.5,138.53905825221216,10,ESPN
0.75,0.5,0.7,2.5,152.22598730389473,100,ESPN
0.75,0.5,0.7,2.5,160.2544107947121,1000,ESPN
0.75,0.5,0.7,2.5,165.86363837443545,10000,ESPN
0.75,0.55,0.7,2.5,110.40000000000018,1,ESPN
0.75,0.55,0.7,2.5,133.65193365268027,5,ESPN
0.75,0.55,0.7,2.5,140.126350302731,10,ESPN
0.75,0.55,0.7,2.5,153.79180033838685,100,ESPN
0.75,0.55,0.7,2.5,161.78930889410142,1000,ESPN
0.75,0.55,0.7,2.5,167.3593178182173,10000,ESPN
0.75,0.6,0.7,2.5,112.00000000000016,1,ESPN
0.75,0.6,0.7,2.5,135.2288007964665,5,ESPN
0.75,0.6,0.7,2.5,141.6918687032014,10,ESPN
0.75,0.6,0.7,2.5,155.31060028252682,100,ESPN
0.75,0.6,0.7,2.5,163.25111309900453,1000,ESPN
0.75,0.6,0.7,2.5,168.75703549146274,10000,ESPN
0.75,0.65,0.7,2.5,113.60000000000016,1,ESPN
0.75,0.65,0.7,2.5,136.79068677588023,5,ESPN
0.75,0.65,0.7,2.5,143.2355896645812,10,ESPN
0.75,0.65,0.7,2.5,156.78230104515805,100,ESPN
0.75,0.65,0.7,2.5,164.63943644127656,1000,ESPN
0.75,0.65,0.7,2.5,170.05576711881343,10000,ESPN
0.75,0.7,0.7,2.5,115.20000000000016,1,ESPN
0.75,0.7,0.7,2.5,138.3375275202034,5,ESPN
0.75,0.7,0.7,2.5,144.75740770297483,10,ESPN
0.75,0.7,0.7,2.5,158.20642569276805,100,ESPN
0.75,0.7,0.7,2.5,165.95286771041054,1000,ESPN
0.75,0.7,0.7,2.5,171.25250752357752,10000,ESPN
0.75,0.75,0.7,2.5,116.80000000000015,1,ESPN
0.75,0.75,0.7,2.5,139.86921601871967,5,ESPN
0.75,0.75,0.7,2.5,146.25713223703002,10,ESPN
0.75,0.75,0.7,2.5,159.58207419327596,100,ESPN
0.75,0.75,0.7,2.5,167.18880840238722,1000,ESPN
0.75,0.75,0.7,2.5,172.34176976851586,10000,ESPN
0.75,0.8,0.7,2.5,118.40000000000016,1,ESPN
0.75,0.8,0.7,2.5,141.3855997713192,5,ESPN
0.75,0.8,0.7,2.5,147.73448163497318,10,ESPN
0.75,0.8,0.7,2.5,160.9078631526973,100,ESPN
0.75,0.8,0.7,2.5,168.34315792178475,1000,ESPN
0.75,0.8,0.7,2.5,173.31456453499334,10000,ESPN
0.75,0.8500000000000001,0.7,2.5,120.00000000000011,1,ESPN
0.75,0.8500000000000001,0.7,2.5,142.8864770347168,5,ESPN
0.75,0.8500000000000001,0.7,2.5,149.18907414648694,10,ESPN
0.75,0.8500000000000001,0.7,2.5,162.18182659180388,100,ESPN
0.75,0.8500000000000001,0.7,2.5,169.4097375820673,1000,ESPN
0.75,0.8500000000000001,0.7,2.5,174.15627632836416,10000,ESPN
0.75,0.9,0.7,2.5,121.60000000000012,1,ESPN
0.75,0.9,0.7,2.5,144.3715914602475,5,ESPN
0.75,0.9,0.7,2.5,150.62041462829382,10,ESPN
0.75,0.9,0.7,2.5,163.4012561140968,100,ESPN
0.75,0.9,0.7,2.5,170.3791905380976,1000,ESPN
0.75,0.9,0.7,2.5,174.84154548741802,10000,ESPN
0.75,0.95,0.7,2.5,123.20000000000012,1,ESPN
0.75,0.95,0.7,2.5,145.84055855898444,5,ESPN
0.75,0.95,0.7,2.5,152.0277647286904,10,ESPN
0.75,0.95,0.7,2.5,164.56203198370562,100,ESPN
0.75,0.95,0.7,2.5,171.23552186505532,1000,ESPN
0.75,0.95,0.7,2.5,175.31480216398663,10000,ESPN
0.75,1,0.7,2.5,124.8000000000001,1,ESPN
0.75,1,0.7,2.5,147.25212863858485,5,ESPN
0.75,1,0.7,2.5,153.34961991122034,10,ESPN
0.75,1,0.7,2.5,165.51348137949034,100,ESPN
0.75,1,0.7,2.5,171.68319787892617,1000,ESPN
0.75,1,0.7,2.5,174.88219897477325,10000,ESPN
0.75,0.5,0.75,2.5,112.00000000000016,1,ESPN
0.75,0.5,0.75,2.5,133.77000487118838,5,ESPN
0.75,0.5,0.75,2.5,139.86226485415258,10,ESPN
0.75,0.5,0.75,2.5,152.94124504112727,100,ESPN
0.75,0.5,0.75,2.5,160.6803171757241,1000,ESPN
0.75,0.5,0.75,2.5,166.1297967799491,10000,ESPN
0.75,0.55,0.75,2.5,113.60000000000016,1,ESPN
0.75,0.55,0.75,2.5,135.36094607412258,5,ESPN
0.75,0.55,0.75,2.5,141.44824157774983,10,ESPN
0.75,0.55,0.75,2.5,154.50414387871422,100,ESPN
0.75,0.55,0.75,2.5,162.2106235139681,1000,ESPN
0.75,0.55,0.75,2.5,167.6196953855494,10000,ESPN
0.75,0.6,0.75,2.5,115.20000000000016,1,ESPN
0.75,0.6,0.75,2.5,136.93546940251713,5,ESPN
0.75,0.6,0.75,2.5,143.01058777794833,10,ESPN
0.75,0.6,0.75,2.5,156.01728925631497,100,ESPN
0.75,0.6,0.75,2.5,163.66473115924995,1000,ESPN
0.75,0.6,0.75,2.5,169.00873532209624,10000,ESPN
0.75,0.65,0.75,2.5,116.80000000000015,1,ESPN
0.75,0.65,0.75,2.5,138.49353287479627,5,ESPN
0.75,0.65,0.75,2.5,144.54925430466346,10,ESPN
0.75,0.65,0.75,2.5,157.4805215810502,100,ESPN
0.75,0.65,0.75,2.5,165.04211976008463,1000,ESPN
0.75,0.65,0.75,2.5,170.2957527426581,10000,ESPN
0.75,0.7,0.75,2.5,118.40000000000016,1,ESPN
0.75,0.7,0.75,2.5,140.03503450374407,5,ESPN
0.75,0.7,0.75,2.5,146.06408089290332,10,ESPN
0.75,0.7,0.75,2.5,158.89320551246843,100,ESPN
0.75,0.7,0.75,2.5,166.3411023394542,1000,ESPN
0.75,0.7,0.75,2.5,171.47745002432737,10000,ESPN
0.75,0.75,0.75,2.5,120.00000000000011,1,ESPN
0.75,0.75,0.75,2.5,141.55980892644394,5,ESPN
0.75,0.75,0.75,2.5,147.55478936561474,10,ESPN
0.75,0.75,0.75,2.5,160.25417896071406,100,ESPN
0.75,0.75,0.75,2.5,167.55860996774587,1000,ESPN
0.75,0.75,0.75,2.5,172.5478238854914,10000,ESPN
0.75,0.8,0.75,2.5,121.60000000000014,1,ESPN
0.75,0.8,0.75,2.5,143.06762183887844,5,ESPN
0.75,0.8,0.75,2.5,149.02097180172504,10,ESPN
0.75,0.8,0.75,2.5,161.56165775406532,100,ESPN
0.75,0.8,0.75,2.5,168.6897687570713,1000,ESPN
0.75,0.8,0.75,2.5,173.4969863695202,10000,ESPN
0.75,0.8500000000000001,0.75,2.5,123.20000000000012,1,ESPN
0.75,0.8500000000000001,0.75,2.5,144.55816156474634,5,ESPN
0.75,0.8500000000000001,0.75,2.5,150.46207199432834,10,ESPN
0.75,0.8500000000000001,0.75,2.5,162.81307264474466,100,ESPN
0.75,0.8500000000000001,0.75,2.5,169.72708851813704,1000,ESPN
0.75,0.8500000000000001,0.75,2.5,174.30864849225011,10000,ESPN
0.75,0.9,0.75,2.5,124.80000000000013,1,ESPN
0.75,0.9,0.75,2.5,146.03102645709936,5,ESPN
0.75,0.9,0.75,2.5,151.8773568978835,10,ESPN
0.75,0.9,0.75,2.5,164.0047870874163,100,ESPN
0.75,0.9,0.75,2.5,170.6587647384025,1000,ESPN
0.75,0.9,0.75,2.5,174.95380704145612,10000,ESPN
0.75,0.95,0.75,2.5,126.4000000000001,1,ESPN
0.75,0.95,0.75,2.5,147.48562957650915,5,ESPN
0.75,0.95,0.75,2.5,153.2657426690931,10,ESPN
0.75,0.95,0.75,2.5,165.13107698676674,100,ESPN
0.75,0.95,0.75,2.5,171.46290596918416,1000,ESPN
0.75,0.95,0.75,2.5,175.36657487192485,10000,ESPN
0.75,1,0.75,2.5,128.00000000000009,1,ESPN
0.75,1,0.75,2.5,148.8756374473027,5,ESPN
0.75,1,0.75,2.5,154.55864400325322,10,ESPN
0.75,1,0.75,2.5,166.02382084561555,100,ESPN
0.75,1,0.75,2.5,171.7904798565944,1000,ESPN
0.75,1,0.75,2.5,174.725514996211,10000,ESPN
0.75,0.5,0.8,2.5,115.20000000000016,1,ESPN
0.75,0.5,0.8,2.5,135.09559548640965,5,ESPN
0.75,0.5,0.8,2.5,140.75739224346995,10,ESPN
0.75,0.5,0.8,2.5,153.26337936813545,100,ESPN
0.75,0.5,0.8,2.5,160.75397620176852,1000,ESPN
0.75,0.5,0.8,2.5,166.08121822515392,10000,ESPN
0.75,0.55,0.8,2.5,116.80000000000015,1,ESPN
0.75,0.55,0.8,2.5,136.68518838813876,5,ESPN
0.75,0.55,0.8,2.5,142.34146184346616,10,ESPN
0.75,0.55,0.8,2.5,154.82281010158846,100,ESPN
0.75,0.55,0.8,2.5,162.2794770490295,1000,ESPN
0.75,0.55,0.8,2.5,167.56574772223334,10000,ESPN
0.75,0.6,0.8,2.5,118.40000000000016,1,ESPN
0.75,0.6,0.8,2.5,138.25619594474284,5,ESPN
0.75,0.6,0.8,2.5,143.8993398399183,10,ESPN
0.75,0.6,0.8,2.5,156.32944858538963,100,ESPN
0.75,0.6,0.8,2.5,163.72579366312502,1000,ESPN
0.75,0.6,0.8,2.5,168.94701869056806,10000,ESPN
0.75,0.65,0.8,2.5,120.00000000000014,1,ESPN
0.75,0.65,0.8,2.5,139.8085363189555,5,ESPN
0.75,0.65,0.8,2.5,145.43092883878114,10,ESPN
0.75,0.65,0.8,2.5,157.78304108270066,100,ESPN
0.75,0.65,0.8,2.5,165.0922863846002,1000,ESPN
0.75,0.65,0.8,2.5,170.22380076570056,10000,ESPN
0.75,0.7,0.8,2.5,121.60000000000014,1,ESPN
0.75,0.7,0.8,2.5,141.3420309757174,5,ESPN
0.75,0.7,0.8,2.5,146.9359685979856,10,ESPN
0.75,0.7,0.8,2.5,159.182753336195,100,ESPN
0.75,0.7,0.8,2.5,166.3770154609831,1000,ESPN
0.75,0.7,0.8,2.5,171.39263182130682,10000,ESPN
0.75,0.75,0.8,2.5,123.20000000000012,1,ESPN
0.75,0.75,0.8,2.5,142.85639613974428,5,ESPN
0.75,0.75,0.8,2.5,148.41402076505702,10,ESPN
0.75,0.75,0.8,2.5,160.52709168786578,100,ESPN
0.75,0.75,0.8,2.5,167.5764745184898,1000,ESPN
0.75,0.75,0.8,2.5,172.4472079883818,10000,ESPN
0.75,0.8,0.8,2.5,124.80000000000013,1,ESPN
0.75,0.8,0.8,2.5,144.35122836927178,5,ESPN
0.75,0.8,0.8,2.5,149.86444190497625,10,ESPN
0.75,0.8,0.8,2.5,161.81375363158006,100,ESPN
0.75,0.8,0.8,2.5,168.68505880934396,1000,ESPN
0.75,0.8,0.8,2.5,173.37712007613172,10000,ESPN
0.75,0.8500000000000001,0.8,2.5,126.4000000000001,1,ESPN
0.75,0.8500000000000001,0.8,2.5,145.825981465348,5,ESPN
0.75,0.8500000000000001,0.8,2.5,151.28633882095988,10,ESPN
0.75,0.8500000000000001,0.8,2.5,163.03935861735948,100,ESPN
0.75,0.8500000000000001,0.8,2.5,169.69400747145073,1000,ESPN
0.75,0.8500000000000001,0.8,2.5,174.1651362270906,10000,ESPN
0.75,0.9,0.8,2.5,128.0000000000001,1,ESPN
0.75,0.9,0.8,2.5,147.27992869113135,5,ESPN
0.75,0.9,0.8,2.5,152.67849260134824,10,ESPN
0.75,0.9,0.8,2.5,164.1989313469019,100,ESPN
0.75,0.9,0.8,2.5,170.58903707531334,1000,ESPN
0.75,0.9,0.8,2.5,174.78034027191717,10000,ESPN
0.75,0.95,0.8,2.5,129.60000000000008,1,ESPN
0.75,0.95,0.8,2.5,148.71199898043054,5,ESPN
0.75,0.95,0.8,2.5,154.03904935854143,10,ESPN
0.75,0.95,0.8,2.5,165.28407499904884,100,ESPN
0.75,0.95,0.8,2.5,171.3419330526489,1000,ESPN
0.75,0.95,0.8,2.5,175.15229311654846,10000,ESPN
0.75,1,0.8,2.5,131.20000000000007,1,ESPN
0.75,1,0.8,2.5,150.0671740443734,5,ESPN
0.75,1,0.8,2.5,155.28776223026128,10,ESPN
0.75,1,0.8,2.5,166.10071249038953,100,ESPN
0.75,1,0.8,2.5,171.54288295430308,1000,ESPN
0.75,1,0.8,2.5,174.37951999819708,10000,ESPN
0.75,0.5,0.8500000000000001,2.5,118.40000000000016,1,ESPN
0.75,0.5,0.8500000000000001,2.5,135.95332492029735,5,ESPN
0.75,0.5,0.8500000000000001,2.5,141.1275871678418,10,ESPN
0.75,0.5,0.8500000000000001,2.5,153.11527381813556,100,ESPN
0.75,0.5,0.8500000000000001,2.5,160.39589991486577,1000,ESPN
0.75,0.5,0.8500000000000001,2.5,165.6369249677603,10000,ESPN
0.75,0.55,0.8500000000000001,2.5,120.00000000000014,1,ESPN
0.75,0.55,0.8500000000000001,2.5,137.5407393598697,5,ESPN
0.75,0.55,0.8500000000000001,2.5,142.70870746802666,10,ESPN
0.75,0.55,0.8500000000000001,2.5,154.67055695786465,100,ESPN
0.75,0.55,0.8500000000000001,2.5,161.91640679508194,1000,ESPN
0.75,0.55,0.8500000000000001,2.5,167.1165814461507,10000,ESPN
0.75,0.6,0.8500000000000001,2.5,121.60000000000014,1,ESPN
0.75,0.6,0.8500000000000001,2.5,139.1061898303662,5,ESPN
0.75,0.6,0.8500000000000001,2.5,144.25992009550117,10,ESPN
0.75,0.6,0.8500000000000001,2.5,156.16967873971203,100,ESPN
0.75,0.6,0.8500000000000001,2.5,163.35491474033867,1000,ESPN
0.75,0.6,0.8500000000000001,2.5,168.4911116008961,10000,ESPN
0.75,0.65,0.8500000000000001,2.5,123.20000000000012,1,ESPN
0.75,0.65,0.8500000000000001,2.5,140.6495037021379,5,ESPN
0.75,0.65,0.8500000000000001,2.5,145.781028740644,10,ESPN
0.75,0.65,0.8500000000000001,2.5,157.61227061002438,100,ESPN
0.75,0.65,0.8500000000000001,2.5,164.71069830965305,1000,ESPN
0.75,0.65,0.8500000000000001,2.5,169.7593065333828,10000,ESPN
0.75,0.7,0.8500000000000001,2.5,124.80000000000013,1,ESPN
0.75,0.7,0.8500000000000001,2.5,142.17033116111986,5,ESPN
0.75,0.7,0.8500000000000001,2.5,147.27157608188224,10,ESPN
0.75,0.7,0.8500000000000001,2.5,158.99725817357282,100,ESPN
0.75,0.7,0.8500000000000001,2.5,165.9816205174202,1000,ESPN
0.75,0.7,0.8500000000000001,2.5,170.91768875195496,10000,ESPN
0.75,0.75,0.8500000000000001,2.5,126.4000000000001,1,ESPN
0.75,0.75,0.8500000000000001,2.5,143.66812001012815,5,ESPN
0.75,0.75,0.8500000000000001,2.5,148.73080601115169,10,ESPN
0.75,0.75,0.8500000000000001,2.5,160.3227446340941,100,ESPN
0.75,0.75,0.8500000000000001,2.5,167.16382627357123,1000,ESPN
0.75,0.75,0.8500000000000001,2.5,171.95990027735527,10000,ESPN
0.75,0.8,0.8500000000000001,2.5,128.0000000000001,1,ESPN
0.75,0.8,0.8500000000000001,2.5,145.1420712162741,5,ESPN
0.75,0.8,0.8500000000000001,2.5,150.1575942847856,10,ESPN
0.75,0.8,0.8500000000000001,2.5,161.58578583378122,100,ESPN
0.75,0.8,0.8500000000000001,2.5,168.25112482443828,1000,ESPN
0.75,0.8,0.8500000000000001,2.5,172.8754331051155,10000,ESPN
0.75,0.8500000000000001,0.8500000000000001,2.5,129.6000000000001,1,ESPN
0.75,0.8500000000000001,0.8500000000000001,2.5,146.5910614736258,5,ESPN
0.75,0.8500000000000001,0.8500000000000001,2.5,151.55032312964903,10,ESPN
0.75,0.8500000000000001,0.8500000000000001,2.5,162.78196272936754,100,ESPN
0.75,0.8500000000000001,0.8500000000000001,2.5,169.2337364534029,1000,ESPN
0.75,0.8500000000000001,0.8500000000000001,2.5,173.6469027232341,10000,ESPN
0.75,0.9,0.8500000000000001,2.5,131.2000000000001,1,ESPN
0.75,0.9,0.8500000000000001,2.5,148.0134970538301,5,ESPN
0.75,0.9,0.8500000000000001,2.5,152.90663218421344,10,ESPN
0.75,0.9,0.8500000000000001,2.5,163.9044730612121,100,ESPN
0.75,0.9,0.8500000000000001,2.5,170.09539428796288,1000,ESPN
0.75,0.9,0.8500000000000001,2.5,174.24320272013114,10000,ESPN
0.75,0.95,0.8500000000000001,2.5,132.8000000000001,1,ESPN
0.75,0.95,0.8500000000000001,2.5,149.40682409166368,5,ESPN
0.75,0.95,0.8500000000000001,2.5,154.22252840816566,10,ESPN
0.75,0.95,0.8500000000000001,2.5,164.9408467133823,100,ESPN
0.75,0.95,0.8500000000000001,2.5,170.80299255406294,1000,ESPN
0.75,0.95,0.8500000000000001,2.5,174.59423712646574,10000,ESPN
0.75,1,0.8500000000000001,2.5,134.4000000000001,1,ESPN
0.75,1,0.8500000000000001,2.5,150.6975720307266,5,ESPN
0.75,1,0.8500000000000001,2.5,155.39348419348156,10,ESPN
0.75,1,0.8500000000000001,2.5,165.65971665427782,100,ESPN
0.75,1,0.8500000000000001,2.5,170.89265668749985,1000,ESPN
0.75,1,0.8500000000000001,2.5,173.77085960448852,10000,ESPN
0.75,0.5,0.9,2.5,121.60000000000014,1,ESPN
0.75,0.5,0.9,2.5,136.20579613413622,5,ESPN
0.75,0.5,0.9,2.5,140.78514635480002,10,ESPN
0.75,0.5,0.9,2.5,152.33025586487773,100,ESPN
0.75,0.5,0.9,2.5,159.42375725155642,1000,ESPN
0.75,0.5,0.9,2.5,164.6108471049546,10000,ESPN
0.75,0.55,0.9,2.5,123.20000000000012,1,ESPN
0.75,0.55,0.9,2.5,137.78939347231642,5,ESPN
0.75,0.55,0.9,2.5,142.36121807135993,10,ESPN
0.75,0.55,0.9,2.5,153.880487801709,100,ESPN
0.75,0.55,0.9,2.5,160.93892143279749,1000,ESPN
0.75,0.55,0.9,2.5,166.08597436495737,10000,ESPN
0.75,0.6,0.9,2.5,124.80000000000013,1,ESPN
0.75,0.6,0.9,2.5,139.34540004375958,5,ESPN
0.75,0.6,0.9,2.5,143.9014775807488,10,ESPN
0.75,0.6,0.9,2.5,155.37075487105213,100,ESPN
0.75,0.6,0.9,2.5,162.36941046402518,1000,ESPN
0.75,0.6,0.9,2.5,167.4545798712992,10000,ESPN
0.75,0.65,0.9,2.5,126.4000000000001,1,ESPN
0.75,0.65,0.9,2.5,140.87341638560576,5,ESPN
0.75,0.65,0.9,2.5,145.40550724231574,10,ESPN
0.75,0.65,0.9,2.5,156.80054391651925,100,ESPN
0.75,0.65,0.9,2.5,163.71446610245238,1000,ESPN
0.75,0.65,0.9,2.5,168.71557104916295,10000,ESPN
0.75,0.7,0.9,2.5,128.0000000000001,1,ESPN
0.75,0.7,0.9,2.5,142.37266980157992,5,ESPN
0.75,0.7,0.9,2.5,146.8724248007142,10,ESPN
0.75,0.7,0.9,2.5,158.16847752486726,100,ESPN
0.75,0.7,0.9,2.5,164.971836551684,1000,ESPN
0.75,0.7,0.9,2.5,169.86560739348477,10000,ESPN
0.75,0.75,0.9,2.5,129.60000000000008,1,ESPN
0.75,0.75,0.9,2.5,143.8419310153174,5,ESPN
0.75,0.75,0.9,2.5,148.30078360126657,10,ESPN
0.75,0.75,0.9,2.5,159.47214263254918,100,ESPN
0.75,0.75,0.9,2.5,166.1374465169641,1000,ESPN
0.75,0.75,0.9,2.5,170.8985190289287,10000,ESPN
0.75,0.8,0.9,2.5,131.2000000000001,1,ESPN
0.75,0.8,0.9,2.5,145.27935794726977,5,ESPN
0.75,0.8,0.9,2.5,149.68838025380197,10,ESPN
0.75,0.8,0.9,2.5,160.70775212103675,100,ESPN
0.75,0.8,0.9,2.5,167.20472902096094,1000,ESPN
0.75,0.8,0.9,2.5,171.80410069214787,10000,ESPN
0.75,0.8500000000000001,0.9,2.5,132.8000000000001,1,ESPN
0.75,0.8500000000000001,0.9,2.5,146.68219312693537,5,ESPN
0.75,0.8500000000000001,0.9,2.5,151.03187245841366,10,ESPN
0.75,0.8500000000000001,0.9,2.5,161.8694640841656,100,ESPN
0.75,0.8500000000000001,0.9,2.5,168.1632534284155,1000,ESPN
0.75,0.8500000000000001,0.9,2.5,172.56554225972798,10000,ESPN
0.75,0.9,0.9,2.5,134.4000000000001,1,ESPN
0.75,0.9,0.9,2.5,148.04608774057522,5,ESPN
0.75,0.9,0.9,2.5,152.32589437052206,10,ESPN
