wp,n,k,p,q,r
2.699048302030452e-9,100,100000000,0.75,0.25,0.8
2.479729077722945e-8,1000,100000000,0.75,0.25,0.8
1.9942302457956578e-7,10000,100000000,0.75,0.25,0.8
1.3400217202776581e-6,100000,100000000,0.75,0.25,0.8
7.434833247247273e-6,1000000,100000000,0.75,0.25,0.8
3.463870039371399e-5,10000000,100000000,0.75,0.25,0.8
1.3749410522499695e-4,100000000,100000000,0.75,0.25,0.8
0.005643970871104388,1,1,0.75,0.30000000000000004,0.8
0.03358613687280037,10,1,0.75,0.30000000000000004,0.8
0.11260358603771668,100,1,0.75,0.30000000000000004,0.8
0.2466488652044642,1000,1,0.75,0.30000000000000004,0.8
0.41224504370800336,10000,1,0.75,0.30000000000000004,0.8
0.5777350563707093,100000,1,0.75,0.30000000000000004,0.8
0.7192175344317199,1000000,1,0.75,0.30000000000000004,0.8
0.826192089375689,10000000,1,0.75,0.30000000000000004,0.8
0.8992868060121623,100000000,1,0.75,0.30000000000000004,0.8
1.0342661071300455e-4,1,10,0.75,0.30000000000000004,0.8
9.111965632098003e-4,10,10,0.75,0.30000000000000004,0.8
0.005859437653060277,100,10,0.75,0.30000000000000004,0.8
0.024895866068823207,1000,10,0.75,0.30000000000000004,0.8
0.07366970902348745,10000,10,0.75,0.30000000000000004,0.8
0.16456842655658263,100000,10,0.75,0.30000000000000004,0.8
0.2963777900288841,1000000,10,0.75,0.30000000000000004,0.8
0.45227485439464893,10000000,10,0.75,0.30000000000000004,0.8
0.6077609046750774,100000000,10,0.75,0.30000000000000004,0.8
6.30573401613967e-6,1,100,0.75,0.30000000000000004,0.8
6.004164999541955e-5,10,100,0.75,0.30000000000000004,0.8
4.8140441444078605e-4,100,100,0.75,0.30000000000000004,0.8
0.002822025796539089,1000,100,0.75,0.30000000000000004,0.8
0.011785886400322616,10000,100,0.75,0.30000000000000004,0.8
0.03658665064620639,100000,100,0.75,0.30000000000000004,0.8
0.0889880165162437,1000000,100,0.75,0.30000000000000004,0.8
0.1773720235123504,10000000,100,0.75,0.30000000000000004,0.8
0.3003872994091888,100000000,100,0.75,0.30000000000000004,0.8
6.463692876615214e-7,1,1000,0.75,0.30000000000000004,0.8
6.31857720165443e-6,10,1000,0.75,0.30000000000000004,0.8
5.59513993090739e-5,100,1000,0.75,0.30000000000000004,0.8
3.940054932973585e-4,1000,1000,0.75,0.30000000000000004,0.8
0.0020614001172775624,10000,1000,0.75,0.30000000000000004,0.8
0.008083207251793524,100000,1000,0.75,0.30000000000000004,0.8
0.024664144285949614,1000000,1000,0.75,0.30000000000000004,0.8
0.060855686045974695,10000000,1000,0.75,0.30000000000000004,0.8
0.12550913406618966,100000000,1000,0.75,0.30000000000000004,0.8
8.43598953858966e-8,1,10000,0.75,0.30000000000000004,0.8
8.34118088128954e-7,10,10000,0.75,0.30000000000000004,0.8
7.78509823758198e-6,100,10000,0.75,0.30000000000000004,0.8
6.169657481382318e-5,1000,10000,0.75,0.30000000000000004,0.8
3.805093957084305e-4,10000,10000,0.75,0.30000000000000004,0.8
0.0017908322037922082,100000,10000,0.75,0.30000000000000004,0.8
0.006568120385147976,1000000,10000,0.75,0.30000000000000004,0.8
0.019382562600572823,10000000,10000,0.75,0.30000000000000004,0.8
0.047485421045336706,100000000,10000,0.75,0.30000000000000004,0.8
1.258729277493223e-8,1,100000,0.75,0.30000000000000004,0.8
1.2514280700878951e-7,10,100000,0.75,0.30000000000000004,0.8
1.2030685052545213e-6,100,100000,0.75,0.30000000000000004,0.8
1.0322157684541326e-5,1000,100000,0.75,0.30000000000000004,0.8
7.215998471260628e-5,10000,100000,0.75,0.30000000000000004,0.8
3.946502342493766e-4,100000,100000,0.75,0.30000000000000004,0.8
0.00169594404082164,1000000,100000,0.75,0.30000000000000004,0.8
0.005863106503734748,10000000,100000,0.75,0.30000000000000004,0.8
0.01672455708577196,100000000,100000,0.75,0.30000000000000004,0.8
2.0419175243017735e-9,1,1000000,0.75,0.30000000000000004,0.8
2.0357067822252505e-8,10,1000000,0.75,0.30000000000000004,0.8
1.990524072426339e-7,100,1000000,0.75,0.30000000000000004,0.8
1.8021793424053988e-6,1000,1000000,0.75,0.30000000000000004,0.8
1.3870598330927978e-5,10000,1000000,0.75,0.30000000000000004,0.8
8.584831650335783e-5,100000,1000000,0.75,0.30000000000000004,0.8
4.2244059264992284e-4,1000000,1000000,0.75,0.30000000000000004,0.8
0.0016727134377402056,10000000,1000000,0.75,0.30000000000000004,0.8
0.005442709623877875,100000000,1000000,0.75,0.30000000000000004,0.8
3.5039148677922824e-10,1,10000000,0.75,0.30000000000000004,0.8
3.4982797641116603e-9,10,10000000,0.75,0.30000000000000004,0.8
3.454163920895055e-8,100,10000000,0.75,0.30000000000000004,0.8
3.242236835341049e-7,1000,10000000,0.75,0.30000000000000004,0.8
2.6872933679072077e-6,10000,10000000,0.75,0.30000000000000004,0.8
1.844182629438613e-5,100000,10000000,0.75,0.30000000000000004,0.8
1.0219124860670419e-4,1000000,10000000,0.75,0.30000000000000004,0.8
4.5992181526431186e-4,10000000,10000000,0.75,0.30000000000000004,0.8
0.001712842109863096,100000000,10000000,0.75,0.30000000000000004,0.8
6.25527426422485e-11,1,100000000,0.75,0.30000000000000004,0.8
6.249935133718726e-10,10,100000000,0.75,0.30000000000000004,0.8
6.20565854834319e-9,100,100000000,0.75,0.30000000000000004,0.8
5.965134095979119e-8,1000,100000000,0.75,0.30000000000000004,0.8
5.22888688870397e-7,10000,100000000,0.75,0.30000000000000004,0.8
3.914887338710452e-6,100000,100000000,0.75,0.30000000000000004,0.8
2.4128838039031728e-5,1000000,100000000,0.75,0.30000000000000004,0.8
1.2136847829669051e-4,10000000,100000000,0.75,0.30000000000000004,0.8
5.013207553548009e-4,100000000,100000000,0.75,0.30000000000000004,0.8
0.010213322634968389,1,1,0.75,0.35000000000000003,0.8
0.06007436492329752,10,1,0.75,0.35000000000000003,0.8
0.19054310604046787,100,1,0.75,0.35000000000000003,0.8
0.3830199571356999,1000,1,0.75,0.35000000000000003,0.8
0.5823986836701768,10000,1,0.75,0.35000000000000003,0.8
0.7460781725620433,100000,1,0.75,0.35000000000000003,0.8
0.8595908815973228,1000000,1,0.75,0.35000000000000003,0.8
0.9286317555386111,10000000,1,0.75,0.35000000000000003,0.8
0.966358178364355,100000000,1,0.75,0.35000000000000003,0.8
2.2159423427263615e-4,1,10,0.75,0.35000000000000003,0.8
0.001988927587080373,10,10,0.75,0.35000000000000003,0.8
0.013087761207028734,100,10,0.75,0.35000000000000003,0.8
0.054822848524438694,1000,10,0.75,0.35000000000000003,0.8
0.15259295804250225,10000,10,0.75,0.35000000000000003,0.8
0.3098096020054758,100000,10,0.75,0.35000000000000003,0.8
0.49788101296024956,1000000,10,0.75,0.35000000000000003,0.8
0.6752270642826799,10000000,10,0.75,0.35000000000000003,0.8
0.8126169970308955,100000000,10,0.75,0.35000000000000003,0.8
1.4103251880602347e-5,1,100,0.75,0.35000000000000003,0.8
1.3618482616416317e-4,10,100,0.75,0.35000000000000003,0.8
0.0011360706538480819,100,100,0.75,0.35000000000000003,0.8
0.006919332112816698,1000,100,0.75,0.35000000000000003,0.8
0.0289539921416568,10000,100,0.75,0.35000000000000003,0.8
0.0862055740811448,100000,100,0.75,0.35000000000000003,0.8
0.19394269187432603,1000000,100,0.75,0.35000000000000003,0.8
0.3486642005176293,10000000,100,0.75,0.35000000000000003,0.8
0.5249578496107434,100000000,100,0.75,0.35000000000000003,0.8
1.468473260245463e-6,1,1000,0.75,0.35000000000000003,0.8
1.4482325574396506e-5,10,1000,0.75,0.35000000000000003,0.8
1.3282666817048287e-4,100,1000,0.75,0.35000000000000003,0.8
9.900809753675165e-4,1000,1000,0.75,0.35000000000000003,0.8
0.005402945752160201,10000,1000,0.75,0.35000000000000003,0.8
0.02129564753029204,100000,1000,0.75,0.35000000000000003,0.8
0.06271299961505696,1000000,1000,0.75,0.35000000000000003,0.8
0.14446543964223937,10000000,1000,0.75,0.35000000000000003,0.8
0.27122290259304377,100000000,1000,0.75,0.35000000000000003,0.8
1.9260081002297973e-7,1,10000,0.75,0.35000000000000003,0.8
1.9145232045365445e-6,10,10000,0.75,0.35000000000000003,0.8
1.8349192215689115e-5,100,10000,0.75,0.35000000000000003,0.8
1.5419294522353396e-4,1000,10000,0.75,0.35000000000000003,0.8
0.0010141082186964211,10000,10000,0.75,0.35000000000000003,0.8
0.004970522633782389,100000,10000,0.75,0.35000000000000003,0.8
0.018299847451751387,1000000,10000,0.75,0.35000000000000003,0.8
0.05220091172152704,10000000,10000,0.75,0.35000000000000003,0.8
0.11965542756746843,100000000,10000,0.75,0.35000000000000003,0.8
2.8702966019028342e-8,1,100000,0.75,0.35000000000000003,0.8
2.8626152266781966e-7,10,100000,0.75,0.35000000000000003,0.8
2.8032659551794225e-6,100,100000,0.75,0.35000000000000003,0.8
2.5336295394382917e-5,1000,100000,0.75,0.35000000000000003,0.8
1.9068109814121095e-4,10000,100000,0.75,0.35000000000000003,0.8
0.0011109757917531714,100000,100000,0.75,0.35000000000000003,0.8
0.004939738970555417,1000000,100000,0.75,0.35000000000000003,0.8
0.017056155862905636,10000000,100000,0.75,0.35000000000000003,0.8
0.04697263925691497,100000000,100000,0.75,0.35000000000000003,0.8
4.630967965855193e-9,1,1000000,0.75,0.35000000000000003,0.8
4.625297089630836e-8,10,1000000,0.75,0.35000000000000003,0.8
4.5779641257056403e-7,100,1000000,0.75,0.35000000000000003,0.8
4.322964223586624e-6,1000,1000000,0.75,0.35000000000000003,0.8
3.5835536473970965e-5,10000,1000000,0.75,0.35000000000000003,0.8
2.4019303259654217e-4,100000,1000000,0.75,0.35000000000000003,0.8
0.0012536148225274816,1000000,1000000,0.75,0.35000000000000003,0.8
0.005106010807103415,10000000,1000000,0.75,0.35000000000000003,0.8
0.016575417941564922,100000000,1000000,0.75,0.35000000000000003,0.8
7.878262797797788e-10,1,10000000,0.75,0.35000000000000003,0.8
7.873802309042942e-9,10,10000000,0.75,0.35000000000000003,0.8
7.834458516072483e-8,100,10000000,0.75,0.35000000000000003,0.8
7.590936882475517e-7,1000,10000000,0.75,0.35000000000000003,0.8
6.7327338341944394e-6,10000,10000000,0.75,0.35000000000000003,0.8
5.040105542478434e-5,100000,10000000,0.75,0.35000000000000003,0.8
3.0232857491904465e-4,1000000,10000000,0.75,0.35000000000000003,0.8
0.0014339137516059426,10000000,10000000,0.75,0.35000000000000003,0.8
0.005423713130962989,100000000,10000000,0.75,0.35000000000000003,0.8
1.3908111439815104e-10,1,100000000,0.75,0.35000000000000003,0.8
1.3904453040899876e-9,10,100000000,0.75,0.35000000000000003,0.8
1.3870890079705857e-8,100,100000000,0.75,0.35000000000000003,0.8
1.3638337728557338e-7,1000,100000000,0.75,0.35000000000000003,0.8
1.2665420738214774e-6,10000,100000000,0.75,0.35000000000000003,0.8
1.0338634232888952e-5,100000,100000000,0.75,0.35000000000000003,0.8
6.967827045910045e-5,1000000,100000000,0.75,0.35000000000000003,0.8
3.771523055789598e-4,10000000,100000000,0.75,0.35000000000000003,0.8
0.0016426603479383222,100000000,100000000,0.75,0.35000000000000003,0.8
0.01803475033507955,1,1,0.75,0.4,0.8
0.1025009356890119,10,1,0.75,0.4,0.8
0.2987712302078582,100,1,0.75,0.4,0.8
0.5398373411762559,1000,1,0.75,0.4,0.8
0.7409533947650282,10000,1,0.75,0.4,0.8
0.8717930266989177,100000,1,0.75,0.4,0.8
0.9430791765292359,1000000,1,0.75,0.4,0.8
0.9769723919516883,10000000,1,0.75,0.4,0.8
0.9914130527930872,100000000,1,0.75,0.4,0.8
4.697104273191863e-4,1,10,0.75,0.4,0.8
0.00425516105038546,10,10,0.75,0.4,0.8
0.028041322936547868,100,10,0.75,0.4,0.8
0.11203493618936715,1000,10,0.75,0.4,0.8
0.2824779048627985,10000,10,0.75,0.4,0.8
0.504563047020734,100000,10,0.75,0.4,0.8
0.7097216364314898,1000000,10,0.75,0.4,0.8
0.8542351793975522,10000000,10,0.75,0.4,0.8
0.9362913467308028,100000000,10,0.75,0.4,0.8
3.1315225210501046e-5,1,100,0.75,0.4,0.8
3.0491043269141854e-4,10,100,0.75,0.4,0.8
0.0026095149601920893,100,100,0.75,0.4,0.8
0.016179969239755218,1000,100,0.75,0.4,0.8
0.06590488041554708,10000,100,0.75,0.4,0.8
0.18164200763656152,100000,100,0.75,0.4,0.8
0.3645747799811034,1000000,100,0.75,0.4,0.8
0.573024576624769,10000000,100,0.75,0.4,0.8
0.7533998610855013,100000000,100,0.75,0.4,0.8
3.311421917103161e-6,1,1000,0.75,0.4,0.8
3.281738276732537e-5,10,1000,0.75,0.4,0.8
3.079631478966685e-4,100,1000,0.75,0.4,0.8
0.0023914972118019304,1000,1000,0.75,0.4,0.8
0.013352748327728745,10000,1000,0.75,0.4,0.8
0.0515383307711727,100000,1000,0.75,0.4,0.8
0.1418330430019669,1000000,1000,0.75,0.4,0.8
0.29462061987602123,10000000,1000,0.75,0.4,0.8
0.487708161207792,100000000,1000,0.75,0.4,0.8
4.357632297957667e-7,1,10000,0.75,0.4,0.8
4.3431153262192755e-6,10,10000,0.75,0.4,0.8
4.228920288916347e-5,100,10000,0.75,0.4,0.8
3.7081869094706895e-4,1000,10000,0.75,0.4,0.8
0.002563109711980005,10000,10000,0.75,0.4,0.8
0.012831806383290718,100000,10000,0.75,0.4,0.8
0.04627639593758702,1000000,10000,0.75,0.4,0.8
0.12386464685809559,10000000,10000,0.75,0.4,0.8
0.2569962972554937,100000000,10000,0.75,0.4,0.8
6.471186209678372e-8,1,100000,0.75,0.4,0.8
6.462823346897653e-7,10,100000,0.75,0.4,0.8
6.390818653724596e-6,100,100000,0.75,0.4,0.8
5.9824944827692126e-5,1000,100000,0.75,0.4,0.8
4.775126261079359e-4,10000,100000,0.75,0.4,0.8
0.0029299625697270923,100000,100000,0.75,0.4,0.8
0.013240370184286875,1000000,100000,0.75,0.4,0.8
0.044541931776213545,10000000,100000,0.75,0.4,0.8
0.1152220910696343,100000000,100000,0.75,0.4,0.8
1.03553638268703e-8,1,1000000,0.75,0.4,0.8
1.035005206515827e-7,10,1000000,0.75,0.4,0.8
1.0301619893047857e-6,100,1000000,0.75,0.4,0.8
9.977857310072205e-6,1000,1000000,0.75,0.4,0.8
8.749998483959105e-5,10000,1000000,0.75,0.4,0.8
6.271486334605339e-4,100000,1000000,0.75,0.4,0.8
0.003437717320548118,1000000,1000000,0.75,0.4,0.8
0.014205570848071622,10000000,1000000,0.75,0.4,0.8
0.044887214326740164,100000000,1000000,0.75,0.4,0.8
1.7411178115392537e-9,1,10000000,0.75,0.4,0.8
1.7407589080543636e-8,10,10000000,0.75,0.4,0.8
1.7373658499913176e-7,100,10000000,0.75,0.4,0.8
1.7117112630566218e-6,1000,10000000,0.75,0.4,0.8
1.5915984464458032e-5,10000,10000000,0.75,0.4,0.8
1.281050366501182e-4,100000,10000000,0.75,0.4,0.8
8.229789135516091e-4,1000000,10000000,0.75,0.4,0.8
0.004060442851811815,10000000,10000000,0.75,0.4,0.8
0.015403653178639351,100000000,10000000,0.75,0.4,0.8
3.029541239890146e-10,1,100000000,0.75,0.4,0.8
3.0292888482294282e-9,10,100000000,0.75,0.4,0.8
3.026848314250616e-8,100,100000000,0.75,0.4,0.8
3.006649255429572e-7,1000,100000000,0.75,0.4,0.8
2.893805050093995e-6,10000,100000000,0.75,0.4,0.8
2.5286421891716114e-5,100000,100000000,0.75,0.4,0.8
1.8470634070227916e-4,1000000,100000000,0.75,0.4,0.8
0.0010687222502497118,10000000,100000000,0.75,0.4,0.8
0.004820652587583705,100000000,100000000,0.75,0.4,0.8
0.031028168975389587,1,1,0.75,0.45,0.8
0.16641512492762758,10,1,0.75,0.45,0.8
0.4336350421688521,100,1,0.75,0.45,0.8
0.6946097919611328,1000,1,0.75,0.45,0.8
0.8629762672135463,10000,1,0.75,0.45,0.8
0.946808505176391,100000,1,0.75,0.45,0.8
0.9816254548669106,1000000,1,0.75,0.45,0.8
0.9942434127057808,10000000,1,0.75,0.45,0.8
0.9983417371765424,100000000,1,0.75,0.45,0.8
9.847405305045845e-4,1,10,0.75,0.45,0.8
0.008934242334370728,10,10,0.75,0.45,0.8
0.05760792211694602,100,10,0.75,0.45,0.8
0.21113448959574052,1000,10,0.75,0.45,0.8
0.4631592798373102,10000,10,0.75,0.45,0.8
0.7097368844627101,100000,10,0.75,0.45,0.8
0.8729425459852673,1000000,10,0.75,0.45,0.8
0.9533565459400686,10000000,10,0.75,0.45,0.8
0.9852291235629765,100000000,10,0.75,0.45,0.8
6.906414454949797e-5,1,100,0.75,0.45,0.8
6.756539403473304e-4,10,100,0.75,0.45,0.8
0.005865793100669052,100,100,0.75,0.45,0.8
0.03622931109462406,1000,100,0.75,0.45,0.8
0.13870432911831482,10000,100,0.75,0.45,0.8
0.3392792891035952,100000,100,0.75,0.45,0.8
0.585269488186939,1000000,100,0.75,0.45,0.8
0.7892317818196366,10000000,100,0.75,0.45,0.8
0.9130358556103209,100000000,100,0.75,0.45,0.8
7.4152770644517606e-6,1,1000,0.75,0.45,0.8
7.36890473520696e-5,10,1000,0.75,0.45,0.8
7.017192820168844e-4,100,1000,0.75,0.45,0.8
0.0056000359553624035,1000,1000,0.75,0.45,0.8
0.0313379336004391,10000,1000,0.75,0.45,0.8
0.11464952703975247,100000,1000,0.75,0.45,0.8
0.28350357222497113,1000000,1000,0.75,0.45,0.8
0.5111305775133372,10000000,1000,0.75,0.45,0.8
0.7243092118988597,100000000,1000,0.75,0.45,0.8
9.771444036905296e-7,1,10000,0.75,0.45,0.8
9.752032521932173e-6,10,10000,0.75,0.45,0.8
9.584800180512367e-5,100,10000,0.75,0.45,0.8
8.66293151440048e-4,1000,10000,0.75,0.45,0.8
0.006206954973490341,10000,10000,0.75,0.45,0.8
0.031142876703082634,100000,10000,0.75,0.45,0.8
0.10656669295354973,1000000,10000,0.75,0.45,0.8
0.25788218555708553,10000000,10000,0.75,0.45,0.8
0.46725628664717445,100000000,10000,0.75,0.45,0.8
1.4418373285061303e-7,1,100000,0.75,0.45,0.8
1.4408820782496698e-6,10,100000,0.75,0.45,0.8
1.4320613791472336e-5,100,100000,0.75,0.45,0.8
1.3717835212569975e-4,1000,100000,0.75,0.45,0.8
0.0011464838683604515,10000,100000,0.75,0.45,0.8
0.007310196241073538,100000,100000,0.75,0.45,0.8
0.033018425148083216,1000000,100000,0.75,0.45,0.8
0.10520873213763486,10000000,100000,0.75,0.45,0.8
0.2464882194698436,100000000,100000,0.75,0.45,0.8
2.280628620349522e-8,1,1000000,0.75,0.45,0.8
2.2801113971821971e-7,10,1000000,0.75,0.45,0.8
2.2751514777655694e-6,100,1000000,0.75,0.45,0.8
2.2359483476621823e-5,1000,1000000,0.75,0.45,0.8
2.0438366605454042e-4,10000,1000000,0.75,0.45,0.8
0.00155057389381942,100000,1000000,0.75,0.45,0.8
0.008809546076249258,1000000,1000000,0.75,0.45,0.8
0.03608634672089535,10000000,1000000,0.75,0.45,0.8
0.10805706532649528,100000000,1000000,0.75,0.45,0.8
3.775552823205017e-9,1,10000000,0.75,0.45,0.8
3.775255591826988e-8,10,10000000,0.75,0.45,0.8
3.772346885659534e-7,100,10000000,0.75,0.45,0.8
3.7470535787775322e-6,1000,10000000,0.75,0.45,0.8
3.593608131536338e-5,10000,10000000,0.75,0.45,0.8
3.0679244734311504e-4,100000,10000000,0.75,0.45,0.8
0.002094358994827366,1000000,10000000,0.75,0.45,0.8
0.010689600591748703,10000000,10000000,0.75,0.45,0.8
0.04008390325654999,100000000,10000000,0.75,0.45,0.8
6.448908794173518e-10,1,100000000,0.75,0.45,0.8
6.448731467688435e-9,10,100000000,0.75,0.45,0.8
6.44697753112419e-8,100,100000000,0.75,0.45,0.8
6.430781981373943e-7,1000,100000000,0.75,0.45,0.8
6.315097601677019e-6,10000,100000000,0.75,0.45,0.8
5.8064822011227605e-5,100000,100000000,0.75,0.45,0.8
4.5563371710797017e-4,1000000,100000000,0.75,0.45,0.8
0.0027987211258010615,10000000,100000000,0.75,0.45,0.8
0.012889843752259883,100000000,100000000,0.75,0.45,0.8
0.05191794777022564,1,1,0.75,0.5,0.8
0.25603549499974543,10,1,0.75,0.5,0.8
0.5820659289522062,100,1,0.75,0.5,0.8
0.8235192789572839,1000,1,0.75,0.5,0.8
0.9393481531406783,10000,1,0.75,0.5,0.8
0.982108018641988,100000,1,0.75,0.5,0.8
0.9953128678895149,1000000,1,0.75,0.5,0.8
0.9988925238621806,10000000,1,0.75,0.5,0.8
0.9997545812300579,100000000,1,0.75,0.5,0.8
0.002040946506820038,1,10,0.75,0.5,0.8
0.018397907441693447,10,10,0.75,0.5,0.8
0.11281748893292111,100,10,0.75,0.5,0.8
0.3619407100100191,1000,10,0.75,0.5,0.8
0.6654816192407094,10000,10,0.75,0.5,0.8
0.8697578793756444,100000,10,0.75,0.5,0.8
0.9599006542261874,1000000,10,0.75,0.5,0.8
0.9896785032688838,10000000,10,0.75,0.5,0.8
0.997619743888273,100000000,10,0.75,0.5,0.8
1.5137009095621338e-4,1,100,0.75,0.5,0.8
0.0014841876450641344,10,100,0.75,0.5,0.8
0.012937352912793194,100,100,0.75,0.5,0.8
0.07753025732036391,1000,100,0.75,0.5,0.8
0.26670971029074947,10000,100,0.75,0.5,0.8
0.5521180593737697,100000,100,0.75,0.5,0.8
0.7965964456907589,1000000,100,0.75,0.5,0.8
0.929968525178454,10000000,100,0.75,0.5,0.8
0.9805905588978984,100000000,100,0.75,0.5,0.8
1.6497758691311312e-5,1,1000,0.75,0.5,0.8
1.6419435094936445e-4,10,1000,0.75,0.5,0.8
0.0015775591406575814,100,1000,0.75,0.5,0.8
0.012774274370918914,1000,1000,0.75,0.5,0.8
0.0698455473717044,10000,1000,0.75,0.5,0.8
0.23231293085382565,100000,1000,0.75,0.5,0.8
0.4924321397476248,1000000,1000,0.75,0.5,0.8
0.7435682965230189,10000000,1000,0.75,0.5,0.8
0.9008950427083756,100000000,1000,0.75,0.5,0.8
2.171666536517053e-6,1,10000,0.75,0.5,0.8
2.1688775691515828e-5,10,10000,0.75,0.5,0.8
2.1433399385983797e-4,100,10000,0.75,0.5,0.8
0.001977913269466796,1000,10000,0.75,0.5,0.8
0.014494367144041577,10000,10000,0.75,0.5,0.8
0.07108634573078745,100000,10000,0.75,0.5,0.8
0.2220079958560002,1000000,10000,0.75,0.5,0.8
0.46394389639733374,10000000,10000,0.75,0.5,0.8
0.7103010736362168,100000000,10000,0.75,0.5,0.8
3.1726430604326583e-7,1,100000,0.75,0.5,0.8
3.1714804830653203e-6,10,100000,0.75,0.5,0.8
3.1602996024863444e-5,100,100000,0.75,0.5,0.8
3.0719130377825554e-4,1000,100000,0.75,0.5,0.8
0.0026588386924366113,10000,100000,0.75,0.5,0.8
0.01739621507169707,100000,100000,0.75,0.5,0.8
0.07651897773770432,1000000,100000,0.75,0.5,0.8
0.22290063285372233,10000000,100000,0.75,0.5,0.8
0.453089508288397,100000000,100000,0.75,0.5,0.8
4.939297041296534e-8,1,1000000,0.75,0.5,0.8
4.938765721575324e-7,10,1000000,0.75,0.5,0.8
4.933541838399743e-6,100,1000000,0.75,0.5,0.8
4.887219206970578e-5,1000,1000000,0.75,0.5,0.8
4.6008465184330853e-4,10000,1000000,0.75,0.5,0.8
0.0036577720151217954,100000,1000000,0.75,0.5,0.8
0.021298100738620526,1000000,1000000,0.75,0.5,0.8
0.08448900798218834,10000000,1000000,0.75,0.5,0.8
0.23046041028754405,100000000,1000000,0.75,0.5,0.8
8.013314494174577e-9,1,10000000,0.75,0.5,0.8
8.013057639287257e-8,10,10000000,0.75,0.5,0.8
8.010507602082802e-7,100,10000000,0.75,0.5,0.8
7.986444882756771e-6,1000,10000000,0.75,0.5,0.8
7.805565887148299e-5,10000,10000000,0.75,0.5,0.8
6.981910387589017e-4,100000,10000000,0.75,0.5,0.8
0.005029766058465587,1000000,10000000,0.75,0.5,0.8
0.026138262137404663,10000000,10000000,0.75,0.5,0.8
0.0945517509360899,100000000,10000000,0.75,0.5,0.8
1.3369069559894034e-9,1,100000000,0.75,0.5,0.8
1.3368941063618385e-8,10,100000000,0.75,0.5,0.8
1.3367659998608356e-7,100,100000000,0.75,0.5,0.8
1.3355185440797756e-6,1000,100000000,0.75,0.5,0.8
1.3248661981438544e-5,10000,100000000,0.75,0.5,0.8
1.262035945263051e-4,100000,100000000,0.75,0.5,0.8
0.0010533512718862153,1000000,100000000,0.75,0.5,0.8
0.006833047461444709,10000000,100000000,0.75,0.5,0.8
0.031967022417174334,100000000,100000000,0.75,0.5,0.8
0.08430486140914158,1,1,0.75,0.55,0.8
0.37145741520454656,10,1,0.75,0.55,0.8
0.723794958403268,100,1,0.75,0.55,0.8
0.9126447158219833,1000,1,0.75,0.55,0.8
0.9777368328322782,10000,1,0.75,0.55,0.8
0.9951281228388106,100000,1,0.75,0.55,0.8
0.9990500755390446,1000000,1,0.75,0.55,0.8
0.9998309461082197,10000000,1,0.75,0.55,0.8
0.9999719651399664,100000000,1,0.75,0.55,0.8
0.004178800661873505,1,10,0.75,0.55,0.8
0.03705433952444549,10,10,0.75,0.55,0.8
0.2080209144098281,100,10,0.75,0.55,0.8
0.5540292445433697,1000,10,0.75,0.55,0.8
0.836695146952259,10000,10,0.75,0.55,0.8
0.9570707843410822,100000,10,0.75,0.55,0.8
0.9909339102689277,1000000,10,0.75,0.55,0.8
0.9983358187998473,10000000,10,0.75,0.55,0.8
0.9997210768669003,100000000,10,0.75,0.55,0.8
3.2989542723374656e-4,1,100,0.75,0.55,0.8
0.0032351714113939907,10,100,0.75,0.55,0.8
0.027996508025799942,100,100,0.75,0.55,0.8
0.15707351591053872,1000,100,0.75,0.55,0.8
0.4581033451402672,10000,100,0.75,0.55,0.8
0.7686604650015354,100000,100,0.75,0.55,0.8
0.9326006520622304,1000000,100,0.75,0.55,0.8
0.9852673976319467,10000000,100,0.75,0.55,0.8
0.9973328268483882,100000000,100,0.75,0.55,0.8
3.648829902712553e-5,1,1000,0.75,0.55,0.8
3.634282120667892e-4,10,1000,0.75,0.55,0.8
0.0035077132870567395,100,1000,0.75,0.55,0.8
0.02843077542922957,1000,1000,0.75,0.55,0.8
0.14673878481911068,10000,1000,0.75,0.55,0.8
0.41977317209054577,100000,1000,0.75,0.55,0.8
0.7265266360639578,1000000,1000,0.75,0.55,0.8
0.9114813847911966,10000000,1000,0.75,0.55,0.8
0.9792065869219,100000000,1000,0.75,0.55,0.8
4.783124396140316e-6,1,10000,0.75,0.55,0.8
4.778740432598277e-5,10,10000,0.75,0.55,0.8
4.737055867845448e-4,100,10000,0.75,0.55,0.8
0.004429820850079314,1000,10000,0.75,0.55,0.8
0.03271036132458532,10000,10000,0.75,0.55,0.8
0.15159781148964965,100000,10000,0.75,0.55,0.8
0.4101213809541692,1000000,10000,0.75,0.55,0.8
0.7054862890623724,10000000,10000,0.75,0.55,0.8
0.8971927630041261,100000000,10000,0.75,0.55,0.8
6.886931700317149e-7,1,100000,0.75,0.55,0.8
6.885396849827421e-6,10,100000,0.75,0.55,0.8
6.870321166561754e-5,100,100000,0.75,0.55,0.8
6.738312193679431e-4,1000,100000,0.75,0.55,0.8
0.0059822861534875055,10000,100000,0.75,0.55,0.8
0.039561540251742536,100000,100000,0.75,0.55,0.8
0.1639752111481528,1000000,100000,0.75,0.55,0.8
0.41514809801673935,10000000,100000,0.75,0.55,0.8
0.6989750593359126,100000000,100000,0.75,0.55,0.8
1.0495797176109471e-7,1,1000000,0.75,0.55,0.8
1.0495211321340723e-6,10,1000000,0.75,0.55,0.8
1.0489389468780645e-5,100,1000000,0.75,0.55,0.8
1.0434193248472088e-4,1000,1000000,0.75,0.55,0.8
