wp,n,k,p,q,r
3.6676369052051315e-16,1,10000000,0.75,0.1,0.55
3.664621820619767e-15,10,10000000,0.75,0.1,0.55
3.643869445864007e-14,100,10000000,0.75,0.1,0.55
3.558170574748334e-13,1000,10000000,0.75,0.1,0.55
3.3425437095400724e-12,10000,10000000,0.75,0.1,0.55
2.9701647352230784e-11,100000,10000000,0.75,0.1,0.55
2.4822258163485136e-10,1000000,10000000,0.75,0.1,0.55
1.9705383946909365e-9,10000000,10000000,0.75,0.1,0.55
1.529242999894082e-8,100000000,10000000,0.75,0.1,0.55
9.648011854264447e-17,1,100000000,0.75,0.1,0.55
9.647413867556765e-16,10,100000000,0.75,0.1,0.55
9.643056672608527e-15,100,100000000,0.75,0.1,0.55
9.62255572444738e-14,1000,100000000,0.75,0.1,0.55
9.560305369832058e-13,10000,100000000,0.75,0.1,0.55
9.430491090572177e-12,100000,100000000,0.75,0.1,0.55
9.234493430576684e-11,1000000,100000000,0.75,0.1,0.55
9.009156794861449e-10,10000000,100000000,0.75,0.1,0.55
8.802739183529301e-9,100000000,100000000,0.75,0.1,0.55
0.015809713441010866,1,1,0.75,0.15000000000000002,0.55
0.06835965585560536,10,1,0.75,0.15000000000000002,0.55
0.17169124549662246,100,1,0.75,0.15000000000000002,0.55
0.31081785558378294,1000,1,0.75,0.15000000000000002,0.55
0.4622954401606957,10000,1,0.75,0.15000000000000002,0.55
0.60523170948876,100000,1,0.75,0.15000000000000002,0.55
0.7261943307177554,1000000,1,0.75,0.15000000000000002,0.55
0.8198940664564884,10000000,1,0.75,0.15000000000000002,0.55
0.887240058876516,100000000,1,0.75,0.15000000000000002,0.55
3.9234050890043655e-5,1,10,0.75,0.15000000000000002,0.55
3.483477384984308e-4,10,10,0.75,0.15000000000000002,0.55
0.002335696119873359,100,10,0.75,0.15000000000000002,0.55
0.010832471280493179,1000,10,0.75,0.15000000000000002,0.55
0.0359853511722507,10000,10,0.75,0.15000000000000002,0.55
0.09105104911363417,100000,10,0.75,0.15000000000000002,0.55
0.18505049823112288,1000000,10,0.75,0.15000000000000002,0.55
0.3151630790130736,10000000,10,0.75,0.15000000000000002,0.55
0.4655817892807166,100000000,10,0.75,0.15000000000000002,0.55
2.5654572270578814e-7,1,100,0.75,0.15000000000000002,0.55
2.5120919917768846e-6,10,100,0.75,0.15000000000000002,0.55
2.2557425340468116e-5,100,100,0.75,0.15000000000000002,0.55
1.6657135631069247e-4,1000,100,0.75,0.15000000000000002,0.55
9.496342543517938e-4,10000,100,0.75,0.15000000000000002,0.55
0.0041636975643018406,100000,100,0.75,0.15000000000000002,0.55
0.014346457461753356,1000000,100,0.75,0.15000000000000002,0.55
0.0398965230259768,10000000,100,0.75,0.15000000000000002,0.55
0.09183229888410635,100000000,100,0.75,0.15000000000000002,0.55
3.918874262545205e-9,1,1000,0.75,0.15000000000000002,0.55
3.898809443322561e-8,10,1000,0.75,0.15000000000000002,0.55
3.771524186525183e-7,100,1000,0.75,0.15000000000000002,0.55
3.330585675313294e-6,1000,1000,0.75,0.15000000000000002,0.55
2.492440050099558e-5,10000,1000,0.75,0.15000000000000002,0.55
1.5154087661774934e-4,100000,1000,0.75,0.15000000000000002,0.55
7.426431620504918e-4,1000000,1000,0.75,0.15000000000000002,0.55
0.0029609337992961226,10000000,1000,0.75,0.15000000000000002,0.55
0.009746500469571536,100000000,1000,0.75,0.15000000000000002,0.55
9.36139257634294e-11,1,10000,0.75,0.15000000000000002,0.55
9.34761449634883e-10,10,10000,0.75,0.15000000000000002,0.55
9.245196336033959e-9,100,10000,0.75,0.15000000000000002,0.55
8.779949141549735e-8,1000,10000,0.75,0.15000000000000002,0.55
7.569777286811403e-7,10000,10000,0.75,0.15000000000000002,0.55
5.625408015424587e-6,100000,10000,0.75,0.15000000000000002,0.55
3.5022179927182966e-5,1000000,10000,0.75,0.15000000000000002,0.55
1.810584355447127e-4,10000000,10000,0.75,0.15000000000000002,0.55
7.800622682242468e-4,100000000,10000,0.75,0.15000000000000002,0.55
2.9225019651025183e-12,1,100000,0.75,0.15000000000000002,0.55
2.921146066923258e-11,10,100000,0.75,0.15000000000000002,0.55
2.910007361258776e-10,100,100000,0.75,0.15000000000000002,0.55
2.84852661380977e-9,1000,100000,0.75,0.15000000000000002,0.55
2.6454834638252876e-8,10000,100000,0.75,0.15000000000000002,0.55
2.2270693409484533e-7,100000,100000,0.75,0.15000000000000002,0.55
1.637570972370286e-6,1000000,100000,0.75,0.15000000000000002,0.55
1.0276913932881089e-5,10000000,100000,0.75,0.15000000000000002,0.55
5.452791505191787e-5,100000000,100000,0.75,0.15000000000000002,0.55
1.0945609793125447e-13,1,1000000,0.75,0.15000000000000002,0.55
1.094394502989553e-12,10,1000000,0.75,0.15000000000000002,0.55
1.0929400897833067e-11,100,1000000,0.75,0.15000000000000002,0.55
1.0836296985472564e-10,1000,1000000,0.75,0.15000000000000002,0.55
1.0454294880675419e-9,10000,1000000,0.75,0.15000000000000002,0.55
9.463569638395333e-9,100000,1000000,0.75,0.15000000000000002,0.55
7.75040110027006e-8,1000000,1000000,0.75,0.15000000000000002,0.55
5.610424704556196e-7,10000000,1000000,0.75,0.15000000000000002,0.55
3.5380085869068393e-6,100000000,1000000,0.75,0.15000000000000002,0.55
4.738992319324401e-15,1,10000000,0.75,0.15000000000000002,0.55
4.7387394692937486e-14,10,10000000,0.75,0.15000000000000002,0.55
4.736440067463574e-13,100,10000000,0.75,0.15000000000000002,0.55
4.7204475112383164e-12,1000,10000000,0.75,0.15000000000000002,0.55
4.6470626639538156e-11,10000,10000000,0.75,0.15000000000000002,0.55
4.421453583715826e-10,100000,10000000,0.75,0.15000000000000002,0.55
3.927794980965912e-9,1000000,10000000,0.75,0.15000000000000002,0.55
3.138727792908859e-8,10000000,10000000,0.75,0.15000000000000002,0.55
2.2033189569553717e-7,100000000,10000000,0.75,0.15000000000000002,0.55
2.2249889257201005e-16,1,100000000,0.75,0.15000000000000002,0.55
2.22494810768508e-15,10,100000000,0.75,0.15000000000000002,0.55
2.224564791077224e-14,100,100000000,0.75,0.15000000000000002,0.55
2.2215785379970436e-13,1000,100000000,0.75,0.15000000000000002,0.55
2.204811031126539e-12,10000,100000000,0.75,0.15000000000000002,0.55
2.1417022009558762e-11,100000,100000000,0.75,0.15000000000000002,0.55
1.9837366145433285e-10,1000000,100000000,0.75,0.15000000000000002,0.55
1.7082987533855686e-9,10000000,100000000,0.75,0.15000000000000002,0.55
1.3465317763227958e-8,100000000,100000000,0.75,0.15000000000000002,0.55
0.031028168975389313,1,1,0.75,0.2,0.55
0.1334137214853701,10,1,0.75,0.2,0.55
0.312685611314277,100,1,0.75,0.2,0.55
0.5119243407606721,1000,1,0.75,0.2,0.55
0.684796279965731,10000,1,0.75,0.2,0.55
0.8125003910371326,100000,1,0.75,0.2,0.55
0.8962247084078426,1000000,1,0.75,0.2,0.55
0.9461289065892649,10000000,1,0.75,0.2,0.55
0.9736014507355658,100000000,1,0.75,0.2,0.55
1.576336803320428e-4,1,10,0.75,0.2,0.55
0.0014363548864013106,10,10,0.75,0.2,0.55
0.009908496321282463,100,10,0.75,0.2,0.55
0.04453393400336285,1000,10,0.75,0.2,0.55
0.13287110831047227,10000,10,0.75,0.2,0.55
0.28505092809251953,100000,10,0.75,0.2,0.55
0.47563113649820443,1000000,10,0.75,0.2,0.55
0.6596392762471566,10000000,10,0.75,0.2,0.55
0.8032166703034134,100000000,10,0.75,0.2,0.55
1.542802366627288e-6,1,100,0.75,0.2,0.55
1.5264584734549932e-5,10,100,0.75,0.2,0.55
1.425125762180738e-4,100,100,0.75,0.2,0.55
0.0011129817658929357,1000,100,0.75,0.2,0.55
0.006488341848549465,10000,100,0.75,0.2,0.55
0.02723247511036675,100000,100,0.75,0.2,0.55
0.08372038522977596,1000000,100,0.75,0.2,0.55
0.19551064318651354,10000000,100,0.75,0.2,0.55
0.3613393326022652,100000000,100,0.75,0.2,0.55
3.046258664750705e-8,1,1000,0.75,0.2,0.55
3.040997248381992e-7,10,1000,0.75,0.2,0.55
2.9990393789915265e-6,100,1000,0.75,0.2,0.55
2.7916995880408902e-5,1000,1000,0.75,0.2,0.55
2.242189132084976e-4,10000,1000,0.75,0.2,0.55
0.0014303824883392638,100000,1000,0.75,0.2,0.55
0.006981100195262346,1000000,1000,0.75,0.2,0.55
0.026012720376946043,10000000,1000,0.75,0.2,0.55
0.07517837806930044,100000000,1000,0.75,0.2,0.55
8.826462085783768e-10,1,10000,0.75,0.2,0.55
8.823448438585686e-9,10,10000,0.75,0.2,0.55
8.796515360271133e-8,100,10000,0.75,0.2,0.55
8.62136538989687e-7,1000,10000,0.75,0.2,0.55
7.941625012220522e-6,10000,10000,0.75,0.2,0.55
6.401912072770967e-5,100000,10000,0.75,0.2,0.55
4.2356060937152336e-4,1000000,10000,0.75,0.2,0.55
0.0022250001801563815,10000000,10000,0.75,0.2,0.55
0.00923876397429882,100000000,10000,0.75,0.2,0.55
3.230173530776243e-11,1,100000,0.75,0.2,0.55
3.2299294940721394e-10,10,100000,0.75,0.2,0.55
3.227624110105936e-9,100,100000,0.75,0.2,0.55
3.209888269164996e-8,1000,100000,0.75,0.2,0.55
3.119754819260439e-7,10000,100000,0.75,0.2,0.55
2.8383235980403648e-6,100000,100000,0.75,0.2,0.55
2.2753490783699837e-5,1000000,100000,0.75,0.2,0.55
1.5239768193160594e-4,10000000,100000,0.75,0.2,0.55
8.323301352067862e-4,100000000,100000,0.75,0.2,0.55
1.3841013685632283e-12,1,1000000,0.75,0.2,0.55
1.3840766414820447e-11,10,1000000,0.75,0.2,0.55
1.3838364510486476e-10,100,1000000,0.75,0.2,0.55
1.3817738094545611e-9,1000,1000000,0.75,0.2,0.55
1.3687089476193071e-8,10000,1000000,0.75,0.2,0.55
1.315789292602554e-7,100000,1000000,0.75,0.2,0.55
1.1799642892815947e-6,1000000,1000000,0.75,0.2,0.55
9.409925917208439e-6,10000000,1000000,0.75,0.2,0.55
6.367722176198584e-5,100000000,1000000,0.75,0.2,0.55
6.678509036194116e-14,1,10000000,0.75,0.2,0.55
6.678479966961972e-13,10,10000000,0.75,0.2,0.55
6.678194005653323e-12,100,10000000,0.75,0.2,0.55
6.675608471836768e-11,1000,10000000,0.75,0.2,0.55
6.657107793361474e-10,10000,10000000,0.75,0.2,0.55
6.562529677280114e-9,100000,10000000,0.75,0.2,0.55
6.23024213050795e-8,1000000,10000000,0.75,0.2,0.55
5.45699187042911e-7,10000000,10000000,0.75,0.2,0.55
4.250299676165408e-6,100000000,10000000,0.75,0.2,0.55
3.593285264508449e-15,1,100000000,0.75,0.2,0.55
3.593281185734153e-14,10,100000000,0.75,0.2,0.55
3.5932407005110563e-13,100,100000000,0.75,0.2,0.55
3.5928553146854562e-12,1000,100000000,0.75,0.2,0.55
3.5896818824779874e-11,10000,100000000,0.75,0.2,0.55
3.570370096431081e-10,100000,100000000,0.75,0.2,0.55
3.493140206638743e-9,1000000,100000000,0.75,0.2,0.55
3.2884668493706494e-8,10000000,100000000,0.75,0.2,0.55
2.889696014185909e-7,100000000,100000000,0.75,0.2,0.55
0.05646737408645143,1,1,0.75,0.25,0.55
0.2302221151893699,10,1,0.75,0.25,0.55
0.48396008100515836,100,1,0.75,0.25,0.55
0.7037921861914065,1000,1,0.75,0.25,0.55
0.849017669829172,10000,1,0.75,0.25,0.55
0.930053524493767,100000,1,0.75,0.25,0.55
0.9700804058531668,1000000,1,0.75,0.25,0.55
0.9880490995425312,10000000,1,0.75,0.25,0.55
0.9955047314219129,100000000,1,0.75,0.25,0.55
5.586199657554994e-4,1,10,0.75,0.25,0.55
0.005108747756485151,10,10,0.75,0.25,0.55
0.034341044908904814,100,10,0.75,0.25,0.55
0.13788586943356468,1000,10,0.75,0.25,0.55
0.33928351258610173,10000,10,0.75,0.25,0.55
0.5794989176887074,100000,10,0.75,0.25,0.55
0.7761990779697424,1000000,10,0.75,0.25,0.55
0.8975763002292259,10000000,10,0.75,0.25,0.55
0.9583662716880023,100000000,10,0.75,0.25,0.55
8.096989775028837e-6,1,100,0.75,0.25,0.55
8.037417716853384e-5,10,100,0.75,0.25,0.55
7.606691240958571e-4,100,100,0.75,0.25,0.55
0.0059918038534285305,1000,100,0.75,0.25,0.55
0.033194672758106204,10000,100,0.75,0.25,0.55
0.12091725058359877,100000,100,0.75,0.25,0.55
0.29763885717901006,1000000,100,0.75,0.25,0.55
0.5301678386874222,10000000,100,0.75,0.25,0.55
0.7411963942833032,100000000,100,0.75,0.25,0.55
2.0609067871701414e-7,1,1000,0.75,0.25,0.55
2.0591453654497555e-6,10,1000,0.75,0.25,0.55
2.0433496485808607e-5,100,1000,0.75,0.25,0.55
1.9433840339231937e-4,1000,1000,0.75,0.25,0.55
0.0016010473759772532,10000,1000,0.75,0.25,0.55
0.010061610056792554,100000,1000,0.75,0.25,0.55
0.04478948133556768,1000000,1000,0.75,0.25,0.55
0.13996441863090273,10000000,1000,0.75,0.25,0.55
0.3160889876755755,100000000,1000,0.75,0.25,0.55
7.234094250994058e-9,1,10000,0.75,0.25,0.55
7.233208157203653e-8,10,10000,0.75,0.25,0.55
7.224680316608996e-7,100,10000,0.75,0.25,0.55
7.1555560772177065e-6,1000,10000,0.75,0.25,0.55
6.786941496879653e-5,10000,10000,0.75,0.25,0.55
5.66754430139306e-4,100000,10000,0.75,0.25,0.55
0.003762641044766653,1000000,10000,0.75,0.25,0.55
0.018661051727801907,10000000,10000,0.75,0.25,0.55
0.06768515165758017,100000000,10000,0.75,0.25,0.55
3.0947979306437645e-10,1,100000,0.75,0.25,0.55
3.0947365548060097e-9,10,100000,0.75,0.25,0.55
3.094131263127895e-8,100,100000,0.75,0.25,0.55
3.088618574628024e-7,1000,100000,0.75,0.25,0.55
3.0500499821680063e-6,10000,100000,0.75,0.25,0.55
2.8760091697564502e-5,100000,100000,0.75,0.25,0.55
2.4015546117570513e-4,1000000,100000,0.75,0.25,0.55
0.0016364595879876,10000000,100000,0.75,0.25,0.55
0.008671666722736176,100000000,100000,0.75,0.25,0.55
1.5194868635092046e-11,1,1000000,0.75,0.25,0.55
1.5194815430795617e-10,10,1000000,0.75,0.25,0.55
1.5194285941480367e-9,100,1000000,0.75,0.25,0.55
1.5189188778119635e-8,1000,1000000,0.75,0.25,0.55
1.5146815583702432e-7,10000,1000000,0.75,0.25,0.55
1.4897294989903166e-6,100000,1000000,0.75,0.25,0.55
1.3956446039830337e-5,1000000,1000000,0.75,0.25,0.55
1.1639397812910403e-4,10000000,1000000,0.75,0.25,0.55
7.999923759084867e-4,100000000,1000000,0.75,0.25,0.55
8.218696495216691e-13,1,10000000,0.75,0.25,0.55
8.218691250669529e-12,10,10000000,0.75,0.25,0.55
8.218638904972607e-11,100,10000000,0.75,0.25,0.55
8.218124286090848e-10,1000,10000000,0.75,0.25,0.55
8.213438692518768e-9,10000,10000000,0.75,0.25,0.55
8.178479533723169e-8,100000,10000000,0.75,0.25,0.55
7.994148566577934e-7,1000000,10000000,0.75,0.25,0.55
7.391939613253302e-6,10000000,10000000,0.75,0.25,0.55
6.155288235850887e-5,100000000,10000000,0.75,0.25,0.55
4.887624187522762e-14,1,100000000,0.75,0.25,0.55
4.887623574587217e-13,10,100000000,0.75,0.25,0.55
4.887617425101512e-12,100,100000000,0.75,0.25,0.55
4.88755628944785e-11,1000,100000000,0.75,0.25,0.55
4.886969183190883e-10,10000,100000000,0.75,0.25,0.55
4.882069763329263e-9,100000,100000000,0.75,0.25,0.55
4.852350461852133e-8,1000000,100000000,0.75,0.25,0.55
4.730043740282164e-7,10000000,100000000,0.75,0.25,0.55
4.3602673436200775e-6,100000000,100000000,0.75,0.25,0.55
0.09575535212224344,1,1,0.75,0.30000000000000004,0.55
0.3564887097490261,10,1,0.75,0.30000000000000004,0.55
0.6557520835527207,100,1,0.75,0.30000000000000004,0.55
0.8479448025313004,1000,1,0.75,0.30000000000000004,0.55
0.9411008529266867,10000,1,0.75,0.30000000000000004,0.55
0.9793395856983255,100000,1,0.75,0.30000000000000004,0.55
0.9933077727652411,1000000,1,0.75,0.30000000000000004,0.55
0.9979719610138144,10000000,1,0.75,0.30000000000000004,0.55
0.9994196630244816,100000000,1,0.75,0.30000000000000004,0.55
0.0017588727945904118,1,10,0.75,0.30000000000000004,0.55
0.01587667051470747,10,10,0.75,0.30000000000000004,0.55
0.098369257083394,100,10,0.75,0.30000000000000004,0.55
0.3239930876299248,1000,10,0.75,0.30000000000000004,0.55
0.6163223214010219,10000,10,0.75,0.30000000000000004,0.55
0.831301572892159,100000,10,0.75,0.30000000000000004,0.55
0.9386624335912377,1000000,10,0.75,0.30000000000000004,0.55
0.9804081294140116,10000000,10,0.75,0.30000000000000004,0.55
0.9942703594815528,100000000,10,0.75,0.30000000000000004,0.55
3.737699869709999e-5,1,100,0.75,0.30000000000000004,0.55
3.7118074240689056e-4,10,100,0.75,0.30000000000000004,0.55
0.003508343534427917,100,100,0.75,0.30000000000000004,0.55
0.02662923960517978,1000,100,0.75,0.30000000000000004,0.55
0.12796930466521697,10000,100,0.75,0.30000000000000004,0.55
0.3596763899816869,100000,100,0.75,0.30000000000000004,0.55
0.6436830130278353,1000000,100,0.75,0.30000000000000004,0.55
0.8493668135971323,10000000,100,0.75,0.30000000000000004,0.55
0.9487283746597327,100000000,100,0.75,0.30000000000000004,0.55
1.223737493333148e-6,1,1000,0.75,0.30000000000000004,0.55
1.2229700653759413e-5,10,1000,0.75,0.30000000000000004,0.55
1.2157071196611729e-4,100,1000,0.75,0.30000000000000004,0.55
0.0011620979149216178,1000,1000,0.75,0.30000000000000004,0.55
0.009440899725765832,10000,1000,0.75,0.30000000000000004,0.55
0.05400434374845596,100000,1000,0.75,0.30000000000000004,0.55
0.19482754749840092,1000000,1000,0.75,0.30000000000000004,0.55
0.4474444498203666,10000000,1000,0.75,0.30000000000000004,0.55
0.7127011479946539,100000000,1000,0.75,0.30000000000000004,0.55
5.19858403756533e-8,1,10000,0.75,0.30000000000000004,0.55
5.198221649797589e-7,10,10000,0.75,0.30000000000000004,0.55
5.194645184524445e-6,100,10000,0.75,0.30000000000000004,0.55
5.162158186465773e-5,1000,10000,0.75,0.30000000000000004,0.55
4.944788394623173e-4,10000,10000,0.75,0.30000000000000004,0.55
0.0041212462315531545,100000,10000,0.75,0.30000000000000004,0.55
0.025711184686323618,1000000,10000,0.75,0.30000000000000004,0.55
0.10784975119637374,10000000,10000,0.75,0.30000000000000004,0.55
0.29699224707007005,100000000,10000,0.75,0.30000000000000004,0.55
2.5986030418022657e-9,1,100000,0.75,0.30000000000000004,0.55
2.598580248583609e-8,10,100000,0.75,0.30000000000000004,0.55
2.5983530636883853e-7,100,100000,0.75,0.30000000000000004,0.55
2.5961448081493335e-6,1000,100000,0.75,0.30000000000000004,0.55
2.5773454764752855e-5,10000,100000,0.75,0.30000000000000004,0.55
2.464069947737599e-4,100000,100000,0.75,0.30000000000000004,0.55
0.0020727314517111016,1000000,100000,0.75,0.30000000000000004,0.55
0.013597609823146969,10000000,100000,0.75,0.30000000000000004,0.55
0.06270282452993046,100000000,100000,0.75,0.30000000000000004,0.55
1.4563954136050176e-10,1,1000000,0.75,0.30000000000000004,0.55
1.4563936718909338e-9,10,1000000,0.75,0.30000000000000004,0.55
1.456376264262288e-8,100,1000000,0.75,0.30000000000000004,0.55
1.4562035558865451e-7,1000,1000000,0.75,0.30000000000000004,0.55
1.454573557795474e-6,10000,1000000,0.75,0.30000000000000004,0.55
1.441953192814826e-5,100000,1000000,0.75,0.30000000000000004,0.55
1.3746353587781545e-4,1000000,1000000,0.75,0.30000000000000004,0.55
0.0011564248812224317,10000000,1000000,0.75,0.30000000000000004,0.55
0.007747349466119549,100000000,1000000,0.75,0.30000000000000004,0.55
8.911237659753571e-12,1,10000000,0.75,0.30000000000000004,0.55
8.911236104549976e-11,10,10000000,0.75,0.30000000000000004,0.55
8.911220501444564e-10,100,10000000,0.75,0.30000000000000004,0.55
8.911064814745529e-9,1000,10000000,0.75,0.30000000000000004,0.55
8.909534734632174e-8,10000,10000000,0.75,0.30000000000000004,0.55
8.895613301126904e-7,100000,10000000,0.75,0.30000000000000004,0.55
8.796529353469025e-6,1000000,10000000,0.75,0.30000000000000004,0.55
8.353391144255414e-5,10000000,10000000,0.75,0.30000000000000004,0.55
7.106531047658061e-4,100000000,10000000,0.75,0.30000000000000004,0.55
5.798300399882148e-13,1,100000000,0.75,0.30000000000000004,0.55
5.798300253995348e-12,10,100000000,0.75,0.30000000000000004,0.55
5.798298762748585e-11,100,100000000,0.75,0.30000000000000004,0.55
5.798283868705625e-10,1000,100000000,0.75,0.30000000000000004,0.55
5.7981357523640444e-9,10000,100000000,0.75,0.30000000000000004,0.55
5.7967147936843834e-8,100000,100000000,0.75,0.30000000000000004,0.55
5.78497541690161e-7,1000000,100000000,0.75,0.30000000000000004,0.55
5.711244205990567e-6,10000000,100000000,0.75,0.30000000000000004,0.55
5.3749747109275524e-5,100000000,100000000,0.75,0.30000000000000004,0.55
0.15195679221027772,1,1,0.75,0.35000000000000003,0.55
0.5006120347163556,10,1,0.75,0.35000000000000003,0.55
0.7983416734570512,100,1,0.75,0.35000000000000003,0.55
0.9341192177423502,1000,1,0.75,0.35000000000000003,0.55
0.981102720574502,10000,1,0.75,0.35000000000000003,0.55
0.9950607851588466,100000,1,0.75,0.35000000000000003,0.55
0.9987991153914402,1000000,1,0.75,0.35000000000000003,0.55
0.999724819756939,10000000,1,0.75,0.35000000000000003,0.55
0.999940035547152,100000000,1,0.75,0.35000000000000003,0.55
0.004950798046198044,1,10,0.75,0.35000000000000003,0.55
0.04325666129387778,10,10,0.75,0.35000000000000003,0.55
0.23079781922552978,100,10,0.75,0.35000000000000003,0.55
0.5769501573379638,1000,10,0.75,0.35000000000000003,0.55
0.840764567133528,10000,10,0.75,0.35000000000000003,0.55
0.9534047913820929,100000,10,0.75,0.35000000000000003,0.55
0.9882060132821333,1000000,10,0.75,0.35000000000000003,0.55
0.9972624791579641,10000000,10,0.75,0.35000000000000003,0.55
0.9994012042573635,100000000,10,0.75,0.35000000000000003,0.55
1.527499052772289e-4,1,100,0.75,0.35000000000000003,0.55
0.001514336641502165,10,100,0.75,0.35000000000000003,0.55
0.014076344627188653,100,100,0.75,0.35000000000000003,0.55
0.0965700648382866,1000,100,0.75,0.35000000000000003,0.55
0.3554147412072838,10000,100,0.75,0.35000000000000003,0.55
0.692517033100759,100000,100,0.75,0.35000000000000003,0.55
0.8989798071787634,1000000,100,0.75,0.35000000000000003,0.55
0.9739342458436352,10000000,100,0.75,0.35000000000000003,0.55
0.9940945619024303,100000000,100,0.75,0.35000000000000003,0.55
6.422104304415905e-6,1,1000,0.75,0.35000000000000003,0.55
6.417782045745053e-5,10,1000,0.75,0.35000000000000003,0.55
6.375974168720072e-4,100,1000,0.75,0.35000000000000003,0.55
0.00604241005551413,1000,1000,0.75,0.35000000000000003,0.55
0.04588417762669902,10000,1000,0.75,0.35000000000000003,0.55
0.21156676267093283,100000,1000,0.75,0.35000000000000003,0.55
0.5300223093738481,1000000,1000,0.75,0.35000000000000003,0.55
0.8138630457071228,10000000,1000,0.75,0.35000000000000003,0.55
0.947509168385887,100000000,1000,0.75,0.35000000000000003,0.55
3.3014885221836075e-7,1,10000,0.75,0.35000000000000003,0.55
3.3012805279344487e-6,10,10000,0.75,0.35000000000000003,0.55
3.2992119095168974e-5,100,10000,0.75,0.35000000000000003,0.55
3.2794828351937546e-4,1000,10000,0.75,0.35000000000000003,0.55
0.0031287380520659425,10000,10000,0.75,0.35000000000000003,0.55
0.024868170416008046,100000,10000,0.75,0.35000000000000003,0.55
0.13037633532867,1000000,10000,0.75,0.35000000000000003,0.55
0.39216258953315,10000000,10000,0.75,0.35000000000000003,0.55
0.708688300717863,100000000,10000,0.75,0.35000000000000003,0.55
1.9302611954309074e-8,1,100000,0.75,0.35000000000000003,0.55
1.9302484056999475e-7,10,100000,0.75,0.35000000000000003,0.55
1.930120628930283e-6,100,100000,0.75,0.35000000000000003,0.55
1.9288543823769405e-5,1000,100000,0.75,0.35000000000000003,0.55
1.9170431643862775e-4,10000,100000,0.75,0.35000000000000003,0.55
0.0018318603898755843,100000,100000,0.75,0.35000000000000003,0.55
0.014918532641080264,1000000,100000,0.75,0.35000000000000003,0.55
0.08442234217243824,10000000,100000,0.75,0.35000000000000003,0.55
0.28852874245580934,100000000,100000,0.75,0.35000000000000003,0.55
1.2347376622786048e-9,1,1000000,0.75,0.35000000000000003,0.55
1.2347367390584614e-8,10,1000000,0.75,0.35000000000000003,0.55
1.234727504867331e-7,100,1000000,0.75,0.35000000000000003,0.55
1.2346353263506016e-6,1000,1000000,0.75,0.35000000000000003,0.55
1.2337280863482142e-5,10000,1000000,0.75,0.35000000000000003,0.55
1.2255541213025068e-4,100000,1000000,0.75,0.35000000000000003,0.55
0.0011699788920015337,1000000,1000000,0.75,0.35000000000000003,0.55
0.009603404790145658,10000000,1000000,0.75,0.35000000000000003,0.55
0.0576735784426095,100000000,1000000,0.75,0.35000000000000003,0.55
8.498268185342273e-11,1,10000000,0.75,0.35000000000000003,0.55
8.498267431731082e-10,10,10000000,0.75,0.35000000000000003,0.55
8.49825986574774e-9,100,10000000,0.75,0.35000000000000003,0.55
8.498184226171127e-8,1000,10000000,0.75,0.35000000000000003,0.55
8.497430221429177e-7,10000,10000000,0.75,0.35000000000000003,0.55
8.490084725765361e-6,100000,10000000,0.75,0.35000000000000003,0.55
8.427265160925406e-5,1000000,10000000,0.75,0.35000000000000003,0.55
8.050936089480331e-4,10000000,10000000,0.75,0.35000000000000003,0.55
0.006631634110206504,100000000,10000000,0.75,0.35000000000000003,0.55
6.1245501818359986e-12,1,100000000,0.75,0.35000000000000003,0.55
6.124550117230012e-11,10,100000000,0.75,0.35000000000000003,0.55
6.124549439478571e-10,100,100000000,0.75,0.35000000000000003,0.55
6.1245426391271104e-9,1000,100000000,0.75,0.35000000000000003,0.55
6.12447471870896e-8,10000,100000000,0.75,0.35000000000000003,0.55
6.123799774840408e-7,100000,100000000,0.75,0.35000000000000003,0.55
6.1173505419308165e-6,1000000,100000000,0.75,0.35000000000000003,0.55
6.063622136757817e-5,10000000,100000000,0.75,0.35000000000000003,0.55
5.742188644301733e-4,100000000,100000000,0.75,0.35000000000000003,0.55
0.22655174865760125,1,1,0.75,0.4,0.55
0.6442019139586989,10,1,0.75,0.4,0.55
0.8965976330412851,100,1,0.75,0.4,0.55
0.9756560846739282,1000,1,0.75,0.4,0.55
0.9948891215630762,10000,1,0.75,0.4,0.55
0.9990072055887224,100000,1,0.75,0.4,0.55
0.9998181701181653,1000000,1,0.75,0.4,0.55
0.9999682406141985,10000000,1,0.75,0.4,0.55
0.9999946696198964,100000000,1,0.75,0.4,0.55
0.012522648815994991,1,10,0.75,0.4,0.55
0.10294368213061891,10,10,0.75,0.4,0.55
0.4364097494136033,100,10,0.75,0.4,0.55
0.7996462380839406,1000,10,0.75,0.4,0.55
0.9514705425703489,10000,10,0.75,0.4,0.55
0.9901933854183231,100000,10,0.75,0.4,0.55
0.9981866262750098,1000000,10,0.75,0.4,0.55
0.999682586176666,10000000,10,0.75,0.4,0.55
0.9999467022487201,100000000,10,0.75,0.4,0.55
5.556208018961832e-4,1,100,0.75,0.4,0.55
0.005480994990873417,10,100,0.75,0.4,0.55
0.04881469872083178,100,100,0.75,0.4,0.55
0.27249564863142733,1000,100,0.75,0.4,0.55
0.6719351233425197,10000,100,0.75,0.4,0.55
0.9122979602130981,100000,100,0.75,0.4,0.55
0.9823384379651625,1000000,100,0.75,0.4,0.55
0.9968436832751209,10000000,100,0.75,0.4,0.55
0.9994676260764427,100000000,100,0.75,0.4,0.55
