p,q,n,method,eMaxHammingScore
0.8,0.6000000000000001,100,gpb,44.84353114525483
0.8,0.6000000000000001,1000,gpb,47.52257928246955
0.8,0.6000000000000001,10000,gpb,49.689885584363125
0.9,0.6000000000000001,1,gpb,36.540000000000006
0.9,0.6000000000000001,5,gpb,41.02919811348639
0.9,0.6000000000000001,10,gpb,42.45672188367119
0.9,0.6000000000000001,100,gpb,46.06454806118237
0.9,0.6000000000000001,1000,gpb,48.71205535340707
0.9,0.6000000000000001,10000,gpb,50.84532943032722
1,0.6000000000000001,1,gpb,37.80000000000001
1,0.6000000000000001,5,gpb,42.28373795672222
1,0.6000000000000001,10,gpb,43.70485452975755
1,0.6000000000000001,100,gpb,47.28496159027693
1,0.6000000000000001,1000,gpb,49.89989010616051
1,0.6000000000000001,10000,gpb,51.99771826940656
0.5,0.7000000000000001,1,gpb,31.499999999999996
0.5,0.7000000000000001,5,gpb,35.71749470422619
0.5,0.7000000000000001,10,gpb,37.07711799930931
0.5,0.7000000000000001,100,gpb,40.56240449507852
0.5,0.7000000000000001,1000,gpb,43.17333541208032
0.5,0.7000000000000001,10000,gpb,45.31775927163591
0.6,0.7000000000000001,1,gpb,34.019999999999996
0.6,0.7000000000000001,5,gpb,38.22666011187693
0.6,0.7000000000000001,10,gpb,39.57385948518329
0.6,0.7000000000000001,100,gpb,43.007589410454315
0.6,0.7000000000000001,1000,gpb,45.56116628468547
0.6,0.7000000000000001,10000,gpb,47.64600906444249
0.7,0.7000000000000001,1,gpb,36.540000000000006
0.7,0.7000000000000001,5,gpb,40.735761567820035
0.7,0.7000000000000001,10,gpb,42.07029738919998
0.7,0.7000000000000001,100,gpb,45.45041679655597
0.7,0.7000000000000001,1000,gpb,47.94301603221635
0.7,0.7000000000000001,10000,gpb,49.963429279735
0.8,0.7000000000000001,1,gpb,39.06
0.8,0.7000000000000001,5,gpb,43.244799265755
0.8,0.7000000000000001,10,gpb,44.56642404235817
0.8,0.7000000000000001,100,gpb,47.890673464832
0.8,0.7000000000000001,1000,gpb,50.318047293757715
0.8,0.7000000000000001,10000,gpb,52.26805459829503
0.9,0.7000000000000001,1,gpb,41.580000000000005
0.9,0.7000000000000001,5,gpb,45.75377346653892
0.9,0.7000000000000001,10,gpb,47.06223177920586
0.9,0.7000000000000001,100,gpb,50.32811496592402
0.9,0.7000000000000001,1000,gpb,52.68521089602601
0.9,0.7000000000000001,10000,gpb,54.55723841023271
1,0.7000000000000001,1,gpb,44.1
1,0.7000000000000001,5,gpb,48.26268449869592
1,0.7000000000000001,10,gpb,49.55771297756975
1,0.7000000000000001,100,gpb,52.76245988989553
1,0.7000000000000001,1000,gpb,55.043198233849296
1,0.7000000000000001,10000,gpb,56.82734304165896
0.5,0.8,1,gpb,31.499999999999993
0.5,0.8,5,gpb,35.176835969276574
0.5,0.8,10,gpb,36.36549782762006
0.5,0.8,100,gpb,39.432562155409684
0.5,0.8,1000,gpb,41.75666201694064
0.5,0.8,10000,gpb,43.68704440045565
0.6,0.8,1,gpb,35.28
0.6,0.8,5,gpb,38.94048758172008
0.6,0.8,10,gpb,40.11039934665396
0.6,0.8,100,gpb,43.100669895763794
0.6,0.8,1000,gpb,45.34161715245931
0.6,0.8,10000,gpb,47.18795464880851
0.7,0.8,1,gpb,39.06000000000001
0.7,0.8,5,gpb,42.70397215229978
0.7,0.8,10,gpb,43.854495668133865
0.7,0.8,100,gpb,46.762555150739516
0.7,0.8,1000,gpb,48.91128890591129
0.7,0.8,10000,gpb,50.662237766864244
0.8,0.8,1,gpb,42.84
0.8,0.8,5,gpb,46.467290880743946
0.8,0.8,10,gpb,47.59775164209517
0.8,0.8,100,gpb,50.41717465714419
0.8,0.8,1000,gpb,52.46169146795378
0.8,0.8,10000,gpb,54.101019883558045
0.9,0.8,1,gpb,46.620000000000005
0.9,0.8,5,gpb,50.230445508315704
0.9,0.8,10,gpb,51.34013256653816
0.9,0.8,100,gpb,54.06319077624709
0.9,0.8,1000,gpb,55.9867711216484
0.9,0.8,10000,gpb,57.4889514011725
1,0.8,1,gpb,50.4
1,0.8,5,gpb,53.9934383105802
1,0.8,10,gpb,55.08160480184959
1,0.8,100,gpb,57.698867840774795
1,0.8,1000,gpb,59.477079343416776
1,0.8,10000,gpb,60.791917854556026
0.5,0.9,1,gpb,31.499999999999993
0.5,0.9,5,gpb,34.24656138263704
0.5,0.9,10,gpb,35.14286732129043
0.5,0.9,100,gpb,37.502050088153666
0.5,0.9,1000,gpb,39.3439015270542
0.5,0.9,10000,gpb,40.91202491270641
0.6,0.9,1,gpb,36.540000000000006
0.6,0.9,5,gpb,39.264391034208124
0.6,0.9,10,gpb,40.135443168792854
0.6,0.9,100,gpb,42.396543798243826
0.6,0.9,1000,gpb,44.14041594290866
0.6,0.9,10000,gpb,45.615293797085805
0.7,0.9,1,gpb,41.58
0.7,0.9,5,gpb,44.28180535028864
0.7,0.9,10,gpb,45.12596815074369
0.7,0.9,100,gpb,47.27651172609782
0.7,0.9,1000,gpb,48.90564835771438
0.7,0.9,10000,gpb,50.26970573174969
0.8,0.9,1,gpb,46.620000000000005
0.8,0.9,5,gpb,49.298812904221684
0.8,0.9,10,gpb,50.114276552440415
0.8,0.9,100,gpb,52.137014611145226
0.8,0.9,1000,gpb,53.62464776042188
0.8,0.9,10000,gpb,54.8483672059575
0.9,0.9,1,gpb,51.660000000000004
0.9,0.9,5,gpb,54.31542692307552
0.9,0.9,10,gpb,55.100215041543436
0.9,0.9,100,gpb,56.96983804932813
0.9,0.9,1000,gpb,58.264035203966415
0.9,0.9,10000,gpb,59.28280275453925
1,0.9,1,gpb,56.7
1,0.9,5,gpb,59.33166469117411
1,0.9,10,gpb,60.08365306645299
1,0.9,100,gpb,61.76055433426168
1,0.9,1000,gpb,62.730390524810105
1,0.9,10000,gpb,62.999997972674976
0.5,1,1,gpb,31.499999999999996
0.5,1,5,gpb,31.499999999999996
0.5,1,10,gpb,31.499999999999996
0.5,1,100,gpb,31.499999999999996
0.5,1,1000,gpb,31.499999999999996
0.5,1,10000,gpb,31.499999999999996
0.6,1,1,gpb,37.8
0.6,1,5,gpb,37.8
0.6,1,10,gpb,37.8
0.6,1,100,gpb,37.8
0.6,1,1000,gpb,37.8
0.6,1,10000,gpb,37.8
0.7,1,1,gpb,44.10000000000001
0.7,1,5,gpb,44.10000000000001
0.7,1,10,gpb,44.10000000000001
0.7,1,100,gpb,44.10000000000001
0.7,1,1000,gpb,44.10000000000001
0.7,1,10000,gpb,44.10000000000001
0.8,1,1,gpb,50.39999999999999
0.8,1,5,gpb,50.39999999999999
0.8,1,10,gpb,50.39999999999999
0.8,1,100,gpb,50.39999999999999
0.8,1,1000,gpb,50.39999999999999
0.8,1,10000,gpb,50.39999999999999
0.9,1,1,gpb,56.7
0.9,1,5,gpb,56.7
0.9,1,10,gpb,56.7
0.9,1,100,gpb,56.7
0.9,1,1000,gpb,56.7
0.9,1,10000,gpb,56.7
1,1,1,gpb,63
1,1,5,gpb,63
1,1,10,gpb,63
1,1,100,gpb,63
1,1,1000,gpb,63
1,1,10000,gpb,63
0.5,0,1,combinatorics,31.49999999999999
0.5,0,5,combinatorics,31.49999999999999
0.5,0,10,combinatorics,31.49999999999999
0.5,0,100,combinatorics,31.49999999999999
0.5,0,1000,combinatorics,31.49999999999999
0.5,0,10000,combinatorics,31.49999999999999
0.6,0,1,combinatorics,25.200000000000014
0.6,0,5,combinatorics,25.200000000000014
0.6,0,10,combinatorics,25.200000000000014
0.6,0,100,combinatorics,25.200000000000014
0.6,0,1000,combinatorics,25.200000000000014
0.6,0,10000,combinatorics,25.200000000000014
0.7,0,1,combinatorics,18.900000000000002
0.7,0,5,combinatorics,18.900000000000002
0.7,0,10,combinatorics,18.900000000000002
0.7,0,100,combinatorics,18.900000000000002
0.7,0,1000,combinatorics,18.900000000000002
0.7,0,10000,combinatorics,18.900000000000002
0.8,0,1,combinatorics,12.59999999999999
0.8,0,5,combinatorics,12.59999999999999
0.8,0,10,combinatorics,12.59999999999999
0.8,0,100,combinatorics,12.59999999999999
0.8,0,1000,combinatorics,12.59999999999999
0.8,0,10000,combinatorics,12.59999999999999
0.9,0,1,combinatorics,6.300000000000008
0.9,0,5,combinatorics,6.300000000000008
0.9,0,10,combinatorics,6.300000000000008
0.9,0,100,combinatorics,6.300000000000008
0.9,0,1000,combinatorics,6.300000000000008
0.9,0,10000,combinatorics,6.300000000000008
1,0,1,combinatorics,0
1,0,5,combinatorics,0
1,0,10,combinatorics,0
1,0,100,combinatorics,0
1,0,1000,combinatorics,0
1,0,10000,combinatorics,0
0.5,0.1,1,combinatorics,31.5
0.5,0.1,5,combinatorics,34.24656138263707
0.5,0.1,10,combinatorics,35.14286732129054
0.5,0.1,100,combinatorics,37.50205008815438
0.5,0.1,1000,combinatorics,39.34390152706075
0.5,0.1,10000,combinatorics,40.912024912766896
0.6,0.1,1,combinatorics,26.460000000000008
0.6,0.1,5,combinatorics,29.228312674780042
0.6,0.1,10,combinatorics,30.148407518407943
0.6,0.1,100,combinatorics,32.596200908494296
0.6,0.1,1000,combinatorics,34.52437507766817
0.6,0.1,10000,combinatorics,36.17386407431063
0.7,0.1,1,combinatorics,21.420000000000023
0.7,0.1,5,combinatorics,24.209645769753728
0.7,0.1,10,combinatorics,25.152223064034743
0.7,0.1,100,combinatorics,27.681162271895886
0.7,0.1,1000,combinatorics,29.686993540393743
0.7,0.1,10000,combinatorics,31.409182506898325
0.8,0.1,1,combinatorics,16.38
0.8,0.1,5,combinatorics,19.190565449836186
0.8,0.1,10,combinatorics,20.15446071929852
0.8,0.1,100,combinatorics,22.758489404584882
0.8,0.1,1000,combinatorics,24.835234241422643
0.8,0.1,10000,combinatorics,26.62347082862254
0.9,0.1,1,combinatorics,11.33999999999999
0.9,0.1,5,combinatorics,14.171079577623923
0.9,0.1,10,combinatorics,15.155252952529198
0.9,0.1,100,combinatorics,17.829343240305228
0.9,0.1,1000,combinatorics,19.97157613308525
0.9,0.1,10000,combinatorics,21.82056330173812
1,0.1,1,combinatorics,6.299999999999997
1,0.1,5,combinatorics,9.151198252153591
1,0.1,10,combinatorics,10.154718073047206
1,0.1,100,combinatorics,12.894614499182673
1,0.1,1000,combinatorics,15.097928295276155
1,0.1,10000,combinatorics,17.003332765040213
0.5,0.2,1,combinatorics,31.499999999999996
0.5,0.2,5,combinatorics,35.176835969276574
0.5,0.2,10,combinatorics,36.36549782762007
0.5,0.2,100,combinatorics,39.43256215540975
0.5,0.2,1000,combinatorics,41.75666201694107
0.5,0.2,10000,combinatorics,43.68704440045944
0.6,0.2,1,combinatorics,27.720000000000002
0.6,0.2,5,combinatorics,31.413016650191036
0.6,0.2,10,combinatorics,32.619826145831624
0.6,0.2,100,combinatorics,35.759057144473125
0.6,0.2,1000,combinatorics,38.1592009852141
0.6,0.2,10000,combinatorics,40.16518393860673
0.7,0.2,1,combinatorics,23.939999999999998
0.7,0.2,5,combinatorics,27.649029474806945
0.7,0.2,10,combinatorics,28.873418742175133
0.7,0.2,100,combinatorics,32.08081744388492
0.7,0.2,1000,combinatorics,34.551258531578966
0.7,0.2,10000,combinatorics,36.62626928518823
0.8,0.2,1,combinatorics,20.16
0.8,0.2,5,combinatorics,23.88487477725828
0.8,0.2,10,combinatorics,25.126309086837274
0.8,0.2,100,combinatorics,28.398382885894556
0.8,0.2,1000,combinatorics,30.934363885616264
0.8,0.2,10000,combinatorics,33.07311451932818
0.9,0.2,1,combinatorics,16.37999999999999
0.9,0.2,5,combinatorics,20.120553335238423
0.9,0.2,10,combinatorics,21.378529406401295
0.9,0.2,100,combinatorics,24.712199338185865
0.9,0.2,1000,combinatorics,27.309705834817237
0.9,0.2,10000,combinatorics,29.50783262598434
1,0.2,1,combinatorics,12.600000000000001
1,0.2,5,combinatorics,16.35606632387821
1,0.2,10,combinatorics,17.630110505140344
1,0.2,100,combinatorics,21.022639730874822
1,0.2,1000,combinatorics,23.678231702024426
1,0.2,10000,combinatorics,25.932090219531617
0.5,0.30000000000000004,1,combinatorics,31.49999999999999
0.5,0.30000000000000004,5,combinatorics,35.71749470422621
0.5,0.30000000000000004,10,combinatorics,37.07711799930937
0.5,0.30000000000000004,100,combinatorics,40.56240449507916
0.5,0.30000000000000004,1000,combinatorics,43.17333541208589
0.5,0.30000000000000004,10000,combinatorics,45.317759271685475
0.6,0.30000000000000004,1,combinatorics,28.980000000000018
0.6,0.30000000000000004,5,combinatorics,33.20826521727474
0.6,0.30000000000000004,10,combinatorics,34.58008056749606
0.6,0.30000000000000004,100,combinatorics,38.11504881080718
0.6,0.30000000000000004,1000,combinatorics,40.78020323731831
0.6,0.30000000000000004,10000,combinatorics,42.9801857230047
0.7,0.30000000000000004,1,combinatorics,26.46000000000003
0.7,0.30000000000000004,5,combinatorics,30.698971587973546
0.7,0.30000000000000004,10,combinatorics,32.0827547595961
0.7,0.30000000000000004,100,combinatorics,35.66568672506005
0.7,0.30000000000000004,1000,combinatorics,38.38233010105303
0.7,0.30000000000000004,10000,combinatorics,40.634472288983744
0.8,0.30000000000000004,1,combinatorics,23.94000000000001
0.8,0.30000000000000004,5,combinatorics,28.189613815788334
0.8,0.30000000000000004,10,combinatorics,29.585148050412336
0.8,0.30000000000000004,100,combinatorics,33.214463571561375
0.8,0.30000000000000004,1000,combinatorics,35.98018408104205
0.8,0.30000000000000004,10000,combinatorics,38.28156988561095
0.9,0.30000000000000004,1,combinatorics,21.42000000000001
0.9,0.30000000000000004,5,combinatorics,25.680191960258732
0.9,0.30000000000000004,10,combinatorics,27.087267794857283
0.9,0.30000000000000004,100,combinatorics,30.76150844432214
0.9,0.30000000000000004,1000,combinatorics,33.5741608364508
0.9,0.30000000000000004,10000,combinatorics,35.922256209373664
1,0.30000000000000004,1,combinatorics,18.900000000000013
1,0.30000000000000004,5,combinatorics,23.170706138209283
1,0.30000000000000004,10,combinatorics,24.589121207224643
1,0.30000000000000004,100,combinatorics,28.306936528613974
1,0.30000000000000004,1000,combinatorics,31.164595865976793
1,0.30000000000000004,10000,combinatorics,33.5571625935705
0.5,0.4,1,combinatorics,31.5
0.5,0.4,5,combinatorics,36.01089026150932
0.5,0.4,10,combinatorics,37.46347707610391
0.5,0.4,100,combinatorics,41.17709484561664
0.5,0.4,1000,combinatorics,43.94529792123261
0.5,0.4,10000,combinatorics,46.20702172148781
0.6,0.4,1,combinatorics,30.240000000000013
0.6,0.4,5,combinatorics,34.756276093100794
0.6,0.4,10,combinatorics,36.21499144845586
0.6,0.4,100,combinatorics,39.95389224546865
0.6,0.4,1000,combinatorics,42.750195610600976
0.6,0.4,10000,combinatorics,45.041202320618616
0.7,0.4,1,combinatorics,28.980000000000008
0.7,0.4,5,combinatorics,33.501647019762935
0.7,0.4,10,combinatorics,34.9664376946923
0.7,0.4,100,combinatorics,38.73019363376227
0.7,0.4,1000,combinatorics,41.553875226369854
0.7,0.4,10000,combinatorics,43.87321999252154
0.8,0.4,1,combinatorics,27.720000000000006
0.8,0.4,5,combinatorics,32.24700303575432
0.8,0.4,10,combinatorics,33.7178166309005
0.8,0.4,100,combinatorics,37.506016881109844
0.8,0.4,1000,combinatorics,40.35639927534585
0.8,0.4,10000,combinatorics,42.7032106241583
0.9,0.4,1,combinatorics,26.46000000000001
0.9,0.4,5,combinatorics,30.992344138482167
0.9,0.4,10,combinatorics,32.46912906864363
0.9,0.4,100,combinatorics,36.28137885584444
0.9,0.4,1000,combinatorics,39.157825100156494
0.9,0.4,10000,combinatorics,41.531296793295645
1,0.4,1,combinatorics,25.200000000000003
1,0.4,5,combinatorics,29.737670328449028
1,0.4,10,combinatorics,31.220375814344038
1,0.4,100,combinatorics,35.05629549394851
1,0.4,1000,combinatorics,37.95820520471925
1,0.4,10000,combinatorics,40.357609329600336
0.5,0.5,1,combinatorics,31.5
0.5,0.5,5,combinatorics,36.10453608816431
0.5,0.5,10,combinatorics,37.58681701694247
0.5,0.5,100,combinatorics,41.37348045447269
0.5,0.5,1000,combinatorics,44.192090925554034
0.5,0.5,10000,combinatorics,46.49138943909817
0.6,0.5,1,combinatorics,31.500000000000007
0.6,0.5,5,combinatorics,36.10453608816432
0.6,0.5,10,combinatorics,37.586817016942476
0.6,0.5,100,combinatorics,41.373480454472656
0.6,0.5,1000,combinatorics,44.19209092555344
0.6,0.5,10000,combinatorics,46.49138943909315
0.7,0.5,1,combinatorics,31.499999999999996
0.7,0.5,5,combinatorics,36.10453608816432
0.7,0.5,10,combinatorics,37.586817016942476
0.7,0.5,100,combinatorics,41.37348045447264
0.7,0.5,1000,combinatorics,44.19209092555336
0.7,0.5,10000,combinatorics,46.49138943909241
0.8,0.5,1,combinatorics,31.499999999999996
0.8,0.5,5,combinatorics,36.10453608816432
0.8,0.5,10,combinatorics,37.586817016942476
0.8,0.5,100,combinatorics,41.3734804544727
0.8,0.5,1000,combinatorics,44.192090925553785
0.8,0.5,10000,combinatorics,46.4913894390961
0.9,0.5,1,combinatorics,31.500000000000004
0.9,0.5,5,combinatorics,36.10453608816432
0.9,0.5,10,combinatorics,37.58681701694249
0.9,0.5,100,combinatorics,41.37348045447277
0.9,0.5,1000,combinatorics,44.19209092555443
0.9,0.5,10000,combinatorics,46.49138943910183
1,0.5,1,combinatorics,31.499999999999993
1,0.5,5,combinatorics,36.10453608816432
1,0.5,10,combinatorics,37.58681701694249
1,0.5,100,combinatorics,41.37348045447277
1,0.5,1000,combinatorics,44.19209092555443
1,0.5,10000,combinatorics,46.49138943910169
0.5,0.6000000000000001,1,combinatorics,31.500000000000004
0.5,0.6000000000000001,5,combinatorics,36.01089026150935
0.5,0.6000000000000001,10,combinatorics,37.46347707610395
0.5,0.6000000000000001,100,combinatorics,41.17709484561686
0.5,0.6000000000000001,1000,combinatorics,43.945297921234506
0.5,0.6000000000000001,10000,combinatorics,46.20702172150491
0.6,0.6000000000000001,1,combinatorics,32.76000000000002
0.6,0.6000000000000001,5,combinatorics,37.26548953392769
0.6,0.6000000000000001,10,combinatorics,38.711893757685985
0.6,0.6000000000000001,100,combinatorics,42.39978248312372
0.6,0.6000000000000001,1000,combinatorics,45.13911383130852
0.6,0.6000000000000001,10000,combinatorics,47.37052626608473
0.7,0.6000000000000001,1,combinatorics,34.02000000000002
0.7,0.6000000000000001,5,combinatorics,38.52007392253654
0.7,0.6000000000000001,10,combinatorics,39.96024067009256
0.7,0.6000000000000001,100,combinatorics,43.62193504130476
0.7,0.6000000000000001,1000,combinatorics,46.33156842305613
0.7,0.6000000000000001,10000,combinatorics,48.531545200519176
0.8,0.6000000000000001,1,combinatorics,35.28
0.8,0.6000000000000001,5,combinatorics,39.77464344279744
0.8,0.6000000000000001,10,combinatorics,41.208516987802554
0.8,0.6000000000000001,100,combinatorics,44.843531145255064
0.8,0.6000000000000001,1000,combinatorics,47.522579282471554
0.8,0.6000000000000001,10000,combinatorics,49.68988558438045
0.9,0.6000000000000001,1,combinatorics,36.540000000000006
0.9,0.6000000000000001,5,combinatorics,41.02919811348641
0.9,0.6000000000000001,10,combinatorics,42.456721883671236
0.9,0.6000000000000001,100,combinatorics,46.06454806118268
0.9,0.6000000000000001,1000,combinatorics,48.712055353409625
0.9,0.6000000000000001,10000,combinatorics,50.84532943034916
1,0.6000000000000001,1,combinatorics,37.80000000000001
1,0.6000000000000001,5,combinatorics,42.28373795672225
1,0.6000000000000001,10,combinatorics,43.7048545297576
1,0.6000000000000001,100,combinatorics,47.28496159027742
1,0.6000000000000001,1000,combinatorics,49.89989010616468
1,0.6000000000000001,10000,combinatorics,51.99771826944205
0.5,0.7000000000000001,1,combinatorics,31.5
0.5,0.7000000000000001,5,combinatorics,35.71749470422621
0.5,0.7000000000000001,10,combinatorics,37.07711799930935
0.5,0.7000000000000001,100,combinatorics,40.56240449507896
0.5,0.7000000000000001,1000,combinatorics,43.173335412084285
0.5,0.7000000000000001,10000,combinatorics,45.31775927167128
0.6,0.7000000000000001,1,combinatorics,34.02
0.6,0.7000000000000001,5,combinatorics,38.22666011187697
0.6,0.7000000000000001,10,combinatorics,39.57385948518335
0.6,0.7000000000000001,100,combinatorics,43.007589410454734
0.6,0.7000000000000001,1000,combinatorics,45.56116628468912
0.6,0.7000000000000001,10000,combinatorics,47.64600906447465
0.7,0.7000000000000001,1,combinatorics,36.540000000000006
0.7,0.7000000000000001,5,combinatorics,40.73576156782005
0.7,0.7000000000000001,10,combinatorics,42.07029738920001
0.7,0.7000000000000001,100,combinatorics,45.450416796556176
0.7,0.7000000000000001,1000,combinatorics,47.9430160322182
0.7,0.7000000000000001,10000,combinatorics,49.96342927975135
0.8,0.7000000000000001,1,combinatorics,39.06
0.8,0.7000000000000001,5,combinatorics,43.244799265755006
0.8,0.7000000000000001,10,combinatorics,44.56642404235818
0.8,0.7000000000000001,100,combinatorics,47.890673464832055
0.8,0.7000000000000001,1000,combinatorics,50.31804729375813
0.8,0.7000000000000001,10000,combinatorics,52.26805459829848
0.9,0.7000000000000001,1,combinatorics,41.580000000000005
0.9,0.7000000000000001,5,combinatorics,45.753773466538924
0.9,0.7000000000000001,10,combinatorics,47.062231779205874
0.9,0.7000000000000001,100,combinatorics,50.32811496592416
0.9,0.7000000000000001,1000,combinatorics,52.68521089602716
0.9,0.7000000000000001,10000,combinatorics,54.55723841024227
1,0.7000000000000001,1,combinatorics,44.10000000000001
1,0.7000000000000001,5,combinatorics,48.26268449869594
1,0.7000000000000001,10,combinatorics,49.55771297756978
1,0.7000000000000001,100,combinatorics,52.76245988989578
1,0.7000000000000001,1000,combinatorics,55.043198233851356
1,0.7000000000000001,10000,combinatorics,56.82734304167599
0.5,0.8,1,combinatorics,31.499999999999996
0.5,0.8,5,combinatorics,35.176835969276574
0.5,0.8,10,combinatorics,36.36549782762006
0.5,0.8,100,combinatorics,39.43256215540961
0.5,0.8,1000,combinatorics,41.75666201693997
0.5,0.8,10000,combinatorics,43.68704440044934
0.6,0.8,1,combinatorics,35.279999999999994
0.6,0.8,5,combinatorics,38.94048758172008
0.6,0.8,10,combinatorics,40.11039934665396
0.6,0.8,100,combinatorics,43.10066989576381
0.6,0.8,1000,combinatorics,45.34161715245932
0.6,0.8,10000,combinatorics,47.18795464880835
0.7,0.8,1,combinatorics,39.06000000000001
0.7,0.8,5,combinatorics,42.703972152299784
0.7,0.8,10,combinatorics,43.85449566813388
0.7,0.8,100,combinatorics,46.7625551507396
0.7,0.8,1000,combinatorics,48.91128890591201
0.7,0.8,10000,combinatorics,50.66223776687059
0.8,0.8,1,combinatorics,42.84
0.8,0.8,5,combinatorics,46.467290880743946
0.8,0.8,10,combinatorics,47.59775164209517
0.8,0.8,100,combinatorics,50.417174657144194
0.8,0.8,1000,combinatorics,52.46169146795386
0.8,0.8,10000,combinatorics,54.101019883558806
0.9,0.8,1,combinatorics,46.620000000000005
0.9,0.8,5,combinatorics,50.230445508315704
0.9,0.8,10,combinatorics,51.34013256653816
0.9,0.8,100,combinatorics,54.06319077624707
0.9,0.8,1000,combinatorics,55.98677112164822
0.9,0.8,10000,combinatorics,57.488951401170986
1,0.8,1,combinatorics,50.4
1,0.8,5,combinatorics,53.9934383105802
1,0.8,10,combinatorics,55.081604801849586
1,0.8,100,combinatorics,57.698867840774795
1,0.8,1000,combinatorics,59.477079343416776
1,0.8,10000,combinatorics,60.791917854556026
0.5,0.9,1,combinatorics,31.499999999999993
0.5,0.9,5,combinatorics,34.24656138263707
0.5,0.9,10,combinatorics,35.14286732129051
0.5,0.9,100,combinatorics,37.502050088154235
0.5,0.9,1000,combinatorics,39.34390152705948
0.5,0.9,10000,combinatorics,40.91202491275495
0.6,0.9,1,combinatorics,36.540000000000006
0.6,0.9,5,combinatorics,39.264391034208145
0.6,0.9,10,combinatorics,40.1354431687929
0.6,0.9,100,combinatorics,42.39654379824415
0.6,0.9,1000,combinatorics,44.140415942911716
0.6,0.9,10000,combinatorics,45.61529379711374
0.7,0.9,1,combinatorics,41.58000000000001
0.7,0.9,5,combinatorics,44.28180535028864
0.7,0.9,10,combinatorics,45.12596815074372
0.7,0.9,100,combinatorics,47.27651172609802
0.7,0.9,1000,combinatorics,48.905648357716125
0.7,0.9,10000,combinatorics,50.269705731765306
0.8,0.9,1,combinatorics,46.620000000000005
0.8,0.9,5,combinatorics,49.29881290422169
0.8,0.9,10,combinatorics,50.11427655244043
0.8,0.9,100,combinatorics,52.137014611145396
0.8,0.9,1000,combinatorics,53.62464776042334
0.8,0.9,10000,combinatorics,54.84836720597046
0.9,0.9,1,combinatorics,51.660000000000004
0.9,0.9,5,combinatorics,54.31542692307552
0.9,0.9,10,combinatorics,55.100215041543436
0.9,0.9,100,combinatorics,56.969838049328175
0.9,0.9,1000,combinatorics,58.264035203966756
0.9,0.9,10000,combinatorics,59.28280275454209
1,0.9,1,combinatorics,56.7
1,0.9,5,combinatorics,59.33166469117411
1,0.9,10,combinatorics,60.08365306645299
1,0.9,100,combinatorics,61.7605543342617
1,0.9,1000,combinatorics,62.73039052481025
1,0.9,10000,combinatorics,62.999997972676084
0.5,1,1,combinatorics,31.499999999999996
0.5,1,5,combinatorics,31.499999999999996
0.5,1,10,combinatorics,31.499999999999996
0.5,1,100,combinatorics,31.499999999999996
0.5,1,1000,combinatorics,31.499999999999996
0.5,1,10000,combinatorics,31.499999999999996
0.6,1,1,combinatorics,37.8
0.6,1,5,combinatorics,37.8
0.6,1,10,combinatorics,37.8
0.6,1,100,combinatorics,37.8
0.6,1,1000,combinatorics,37.8
0.6,1,10000,combinatorics,37.8
0.7,1,1,combinatorics,44.10000000000001
0.7,1,5,combinatorics,44.10000000000001
0.7,1,10,combinatorics,44.10000000000001
0.7,1,100,combinatorics,44.10000000000001
0.7,1,1000,combinatorics,44.10000000000001
0.7,1,10000,combinatorics,44.10000000000001
0.8,1,1,combinatorics,50.39999999999999
0.8,1,5,combinatorics,50.39999999999999
0.8,1,10,combinatorics,50.39999999999999
0.8,1,100,combinatorics,50.39999999999999
0.8,1,1000,combinatorics,50.39999999999999
0.8,1,10000,combinatorics,50.39999999999999
0.9,1,1,combinatorics,56.7
0.9,1,5,combinatorics,56.7
0.9,1,10,combinatorics,56.7
0.9,1,100,combinatorics,56.7
0.9,1,1000,combinatorics,56.7
0.9,1,10000,combinatorics,56.7
1,1,1,combinatorics,63
1,1,5,combinatorics,63
1,1,10,combinatorics,63
1,1,100,combinatorics,63
1,1,1000,combinatorics,63
1,1,10000,combinatorics,63
