wp,n,k,p,qE,qL,rE,rL,q_cutoff,r_cutoff,score_method
0.21708384633979128,1,10,0.75,0.8,0.6,0.5,0.5,1.5,1.5,ESPN
0.7860480574266742,10,10,0.75,0.8,0.6,0.5,0.5,1.5,1.5,ESPN
0.9867427253560646,100,10,0.75,0.8,0.6,0.5,0.5,1.5,1.5,ESPN
0.05121330511466127,1,100,0.75,0.8,0.6,0.5,0.5,1.5,1.5,ESPN
0.3666300349672855,10,100,0.75,0.8,0.6,0.5,0.5,1.5,1.5,ESPN
0.8923434389861205,100,100,0.75,0.8,0.6,0.5,0.5,1.5,1.5,ESPN
0.6766946873484471,1,1,0.75,0.9,0.6,0.5,0.5,1.5,1.5,ESPN
0.9742322884610076,10,1,0.75,0.9,0.6,0.5,0.5,1.5,1.5,ESPN
0.9989900924325036,100,1,0.75,0.9,0.6,0.5,0.5,1.5,1.5,ESPN
0.2368300424880082,1,10,0.75,0.9,0.6,0.5,0.5,1.5,1.5,ESPN
0.8137257556861126,10,10,0.75,0.9,0.6,0.5,0.5,1.5,1.5,ESPN
0.9901271501366572,100,10,0.75,0.9,0.6,0.5,0.5,1.5,1.5,ESPN
0.06103686038908248,1,100,0.75,0.9,0.6,0.5,0.5,1.5,1.5,ESPN
0.41628987473388984,10,100,0.75,0.9,0.6,0.5,0.5,1.5,1.5,ESPN
0.9177693128241712,100,100,0.75,0.9,0.6,0.5,0.5,1.5,1.5,ESPN
0.6940411797478175,1,1,0.75,1,0.6,0.5,0.5,1.5,1.5,ESPN
0.9780629987744074,10,1,0.75,1,0.6,0.5,0.5,1.5,1.5,ESPN
0.9992320883110924,100,1,0.75,1,0.6,0.5,0.5,1.5,1.5,ESPN
0.25728938121381684,1,10,0.75,1,0.6,0.5,0.5,1.5,1.5,ESPN
0.83820006977546,10,10,0.75,1,0.6,0.5,0.5,1.5,1.5,ESPN
0.9924765204559072,100,10,0.75,1,0.6,0.5,0.5,1.5,1.5,ESPN
0.07199820161289591,1,100,0.75,1,0.6,0.5,0.5,1.5,1.5,ESPN
0.4656445153943566,10,100,0.75,1,0.6,0.5,0.5,1.5,1.5,ESPN
0.9362633274042794,100,100,0.75,1,0.6,0.5,0.5,1.5,1.5,ESPN
0.6969175803199227,1,1,0.75,0.5,0.7,0.5,0.5,1.5,1.5,ESPN
0.9691918614277426,10,1,0.75,0.5,0.7,0.5,0.5,1.5,1.5,ESPN
0.9979565276575834,100,1,0.75,0.5,0.7,0.5,0.5,1.5,1.5,ESPN
0.2562308612524607,1,10,0.75,0.5,0.7,0.5,0.5,1.5,1.5,ESPN
0.793922568846705,10,10,0.75,0.5,0.7,0.5,0.5,1.5,1.5,ESPN
0.9806626148789384,100,10,0.75,0.5,0.7,0.5,0.5,1.5,1.5,ESPN
0.06408756013654451,1,100,0.75,0.5,0.7,0.5,0.5,1.5,1.5,ESPN
0.3991951066031767,10,100,0.75,0.5,0.7,0.5,0.5,1.5,1.5,ESPN
0.8639003130230709,100,100,0.75,0.5,0.7,0.5,0.5,1.5,1.5,ESPN
0.7137758723651318,1,1,0.75,0.6,0.7,0.5,0.5,1.5,1.5,ESPN
0.9738467471325732,10,1,0.75,0.6,0.7,0.5,0.5,1.5,1.5,ESPN
0.9985137294427638,100,1,0.75,0.6,0.7,0.5,0.5,1.5,1.5,ESPN
0.27827797894163353,1,10,0.75,0.6,0.7,0.5,0.5,1.5,1.5,ESPN
0.8210815041799008,10,10,0.75,0.6,0.7,0.5,0.5,1.5,1.5,ESPN
0.985833057868921,100,10,0.75,0.6,0.7,0.5,0.5,1.5,1.5,ESPN
0.07641776343409996,1,100,0.75,0.6,0.7,0.5,0.5,1.5,1.5,ESPN
0.45115561622811634,10,100,0.75,0.6,0.7,0.5,0.5,1.5,1.5,ESPN
0.8963164730509399,100,100,0.75,0.6,0.7,0.5,0.5,1.5,1.5,ESPN
0.7301994087908048,1,1,0.75,0.7,0.7,0.5,0.5,1.5,1.5,ESPN
0.9778307108092444,10,1,0.75,0.7,0.7,0.5,0.5,1.5,1.5,ESPN
0.9989124438570228,100,1,0.75,0.7,0.7,0.5,0.5,1.5,1.5,ESPN
0.3009090607312568,1,10,0.75,0.7,0.7,0.5,0.5,1.5,1.5,ESPN
0.8452034608066181,10,10,0.75,0.7,0.7,0.5,0.5,1.5,1.5,ESPN
0.989573230404851,100,10,0.75,0.7,0.7,0.5,0.5,1.5,1.5,ESPN
0.09006866734407183,1,100,0.75,0.7,0.7,0.5,0.5,1.5,1.5,ESPN
0.5022025615296156,10,100,0.75,0.7,0.7,0.5,0.5,1.5,1.5,ESPN
0.921187707688094,100,100,0.75,0.7,0.7,0.5,0.5,1.5,1.5,ESPN
0.7461665153214125,1,1,0.75,0.8,0.7,0.5,0.5,1.5,1.5,ESPN
0.981225470183366,10,1,0.75,0.8,0.7,0.5,0.5,1.5,1.5,ESPN
0.9991969791610884,100,1,0.75,0.8,0.7,0.5,0.5,1.5,1.5,ESPN
0.32404533197886937,1,10,0.75,0.8,0.7,0.5,0.5,1.5,1.5,ESPN
0.8664520727988346,10,10,0.75,0.8,0.7,0.5,0.5,1.5,1.5,ESPN
0.9922656717112752,100,10,0.75,0.8,0.7,0.5,0.5,1.5,1.5,ESPN
0.10503158428132243,1,100,0.75,0.8,0.7,0.5,0.5,1.5,1.5,ESPN
0.55143090574286,10,100,0.75,0.8,0.7,0.5,0.5,1.5,1.5,ESPN
0.9399787535156356,100,100,0.75,0.8,0.7,0.5,0.5,1.5,1.5,ESPN
0.7616578671647686,1,1,0.75,0.9,0.7,0.5,0.5,1.5,1.5,ESPN
0.9841065600525326,10,1,0.75,0.9,0.7,0.5,0.5,1.5,1.5,ESPN
0.9993998355209508,100,1,0.75,0.9,0.7,0.5,0.5,1.5,1.5,ESPN
0.3476070421731592,1,10,0.75,0.9,0.7,0.5,0.5,1.5,1.5,ESPN
0.8850304683874357,10,10,0.75,0.9,0.7,0.5,0.5,1.5,1.5,ESPN
0.9941986534554494,100,10,0.75,0.9,0.7,0.5,0.5,1.5,1.5,ESPN
0.12128174877390192,1,100,0.75,0.9,0.7,0.5,0.5,1.5,1.5,ESPN
0.5981069081455667,10,100,0.75,0.9,0.7,0.5,0.5,1.5,1.5,ESPN
0.95401482928125525,100,100,0.75,0.9,0.7,0.5,0.5,1.5,1.5,ESPN
0.7766565044251719,1,1,0.75,1,0.7,0.5,0.5,1.5,1.5,ESPN
0.9865145362773108,10,1,0.75,1,0.7,0.5,0.5,1.5,1.5,ESPN
0.9995399583943324,100,1,0.75,1,0.7,0.5,0.5,1.5,1.5,ESPN
0.37151438969081874,1,10,0.75,1,0.7,0.5,0.5,1.5,1.5,ESPN
0.9009919731110632,10,10,0.75,1,0.7,0.5,0.5,1.5,1.5,ESPN
0.9955417513160196,100,10,0.75,1,0.7,0.5,0.5,1.5,1.5,ESPN
0.13877926501088678,1,100,0.75,1,0.7,0.5,0.5,1.5,1.5,ESPN
0.64129865209186665,10,100,0.75,1,0.7,0.5,0.5,1.5,1.5,ESPN
0.9641055496953116,100,100,0.75,1,0.7,0.5,0.5,1.5,1.5,ESPN
0.780408479559854,1,1,0.75,0.5,0.8,0.5,0.5,1.5,1.5,ESPN
0.9740495802149886,10,1,0.75,0.5,0.8,0.5,0.5,1.5,1.5,ESPN
0.9978183590411218,100,1,0.75,0.5,0.8,0.5,0.5,1.5,1.5,ESPN
0.3729773742412266,1,10,0.75,0.5,0.8,0.5,0.5,1.5,1.5,ESPN
0.8382140403281326,10,10,0.75,0.5,0.8,0.5,0.5,1.5,1.5,ESPN
0.980366517508255,100,10,0.75,0.5,0.8,0.5,0.5,1.5,1.5,ESPN
0.12825027682645368,1,100,0.75,0.5,0.8,0.5,0.5,1.5,1.5,ESPN
0.5338078541732613,10,100,0.75,0.5,0.8,0.5,0.5,1.5,1.5,ESPN
0.8829078877183414,100,100,0.75,0.5,0.8,0.5,0.5,1.5,1.5,ESPN
0.7947434071157147,1,1,0.75,0.6,0.8,0.5,0.5,1.5,1.5,ESPN
0.9777362526582604,10,1,0.75,0.6,0.8,0.5,0.5,1.5,1.5,ESPN
0.9983475285319906,100,1,0.75,0.6,0.8,0.5,0.5,1.5,1.5,ESPN
0.3982325889919923,1,10,0.75,0.6,0.8,0.5,0.5,1.5,1.5,ESPN
0.8585803140512791,10,10,0.75,0.6,0.8,0.5,0.5,1.5,1.5,ESPN
0.9849952833527696,100,10,0.75,0.6,0.8,0.5,0.5,1.5,1.5,ESPN
0.14790244022320337,1,100,0.75,0.6,0.8,0.5,0.5,1.5,1.5,ESPN
0.5794289626370371,10,100,0.75,0.6,0.8,0.5,0.5,1.5,1.5,ESPN
0.9075074044569268,100,100,0.75,0.6,0.8,0.5,0.5,1.5,1.5,ESPN
0.8085354934840653,1,1,0.75,0.7,0.8,0.5,0.5,1.5,1.5,ESPN
0.9808956202473036,10,1,0.75,0.7,0.8,0.5,0.5,1.5,1.5,ESPN
0.9987394725464666,100,1,0.75,0.7,0.8,0.5,0.5,1.5,1.5,ESPN
0.4236009713605215,1,10,0.75,0.7,0.8,0.5,0.5,1.5,1.5,ESPN
0.8765022115761243,10,10,0.75,0.7,0.8,0.5,0.5,1.5,1.5,ESPN
0.98846571621196,100,10,0.75,0.7,0.8,0.5,0.5,1.5,1.5,ESPN
0.16884716466113014,1,100,0.75,0.7,0.8,0.5,0.5,1.5,1.5,ESPN
0.6219213065160607,10,100,0.75,0.7,0.8,0.5,0.5,1.5,1.5,ESPN
0.9267949557140468,100,100,0.75,0.7,0.8,0.5,0.5,1.5,1.5,ESPN
0.8217774190587265,1,1,0.75,0.8,0.8,0.5,0.5,1.5,1.5,ESPN
0.9835971932343284,10,1,0.75,0.8,0.8,0.5,0.5,1.5,1.5,ESPN
0.9990300303532996,100,1,0.75,0.8,0.8,0.5,0.5,1.5,1.5,ESPN
0.44899465296449514,1,10,0.75,0.8,0.8,0.5,0.5,1.5,1.5,ESPN
0.8922078010606712,10,10,0.75,0.8,0.8,0.5,0.5,1.5,1.5,ESPN
0.9910656409556544,100,10,0.75,0.8,0.8,0.5,0.5,1.5,1.5,ESPN
0.19097753298062828,1,100,0.75,0.8,0.8,0.5,0.5,1.5,1.5,ESPN
0.661050323782897,10,100,0.75,0.8,0.8,0.5,0.5,1.5,1.5,ESPN
0.941820375959231,100,100,0.75,0.8,0.8,0.5,0.5,1.5,1.5,ESPN
0.8344642366603835,1,1,0.75,0.9,0.8,0.5,0.5,1.5,1.5,ESPN
0.9859028104246316,10,1,0.75,0.9,0.8,0.5,0.5,1.5,1.5,ESPN
0.9992457685978142,100,1,0.75,0.9,0.8,0.5,0.5,1.5,1.5,ESPN
0.4743304305952822,1,10,0.75,0.9,0.8,0.5,0.5,1.5,1.5,ESPN
0.9059213318368996,10,10,0.75,0.9,0.8,0.5,0.5,1.5,1.5,ESPN
0.9930136908053592,100,10,0.75,0.9,0.8,0.5,0.5,1.5,1.5,ESPN
0.21417541043701424,1,100,0.75,0.9,0.8,0.5,0.5,1.5,1.5,ESPN
0.6967310006776757,10,100,0.75,0.9,0.8,0.5,0.5,1.5,1.5,ESPN
0.9534708730888538,100,100,0.75,0.9,0.8,0.5,0.5,1.5,1.5,ESPN
0.8465932695192533,1,1,0.75,1,0.8,0.5,0.5,1.5,1.5,ESPN
0.9878422853470502,10,1,0.75,1,0.8,0.5,0.5,1.5,1.5,ESPN
0.9994016406178172,100,1,0.75,1,0.8,0.5,0.5,1.5,1.5,ESPN
0.4995301851654796,1,10,0.75,1,0.8,0.5,0.5,1.5,1.5,ESPN
0.917714912804375,10,10,0.75,1,0.8,0.5,0.5,1.5,1.5,ESPN
0.9944325616255636,100,10,0.75,1,0.8,0.5,0.5,1.5,1.5,ESPN
0.23831460393553447,1,100,0.75,1,0.8,0.5,0.5,1.5,1.5,ESPN
0.7286311746719016,10,100,0.75,1,0.8,0.5,0.5,1.5,1.5,ESPN
0.962220722192018,100,100,0.75,1,0.8,0.5,0.5,1.5,1.5,ESPN
0.8512291810269588,1,1,0.75,0.5,0.9,0.5,0.5,1.5,1.5,ESPN
0.9684805861926532,10,1,0.75,0.5,0.9,0.5,0.5,1.5,1.5,ESPN
0.9958351737369372,100,1,0.75,0.5,0.9,0.5,0.5,1.5,1.5,ESPN
0.5053770662715926,1,10,0.75,0.5,0.9,0.5,0.5,1.5,1.5,ESPN
0.8288957176167022,10,10,0.75,0.5,0.9,0.5,0.5,1.5,1.5,ESPN
0.9664759002790388,100,10,0.75,0.5,0.9,0.5,0.5,1.5,1.5,ESPN
0.22849149632960675,1,100,0.75,0.5,0.9,0.5,0.5,1.5,1.5,ESPN
0.5753886003945688,10,100,0.75,0.5,0.9,0.5,0.5,1.5,1.5,ESPN
0.8485344066182107,100,100,0.75,0.5,0.9,0.5,0.5,1.5,1.5,ESPN
0.8625576768830483,1,1,0.75,0.6,0.9,0.5,0.5,1.5,1.5,ESPN
0.972336667138202,10,1,0.75,0.6,0.9,0.5,0.5,1.5,1.5,ESPN
0.9966576258110604,100,1,0.75,0.6,0.9,0.5,0.5,1.5,1.5,ESPN
0.5313320833175194,1,10,0.75,0.6,0.9,0.5,0.5,1.5,1.5,ESPN
0.8468654522754232,10,10,0.75,0.6,0.9,0.5,0.5,1.5,1.5,ESPN
0.9727669017919442,100,10,0.75,0.6,0.9,0.5,0.5,1.5,1.5,ESPN
0.255457102263835,1,100,0.75,0.6,0.9,0.5,0.5,1.5,1.5,ESPN
0.6121215526492555,10,100,0.75,0.6,0.9,0.5,0.5,1.5,1.5,ESPN
0.873288668654431,100,100,0.75,0.6,0.9,0.5,0.5,1.5,1.5,ESPN
0.8733117856915079,1,1,0.75,0.7,0.9,0.5,0.5,1.5,1.5,ESPN
0.9756801668088568,10,1,0.75,0.7,0.9,0.5,0.5,1.5,1.5,ESPN
0.9973004100955082,100,1,0.75,0.7,0.9,0.5,0.5,1.5,1.5,ESPN
0.5568648385393461,1,10,0.75,0.7,0.9,0.5,0.5,1.5,1.5,ESPN
0.8628358358389353,10,10,0.75,0.7,0.9,0.5,0.5,1.5,1.5,ESPN
0.9777595117646934,100,10,0.75,0.7,0.9,0.5,0.5,1.5,1.5,ESPN
0.28315317490015907,1,100,0.75,0.7,0.9,0.5,0.5,1.5,1.5,ESPN
0.6457162314680192,10,100,0.75,0.7,0.9,0.5,0.5,1.5,1.5,ESPN
0.893650286956227,100,100,0.75,0.7,0.9,0.5,0.5,1.5,1.5,ESPN
0.8834984528736309,1,1,0.75,0.8,0.9,0.5,0.5,1.5,1.5,ESPN
0.9785751969873124,10,1,0.75,0.8,0.9,0.5,0.5,1.5,1.5,ESPN
0.9978035542135472,100,1,0.75,0.8,0.9,0.5,0.5,1.5,1.5,ESPN
0.5819105091131824,1,10,0.75,0.8,0.9,0.5,0.5,1.5,1.5,ESPN
0.8769981908450496,10,10,0.75,0.8,0.9,0.5,0.5,1.5,1.5,ESPN
0.9817225296677194,100,10,0.75,0.8,0.9,0.5,0.5,1.5,1.5,ESPN
0.31139614404280413,1,100,0.75,0.8,0.9,0.5,0.5,1.5,1.5,ESPN
0.6762630260647376,10,100,0.75,0.8,0.9,0.5,0.5,1.5,1.5,ESPN
0.9103519821958036,100,100,0.75,0.8,0.9,0.5,0.5,1.5,1.5,ESPN
0.893126375814642,1,1,0.75,0.9,0.9,0.5,0.5,1.5,1.5,ESPN
0.9810766345044132,10,1,0.75,0.9,0.9,0.5,0.5,1.5,1.5,ESPN
0.9981977639451642,100,1,0.75,0.9,0.9,0.5,0.5,1.5,1.5,ESPN
0.6064120954063963,1,10,0.75,0.9,0.9,0.5,0.5,1.5,1.5,ESPN
0.8895209659875396,10,10,0.75,0.9,0.9,0.5,0.5,1.5,1.5,ESPN
0.9848672032317218,100,10,0.75,0.9,0.9,0.5,0.5,1.5,1.5,ESPN
0.3400097801484631,1,100,0.75,0.9,0.9,0.5,0.5,1.5,1.5,ESPN
0.7038876459682022,10,100,0.75,0.9,0.9,0.5,0.5,1.5,1.5,ESPN
0.9240089426725708,100,100,0.75,0.9,0.9,0.5,0.5,1.5,1.5,ESPN
0.9022058326360904,1,1,0.75,1,0.9,0.5,0.5,1.5,1.5,ESPN
0.983190800906953,10,1,0.75,1,0.9,0.5,0.5,1.5,1.5,ESPN
0.9984975919487028,100,1,0.75,1,0.9,0.5,0.5,1.5,1.5,ESPN
0.6303199310759999,1,10,0.75,1,0.9,0.5,0.5,1.5,1.5,ESPN
0.9003534906100983,10,10,0.75,1,0.9,0.5,0.5,1.5,1.5,ESPN
0.9872864055436592,100,10,0.75,1,0.9,0.5,0.5,1.5,1.5,ESPN
0.36882833312978114,1,100,0.75,1,0.9,0.5,0.5,1.5,1.5,ESPN
0.7282901589227064,10,100,0.75,1,0.9,0.5,0.5,1.5,1.5,ESPN
0.9347957877793478,100,100,0.75,1,0.9,0.5,0.5,1.5,1.5,ESPN
0.9074111010589732,1,1,0.75,0.5,1,0.5,0.5,1.5,1.5,ESPN
0.928835752162042,10,1,0.75,0.5,1,0.5,0.5,1.5,1.5,ESPN
0.9398816373264262,100,1,0.75,0.5,1,0.5,0.5,1.5,1.5,ESPN
0.6415495677404205,1,10,0.75,0.5,1,0.5,0.5,1.5,1.5,ESPN
0.7046392962451424,10,10,0.75,0.5,1,0.5,0.5,1.5,1.5,ESPN
0.7397893609543595,100,10,0.75,0.5,1,0.5,0.5,1.5,1.5,ESPN
0.3655682397902785,1,100,0.75,0.5,1,0.5,0.5,1.5,1.5,ESPN
0.45096509670314094,10,100,0.75,0.5,1,0.5,0.5,1.5,1.5,ESPN
0.5015519991524012,100,100,0.75,0.5,1,0.5,0.5,1.5,1.5,ESPN
0.915611227948904,1,1,0.75,0.6,1,0.5,0.5,1.5,1.5,ESPN
0.9350962576836432,10,1,0.75,0.6,1,0.5,0.5,1.5,1.5,ESPN
0.944969958983684,100,1,0.75,0.6,1,0.5,0.5,1.5,1.5,ESPN
0.6653138599882366,1,10,0.75,0.6,1,0.5,0.5,1.5,1.5,ESPN
0.7244294928021923,10,10,0.75,0.6,1,0.5,0.5,1.5,1.5,ESPN
0.7567326640283637,100,10,0.75,0.6,1,0.5,0.5,1.5,1.5,ESPN
0.3972448581034818,1,100,0.75,0.6,1,0.5,0.5,1.5,1.5,ESPN
0.47931866904460985,10,100,0.75,0.6,1,0.5,0.5,1.5,1.5,ESPN
0.5266397373233067,100,100,0.75,0.6,1,0.5,0.5,1.5,1.5,ESPN
0.9232811625221924,1,1,0.75,0.7,1,0.5,0.5,1.5,1.5,ESPN
0.9401894005866016,10,1,0.75,0.7,1,0.5,0.5,1.5,1.5,ESPN
0.948695388137606,100,1,0.75,0.7,1,0.5,0.5,1.5,1.5,ESPN
0.6882234594982971,1,10,0.75,0.7,1,0.5,0.5,1.5,1.5,ESPN
0.7410046363447532,10,10,0.75,0.7,1,0.5,0.5,1.5,1.5,ESPN
0.7694806283058397,100,10,0.75,0.7,1,0.5,0.5,1.5,1.5,ESPN
0.4286337411059553,1,100,0.75,0.7,1,0.5,0.5,1.5,1.5,ESPN
0.5035199277441004,10,100,0.75,0.7,1,0.5,0.5,1.5,1.5,ESPN
0.5458163669309892,100,100,0.75,0.7,1,0.5,0.5,1.5,1.5,ESPN
0.9304387869171,1,1,0.75,0.8,1,0.5,0.5,1.5,1.5,ESPN
0.9441018373285412,10,1,0.75,0.8,1,0.5,0.5,1.5,1.5,ESPN
0.951019556926408,100,1,0.75,0.8,1,0.5,0.5,1.5,1.5,ESPN
0.7102584540357999,1,10,0.75,0.8,1,0.5,0.5,1.5,1.5,ESPN
0.7540736466142327,10,10,0.75,0.8,1,0.5,0.5,1.5,1.5,ESPN
0.7776304943179935,100,10,0.75,0.8,1,0.5,0.5,1.5,1.5,ESPN
0.4595709060098467,1,100,0.75,0.8,1,0.5,0.5,1.5,1.5,ESPN
0.5229067411933351,10,100,0.75,0.8,1,0.5,0.5,1.5,1.5,ESPN
0.5582469963990216,100,100,0.75,0.8,1,0.5,0.5,1.5,1.5,ESPN
