"","1","10","100","1000","10000"
"38",32.7616,41.0269333333333,49.5064,56.5762666666667,58.9
"39",32.4274666666667,41.1349333333333,49.4866666666667,56.5581333333333,58.9533333333333
"40",32.38,41.4202666666667,49.42,56.6122666666667,58.9776
"41",34.3389333333333,41.1424,49.3384,56.6650666666667,58.9925333333333
"42",33.4658666666667,41.1621333333333,49.2392,56.7792,59.0488
"43",33.948,41.4117333333333,49.2992,56.7850666666667,59.0933333333333
"44",34.6528,41.3824,49.24,56.8813333333333,59.1288
"45",35.54,41.3970666666667,49.1602666666667,56.9573333333333,59.1797333333333
"46",35.5106666666667,41.308,49.2056,57.2389333333333,59.2461333333333
"47",35.5344,41.4888,49.2637333333333,57.3648,59.4141333333333
"48",35.0765333333333,41.528,49.2757333333333,57.4362666666667,59.5864
"49",35.3736,41.64,49.1325333333333,57.4125333333333,59.6776
"50",36.4322666666667,41.1797333333333,48.8818666666667,57.3181333333333,59.6685333333333
"51",35.0538666666667,41.6522666666667,48.9130666666667,57.1776,59.6408
"52",36.1301333333333,41.4157333333333,48.5962666666667,57.0984,59.6026666666667
"53",34.9824,41.2517333333333,48.6101333333333,56.9674666666667,59.3661333333333
"54",35.8365333333333,41.0629333333333,48.3346666666667,56.7058666666667,59.3805333333333
"55",34.2626666666667,41.0306666666667,48.4184,56.4797333333333,59.2581333333333
"56",36.0016,41.4765333333333,48.1869333333333,56.4872,59.2133333333333
"57",34.6578666666667,40.7365333333333,48.2037333333333,56.532,59.1589333333333
"58",35.0506666666667,40.9005333333333,48.1413333333333,56.4386666666667,58.9098666666667
"59",34.2693333333333,41.3754666666667,48.2530666666667,56.2256,58.8248
"60",35.7725333333333,40.9565333333333,48.1448,56.4170666666667,59.2373333333333
"61",36.1952,41.4512,48.2021333333333,56.5010666666667,59.0586666666667
"62",35.4202666666667,41.3458666666667,47.9570666666667,56.3178666666667,59.0394666666667
"63",35.5288,41.1517333333333,48.0450666666667,56.2517333333333,58.956
