p,score,q1,q2,q3,q4,q5,q6,eMaxEspnScore_n=1,eMaxEspnScore_n=10,eMaxEspnScore_n=100,eMaxEspnScore_n=1000,eMaxEspnScore_n=10000,eMaxEspnScore_n=1e+05,eMaxEspnScore_n=1e+06,eMaxEspnScore_n=1e+07,eMaxEspnScore_n=1e+08
0.6,Hamming,0.4,0.4,0.4,0.4,0.4,0.4,302.4000000000004,362.14991448455874,399.538922454686,427.50195610600434,450.41202320613735,470.0922266020249,487.46700791137954,503.0756319905162,517.2638122656115
0.7,Hamming,0.4,0.4,0.4,0.4,0.4,0.4,289.8,349.6643769469228,387.3019363376211,415.53875226368694,438.7321999251161,458.7019577634266,476.3715442393606,492.2801255844223,506.7737398062704
0.6,Hamming,0.4,0.4,0.4,0.4,0.4,0.4,302.4000000000004,362.14991448455874,399.538922454686,427.50195610600434,450.41202320613735,470.0922266020249,487.46700791137954,503.0756319905162,517.2638122656115
0.7,Hamming,0.4,0.4,0.4,0.4,0.4,0.4,289.8,349.6643769469228,387.3019363376211,415.53875226368694,438.7321999251161,458.7019577634266,476.3715442393606,492.2801255844223,506.7737398062704
0.8,Hamming,0.4,0.4,0.4,0.4,0.4,0.4,277.2000000000001,337.1781663090048,375.06016881109497,403.5639927534276,427.0321062413064,447.2810936798478,465.2337092999271,481.4290872858839,496.2136597193726
0.9,Hamming,0.4,0.4,0.4,0.4,0.4,0.4,264.6,324.69129068643554,362.81378855843707,391.5782510014989,415.3129679323644,435.83170165732014,454.0565977718733,470.5269761764643,485.5904269076881
1,Hamming,0.4,0.4,0.4,0.4,0.4,0.4,252,312.2037581434405,350.56295493948653,379.58205204720485,403.5760932961232,424.3541851931414,442.8388318510222,459.57179217702816,474.9266492244765
0.9,Hamming,0.4,0.4,0.4,0.4,0.4,0.4,264.6,324.69129068643554,362.81378855843707,391.5782510014989,415.3129679323644,435.83170165732014,454.0565977718733,470.5269761764643,485.5904269076881
1,Hamming,0.4,0.4,0.4,0.4,0.4,0.4,252,312.2037581434405,350.56295493948653,379.58205204720485,403.5760932961232,424.3541851931414,442.8388318510222,459.57179217702816,474.9266492244765
0.5,Hamming,0.5,0.5,0.5,0.5,0.5,0.5,314.9999999999998,375.86817016942473,413.7348045447272,441.9209092555391,464.9138943909614,484.5815097692991,501.86778278860584,517.3419147637649,531.3397132173565
0.6,Hamming,0.5,0.5,0.5,0.5,0.5,0.5,315.00000000000034,375.8681701694253,413.7348045447277,441.92090925553936,464.9138943909618,484.5815097692994,501.8677827886062,517.3419147637651,531.3397132173567
0.5,Hamming,0.5,0.5,0.5,0.5,0.5,0.5,314.9999999999998,375.86817016942473,413.7348045447272,441.9209092555391,464.9138943909614,484.5815097692991,501.86778278860584,517.3419147637649,531.3397132173565
0.6,Hamming,0.5,0.5,0.5,0.5,0.5,0.5,315.00000000000034,375.8681701694253,413.7348045447277,441.92090925553936,464.9138943909618,484.5815097692994,501.8677827886062,517.3419147637651,531.3397132173567
0.7,Hamming,0.5,0.5,0.5,0.5,0.5,0.5,315,375.86817016942496,413.7348045447274,441.92090925553913,464.9138943909616,484.58150976929915,501.8677827886059,517.341914763765,531.3397132173566
0.8,Hamming,0.5,0.5,0.5,0.5,0.5,0.5,315.0000000000001,375.868170169425,413.73480454472747,441.9209092555392,464.9138943909616,484.5815097692992,501.867782788606,517.341914763765,531.3397132173567
0.9,Hamming,0.5,0.5,0.5,0.5,0.5,0.5,315.00000000000006,375.86817016942496,413.7348045447274,441.9209092555392,464.9138943909616,484.5815097692992,501.867782788606,517.341914763765,531.3397132173566
0.8,Hamming,0.5,0.5,0.5,0.5,0.5,0.5,315.0000000000001,375.868170169425,413.73480454472747,441.9209092555392,464.9138943909616,484.5815097692992,501.867782788606,517.341914763765,531.3397132173567
0.9,Hamming,0.5,0.5,0.5,0.5,0.5,0.5,315.00000000000006,375.86817016942496,413.7348045447274,441.9209092555392,464.9138943909616,484.5815097692992,501.867782788606,517.341914763765,531.3397132173566
1,Hamming,0.5,0.5,0.5,0.5,0.5,0.5,315,375.86817016942496,413.7348045447274,441.92090925553913,464.9138943909616,484.58150976929915,501.8677827886059,517.341914763765,531.3397132173566
0.5,Hamming,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,314.99999999999983,374.6347707610391,411.77094845616574,439.45297921232,462.0702172148279,481.4495199082204,498.5164054500964,513.8102868720846,527.676538931443
1,Hamming,0.5,0.5,0.5,0.5,0.5,0.5,315,375.86817016942496,413.7348045447274,441.92090925553913,464.9138943909616,484.58150976929915,501.8677827886059,517.341914763765,531.3397132173566
0.5,Hamming,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,314.99999999999983,374.6347707610391,411.77094845616574,439.45297921232,462.0702172148279,481.4495199082204,498.5164054500964,513.8102868720846,527.676538931443
0.6,Hamming,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,327.60000000000036,387.1189375768597,423.997824831235,451.39113831306423,473.7052626606611,492.77112486678874,509.5154541978262,524.4778336554497,538.0032352296671
0.7,Hamming,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,340.20000000000005,399.60240670092526,436.2193504130459,463.31568423054733,485.3154520050696,504.0539293558661,520.4591523767925,535.0708366810702,548.2334429233576
0.8,Hamming,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,352.8000000000002,412.0851698780252,448.4353114525482,475.22579282469417,496.89885584361895,515.2943363926388,531.341615473592,545.5802827137137,558.3544262373634
0.7,Hamming,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,340.20000000000005,399.60240670092526,436.2193504130459,463.31568423054733,485.3154520050696,504.0539293558661,520.4591523767925,535.0708366810702,548.2334429233576
0.8,Hamming,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,352.8000000000002,412.0851698780252,448.4353114525482,475.22579282469417,496.89885584361895,515.2943363926388,531.341615473592,545.5802827137137,558.3544262373634
0.9,Hamming,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,365.4000000000001,424.567218836712,460.6454806118238,487.1205535340716,508.4532943032797,526.4881968615981,542.1562555260649,555.9939588193164,568.350060979485
1,Hamming,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,378.0000000000001,437.0485452975754,472.8496159027693,498.9989010616051,519.9771826940656,537.6345647428204,552.9031304032565,566.2842647431527,578.1424431941992
0.5,Hamming,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,314.9999999999998,370.77117999309286,405.6240449507854,431.7333541208058,453.177592716384,471.6511540598317,488.01100198140193,502.75588285451136,516.2048613877146
1,Hamming,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,378.0000000000001,437.0485452975754,472.8496159027693,498.9989010616051,519.9771826940656,537.6345647428204,552.9031304032565,566.2842647431527,578.1424431941992
0.5,Hamming,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,314.9999999999998,370.77117999309286,405.6240449507854,431.7333541208058,453.177592716384,471.6511540598317,488.01100198140193,502.75588285451136,516.2048613877146
0.6,Hamming,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,340.20000000000033,395.7385948518331,430.0758941045438,455.6116628468573,476.4600906444475,494.32422841427774,510.0636597589064,524.1775783492654,536.9843675777872
0.7,Hamming,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,365.4,420.7029738919996,454.5041679655588,479.43016032215655,499.6342927972918,516.8300816187082,531.880615154387,545.2857904779167,557.3630217448626
0.6,Hamming,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,340.20000000000033,395.7385948518331,430.0758941045438,455.6116628468573,476.4600906444475,494.32422841427774,510.0636597589064,524.1775783492654,536.9843675777872
0.7,Hamming,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,365.4,420.7029738919996,454.5041679655588,479.43016032215655,499.6342927972918,516.8300816187082,531.880615154387,545.2857904779167,557.3630217448626
0.8,Hamming,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,390.6000000000001,445.6642404235817,478.90673464831946,503.1804729375722,522.6805459829073,539.132263664069,553.4026326666539,565.9918501456074,577.2150221530624
0.9,Hamming,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,415.80000000000007,470.6223177920586,503.2811496592405,526.8521089602623,545.5723841023453,561.1785342250143,574.5399117018924,586.1540532216328,596.3285233865952
1,Hamming,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,441,495.5771297756975,527.6245988989554,550.431982338493,568.2734304165896,582.9099088860618,595.116410210606,605.3742420168157,614.0217816706544
0.9,Hamming,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,415.80000000000007,470.6223177920586,503.2811496592405,526.8521089602623,545.5723841023453,561.1785342250143,574.5399117018924,586.1540532216328,596.3285233865952
1,Hamming,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,441,495.5771297756975,527.6245988989554,550.431982338493,568.2734304165896,582.9099088860618,595.116410210606,605.3742420168157,614.0217816706544
0.5,Hamming,0.8,0.8,0.8,0.8,0.8,0.8,314.9999999999998,363.6549782762005,394.32562155409687,417.56662016940714,436.87044400456693,453.6808513592686,468.7249387574358,482.4244527220284,495.0485294620173
0.6,Hamming,0.8,0.8,0.8,0.8,0.8,0.8,352.8000000000003,401.1039934665397,431.00669895763815,453.416171524592,471.8795464880754,487.8515275091789,502.0609551420798,514.9284934095199,526.7213585842647
0.7,Hamming,0.8,0.8,0.8,0.8,0.8,0.8,390.6,438.54495668133865,467.6255515073949,489.11288905911135,506.6223776686294,521.6265786324242,534.8593463232083,546.7411445633538,557.5376389911966
0.6,Hamming,0.8,0.8,0.8,0.8,0.8,0.8,352.8000000000003,401.1039934665397,431.00669895763815,453.416171524592,471.8795464880754,487.8515275091789,502.0609551420798,514.9284934095199,526.7213585842647
0.7,Hamming,0.8,0.8,0.8,0.8,0.8,0.8,390.6,438.54495668133865,467.6255515073949,489.11288905911135,506.6223776686294,521.6265786324242,534.8593463232083,546.7411445633538,557.5376389911966
0.8,Hamming,0.8,0.8,0.8,0.8,0.8,0.8,428.4000000000001,475.97751642095176,504.1717465714422,524.6169146795402,541.0101988356005,554.8509109591974,566.8822484295946,577.5251515789988,587.0399483714045
0.9,Hamming,0.8,0.8,0.8,0.8,0.8,0.8,466.2000000000001,513.4013256653816,540.6319077624709,559.8677112164833,574.8895140117203,587.2268701228452,597.6303249495571,606.5109143671491,614.0811726947225
0.8,Hamming,0.8,0.8,0.8,0.8,0.8,0.8,428.4000000000001,475.97751642095176,504.1717465714422,524.6169146795402,541.0101988356005,554.8509109591974,566.8822484295946,577.5251515789988,587.0399483714045
0.9,Hamming,0.8,0.8,0.8,0.8,0.8,0.8,466.2000000000001,513.4013256653816,540.6319077624709,559.8677112164833,574.8895140117203,587.2268701228452,597.6303249495571,606.5109143671491,614.0811726947225
1,Hamming,0.8,0.8,0.8,0.8,0.8,0.8,504.00000000000006,550.816048018496,576.988678407748,594.7707934341678,607.9191785455603,618.0677732395363,625.4371320467685,629.9960883466957,630
0.5,Hamming,0.9,0.9,0.9,0.9,0.9,0.9,314.9999999999998,351.4286732129045,375.02050088153794,393.4390152705545,409.12024912717817,423.0661552097745,435.7803287545632,447.5548382801388,458.5764835679113
0.6,Hamming,0.9,0.9,0.9,0.9,0.9,0.9,365.40000000000026,401.3544316879287,423.96543798243835,441.4041594290868,456.15293797085945,469.2084619160921,481.0652641774689,492.00757970712806,502.21582531657066
0.5,Hamming,0.9,0.9,0.9,0.9,0.9,0.9,314.9999999999998,351.4286732129045,375.02050088153794,393.4390152705545,409.12024912717817,423.0661552097745,435.7803287545632,447.5548382801388,458.5764835679113
0.6,Hamming,0.9,0.9,0.9,0.9,0.9,0.9,365.40000000000026,401.3544316879287,423.96543798243835,441.4041594290868,456.15293797085945,469.2084619160921,481.0652641774689,492.00757970712806,502.21582531657066
0.7,Hamming,0.9,0.9,0.9,0.9,0.9,0.9,415.7999999999999,451.2596815074368,472.76511726097783,489.05648357714,502.6970573174626,514.6847987012181,525.5053953173725,535.4339144705194,544.6425041454222
0.8,Hamming,0.9,0.9,0.9,0.9,0.9,0.9,466.2000000000001,501.14276552440407,521.3701461114521,536.2464776042161,548.4836720595523,559.0968381370312,568.5627322623161,577.1420616696925,584.9901645933951
0.9,Hamming,0.9,0.9,0.9,0.9,0.9,0.9,516.6,551.0021504154342,569.6983804932809,582.6403520396608,592.8280275453666,601.333878014146,608.5768969663736,614.6960415287067,619.6875938467177
0.8,Hamming,0.9,0.9,0.9,0.9,0.9,0.9,466.2000000000001,501.14276552440407,521.3701461114521,536.2464776042161,548.4836720595523,559.0968381370312,568.5627322623161,577.1420616696925,584.9901645933951
0.9,Hamming,0.9,0.9,0.9,0.9,0.9,0.9,516.6,551.0021504154342,569.6983804932809,582.6403520396608,592.8280275453666,601.333878014146,608.5768969663736,614.6960415287067,619.6875938467177
1,Hamming,0.9,0.9,0.9,0.9,0.9,0.9,567,600.8365306645298,617.6055433426168,627.303905248101,629.9999797267498,630,630,630,630
0.5,Hamming,1,1,1,1,1,1,314.99999999999983,314.99999999999983,314.99999999999983,314.99999999999983,314.99999999999983,314.99999999999983,314.99999999999983,314.99999999999983,314.99999999999983
1,Hamming,0.9,0.9,0.9,0.9,0.9,0.9,567,600.8365306645298,617.6055433426168,627.303905248101,629.9999797267498,630,630,630,630
0.5,Hamming,1,1,1,1,1,1,314.99999999999983,314.99999999999983,314.99999999999983,314.99999999999983,314.99999999999983,314.99999999999983,314.99999999999983,314.99999999999983,314.99999999999983
0.6,Hamming,1,1,1,1,1,1,378.0000000000002,378.0000000000002,378.0000000000002,378.0000000000002,378.0000000000002,378.0000000000002,378.0000000000002,378.0000000000002,378.0000000000002
0.7,Hamming,1,1,1,1,1,1,440.99999999999994,440.99999999999994,440.99999999999994,440.99999999999994,440.99999999999994,440.99999999999994,440.99999999999994,440.99999999999994,440.99999999999994
0.8,Hamming,1,1,1,1,1,1,504.00000000000006,504.00000000000006,504.00000000000006,504.00000000000006,504.00000000000006,504.00000000000006,504.00000000000006,504.00000000000006,504.00000000000006
0.7,Hamming,1,1,1,1,1,1,440.99999999999994,440.99999999999994,440.99999999999994,440.99999999999994,440.99999999999994,440.99999999999994,440.99999999999994,440.99999999999994,440.99999999999994
0.8,Hamming,1,1,1,1,1,1,504.00000000000006,504.00000000000006,504.00000000000006,504.00000000000006,504.00000000000006,504.00000000000006,504.00000000000006,504.00000000000006,504.00000000000006
0.9,Hamming,1,1,1,1,1,1,567,567,567,567,567,567,567,567,567
1,Hamming,1,1,1,1,1,1,630,630,630,630,630,630,630,630,630
1,Hamming,1,1,1,1,1,1,630,630,630,630,630,630,630,630,630
0.5,ESPN,0,0,0,0,0,0,959.9999999999994,959.9999999999994,959.9999999999994,959.9999999999994,959.9999999999994,959.9999999999994,959.9999999999994,959.9999999999994,959.9999999999994
0.6,ESPN,0,0,0,0,0,0,768.0000000000013,768.0000000000013,768.0000000000013,768.0000000000013,768.0000000000013,768.0000000000013,768.0000000000013,768.0000000000013,768.0000000000013
0.7,ESPN,0,0,0,0,0,0,576.0000000000001,576.0000000000001,576.0000000000001,576.0000000000001,576.0000000000001,576.0000000000001,576.0000000000001,576.0000000000001,576.0000000000001
0.6,ESPN,0,0,0,0,0,0,768.0000000000013,768.0000000000013,768.0000000000013,768.0000000000013,768.0000000000013,768.0000000000013,768.0000000000013,768.0000000000013,768.0000000000013
0.7,ESPN,0,0,0,0,0,0,576.0000000000001,576.0000000000001,576.0000000000001,576.0000000000001,576.0000000000001,576.0000000000001,576.0000000000001,576.0000000000001,576.0000000000001
0.8,ESPN,0,0,0,0,0,0,384.00000000000034,384.00000000000034,384.00000000000034,384.00000000000034,384.00000000000034,384.00000000000034,384.00000000000034,384.00000000000034,384.00000000000034
0.9,ESPN,0,0,0,0,0,0,192.0000000000001,192.0000000000001,192.0000000000001,192.0000000000001,192.0000000000001,192.0000000000001,192.0000000000001,192.0000000000001,192.0000000000001
1,ESPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9,ESPN,0,0,0,0,0,0,192.0000000000001,192.0000000000001,192.0000000000001,192.0000000000001,192.0000000000001,192.0000000000001,192.0000000000001,192.0000000000001,192.0000000000001
1,ESPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,ESPN,0.1,0.1,0.1,0.1,0.1,0.1,959.9999999999994,1169.0721785876954,1315.845127392888,1407.029404724587,1472.8949744020838,1523.92345487969,1565.5242962424409,1600.488027869566,1630.548385295166
0.6,ESPN,0.1,0.1,0.1,0.1,0.1,0.1,806.4000000000012,1025.719138624577,1185.284225561992,1286.7724004114557,1361.2083328874755,1419.2460973164293,1466.877973148211,1507.1494628933183,1541.90420952306
0.5,ESPN,0.1,0.1,0.1,0.1,0.1,0.1,959.9999999999994,1169.0721785876954,1315.845127392888,1407.029404724587,1472.8949744020838,1523.92345487969,1565.5242962424409,1600.488027869566,1630.548385295166
0.6,ESPN,0.1,0.1,0.1,0.1,0.1,0.1,806.4000000000012,1025.719138624577,1185.284225561992,1286.7724004114557,1361.2083328874755,1419.2460973164293,1466.877973148211,1507.1494628933183,1541.90420952306
