n,k,p,q,r,wp
100000,100,0.75,0.05,0.75,2.618974083690162e-5
100000,1000,0.75,0.05,0.75,2.595669471472384e-6
100000,10000,0.75,0.05,0.75,3.2533925342637104e-7
100000,100000,0.75,0.05,0.75,4.5705575768550943e-8
100000,1000000,0.75,0.05,0.75,6.871433644306535e-9
100000,10000000,0.75,0.05,0.75,-1.029070606506366e-9
100000,100000000,0.75,0.05,0.75,-2.1975057551415492e-8
1000000,1,0.75,0.05,0.75,0.02895727336997289
1000000,10,0.75,0.05,0.75,8.712191579205442e-4
1000000,100,0.75,0.05,0.75,6.0463446469927185e-5
1000000,1000,0.75,0.05,0.75,6.566188744727697e-6
1000000,10000,0.75,0.05,0.75,8.769461212754237e-7
1000000,100000,0.75,0.05,0.75,1.3408221044564073e-7
1000000,1000000,0.75,0.05,0.75,2.216943451038844e-8
1000000,10000000,0.75,0.05,0.75,1.9394653660853582e-9
1000000,100000000,0.75,0.05,0.75,-2.1182177345480113e-8
10000000,1,0.75,0.05,0.75,0.04314160410640855
10000000,10,0.75,0.05,0.75,0.00165232327274056
10000000,100,0.75,0.05,0.75,1.3040398420749444e-4
10000000,1000,0.75,0.05,0.75,1.5323986070847617e-5
10000000,10000,0.75,0.05,0.75,2.2315421356333687e-6
10000000,100000,0.75,0.05,0.75,3.62085817218194e-7
10000000,1000000,0.75,0.05,0.75,6.397501139954187e-8
10000000,10000000,0.75,0.05,0.75,1.2037231766903744e-8
10000000,100000000,0.75,0.05,0.75,-1.6805271618736132e-8
100000000,1,0.75,0.05,0.75,0.06159065211855397
100000000,10,0.75,0.05,0.75,0.0029640119871892
100000000,100,0.75,0.05,0.75,2.6521770110288223e-4
100000000,1000,0.75,0.05,0.75,3.3877630350231946e-5
100000000,10000,0.75,0.05,0.75,5.259548386149504e-6
100000000,100000,0.75,0.05,0.75,9.157269788007128e-7
100000000,1000000,0.75,0.05,0.75,1.9229670178422253e-7
100000000,10000000,0.75,0.05,0.75,6.106587968623955e-8
100000000,100000000,0.75,0.05,0.75,1.6902827248976848e-8
1,1,0.75,0.1,0.75,7.6007160120517e-4
1,10,0.75,0.1,0.75,4.1795108907116685e-6
1,100,0.75,0.1,0.75,1.301418245391872e-7
1,1000,0.75,0.1,0.75,8.263189132939885e-9
1,10000,0.75,0.1,0.75,7.273018853837242e-10
1,100000,0.75,0.1,0.75,5.5312310287547455e-11
1,1000000,0.75,0.1,0.75,-2.1277068995573242e-10
1,10000000,0.75,0.1,0.75,-2.2192414572685948e-9
1,100000000,0.75,0.1,0.75,-2.2204294625183252e-8
10,1,0.75,0.1,0.75,0.00337843028328643
10,10,0.75,0.1,0.75,2.8143576522698943e-5
10,100,0.75,0.1,0.75,1.0027812301638406e-6
10,1000,0.75,0.1,0.75,6.83254365307917e-8
10,10000,0.75,0.1,0.75,6.311814848558583e-9
10,100000,0.75,0.1,0.75,6.709175437435987e-10
10,1000000,0.75,0.1,0.75,-1.3708811863466508e-10
10,10000000,0.75,0.1,0.75,-2.209202820679934e-9
10,100000000,0.75,0.1,0.75,-2.22028855301204e-8
100,1,0.75,0.1,0.75,0.00978437364773321
100,10,0.75,0.1,0.75,1.2988403654923264e-4
100,100,0.75,0.1,0.75,5.609005764517505e-6
100,1000,0.75,0.1,0.75,4.2877675632269074e-7
100,10000,0.75,0.1,0.75,4.303458045473718e-8
100,100000,0.75,0.1,0.75,5.012826265193837e-9
100,1000000,0.75,0.1,0.75,4.2828773860748015e-10
100,10000000,0.75,0.1,0.75,-2.1305734954069067e-9
100,100000000,0.75,0.1,0.75,-2.2191407600402613e-8
1000,1,0.75,0.1,0.75,0.02188734623484678
1000,10,0.75,0.1,0.75,4.488066328824925e-4
1000,100,0.75,0.1,0.75,2.3711450298113945e-5
1000,1000,0.75,0.1,0.75,2.061560730681755e-6
1000,10000,0.75,0.1,0.75,2.28512620936705e-7
1000,100000,0.75,0.1,0.75,2.8943777596879272e-8
1000,1000000,0.75,0.1,0.75,3.772439138849393e-9
1000,10000000,0.75,0.1,0.75,-1.6356525023297763e-9
1000,100000000,0.75,0.1,0.75,-2.211488125958283e-8
10000,1,0.75,0.1,0.75,0.04158424128514437
10000,10,0.75,0.1,0.75,0.00126552804007384
10000,100,0.75,0.1,0.75,8.133303285007276e-5
10000,1000,0.75,0.1,0.75,8.058016686351976e-6
10000,10000,0.75,0.1,0.75,9.833736043241004e-7
10000,100000,0.75,0.1,0.75,1.359136211354084e-7
10000,1000000,0.75,0.1,0.75,2.0053086746685267e-8
10000,10000000,0.75,0.1,0.75,9.549329105240643e-10
10000,100000000,0.75,0.1,0.75,-2.1689447349260152e-8
100000,1,0.75,0.1,0.75,0.07047428703197078
100000,10,0.75,0.1,0.75,0.0030721501828923
100000,100,0.75,0.1,0.75,2.3810744669361392e-4
100000,1000,0.75,0.1,0.75,2.671379511676175e-5
100000,10000,0.75,0.1,0.75,3.626354842301005e-6
100000,100000,0.75,0.1,0.75,5.421907878222498e-7
100000,1000000,0.75,0.1,0.75,8.61863292955789e-8
100000,10000000,0.75,0.1,0.75,1.2223750789353003e-8
100000,100000000,0.75,0.1,0.75,-1.9687814489799393e-8
1000000,1,0.75,0.1,0.75,0.10955964553165244
1000000,10,0.75,0.1,0.75,0.00663570896807863
1000000,100,0.75,0.1,0.75,6.150693265465357e-4
1000000,1000,0.75,0.1,0.75,7.813786725741068e-5
1000000,10000,0.75,0.1,0.75,1.1586397436258444e-5
1000000,100000,0.75,0.1,0.75,1.8951861262550551e-6
1000000,1000000,0.75,0.1,0.75,3.280352898205053e-7
1000000,10000000,0.75,0.1,0.75,5.6519215529959865e-8
1000000,100000000,0.75,0.1,0.75,-1.1381005693422708e-8
10000000,1,0.75,0.1,0.75,0.1590329716483253
10000000,10,0.75,0.1,0.75,0.01303411975839974
10000000,100,0.75,0.1,0.75,0.00143370271914555
10000000,1000,0.75,0.1,0.75,2.0461451654618656e-4
10000000,10000,0.75,0.1,0.75,3.3693883306318284e-5
10000000,100000,0.75,0.1,0.75,5.945179470723261e-6
10000000,1000000,0.75,0.1,0.75,1.09723682806262e-6
10000000,10000000,0.75,0.1,0.75,2.0972998782120558e-7
10000000,100000000,0.75,0.1,0.75,2.1318484311194652e-8
100000000,1,0.75,0.1,0.75,0.2181900724574957
100000000,10,0.75,0.1,0.75,0.0236327753508545
100000000,100,0.75,0.1,0.75,0.00306456476874406
100000000,1000,0.75,0.1,0.75,4.918598688684606e-4
100000000,10000,0.75,0.1,0.75,8.775784879522242e-5
100000000,100000,0.75,0.1,0.75,1.6792946731181146e-5
100000000,1000000,0.75,0.1,0.75,3.3562819644616937e-6
100000000,10000000,0.75,0.1,0.75,6.919911170744086e-7
100000000,100000000,0.75,0.1,0.75,1.3699470435835084e-7
1,1,0.75,0.15000000000000002,0.75,0.00154483422058171
1,10,0.75,0.15000000000000002,0.75,1.0431648987507812e-5
1,100,0.75,0.15000000000000002,0.75,3.460140767241882e-7
1,1000,0.75,0.15000000000000002,0.75,2.2690889056597996e-8
1,10000,0.75,0.15000000000000002,0.75,2.042179536587696e-9
1,100000,0.75,0.15000000000000002,0.75,1.9803281237074086e-10
1,1000000,0.75,0.15000000000000002,0.75,-1.9544854623632088e-10
1,10000000,0.75,0.15000000000000002,0.75,-2.2169701630048166e-9
1,100000000,0.75,0.15000000000000002,0.75,-2.2203979543888863e-8
10,1,0.75,0.15000000000000002,0.75,0.00783606818875881
10,10,0.75,0.15000000000000002,0.75,8.103239279910746e-5
10,100,0.75,0.15000000000000002,0.75,3.0162225109764407e-6
10,1000,0.75,0.15000000000000002,0.75,2.0828973545938825e-7
10,10000,0.75,0.15000000000000002,0.75,1.9320897770569445e-8
10,100000,0.75,0.15000000000000002,0.75,2.09781181315094e-9
10,1000000,0.75,0.15000000000000002,0.75,3.7060798874222194e-11
10,10000000,0.75,0.15000000000000002,0.75,-2.1863064691984846e-9
10,100000000,0.75,0.15000000000000002,0.75,-2.219970673955629e-8
100,1,0.75,0.15000000000000002,0.75,0.0245806315290733
100,10,0.75,0.15000000000000002,0.75,4.406488180705992e-4
100,100,0.75,0.15000000000000002,0.75,2.0259378708198383e-5
100,1000,0.75,0.15000000000000002,0.75,1.569733227291259e-6
100,10000,0.75,0.15000000000000002,0.75,1.570081530344325e-7
100,100000,0.75,0.15000000000000002,0.75,1.81496483397936e-8
100,1000000,0.75,0.15000000000000002,0.75,2.0876536055425272e-9
100,10000000,0.75,0.15000000000000002,0.75,-1.907104918430491e-9
100,100000000,0.75,0.15000000000000002,0.75,-2.2159857948622633e-8
1000,1,0.75,0.15000000000000002,0.75,0.05644185218445363
1000,10,0.75,0.15000000000000002,0.75,0.00172022285009454
1000,100,0.75,0.15000000000000002,0.75,1.0118913476375724e-4
1000,1000,0.75,0.15000000000000002,0.75,9.119006634028535e-6
1000,10000,0.75,0.15000000000000002,0.75,1.0166919379717143e-6
1000,100000,0.75,0.15000000000000002,0.75,1.2795278248045605e-7
1000,1000000,0.75,0.15000000000000002,0.75,1.7181421729794977e-8
1000,10000000,0.75,0.15000000000000002,0.75,2.7357849319287203e-10
1000,100000000,0.75,0.15000000000000002,0.75,-2.183317993065259e-8
10000,1,0.75,0.15000000000000002,0.75,0.10618751508366596
10000,10,0.75,0.15000000000000002,0.75,0.00522351049667357
10000,100,0.75,0.15000000000000002,0.75,3.935908085842543e-4
10000,1000,0.75,0.15000000000000002,0.75,4.1649761718498546e-5
10000,10000,0.75,0.15000000000000002,0.75,5.255273376358893e-6
10000,100000,0.75,0.15000000000000002,0.75,7.299779569702736e-7
10000,1000000,0.75,0.15000000000000002,0.75,1.0762059077240593e-7
10000,10000000,0.75,0.15000000000000002,0.75,1.4395780345566322e-8
10000,100000000,0.75,0.15000000000000002,0.75,-1.956533490776735e-8
100000,1,0.75,0.15000000000000002,0.75,0.17400502685191033
100000,10,0.75,0.15000000000000002,0.75,0.01311874616088948
100000,100,0.75,0.15000000000000002,0.75,0.00125453884168114
100000,1000,0.75,0.15000000000000002,0.75,1.5580393608471965e-4
100000,10000,0.75,0.15000000000000002,0.75,2.226307787467352e-5
100000,100000,0.75,0.15000000000000002,0.75,3.4454881313594754e-6
100000,1000000,0.75,0.15000000000000002,0.75,5.580030194574093e-7
100000,10000000,0.75,0.15000000000000002,0.75,9.080950780226973e-8
100000,100000000,0.75,0.15000000000000002,0.75,-6.4456411319469e-9
1000000,1,0.75,0.15000000000000002,0.75,0.2573668501197105
1000000,10,0.75,0.15000000000000002,0.75,0.02839146650785962
1000000,100,0.75,0.15000000000000002,0.75,0.00340693469174369
1000000,1000,0.75,0.15000000000000002,0.75,4.957016394353531e-4
1000000,10000,0.75,0.15000000000000002,0.75,7.987237551942972e-5
1000000,100000,0.75,0.15000000000000002,0.75,1.3644448177529966e-5
1000000,1000000,0.75,0.15000000000000002,0.75,2.414265590000575e-6
1000000,10000000,0.75,0.15000000000000002,0.75,4.344755178964377e-7
1000000,100000000,0.75,0.15000000000000002,0.75,5.847854711582556e-8
10000000,1,0.75,0.15000000000000002,0.75,0.351569389000838
10000000,10,0.75,0.15000000000000002,0.75,0.05444928528947468
10000000,100,0.75,0.15000000000000002,0.75,0.00810759691426232
10000000,1000,0.75,0.15000000000000002,0.75,0.00136965231445163
10000000,10000,0.75,0.15000000000000002,0.75,2.5092105887425387e-4
10000000,100000,0.75,0.15000000000000002,0.75,4.780061120401857e-5
10000000,1000000,0.75,0.15000000000000002,0.75,9.313512362885136e-6
10000000,10000000,0.75,0.15000000000000002,0.75,1.8336871588919832e-6
10000000,100000000,0.75,0.15000000000000002,0.75,3.387867770765496e-7
100000000,1,0.75,0.15000000000000002,0.75,0.4507096569705632
100000000,10,0.75,0.15000000000000002,0.75,0.09440139119203206
100000000,100,0.75,0.15000000000000002,0.75,0.01723955635242369
100000000,1000,0.75,0.15000000000000002,0.75,0.00337770274231263
100000000,10000,0.75,0.15000000000000002,0.75,6.901064067436069e-4
100000000,100000,0.75,0.15000000000000002,0.75,1.4476714923861156e-4
100000000,1000000,0.75,0.15000000000000002,0.75,3.065293538839775e-5
100000000,10000000,0.75,0.15000000000000002,0.75,6.531278300414556e-6
100000000,100000000,0.75,0.15000000000000002,0.75,1.404262827908731e-6
1,1,0.75,0.2,0.75,0.00304727679046312
1,10,0.75,0.2,0.75,2.5569201364317173e-5
1,100,0.75,0.2,0.75,9.068515336441152e-7
1,1000,0.75,0.2,0.75,6.147682918289378e-8
1,10000,0.75,0.2,0.75,5.6496599620814444e-9
1,100000,0.75,0.2,0.75,5.946643177878741e-10
1,1000000,0.75,0.2,0.75,-1.4692558281126367e-10
1,10000000,0.75,0.2,0.75,-2.210580385408889e-9
1,100000000,0.75,0.2,0.75,-2.2203092253647583e-8
10,1,0.75,0.2,0.75,0.01652749199601577
10,10,0.75,0.2,0.75,2.14420061541154e-4
10,100,0.75,0.2,0.75,8.388072578857653e-6
10,1000,0.75,0.2,0.75,5.900573512018781e-7
10,10000,0.75,0.2,0.75,5.5225392259217194e-8
10,100000,0.75,0.2,0.75,6.064090229962461e-9
10,1000000,0.75,0.2,0.75,5.231930444438149e-10
10,10000000,0.75,0.2,0.75,-2.1222565926848347e-9
10,100000000,0.75,0.2,0.75,-2.2190812298816812e-8
100,1,0.75,0.2,0.75,0.05320876034515642
100,10,0.75,0.2,0.75,0.0012926147036042
100,100,0.75,0.2,0.75,6.32073062883931e-5
100,1000,0.75,0.2,0.75,4.954552567215664e-6
100,10000,0.75,0.2,0.75,4.938628161976766e-7
100,100000,0.75,0.2,0.75,5.6591916486326e-8
100,1000000,0.75,0.2,0.75,6.888578041319704e-9
100,10000000,0.75,0.2,0.75,-1.2679135519277904e-9
100,100000000,0.75,0.2,0.75,-2.207061311487735e-8
1000,1,0.75,0.2,0.75,0.11997469601633948
1000,10,0.75,0.2,0.75,0.00542146470618731
1000,100,0.75,0.2,0.75,3.5440662341612583e-4
1000,1000,0.75,0.2,0.75,3.286672815472347e-5
1000,10000,0.75,0.2,0.75,3.669568863884365e-6
1000,100000,0.75,0.2,0.75,4.563544698799049e-7
1000,1000000,0.75,0.2,0.75,6.06287610116496e-8
1000,10000000,0.75,0.2,0.75,6.298327304143925e-9
1000,100000000,0.75,0.2,0.75,-2.0968041303248697e-8
10000,1,0.75,0.2,0.75,0.21548311694458333
10000,10,0.75,0.2,0.75,0.01692246318568069
10000,100,0.75,0.2,0.75,0.001497301793423
10000,1000,0.75,0.2,0.75,1.6844569414165012e-4
10000,10000,0.75,0.2,0.75,2.165981899138192e-5
10000,100000,0.75,0.2,0.75,3.008963206152515e-6
10000,1000000,0.75,0.2,0.75,4.380918344759621e-7
10000,10000000,0.75,0.2,0.75,6.367605154267153e-8
10000,100000000,0.75,0.2,0.75,-1.2066246224406996e-8
100000,1,0.75,0.2,0.75,0.33152031020880324
100000,10,0.75,0.2,0.75,0.04204061115475188
100000,100,0.75,0.2,0.75,0.00498823477082943
100000,1000,0.75,0.2,0.75,6.844847927662823e-4
100000,10000,0.75,0.2,0.75,1.023549839357374e-4
100000,100000,0.75,0.2,0.75,1.607826858540662e-5
100000,1000000,0.75,0.2,0.75,2.5995083947627502e-6
100000,10000000,0.75,0.2,0.75,4.259685106866584e-7
100000,100000000,0.75,0.2,0.75,4.9138257685044096e-8
1000000,1,0.75,0.2,0.75,0.4561882749577172
1000000,10,0.75,0.2,0.75,0.08730165549399527
1000000,100,0.75,0.2,0.75,0.01367223967761299
1000000,1000,0.75,0.2,0.75,0.00227992803831111
1000000,10000,0.75,0.2,0.75,3.983937751446121e-4
1000000,100000,0.75,0.2,0.75,7.124046878548285e-5
1000000,1000000,0.75,0.2,0.75,1.289822638006477e-5
1000000,10000000,0.75,0.2,0.75,2.3389939786122582e-6
1000000,100000000,0.75,0.2,0.75,3.992331525370929e-7
10000000,1,0.75,0.2,0.75,0.5775339457222101
10000000,10,0.75,0.2,0.75,0.1569349434967422
10000000,100,0.75,0.2,0.75,0.03187155448538215
10000000,1000,0.75,0.2,0.75,0.00640369594380263
10000000,10000,0.75,0.2,0.75,0.00130218401284876
10000000,100000,0.75,0.2,0.75,2.649473231205457e-4
10000000,1000000,0.75,0.2,0.75,5.341641147238452e-5
10000000,10000000,0.75,0.2,0.75,1.0633728796283217e-5
10000000,100000000,0.75,0.2,0.75,2.094418215081717e-6
100000000,1,0.75,0.2,0.75,0.6862613425542579
100000000,10,0.75,0.2,0.75,0.250608270970228
100000000,100,0.75,0.2,0.75,0.06477001893340761
100000000,1000,0.75,0.2,0.75,0.01561152609086558
100000000,10000,0.75,0.2,0.75,0.00365974730577012
100000000,100000,0.75,0.2,0.75,8.419404560308097e-4
100000000,1000000,0.75,0.2,0.75,1.9078905178471217e-4
100000000,10000000,0.75,0.2,0.75,4.2810854322561376e-5
100000000,100000000,0.75,0.2,0.75,9.323686667728204e-6
1,1,0.75,0.25,0.75,0.00582997955658215
1,10,0.75,0.25,0.75,6.153338083536575e-5
1,100,0.75,0.25,0.75,2.3436550244948502e-6
1,1000,0.75,0.25,0.75,1.6442433403707213e-7
1,10000,0.75,0.25,0.75,1.542054228753642e-8
1,100000,0.75,0.25,0.75,1.6819481363228304e-9
1,1000000,0.75,0.25,0.75,-1.3017364963729959e-11
1,10000000,0.75,0.25,0.75,-2.1928971971618694e-9
1,100000000,0.75,0.25,0.75,-2.2200636440317112e-8
10,1,0.75,0.25,0.75,0.03246219640920622
10,10,0.75,0.25,0.75,5.387758228990736e-4
10,100,0.75,0.25,0.75,2.23483544253833e-5
10,1000,0.75,0.25,0.75,1.610304628529846e-6
10,10000,0.75,0.25,0.75,1.526998157919124e-7
10,100000,0.75,0.25,0.75,1.693552020842759e-8
10,1000000,0.75,0.25,0.75,1.8630164078103913e-9
10,10000000,0.75,0.25,0.75,-1.9453079147524473e-9
10,100000000,0.75,0.25,0.75,-2.216624217510343e-8
100,1,0.75,0.25,0.75,0.10300297427284744
100,10,0.75,0.25,0.75,0.00345981633804959
100,100,0.75,0.25,0.75,1.8130860859344455e-4
100,1000,0.75,0.25,0.75,1.4424816234925864e-5
100,10000,0.75,0.25,0.75,1.4379295080191312e-6
100,100000,0.75,0.25,0.75,1.6402032387841106e-7
100,1000000,0.75,0.25,0.75,2.025022949325717e-8
100,10000000,0.75,0.25,0.75,5.034154204608399e-10
100,100000000,0.75,0.25,0.75,-2.18243616512126e-8
1000,1,0.75,0.25,0.75,0.22036849291453764
1000,10,0.75,0.25,0.75,0.01499391562253604
1000,100,0.75,0.25,0.75,0.00110139658325481
1000,1000,0.75,0.25,0.75,1.0523469853584988e-4
1000,10000,0.75,0.25,0.75,1.1746352054919916e-5
1000,100000,0.75,0.25,0.75,1.4417538094502191e-6
1000,1000000,0.75,0.25,0.75,1.8851988869972305e-7
1000,10000000,0.75,0.25,0.75,2.3682020344750754e-8
1000,100000000,0.75,0.25,0.75,-1.8517826383401825e-8
10000,1,0.75,0.25,0.75,0.36791174168126894
10000,10,0.75,0.25,0.75,0.04622604766304061
10000,100,0.75,0.25,0.75,0.00488878941175752
10000,1000,0.75,0.25,0.75,5.869737725383573e-4
10000,10000,0.75,0.25,0.75,7.692629256261796e-5
10000,100000,0.75,0.25,0.75,1.0627428139842188e-5
10000,1000000,0.75,0.25,0.75,1.519404471794772e-6
10000,10000000,0.75,0.25,0.75,2.2040705149883877e-7
10000,100000000,0.75,0.25,0.75,1.1028822854974862e-8
100000,1,0.75,0.25,0.75,0.5216823405433619
100000,10,0.75,0.25,0.75,0.10913160734928452
100000,100,0.75,0.25,0.75,0.01643984425996247
100000,1000,0.75,0.25,0.75,0.00251257141701144
100000,10000,0.75,0.25,0.75,3.9518138770511246e-4
100000,100000,0.75,0.25,0.75,6.30921293275355e-5
100000,1000000,0.75,0.25,0.75,1.0135975743286174e-5
100000,10000000,0.75,0.25,0.75,1.6288651789597708e-6
100000,100000000,0.75,0.25,0.75,2.408272128384681e-7
1000000,1,0.75,0.25,0.75,0.6611180945164139
1000000,10,0.75,0.25,0.75,0.20928091480849675
1000000,100,0.75,0.25,0.75,0.04382835049887168
1000000,1000,0.75,0.25,0.75,0.00850025600917625
1000000,10000,0.75,0.25,0.75,0.00161330239860357
1000000,100000,0.75,0.25,0.75,3.006209371926305e-4
1000000,1000000,0.75,0.25,0.75,5.49834760168455e-5
1000000,10000000,0.75,0.25,0.75,9.913367483127544e-6
1000000,100000000,0.75,0.25,0.75,1.7484916683407905e-6
10000000,1,0.75,0.25,0.75,0.7743246085543187
10000000,10,0.75,0.25,0.75,0.34076381144922785
10000000,100,0.75,0.25,0.75,0.09634552812687104
10000000,1000,0.75,0.25,0.75,0.02348296630139279
10000000,10000,0.75,0.25,0.75,0.00535780775331984
10000000,100000,0.75,0.25,0.75,0.00116714737119294
10000000,1000000,0.75,0.25,0.75,2.4566776151790926e-4
10000000,10000000,0.75,0.25,0.75,5.041424622764801e-5
10000000,100000000,0.75,0.25,0.75,9.933509153792208e-6
10000000,10000000,0.75,0.25,0.75,5.041424622764801e-5
10000000,100000000,0.75,0.25,0.75,9.933509153792208e-6
100000000,1,0.75,0.25,0.75,0.8581728932820157
100000000,10,0.75,0.25,0.75,0.48745272718331056
100000000,100,0.75,0.25,0.75,0.18022814250807595
100000000,1000,0.75,0.25,0.75,0.05462908710666647
100000000,10000,0.75,0.25,0.75,0.01492576916721577
100000000,100000,0.75,0.25,0.75,0.00381526311991742
100000000,1000000,0.75,0.25,0.75,9.273551713281368e-4
100000000,10000000,0.75,0.25,0.75,2.1265832862138456e-4
100000000,100000000,0.75,0.25,0.75,4.643241313240232e-5
1,1,0.75,0.30000000000000004,0.75,0.01080937008787563
1,10,0.75,0.30000000000000004,0.75,1.4533170453534527e-4
1,100,0.75,0.30000000000000004,0.75,5.974442412126635e-6
1,1000,0.75,0.30000000000000004,0.75,4.343619794955345e-7
1,10000,0.75,0.30000000000000004,0.75,4.1561638686182796e-8
1,100000,0.75,0.30000000000000004,0.75,4.623322613639402e-9
1,1000000,0.75,0.30000000000000004,0.75,3.5114067209462974e-10
1,10000000,0.75,0.30000000000000004,0.75,-2.1447577047695172e-9
1,100000000,0.75,0.30000000000000004,0.75,-2.2193965554251353e-8
10,1,0.75,0.30000000000000004,0.75,0.05993373460854734
10,10,0.75,0.30000000000000004,0.75,0.00130365478568617
10,100,0.75,0.30000000000000004,0.75,5.790595915677876e-5
10,1000,0.75,0.30000000000000004,0.75,4.294632918844243e-6
10,10000,0.75,0.30000000000000004,0.75,4.137543474502792e-7
10,100000,0.75,0.30000000000000004,0.75,4.6344676540854834e-8
10,1000000,0.75,0.30000000000000004,0.75,5.505110256542878e-9
10,10000000,0.75,0.30000000000000004,0.75,-1.4638326106819475e-9
10,100000000,0.75,0.30000000000000004,0.75,-2.2099522878349376e-8
100,1,0.75,0.30000000000000004,0.75,0.18107194164201657
100,10,0.75,0.30000000000000004,0.75,0.00865467269576503
100,100,0.75,0.30000000000000004,0.75,4.925152608964423e-4
100,1000,0.75,0.30000000000000004,0.75,3.9988039421734456e-5
100,10000,0.75,0.30000000000000004,0.75,4.004593687989555e-6
100,100000,0.75,0.30000000000000004,0.75,4.566995858157341e-7
100,1000000,0.75,0.30000000000000004,0.75,5.665162750023711e-8
100,10000000,0.75,0.30000000000000004,0.75,5.321487361875654e-9
100,100000000,0.75,0.30000000000000004,0.75,-2.1156613794204304e-8
1000,1,0.75,0.30000000000000004,0.75,0.35736592987424165
1000,10,0.75,0.30000000000000004,0.75,0.03739031349453947
1000,100,0.75,0.30000000000000004,0.75,0.00315227552767638
1000,1000,0.75,0.30000000000000004,0.75,3.1206331369049156e-4
1000,10000,0.75,0.30000000000000004,0.75,3.488409160412598e-5
1000,100000,0.75,0.30000000000000004,0.75,4.235232049509818e-6
1000,1000000,0.75,0.30000000000000004,0.75,5.460810270641048e-7
1000,10000000,0.75,0.30000000000000004,0.75,7.164001925019647e-8
1000,100000000,0.75,0.30000000000000004,0.75,-1.1835968205531344e-8
10000,1,0.75,0.30000000000000004,0.75,0.5443980865263982
10000,10,0.75,0.30000000000000004,0.75,0.10940626562365696
10000,100,0.75,0.30000000000000004,0.75,0.01425893676174538
10000,1000,0.75,0.30000000000000004,0.75,0.0018471796764381
10000,10000,0.75,0.30000000000000004,0.75,2.47067690812508e-4
10000,100000,0.75,0.30000000000000004,0.75,3.3914546416435876e-5
10000,1000000,0.75,0.30000000000000004,0.75,4.7546476450444075e-6
10000,10000000,0.75,0.30000000000000004,0.75,6.769894344005323e-7
10000,100000000,0.75,0.30000000000000004,0.75,7.653118905270874e-8
100000,1,0.75,0.30000000000000004,0.75,0.7056072686190594
100000,10,0.75,0.30000000000000004,0.75,0.23589276064337927
100000,100,0.75,0.30000000000000004,0.75,0.04671923391627075
100000,1000,0.75,0.30000000000000004,0.75,0.00810782687840505
100000,10000,0.75,0.30000000000000004,0.75,0.00134711651422847
100000,100000,0.75,0.30000000000000004,0.75,2.1835347253618131e-4
100000,1000000,0.75,0.30000000000000004,0.75,3.481117471204609e-5
100000,10000000,0.75,0.30000000000000004,0.75,5.47810892115308e-6
100000,100000000,0.75,0.30000000000000004,0.75,8.329806095996872e-7
1000000,1,0.75,0.30000000000000004,0.75,0.8249856481608062
1000000,10,0.75,0.30000000000000004,0.75,0.40340833271375576
1000000,100,0.75,0.30000000000000004,0.75,0.1165433704849057
1000000,1000,0.75,0.30000000000000004,0.75,0.02701747426154754
1000000,10000,0.75,0.30000000000000004,0.75,0.00564235205752927
1000000,100000,0.75,0.30000000000000004,0.75,0.00110300041555222
1000000,1000000,0.75,0.30000000000000004,0.75,2.0564197707451104e-4
1000000,10000000,0.75,0.30000000000000004,0.75,3.6748504944283944e-5
1000000,100000000,0.75,0.30000000000000004,0.75,6.3327246828670525e-6
10000000,1,0.75,0.30000000000000004,0.75,0.9034624742356018
10000000,10,0.75,0.30000000000000004,0.75,0.5797827313466117
10000000,100,0.75,0.30000000000000004,0.75,0.23229667618595795
10000000,1000,0.75,0.30000000000000004,0.75,0.07083592030664831
10000000,10000,0.75,0.30000000000000004,0.75,0.01856778998834185
10000000,100000,0.75,0.30000000000000004,0.75,0.00441235862825162
10000000,1000000,0.75,0.30000000000000004,0.75,9.726112082842908e-4
10000000,10000000,0.75,0.30000000000000004,0.75,1.9967078613103428e-4
10000000,100000000,0.75,0.30000000000000004,0.75,3.9279908938261165e-5
100000000,1,0.75,0.30000000000000004,0.75,0.9502371903564172
100000000,10,0.75,0.30000000000000004,0.75,0.7332029596524463
100000000,100,0.75,0.30000000000000004,0.75,0.385675880276676
100000000,1000,0.75,0.30000000000000004,0.75,0.1514033028935322
100000000,10000,0.75,0.30000000000000004,0.75,0.04947146174898231
100000000,100000,0.75,0.30000000000000004,0.75,0.01427237898426936
100000000,1000000,0.75,0.30000000000000004,0.75,0.00369902228549379
100000000,10000000,0.75,0.30000000000000004,0.75,8.832417545572291e-4
100000000,100000000,0.75,0.30000000000000004,0.75,2.0133036568048543e-4
1,1,0.75,0.35000000000000003,0.75,0.01940386331557564
1,10,0.75,0.35000000000000003,0.75,3.3667540388071515e-4
1,100,0.75,0.35000000000000003,0.75,1.50264608471673e-5
1,1000,0.75,0.35000000000000003,0.75,1.1339823009492989e-6
1,10000,0.75,0.35000000000000003,0.75,1.1068535388236712e-7
1,100000,0.75,0.35000000000000003,0.75,1.2479207889271038e-8
1,1000000,0.75,0.35000000000000003,0.75,1.3271861387664783e-9
1,10000000,0.75,0.35000000000000003,0.75,-2.015869915439339e-9
1,100000000,0.75,0.35000000000000003,0.75,-2.2176187108868817e-8
10,1,0.75,0.35000000000000003,0.75,0.10432174352526824
10,10,0.75,0.35000000000000003,0.75,0.00305646391476011
10,100,0.75,0.35000000000000003,0.75,1.469401228119116e-4
10,1000,0.75,0.35000000000000003,0.75,1.126427578002076e-5
