n,k,p,q,r,wp
10,1000,0.75,0.8,0.55,0.5889109147383418
10,10000,0.75,0.8,0.55,0.27118909861120133
10,100000,0.75,0.8,0.55,0.08950739171807698
10,1000000,0.75,0.8,0.55,0.02330105331445631
10,10000000,0.75,0.8,0.55,0.00519099527626909
10,100000000,0.75,0.8,0.55,0.00104591140379695
100,1,0.75,0.8,0.55,0.9998624496889564
100,10,0.75,0.8,0.55,0.9986402952805136
100,100,0.75,0.8,0.55,0.987593669438234
100,1000,0.75,0.8,0.55,0.9182923001410732
100,10000,0.75,0.8,0.55,0.7005768429912855
100,100000,0.75,0.8,0.55,0.3835575413262521
100,1000000,0.75,0.8,0.55,0.14678725024169126
100,10000000,0.75,0.8,0.55,0.0416401797874083
100,100000000,0.75,0.8,0.55,0.00951781321027867
1000,1,0.75,0.8,0.55,0.999986937555608
1000,10,0.75,0.8,0.55,0.9998696532921068
1000,100,0.75,0.8,0.55,0.9987218202169426
1000,1000,0.75,0.8,0.55,0.9887789750499658
1000,10000,0.75,0.8,0.55,0.9302678254961996
1000,100000,0.75,0.8,0.55,0.7462014137376911
1000,1000000,0.75,0.8,0.55,0.4518455195153047
1000,10000000,0.75,0.8,0.55,0.19615619940251497
1000,100000000,0.75,0.8,0.55,0.06214718431952115
10000,1,0.75,0.8,0.55,0.9999984981443456
10000,10,0.75,0.8,0.55,0.9999849881949764
10000,100,0.75,0.8,0.55,0.9998505362731828
10000,1000,0.75,0.8,0.55,0.9985584604469914
10000,10000,0.75,0.8,0.55,0.9880844799207144
10000,100000,0.75,0.8,0.55,0.931975076920478
10000,1000000,0.75,0.8,0.55,0.7640708077131092
10000,10000000,0.75,0.8,0.55,0.4899606511288547
10000,100000000,0.75,0.8,0.55,0.23180417395291064
100000,1,0.75,0.8,0.55,0.9999998082878596
100000,10,0.75,0.8,0.55,0.9999980830735412
100000,100,0.75,0.8,0.55,0.9999808500279368
100000,1000,0.75,0.8,0.55,0.9998102756251026
100000,10000,0.75,0.8,0.55,0.9982220283930384
100000,100000,0.75,0.8,0.55,0.9863902354241472
100000,1000000,0.75,0.8,0.55,0.929231615548381
100000,10000000,0.75,0.8,0.55,0.7691205892743949
100000,100000000,0.75,0.8,0.55,0.5099942249406576
1000000,1,0.75,0.8,0.55,0.9999999739457952
1000000,10,0.75,0.8,0.55,0.9999997394641656
1000000,100,0.75,0.8,0.55,0.9999973952608768
1000000,1000,0.75,0.8,0.55,0.9999740126578076
1000000,10000,0.75,0.8,0.55,0.9997450987758614
1000000,100000,0.75,0.8,0.55,0.9977124187270618
1000000,1000000,0.75,0.8,0.55,0.9839588299793672
1000000,10000000,0.75,0.8,0.55,0.9240497032015283
1000000,100000000,0.75,0.8,0.55,0.7674999497450171
10000000,1,0.75,0.8,0.55,0.9999999963168504
10000000,10,0.75,0.8,0.55,0.9999999631687156
10000000,100,0.75,0.8,0.55,0.9999996317081408
10000000,1000,0.75,0.8,0.55,0.9999963191575928
10000000,10000,0.75,0.8,0.55,0.999963383189962
10000000,100000,0.75,0.8,0.55,0.9996472508995674
10000000,1000000,0.75,0.8,0.55,0.997011493098696
10000000,10000000,0.75,0.8,0.55,0.9809004016148164
10000000,100000000,0.75,0.8,0.55,0.9173824289438914
100000000,1,0.75,0.8,0.55,0.9999999994658394
100000000,10,0.75,0.8,0.55,0.9999999946584012
100000000,100,0.75,0.8,0.55,0.9999999465847472
100000000,1000,0.75,0.8,0.55,0.9999994659207389
100000000,10000,0.75,0.8,0.55,0.9999946663112445
100000000,100000,0.75,0.8,0.55,0.9999472588404316
100000000,1000000,0.75,0.8,0.55,0.9995062359261898
100000000,10000000,0.75,0.8,0.55,0.9960974727419288
100000000,100000000,0.75,0.8,0.55,0.9772957752611464
1,1,0.75,0.8500000000000001,0.55,0.96983474307306
1,10,0.75,0.8500000000000001,0.55,0.8257129630404609
1,100,0.75,0.8500000000000001,0.55,0.5254417648156732
1,1000,0.75,0.8500000000000001,0.55,0.24770230088956124
1,10000,0.75,0.8500000000000001,0.55,0.09235657080943371
1,100000,0.75,0.8500000000000001,0.55,0.02883339640584081
1,1000000,0.75,0.8500000000000001,0.55,0.00784700763861778
1,10000000,0.75,0.8500000000000001,0.55,0.00191552082100221
1,100000000,0.75,0.8500000000000001,0.55,4.3047759540093544e-4
10,1,0.75,0.8500000000000001,0.55,0.9987685576834212
10,10,0.75,0.8500000000000001,0.55,0.98859899084577
10,100,0.75,0.8500000000000001,0.55,0.9232386560629404
10,1000,0.75,0.8500000000000001,0.55,0.7181965524727226
10,10000,0.75,0.8500000000000001,0.55,0.4182880714559365
10,100000,0.75,0.8500000000000001,0.55,0.1806363511426484
10,1000000,0.75,0.8500000000000001,0.55,0.06062355942976694
10,10000000,0.75,0.8500000000000001,0.55,0.01676337548850426
10,100000000,0.75,0.8500000000000001,0.55,0.00402915804716019
100,1,0.75,0.8500000000000001,0.55,0.999889009353859
100,10,0.75,0.8500000000000001,0.55,0.9989083053334518
100,100,0.75,0.8500000000000001,0.55,0.990306521547927
100,1000,0.75,0.8500000000000001,0.55,0.9390364745722436
100,10000,0.75,0.8500000000000001,0.55,0.7760565315924111
100,100000,0.75,0.8500000000000001,0.55,0.505763426736678
100,1000000,0.75,0.8500000000000001,0.55,0.24933375348713105
100,10000000,0.75,0.8500000000000001,0.55,0.09430986699182342
100,100000000,0.75,0.8500000000000001,0.55,0.02843218617833554
1000,1,0.75,0.8500000000000001,0.55,0.9999853980918804
1000,10,0.75,0.8500000000000001,0.55,0.999854637968827
1000,100,0.75,0.8500000000000001,0.55,0.998600799159547
1000,1000,0.75,0.8500000000000001,0.55,0.9885903715889752
1000,10000,0.75,0.8500000000000001,0.55,0.9367917110227276
1000,100000,0.75,0.8500000000000001,0.55,0.7860869245697952
1000,1000000,0.75,0.8500000000000001,0.55,0.5370977051367495
1000,10000000,0.75,0.8500000000000001,0.55,0.28617059201804096
1000,100000000,0.75,0.8500000000000001,0.55,0.11847043763206055
10000,1,0.75,0.8500000000000001,0.55,0.9999977175114828
10000,10,0.75,0.8500000000000001,0.55,0.9999772060960462
10000,100,0.75,0.8500000000000001,0.55,0.9997748930646057
10000,1000,0.75,0.8500000000000001,0.55,0.9979309223918316
10000,10000,0.75,0.8500000000000001,0.55,0.9850162687758128
10000,100000,0.75,0.8500000000000001,0.55,0.9278537625311162
10000,1000000,0.75,0.8500000000000001,0.55,0.7786561336113769
10000,10000000,0.75,0.8500000000000001,0.55,0.5426176794278929
10000,100000000,0.75,0.8500000000000001,0.55,0.30150102804197143
100000,1,0.75,0.8500000000000001,0.55,0.999999609513904
100000,10,0.75,0.8500000000000001,0.55,0.9999960968127876
100000,100,0.75,0.8500000000000001,0.55,0.9999611285916792
100000,1000,0.75,0.8500000000000001,0.55,0.9996237700970824
100000,10000,0.75,0.8500000000000001,0.55,0.9967988949201746
100000,100000,0.75,0.8500000000000001,0.55,0.9797851863040588
100000,1000000,0.75,0.8500000000000001,0.55,0.9150749532128862
100000,10000000,0.75,0.8500000000000001,0.55,0.7632316912378616
100000,100000000,0.75,0.8500000000000001,0.55,0.5353813036889462
1000000,1,0.75,0.8500000000000001,0.55,0.999999929636946
1000000,10,0.75,0.8500000000000001,0.55,0.9999992964669436
1000000,100,0.75,0.8500000000000001,0.55,0.999992974230132
1000000,1000,0.75,0.8500000000000001,0.55,0.9999305773702992
1000000,10000,0.75,0.8500000000000001,0.55,0.9993551194497208
1000000,100000,0.75,0.8500000000000001,0.55,0.9950591060247306
1000000,1000000,0.75,0.8500000000000001,0.55,0.9729004015735808
1000000,10000000,0.75,0.8500000000000001,0.55,0.8995823849397505
1000000,100000000,0.75,0.8500000000000001,0.55,0.7436638557956519
10000000,1,0.75,0.8500000000000001,0.55,0.999999986919541
10000000,10,0.75,0.8500000000000001,0.55,0.9999998692013335
10000000,100,0.75,0.8500000000000001,0.55,0.9999986926005862
10000000,1000,0.75,0.8500000000000001,0.55,0.9999869808048404
10000000,10000,0.75,0.8500000000000001,0.55,0.9998737582718304
10000000,100000,0.75,0.8500000000000001,0.55,0.9989033746669376
10000000,1000000,0.75,0.8500000000000001,0.55,0.9925619685967464
10000000,10000000,0.75,0.8500000000000001,0.55,0.9643721620376092
10000000,100000000,0.75,0.8500000000000001,0.55,0.8821746871415301
100000000,1,0.75,0.8500000000000001,0.55,0.9999999975224668
100000000,10,0.75,0.8500000000000001,0.55,0.999999975225038
100000000,100,0.75,0.8500000000000001,0.55,0.9999997522870782
100000000,1000,0.75,0.8500000000000001,0.55,0.999997526419146
100000000,10000,0.75,0.8500000000000001,0.55,0.9999755572353898
100000000,100000,0.75,0.8500000000000001,0.55,0.9997715403234344
100000000,1000000,0.75,0.8500000000000001,0.55,0.9981874550133616
100000000,10000000,0.75,0.8500000000000001,0.55,0.9891794122120938
100000000,100000000,0.75,0.8500000000000001,0.55,0.9543266276906
1,1,0.75,0.9,0.55,0.9862836612949412
1,10,0.75,0.9,0.55,0.9078673000982402
1,100,0.75,0.9,0.55,0.6846484773058796
1,1000,0.75,0.9,0.55,0.39702889862304547
1,10000,0.75,0.9,0.55,0.18142754818391085
1,100000,0.75,0.9,0.55,0.0682682946625297
1,1000000,0.75,0.9,0.55,0.02197561130930025
1,10000000,0.75,0.9,0.55,0.00623179523717742
1,100000000,0.75,0.9,0.55,0.00160237164498533
10,1,0.75,0.9,0.55,0.9991607464555552
10,10,0.75,0.9,0.55,0.9922598854339316
10,100,0.75,0.9,0.55,0.9476585906968326
10,1000,0.75,0.9,0.55,0.7976529718255817
10,10000,0.75,0.9,0.55,0.5410253217148324
10,100000,0.75,0.9,0.55,0.2869129528801212
10,1000000,0.75,0.9,0.55,0.12091691222451396
10,10000000,0.75,0.9,0.55,0.04188791546597614
10,100000000,0.75,0.9,0.55,0.01237755370118298
100,1,0.75,0.9,0.55,0.9998786337448348
100,10,0.75,0.9,0.55,0.9988188545695464
100,100,0.75,0.9,0.55,0.990039581677536
100,1000,0.75,0.9,0.55,0.9429277361790364
100,10000,0.75,0.9,0.55,0.8036555031884917
100,100000,0.75,0.9,0.55,0.5699221223475511
100,1000000,0.75,0.9,0.55,0.3249710769495564
100,10000000,0.75,0.9,0.55,0.14937406593058222
100,100000000,0.75,0.9,0.55,0.05636641701834166
1000,1,0.75,0.9,0.55,0.9999760761985012
1000,10,0.75,0.9,0.55,0.9997633215708422
1000,100,0.75,0.9,0.55,0.9978133954966014
1000,1000,0.75,0.9,0.55,0.98424020784207
1000,10000,0.75,0.9,0.55,0.9261102918317652
1000,100000,0.75,0.9,0.55,0.7806269643141722
1000,1000000,0.75,0.9,0.55,0.5561601546608013
1000,10000000,0.75,0.9,0.55,0.32572858238117597
1000,100000000,0.75,0.9,0.55,0.15624311161676507
10000,1,0.75,0.9,0.55,0.999994617067522
10000,10,0.75,0.9,0.55,0.9999464144561178
10000,100,0.75,0.9,0.55,0.9994836950996993
10000,1000,0.75,0.9,0.55,0.9957207149564492
10000,10000,0.75,0.9,0.55,0.9746367790499773
10000,100000,0.75,0.9,0.55,0.901912209904434
10000,1000000,0.75,0.9,0.55,0.7461783371428832
10000,10000000,0.75,0.9,0.55,0.5270063453170498
10000,100000000,0.75,0.9,0.55,0.31039883077782626
100000,1,0.75,0.9,0.55,0.9999987050678464
100000,10,0.75,0.9,0.55,0.9999870761613806
100000,100,0.75,0.9,0.55,0.9998729822412454
100000,1000,0.75,0.9,0.55,0.9988549388434852
100000,10000,0.75,0.9,0.55,0.9919133224076307
100000,100000,0.75,0.9,0.55,0.960751351141228
100000,1000000,0.75,0.9,0.55,0.8720168576592044
100000,10000000,0.75,0.9,0.55,0.7061883529790005
100000,100000000,0.75,0.9,0.55,0.4916897055455852
1000000,1,0.75,0.9,0.55,0.9999996767561424
1000000,10,0.75,0.9,0.55,0.999996770359178
1000000,100,0.75,0.9,0.55,0.999967960674248
1000000,1000,0.75,0.9,0.55,0.9996967456854592
1000000,10000,0.75,0.9,0.55,0.997569223185076
1000000,100000,0.75,0.9,0.55,0.9857214710891852
1000000,1000000,0.75,0.9,0.55,0.9423787759511316
1000000,10000000,0.75,0.9,0.55,0.8376777959322782
1000000,100000000,0.75,0.9,0.55,0.6636018477759928
10000000,1,0.75,0.9,0.55,0.999999917601383
10000000,10,0.75,0.9,0.55,0.9999991763290058
10000000,100,0.75,0.9,0.55,0.9999917932376642
10000000,1000,0.75,0.9,0.55,0.9999201979594652
10000000,10000,0.75,0.9,0.55,0.999301980214165
10000000,100000,0.75,0.9,0.55,0.9952105671575632
10000000,1000000,0.75,0.9,0.55,0.9765818578383372
10000000,10000000,0.75,0.9,0.55,0.9196625117355248
10000000,100000000,0.75,0.9,0.55,0.8003046480783542
100000000,1,0.75,0.9,0.55,0.9999999787548108
100000000,10,0.75,0.9,0.55,0.9999997875840384
100000000,100,0.75,0.9,0.55,0.9999978793260808
100000000,1000,0.75,0.9,0.55,0.9999790825344652
100000000,10000,0.75,0.9,0.55,0.9998063252787428
100000000,100000,0.75,0.9,0.55,0.9984991232543228
100000000,1000000,0.75,0.9,0.55,0.9913134876827172
100000000,10000000,0.75,0.9,0.55,0.9641417041261556
100000000,100000000,0.75,0.9,0.55,0.8931683587893033
1,1,0.75,0.95,0.55,0.9945475078441096
1,10,0.75,0.95,0.55,0.9583753348183484
1,100,0.75,0.95,0.55,0.8201392721833596
1,1000,0.75,0.95,0.55,0.5712811240562325
1,10000,0.75,0.95,0.55,0.3179297634367424
1,100000,0.75,0.95,0.55,0.1445422533852384
1,1000000,0.75,0.95,0.55,0.05536601932983009
1,10000000,0.75,0.95,0.55,0.01837610432524961
1,100000000,0.75,0.95,0.55,0.00544226908947165
10,1,0.75,0.95,0.55,0.9992533825491392
10,10,0.75,0.95,0.55,0.9932215154549188
10,100,0.75,0.95,0.55,0.9557810284759496
10,1000,0.75,0.95,0.55,0.8318118404067453
10,10000,0.75,0.95,0.55,0.6096208232148717
10,100000,0.75,0.95,0.55,0.3649994038955009
10,1000000,0.75,0.95,0.55,0.17941589658844448
10,10000000,0.75,0.95,0.55,0.07392800783550901
10,100000000,0.75,0.95,0.55,0.02617406549061907
100,1,0.75,0.95,0.55,0.9997999482576088
100,10,0.75,0.95,0.55,0.9980970871745692
100,100,0.75,0.95,0.55,0.98537638288252
100,1000,0.75,0.95,0.55,0.92804436585645
100,10000,0.75,0.95,0.55,0.7833674042819219
100,100000,0.75,0.95,0.55,0.5623326803900781
100,1000000,0.75,0.95,0.55,0.33618990647199476
100,10000000,0.75,0.95,0.55,0.168150479762621
100,100000000,0.75,0.95,0.55,0.07134293405329828
1000,1,0.75,0.95,0.55,0.9999359291595064
1000,10,0.75,0.95,0.55,0.9993770915754112
1000,100,0.75,0.95,0.55,0.9947387286077676
1000,1000,0.75,0.95,0.55,0.9689574441844208
1000,10000,0.75,0.95,0.55,0.8845364809069077
1000,100000,0.75,0.95,0.55,0.7165810710628855
1000,1000000,0.75,0.95,0.55,0.49685180538358087
1000,10000000,0.75,0.95,0.55,0.2916907208310898
1000,100000000,0.75,0.95,0.55,0.14512264243527118
10000,1,0.75,0.95,0.55,0.9999778548874756
10000,10,0.75,0.95,0.55,0.999782151918757
10000,100,0.75,0.95,0.55,0.9980459317987734
10000,1000,0.75,0.95,0.55,0.9867509875344452
10000,10000,0.75,0.95,0.55,0.9411904137931985
10000,100000,0.75,0.95,0.55,0.8278625217485984
10000,1000000,0.75,0.95,0.55,0.6421046248330635
10000,10000000,0.75,0.95,0.55,0.42924265056196775
10000,100000000,0.75,0.95,0.55,0.24593700687223763
100000,1,0.75,0.95,0.55,0.9999920504665982
100000,10,0.75,0.95,0.55,0.99992127085814
100000,100,0.75,0.95,0.55,0.9992659324258442
100000,1000,0.75,0.95,0.55,0.99447341034019
100000,10000,0.75,0.95,0.55,0.9712898216681134
100000,100000,0.75,0.95,0.55,0.9011986309773294
100000,1000000,0.75,0.95,0.55,0.7613896327944771
100000,10000000,0.75,0.95,0.55,0.5659486983941118
100000,100000000,0.75,0.95,0.55,0.365557694319925
1000000,1,0.75,0.95,0.55,0.9999970870989991
1000000,10,0.75,0.95,0.55,0.999971037688487
1000000,100,0.75,0.95,0.55,0.9997229631117142
1000000,1000,0.75,0.95,0.55,0.9977413556869532
1000000,10000,0.75,0.95,0.55,0.9866106523556718
1000000,100000,0.75,0.95,0.55,0.9462133452103388
1000000,1000000,0.75,0.95,0.55,0.850123344542039
1000000,10000000,0.75,0.95,0.55,0.6889716345289663
1000000,100000000,0.75,0.95,0.55,0.4927771940624682
10000000,1,0.75,0.95,0.55,0.9999989213149584
10000000,10,0.75,0.95,0.55,0.9999892498459204
10000000,100,0.75,0.95,0.55,0.999895456428863
10000000,1000,0.75,0.95,0.55,0.9990941899362984
10000000,10000,0.75,0.95,0.55,0.9940010655976612
10000000,100000,0.75,0.95,0.55,0.9722309421152991
10000000,1000000,0.75,0.95,0.55,0.9109837300074332
10000000,10000000,0.75,0.95,0.55,0.7897562882240926
10000000,100000000,0.75,0.95,0.55,0.6156019453343111
100000000,1,0.75,0.95,0.55,0.999999598697385
100000000,10,0.75,0.95,0.55,0.9999959950765392
100000000,100,0.75,0.95,0.55,0.9999606389716416
100000000,1000,0.75,0.95,0.55,0.9996433086140832
100000000,10000,0.75,0.95,0.55,0.9974050164743268
100000000,100000,0.75,0.95,0.55,0.9863631049536602
100000000,1000000,0.75,0.95,0.55,0.9499204262350444
100000000,10000000,0.75,0.95,0.55,0.8656901353765335
100000000,100000000,0.75,0.95,0.55,0.724107837606484
1,1,0.75,1,0.55,0.9981510434075423
1,10,0.75,1,0.55,0.9843602971766376
1,100,0.75,1,0.55,0.915179610542846
1,1000,0.75,1,0.55,0.7406322136636682
1,10000,0.75,1,0.55,0.4952763404738977
1,100000,0.75,1,0.55,0.27189566191521974
1,1000000,0.75,1,0.55,0.12461719737759924
1,10000000,0.75,1,0.55,0.0488075582759252
1,100000000,0.75,1,0.55,0.01678357523649931
10,1,0.75,1,0.55,0.9981510434075423
10,10,0.75,1,0.55,0.9843602971766376
10,100,0.75,1,0.55,0.915179610542846
10,1000,0.75,1,0.55,0.7406322136636682
10,10000,0.75,1,0.55,0.4952763404738977
10,100000,0.75,1,0.55,0.27189566191521974
10,1000000,0.75,1,0.55,0.12461719737759924
10,10000000,0.75,1,0.55,0.0488075582759252
10,100000000,0.75,1,0.55,0.01678357523649931
100,1,0.75,1,0.55,0.9981510434075423
100,10,0.75,1,0.55,0.9843602971766376
100,100,0.75,1,0.55,0.915179610542846
100,1000,0.75,1,0.55,0.7406322136636682
100,10000,0.75,1,0.55,0.4952763404738977
100,100000,0.75,1,0.55,0.27189566191521974
100,1000000,0.75,1,0.55,0.12461719737759924
100,10000000,0.75,1,0.55,0.0488075582759252
100,100000000,0.75,1,0.55,0.01678357523649931
1000,1,0.75,1,0.55,0.9981510434075423
1000,10,0.75,1,0.55,0.9843602971766376
1000,100,0.75,1,0.55,0.915179610542846
1000,1000,0.75,1,0.55,0.7406322136636682
1000,10000,0.75,1,0.55,0.4952763404738977
1000,100000,0.75,1,0.55,0.27189566191521974
1000,1000000,0.75,1,0.55,0.12461719737759924
1000,10000000,0.75,1,0.55,0.0488075582759252
1000,100000000,0.75,1,0.55,0.01678357523649931
10000,1,0.75,1,0.55,0.9981510434075423
10000,10,0.75,1,0.55,0.9843602971766376
10000,100,0.75,1,0.55,0.915179610542846
10000,1000,0.75,1,0.55,0.7406322136636682
10000,10000,0.75,1,0.55,0.4952763404738977
10000,100000,0.75,1,0.55,0.27189566191521974
10000,1000000,0.75,1,0.55,0.12461719737759924
10000,10000000,0.75,1,0.55,0.0488075582759252
10000,100000000,0.75,1,0.55,0.01678357523649931
100000,1,0.75,1,0.55,0.9981510434075423
100000,10,0.75,1,0.55,0.9843602971766376
100000,1,0.75,1,0.55,0.9981510434075423
100000,10,0.75,1,0.55,0.9843602971766376
100000,100,0.75,1,0.55,0.915179610542846
100000,1000,0.75,1,0.55,0.7406322136636682
100000,10000,0.75,1,0.55,0.4952763404738977
100000,100000,0.75,1,0.55,0.27189566191521974
100000,1000000,0.75,1,0.55,0.12461719737759924
100000,10000000,0.75,1,0.55,0.0488075582759252
100000,100000000,0.75,1,0.55,0.01678357523649931
1000000,1,0.75,1,0.55,0.9981510434075423
1000000,10,0.75,1,0.55,0.9843602971766376
1000000,100,0.75,1,0.55,0.915179610542846
1000000,1000,0.75,1,0.55,0.7406322136636682
1000000,10000,0.75,1,0.55,0.4952763404738977
1000000,100000,0.75,1,0.55,0.27189566191521974
1000000,1000000,0.75,1,0.55,0.12461719737759924
1000000,10000000,0.75,1,0.55,0.0488075582759252
1000000,100000000,0.75,1,0.55,0.01678357523649931
10000000,1,0.75,1,0.55,0.9981510434075423
10000000,10,0.75,1,0.55,0.9843602971766376
10000000,100,0.75,1,0.55,0.915179610542846
10000000,1000,0.75,1,0.55,0.7406322136636682
10000000,10000,0.75,1,0.55,0.4952763404738977
10000000,100000,0.75,1,0.55,0.27189566191521974
10000000,1000000,0.75,1,0.55,0.12461719737759924
10000000,10000000,0.75,1,0.55,0.0488075582759252
10000000,100000000,0.75,1,0.55,0.01678357523649931
100000000,1,0.75,1,0.55,0.9981510434075423
100000000,10,0.75,1,0.55,0.9843602971766376
100000000,100,0.75,1,0.55,0.915179610542846
100000000,1000,0.75,1,0.55,0.7406322136636682
100000000,10000,0.75,1,0.55,0.4952763404738977
100000000,100000,0.75,1,0.55,0.27189566191521974
100000000,1000000,0.75,1,0.55,0.12461719737759924
100000000,10000000,0.75,1,0.55,0.0488075582759252
100000000,100000000,0.75,1,0.55,0.01678357523649931
1,1,0.75,0,0.6000000000000001,7.582857506808205e-4
1,10,0.75,0,0.6000000000000001,3.1224790275619085e-7
1,100,0.75,0,0.6000000000000001,1.2267499238660662e-9
1,1000,0.75,0,0.6000000000000001,1.601829779929176e-11
1,10000,0.75,0,0.6000000000000001,2.5766055955500633e-12
1,100000,0.75,0,0.6000000000000001,2.221545170044692e-11
1,1000000,0.75,0,0.6000000000000001,2.2204482696963623e-10
1,10000000,0.75,0,0.6000000000000001,2.220445827205708e-9
1,100000000,0.75,0,0.6000000000000001,2.220446004841392e-8
10,1,0.75,0,0.6000000000000001,7.582857506808205e-4
10,10,0.75,0,0.6000000000000001,3.1224790275619085e-7
10,100,0.75,0,0.6000000000000001,1.2267499238660662e-9
10,1000,0.75,0,0.6000000000000001,1.601829779929176e-11
10,10000,0.75,0,0.6000000000000001,2.5766055955500633e-12
10,100000,0.75,0,0.6000000000000001,2.221545170044692e-11
10,1000000,0.75,0,0.6000000000000001,2.2204482696963623e-10
10,10000000,0.75,0,0.6000000000000001,2.220445827205708e-9
10,100000000,0.75,0,0.6000000000000001,2.220446004841392e-8
100,1,0.75,0,0.6000000000000001,7.582857506808205e-4
100,10,0.75,0,0.6000000000000001,3.1224790275619085e-7
100,100,0.75,0,0.6000000000000001,1.2267499238660662e-9
100,1000,0.75,0,0.6000000000000001,1.601829779929176e-11
100,10000,0.75,0,0.6000000000000001,2.5766055955500633e-12
100,100000,0.75,0,0.6000000000000001,2.221545170044692e-11
100,1000000,0.75,0,0.6000000000000001,2.2204482696963623e-10
100,10000000,0.75,0,0.6000000000000001,2.220445827205708e-9
100,100000000,0.75,0,0.6000000000000001,2.220446004841392e-8
1000,1,0.75,0,0.6000000000000001,7.582857506808205e-4
1000,10,0.75,0,0.6000000000000001,3.1224790275619085e-7
1000,100,0.75,0,0.6000000000000001,1.2267499238660662e-9
1000,1000,0.75,0,0.6000000000000001,1.601829779929176e-11
1000,10000,0.75,0,0.6000000000000001,2.5766055955500633e-12
1000,100000,0.75,0,0.6000000000000001,2.221545170044692e-11
1000,1000000,0.75,0,0.6000000000000001,2.2204482696963623e-10
1000,10000000,0.75,0,0.6000000000000001,2.220445827205708e-9
1000,100000000,0.75,0,0.6000000000000001,2.220446004841392e-8
10000,1,0.75,0,0.6000000000000001,7.582857506808205e-4
10000,10,0.75,0,0.6000000000000001,3.1224790275619085e-7
10000,100,0.75,0,0.6000000000000001,1.2267499238660662e-9
10000,1000,0.75,0,0.6000000000000001,1.601829779929176e-11
10000,10000,0.75,0,0.6000000000000001,2.5766055955500633e-12
10000,100000,0.75,0,0.6000000000000001,2.221545170044692e-11
10000,1000000,0.75,0,0.6000000000000001,2.2204482696963623e-10
10000,10000000,0.75,0,0.6000000000000001,2.220445827205708e-9
10000,100000000,0.75,0,0.6000000000000001,2.220446004841392e-8
100000,1,0.75,0,0.6000000000000001,7.582857506808205e-4
100000,10,0.75,0,0.6000000000000001,3.1224790275619085e-7
100000,100,0.75,0,0.6000000000000001,1.2267499238660662e-9
100000,1000,0.75,0,0.6000000000000001,1.601829779929176e-11
100000,10000,0.75,0,0.6000000000000001,2.5766055955500633e-12
100000,100000,0.75,0,0.6000000000000001,2.221545170044692e-11
100000,1000000,0.75,0,0.6000000000000001,2.2204482696963623e-10
100000,10000000,0.75,0,0.6000000000000001,2.220445827205708e-9
100000,100000000,0.75,0,0.6000000000000001,2.220446004841392e-8
1000000,1,0.75,0,0.6000000000000001,7.582857506808205e-4
1000000,10,0.75,0,0.6000000000000001,3.1224790275619085e-7
1000000,100,0.75,0,0.6000000000000001,1.2267499238660662e-9
1000000,1000,0.75,0,0.6000000000000001,1.601829779929176e-11
1000000,10000,0.75,0,0.6000000000000001,2.5766055955500633e-12
1000000,100000,0.75,0,0.6000000000000001,2.221545170044692e-11
1000000,1000000,0.75,0,0.6000000000000001,2.2204482696963623e-10
1000000,10000000,0.75,0,0.6000000000000001,2.220445827205708e-9
1000000,100000000,0.75,0,0.6000000000000001,2.220446004841392e-8
10000000,1,0.75,0,0.6000000000000001,7.582857506808205e-4
10000000,10,0.75,0,0.6000000000000001,3.1224790275619085e-7
10000000,100,0.75,0,0.6000000000000001,1.2267499238660662e-9
10000000,1000,0.75,0,0.6000000000000001,1.601829779929176e-11
10000000,10000,0.75,0,0.6000000000000001,2.5766055955500633e-12
10000000,100000,0.75,0,0.6000000000000001,2.221545170044692e-11
10000000,1000000,0.75,0,0.6000000000000001,2.2204482696963623e-10
10000000,10000000,0.75,0,0.6000000000000001,2.220445827205708e-9
10000000,100000000,0.75,0,0.6000000000000001,2.220446004841392e-8
100000000,1,0.75,0,0.6000000000000001,7.582857506808205e-4
100000000,10,0.75,0,0.6000000000000001,3.1224790275619085e-7
100000000,100,0.75,0,0.6000000000000001,1.2267499238660662e-9
100000000,1000,0.75,0,0.6000000000000001,1.601829779929176e-11
100000000,10000,0.75,0,0.6000000000000001,2.5766055955500633e-12
100000000,100000,0.75,0,0.6000000000000001,2.221545170044692e-11
100000000,1000000,0.75,0,0.6000000000000001,2.2204482696963623e-10
100000000,10000000,0.75,0,0.6000000000000001,2.220445827205708e-9
100000000,100000000,0.75,0,0.6000000000000001,2.220446004841392e-8
1,1,0.75,0.05,0.6000000000000001,0.00186427649130271
1,10,0.75,0.05,0.6000000000000001,1.4413410501790125e-6
1,100,0.75,0.05,0.6000000000000001,7.436912863312273e-9
1,1000,0.75,0.05,0.6000000000000001,1.1258949328407651e-10
1,10000,0.75,0.05,0.6000000000000001,5.0778270477280785e-12
1,100000,0.75,0.05,0.6000000000000001,2.2302715230182457e-11
1,1000000,0.75,0.05,0.6000000000000001,2.2204882377252486e-10
1,10000000,0.75,0.05,0.6000000000000001,2.22044638231722e-9
1,100000000,0.75,0.05,0.6000000000000001,2.2204460381480828e-08
10,1,0.75,0.05,0.6000000000000001,0.00622411172691994
10,10,0.75,0.05,0.6000000000000001,8.87893585344024e-6
10,100,0.75,0.05,0.6000000000000001,5.5591662051490693e-8
10,1000,0.75,0.05,0.6000000000000001,9.192406835722975e-10
10,10000,0.75,0.05,0.6000000000000001,2.6900592864365077e-11
