p,q,n,eMaxScores_Hamming,eMaxScores_ESPN
0.9,0.4,100000000,48.69617064130616,1691.6737369711996
1,0.4,100000000,47.492664922447645,1669.406132770805
0.5,0.5,100000000,53.13397132173566,1770.5964640572279
0.6,0.5,100000000,53.13397132173566,1770.5964640572279
0.7,0.5,100000000,53.13397132173566,1770.5964640572279
0.8,0.5,100000000,53.13397132173566,1770.5964640572279
0.9,0.5,100000000,53.13397132173566,1770.5964640572279
1,0.5,100000000,53.13397132173566,1770.5964640572279
0.5,0.6,100000000,53.13397132173566,1770.5964640572279
0.6,0.6,100000000,54.14999165642389,1787.9053041147881
0.7,0.6,100000000,55.12724342998133,1804.2743098039796
0.8,0.6,100000000,56.064796502300375,1819.7092882142033
0.9,0.6,100000000,56.96101396104146,1834.2111293035919
1,0.6,100000000,57.814244319419934,1847.7797014491239
0.5,0.7000000000000001,100000000,53.13397132173566,1770.5964640572279
0.6,0.7000000000000001,100000000,55.12724342998133,1804.2743098039796
0.7,0.7000000000000001,100000000,56.96101396104146,1834.2111273986893
0.8,0.7000000000000001,100000000,58.62605633181557,1860.3986139243375
0.9,0.7000000000000001,100000000,60.14749268708514,1882.7432013892303
1,0.7000000000000001,100000000,61.40217816706544,1901.0302345456648
0.5,0.8,100000000,53.13397132173566,1770.5964640572279
0.6,0.8,100000000,56.064796502300375,1819.7092882142033
0.7,0.8,100000000,58.62605633181557,1860.3986145860426
0.8,0.8,100000000,60.81253039937301,1892.4174847239078
0.9,0.8,100000000,62.438733162550726,1914.3788553422564
1,0.8,100000000,63,1920
0.5,0.9,100000000,53.13397132173566,1770.5964640572279
0.6,0.9,100000000,56.96101396104146,1834.2111293035919
0.7,0.9,100000000,60.14749268708514,1882.7432013892303
0.8,0.9,100000000,62.438733162550726,1914.3788553422564
0.9,0.9,100000000,63,1920
1,0.9,100000000,63,1920
0.5,1,100000000,53.13397132173566,1770.5964640572279
0.6,1,100000000,57.814244319419934,1847.7797014491239
0.7,1,100000000,61.40217816706544,1901.0302345456648
0.8,1,100000000,63,1920
0.9,1,100000000,63,1920
1,1,100000000,63,1920
