p,q,n,eMaxScores_Hamming,eMaxScores_ESPN
0.8,0.4,100,37.63229022706996,1363.840550429502
0.9,0.4,100,36.35263965230058,1330.4204704659708
1,0.4,100,35.05629549394864,1296.1835402386987
0.5,0.5,100,41.373480454472734,1459.3775181333558
0.6,0.5,100,41.373480454472734,1459.3775181333558
0.7,0.5,100,41.373480454472734,1459.3775181333558
0.8,0.5,100,41.373480454472734,1459.3775181333558
0.9,0.5,100,41.373480454472734,1459.3775181333558
1,0.5,100,41.373480454472734,1459.3775181333558
0.5,0.6,100,41.373480454472734,1459.3775181333558
0.6,0.6,100,42.58833730124041,1489.6890181326057
0.7,0.6,100,43.78708135198625,1519.2448506795267
0.8,0.6,100,44.96958728843395,1548.0468809306626
0.9,0.6,100,46.135646487137485,1576.093704626046
1,0.6,100,47.28496159027692,1603.3806130685866
0.5,0.7000000000000001,100,41.373480454472734,1459.3775181333558
0.6,0.7000000000000001,100,43.78708135198625,1519.2448506795267
0.7,0.7000000000000001,100,46.13564648713747,1576.093704626037
0.8,0.7000000000000001,100,48.41713852748501,1629.8995071903278
0.9,0.7000000000000001,100,50.62794772378273,1680.5829848358326
1,0.7000000000000001,100,52.76245988989555,1728.0041837388785
0.5,0.8,100,41.373480454472734,1459.3775181333558
0.6,0.8,100,44.96958728843395,1548.0468809306626
0.7,0.8,100,48.417138527484994,1629.8995071903323
0.8,0.8,100,51.70518806922497,1704.7127692837807
0.9,0.8,100,54.812278812936135,1771.9493585411851
1,0.8,100,57.6988678407748,1830.6162263843044
0.5,0.9,100,41.373480454472734,1459.3775181333558
0.6,0.9,100,46.135646487137485,1576.093704626046
0.7,0.9,100,50.627947723782725,1680.5829848358326
0.8,0.9,100,54.812278812936135,1771.9493585411851
0.9,0.9,100,58.60046585790652,1847.9855701060364
1,0.9,100,61.76055433426168,1903.4461836056767
0.5,1,100,41.373480454472734,1459.3775181333558
0.6,1,100,47.28496159027692,1603.3806130685866
0.7,1,100,52.76245988989555,1728.0041837388785
0.8,1,100,57.6988678407748,1830.6162263843044
0.9,1,100,61.76055433426168,1903.4461836056767
1,1,100,63,1920
0.5,0.1,1000,44.19209092555393,1554.4598633922965
0.6,0.1,1000,39.24761184263969,1438.42264615678
0.7,0.1,1000,33.9546833834761,1307.7878980297396
0.8,0.1,1000,28.265971171947808,1159.954187221648
0.9,0.1,1000,22.072287543478623,989.3092840610996
1,0.1,1000,15.097928295276487,781.6360337318793
0.5,0.2,1000,44.19209092555393,1554.4598633922965
0.6,0.2,1000,40.51540081582876,1468.737088267651
0.7,0.2,1000,36.6466910177006,1375.047795950809
0.8,0.2,1000,32.5724605002867,1272.590237740992
0.9,0.2,1000,28.265971171947808,1159.954187221648
1,0.2,1000,23.678231702017975,1034.6304729706821
0.5,0.30000000000000004,1000,44.19209092555393,1554.4598633922965
0.6,0.30000000000000004,1000,41.76192832947696,1498.1694509654449
0.7,0.30000000000000004,1000,39.24761184263969,1438.42264615678
0.8,0.30000000000000004,1000,36.6466910177006,1375.047795950809
0.9,0.30000000000000004,1000,33.9546833834761,1307.7878980297396
1,0.30000000000000004,1000,31.16459586597306,1236.270010481896
0.5,0.4,1000,44.19209092555393,1554.4598633922965
0.6,0.4,1000,42.98744269244226,1526.7387458700682
0.7,0.4,1000,41.76192832947696,1498.1694509654449
0.8,0.4,1000,40.51540081582876,1468.737088267651
0.9,0.4,1000,39.24761184263969,1438.42264615678
1,0.4,1000,37.95820520472049,1407.2025036624723
0.5,0.5,1000,44.19209092555393,1554.4598633922965
0.6,0.5,1000,44.19209092555393,1554.4598633922965
0.7,0.5,1000,44.19209092555393,1554.4598633922965
0.8,0.5,1000,44.19209092555393,1554.4598633922965
0.9,0.5,1000,44.19209092555393,1554.4598633922965
1,0.5,1000,44.19209092555393,1554.4598633922965
0.5,0.6,1000,44.19209092555393,1554.4598633922965
0.6,0.6,1000,45.375910393348704,1581.343937554334
0.7,0.6,1000,46.53882889959948,1607.3986032125003
0.8,0.6,1000,47.6806709626667,1632.6281554856018
0.9,0.6,1000,48.801156613319904,1657.0336160374359
1,0.6,1000,49.8998901061605,1680.6127060023482
0.5,0.7000000000000001,1000,44.19209092555393,1554.4598633922965
0.6,0.7000000000000001,1000,46.53882889959948,1607.3986032125003
0.7,0.7000000000000001,1000,48.801156613319904,1657.033616037379
0.8,0.7000000000000001,1000,50.976344337578034,1703.3597206543413
0.9,0.7000000000000001,1000,53.05954827374223,1746.3160617682252
1,0.7000000000000001,1000,55.04319823384929,1785.776594494041
0.5,0.8,1000,44.19209092555393,1554.4598633922965
0.6,0.8,1000,47.6806709626667,1632.6281554856018
0.7,0.8,1000,50.97634433757795,1703.3597206543595
0.8,0.8,1000,54.06442104608091,1766.4941522019876
0.9,0.8,1000,56.91594047298793,1821.5322618124128
1,0.8,1000,59.47707934341678,1867.4730537609207
0.5,0.9,1000,44.19209092555393,1554.4598633922965
0.6,0.9,1000,48.801156613319904,1657.0336160374359
0.7,0.9,1000,53.05954827374223,1746.3160617682252
0.8,0.9,1000,56.91594047298793,1821.5322618124128
0.9,0.9,1000,60.24995549439575,1880.4743976165173
1,0.9,1000,62.730390524810105,1917.2790270322957
0.5,1,1000,44.19209092555393,1554.4598633922965
0.6,1,1000,49.8998901061605,1680.6127060023482
0.7,1,1000,55.04319823384929,1785.776594494041
0.8,1,1000,59.47707934341678,1867.4730537609207
0.9,1,1000,62.730390524810105,1917.2790270322957
1,1,1000,63,1920
0.5,0.1,10000,46.49138943909615,1620.4613582059233
0.6,0.1,10000,41.63511701929943,1514.5038308312655
0.7,0.1,10000,36.36383955437221,1393.099124973121
0.8,0.1,10000,30.621299749204297,1253.4111686766641
0.9,0.1,10000,24.277641258589515,1089.514948982922
1,0.1,10000,17.00333276504463,886.2941644508146
0.5,0.2,10000,46.49138943909615,1620.4613582059233
0.6,0.2,10000,42.88693693049413,1542.369568006452
0.7,0.2,10000,39.05371399129123,1455.8641425244286
0.8,0.2,10000,34.97575003384779,1360.0494737744248
0.9,0.2,10000,30.621299749204297,1253.4111686766641
1,0.2,10000,25.932090219468712,1133.3059759721448
0.5,0.30000000000000004,10000,46.49138943909615,1620.4613582059233
0.6,0.30000000000000004,10000,44.11346231893063,1569.3036802221218
0.7,0.30000000000000004,10000,41.63511701929943,1514.5038308312655
0.8,0.30000000000000004,10000,39.05371399129123,1455.8641425244286
0.9,0.30000000000000004,10000,36.36383955437221,1393.099124973121
1,0.30000000000000004,10000,33.557162593538436,1325.805759453383
0.5,0.4,10000,46.49138943909615,1620.4613582059233
0.6,0.4,10000,45.31488667044274,1595.3283432474495
0.7,0.4,10000,44.11346231893063,1569.3036802221218
0.8,0.4,10000,42.88693693049413,1542.369568006452
0.9,0.4,10000,41.63511701929943,1514.5038308312655
1,0.4,10000,40.3576093296123,1485.6794824640087
0.5,0.5,10000,46.49138943909615,1620.4613582059233
0.6,0.5,10000,46.49138943909615,1620.4613582059233
0.7,0.5,10000,46.49138943909615,1620.4613582059233
0.8,0.5,10000,46.49138943909615,1620.4613582059233
0.9,0.5,10000,46.49138943909615,1620.4613582059233
1,0.5,10000,46.49138943909615,1620.4613582059233
0.5,0.6,10000,46.49138943909615,1620.4613582059233
0.6,0.6,10000,47.64307963637813,1644.716466995876
0.7,0.6,10000,48.76988524431813,1668.1035660382827
0.8,0.6,10000,49.87154668885219,1690.6288308435796
0.9,0.6,10000,50.947664033491066,1712.2947597115763
1,0.6,10000,51.99771826940656,1733.1001416730692
0.5,0.7000000000000001,10000,46.49138943909615,1620.4613582059233
0.6,0.7000000000000001,10000,48.76988524431813,1668.1035660382827
0.7,0.7000000000000001,10000,50.947664033491066,1712.294759711126
0.8,0.7000000000000001,10000,53.02105350882134,1753.0399504832621
0.9,0.7000000000000001,10000,54.98404877726752,1790.2824742805979
1,0.7000000000000001,10000,56.82734304165897,1823.896262470455
0.5,0.8,10000,46.49138943909615,1620.4613582059233
0.6,0.8,10000,49.87154668885219,1690.6288308435796
0.7,0.8,10000,53.021053508821296,1753.0399504834486
0.8,0.8,10000,55.921398478838135,1807.5539182043713
0.9,0.8,10000,58.537087719209936,1853.6686743505197
1,0.8,10000,60.791917854556026,1890.328253181549
0.5,0.9,10000,46.49138943909615,1620.4613582059233
0.6,0.9,10000,50.947664033491066,1712.2947597115763
0.7,0.9,10000,54.98404877726752,1790.2824742805979
0.8,0.9,10000,58.537087719209936,1853.6686743505197
0.9,0.9,10000,61.44289606439863,1900.1140286753298
1,0.9,10000,62.999997972674976,1919.9999797267492
0.5,1,10000,46.49138943909615,1620.4613582059233
0.6,1,10000,51.99771826940656,1733.1001416730692
0.7,1,10000,56.82734304165897,1823.896262470455
0.8,1,10000,60.791917854556026,1890.328253181549
0.9,1,10000,62.999997972674976,1919.9999797267492
1,1,10000,63,1920
0.5,0.1,100000,48.45815097692992,1670.4151891171023
0.6,0.1,100000,43.698146601034864,1572.7387236569552
0.7,0.1,100000,38.46396898871474,1459.10701891062
0.8,0.1,100000,32.692715236358524,1326.4479481653984
0.9,0.1,100000,26.235404386759182,1168.4340811475704
1,0.1,100000,18.716910370291227,969.4201008857829
0.5,0.2,100000,48.45815097692992,1670.4151891171023
0.6,0.2,100000,44.931464474458295,1598.5760459546327
0.7,0.2,100000,41.143046883151975,1518.0599311921628
0.8,0.2,100000,37.075624739742445,1427.8973259809754
0.9,0.2,100000,32.692715236358524,1326.4479481653984
1,0.2,100000,27.92829917358348,1210.88918598585
0.5,0.30000000000000004,100000,48.45815097692992,1670.4151891171023
0.6,0.30000000000000004,100000,46.13551811729903,1623.4527944945353
0.7,0.30000000000000004,100000,43.698146601034864,1572.7387236569552
0.8,0.30000000000000004,100000,41.143046883151975,1518.0599311921628
0.9,0.30000000000000004,100000,38.46396898871474,1459.10701891062
1,0.30000000000000004,100000,35.652024048780305,1395.4425826800639
0.5,0.4,100000,48.45815097692992,1670.4151891171023
0.6,0.4,100000,47.31092855591035,1647.3928175858669
0.7,0.4,100000,46.13551811729903,1623.4527944945353
0.8,0.4,100000,44.931464474458295,1598.5760459546327
0.9,0.4,100000,43.698146601034864,1572.7387236569552
1,0.4,100000,42.43541851931414,1545.9117029215736
0.5,0.5,100000,48.45815097692992,1670.4151891171023
0.6,0.5,100000,48.45815097692992,1670.4151891171023
0.7,0.5,100000,48.45815097692992,1670.4151891171023
0.8,0.5,100000,48.45815097692992,1670.4151891171023
0.9,0.5,100000,48.45815097692992,1670.4151891171023
1,0.5,100000,48.45815097692992,1670.4151891171023
0.5,0.6,100000,48.45815097692992,1670.4151891171023
0.6,0.6,100000,49.5771466944322,1692.5345882591682
0.7,0.6,100000,50.66759328226817,1713.7615761918073
0.8,0.6,100000,51.72910203129743,1734.1027816643646
0.9,0.6,100000,52.76123980157705,1753.5610009522588
1,0.6,100000,53.76345647428204,1772.1352090681921
0.5,0.7000000000000001,100000,48.45815097692992,1670.4151891171023
0.6,0.7000000000000001,100000,50.66759328226817,1713.7615761918073
0.7,0.7000000000000001,100000,52.76123980157705,1753.5610009485708
0.8,0.7000000000000001,100000,54.73502273876232,1789.8204693516777
0.9,0.7000000000000001,100000,56.582190404477814,1822.4833723152892
1,0.7000000000000001,100000,58.29099088860619,1851.419014579069
0.5,0.8,100000,48.45815097692992,1670.4151891171023
0.6,0.8,100000,51.72910203129743,1734.1027816643646
0.7,0.8,100000,54.73502273876232,1789.820469353117
0.8,0.8,100000,57.45500332797004,1837.4287358151173
0.9,0.8,100000,59.836249575871385,1876.3959643770681
1,0.8,100000,61.80677732395363,1905.5026351050606
0.5,0.9,100000,48.45815097692992,1670.4151891171023
0.6,0.9,100000,52.76123980157705,1753.5610009522588
0.7,0.9,100000,56.582190404477814,1822.4833723152892
0.8,0.9,100000,59.836249575871385,1876.3959643770681
0.9,0.9,100000,62.30645354810747,1912.598573191999
1,0.9,100000,63,1920
0.5,1,100000,48.45815097692992,1670.4151891171023
0.6,1,100000,53.76345647428204,1772.1352090681921
0.7,1,100000,58.29099088860619,1851.419014579069
0.8,1,100000,61.80677732395363,1905.5026351050606
0.9,1,100000,63,1920
1,1,100000,63,1920
0.5,0.1,1000000,50.186778278860594,1710.2120655328235
0.6,0.1,1000000,45.52970753104553,1619.5814919546592
0.7,0.1,1000000,40.343903446862214,1512.6494926194346
0.8,0.1,1000000,34.56180409968954,1386.2289537355332
0.9,0.1,1000000,28.01686903073768,1233.6420199086297
1,0.1,1000000,20.29121578756527,1038.3872526851007
0.5,0.2,1000000,50.186778278860594,1710.2120655328235
0.6,0.2,1000000,46.7426000634162,1643.6876275692362
0.7,0.2,1000000,43.005741478424866,1568.3000869512057
0.8,0.2,1000000,38.95911690926213,1483.0504432839734
0.9,0.2,1000000,34.56180409968954,1386.2289537355332
1,0.2,1000000,29.740730132826503,1274.8525638644423
0.5,0.30000000000000004,1000000,50.186778278860594,1710.2120655328235
0.6,0.30000000000000004,1000000,47.92241298494903,1666.8126219889336
0.7,0.30000000000000004,1000000,45.52970753104553,1619.5814919546592
0.8,0.30000000000000004,1000000,43.005741478424866,1568.3000869512057
0.9,0.30000000000000004,1000000,40.343903446862214,1512.6494926194346
1,0.30000000000000004,1000000,37.534854963807085,1452.175375348047
0.5,0.4,1000000,50.186778278860594,1710.2120655328235
0.6,0.4,1000000,49.070206747329614,1688.98091715575
0.7,0.4,1000000,47.92241298494903,1666.8126219889336
0.8,0.4,1000000,46.7426000634162,1643.6876275692362
0.9,0.4,1000000,45.52970753104553,1619.5814919546592
1,0.4,1000000,44.28388318510221,1594.4643291631428
0.5,0.5,1000000,50.186778278860594,1710.2120655328235
0.6,0.5,1000000,50.186778278860594,1710.2120655328235
0.7,0.5,1000000,50.186778278860594,1710.2120655328235
0.8,0.5,1000000,50.186778278860594,1710.2120655328235
0.9,0.5,1000000,50.186778278860594,1710.2120655328235
1,0.5,1000000,50.186778278860594,1710.2120655328235
0.5,0.6,1000000,50.186778278860594,1710.2120655328235
0.6,0.6,1000000,51.27210750080438,1730.5211452490767
0.7,0.6,1000000,52.32572988729968,1749.9190548109846
0.8,0.6,1000000,53.34708196895548,1768.4126892736117
0.9,0.6,1000000,54.33554384670108,1786.0050008999542
1,0.6,1000000,55.290313040325636,1802.6949354264161
0.5,0.7000000000000001,1000000,50.186778278860594,1710.2120655328235
0.6,0.7000000000000001,1000000,52.32572988729968,1749.9190548109846
0.7,0.7000000000000001,1000000,54.33554384670108,1786.0050008701978
0.8,0.7000000000000001,1000000,56.210223560149146,1818.4772366980746
0.9,0.7000000000000001,1000000,57.93837241436807,1847.2740282046107
1,0.7000000000000001,1000000,59.5116410210606,1872.2475977607996
0.5,0.8,1000000,50.186778278860594,1710.2120655328235
0.6,0.8,1000000,53.34708196895548,1768.4126892736117
0.7,0.8,1000000,56.210223560149146,1818.4772367093524
0.8,0.8,1000000,58.7436169091248,1860.2528119593126
0.9,0.8,1000000,60.91344062231253,1893.1317887335308
1,0.8,1000000,62.54371320467685,1915.4285790006747
0.5,0.9,1000000,50.186778278860594,1710.2120655328235
0.6,0.9,1000000,54.33554384670108,1786.0050008999542
0.7,0.9,1000000,57.93837241436807,1847.2740282046107
0.8,0.9,1000000,60.91344062231253,1893.1317887335308
0.9,0.9,1000000,62.97571005647307,1919.7571005647296
1,0.9,1000000,63,1920
0.5,1,1000000,50.186778278860594,1710.2120655328235
0.6,1,1000000,55.290313040325636,1802.6949354264161
0.7,1,1000000,59.5116410210606,1872.2475977607996
0.8,1,1000000,62.54371320467685,1915.4285790006747
0.9,1,1000000,63,1920
1,1,1000000,63,1920
0.5,0.1,10000000,51.734191476376495,1742.9855328395524
0.6,0.1,10000000,47.18288789915791,1658.5299302038743
0.7,0.1,10000000,42.05556194090621,1557.4929338638458
0.8,0.1,10000000,36.27556238093349,1436.6334235078261
0.9,0.1,10000000,29.66496790419985,1289.10810882438
1,0.1,10000000,21.75948106673096,1097.644205253116
0.5,0.2,10000000,51.734191476376495,1742.9855328395524
0.6,0.2,10000000,48.37446544188303,1681.1170932201844
0.7,0.2,10000000,44.69616070889657,1610.2335622828878
0.8,0.2,10000000,40.678005892037,1529.318589762861
0.9,0.2,10000000,36.27556238093349,1436.6334235078261
1,0.2,10000000,31.412136307598562,1329.1219236973188
0.5,0.30000000000000004,10000000,51.734191476376495,1742.9855328395524
0.6,0.30000000000000004,10000000,49.53031178680783,1702.7062599671149
0.7,0.30000000000000004,10000000,47.18288789915791,1658.5299302038743
0.8,0.30000000000000004,10000000,44.69616070889657,1610.2335622828878
0.9,0.30000000000000004,10000000,42.05556194090621,1557.4929338638458
1,0.30000000000000004,10000000,39.25498250242402,1499.8464801135196
0.5,0.4,10000000,51.734191476376495,1742.9855328395524
0.6,0.4,10000000,50.649968001603966,1723.3224021881597
0.7,0.4,10000000,49.53031178680783,1702.7062599671149
0.8,0.4,10000000,48.37446544188303,1681.1170932201844
0.9,0.4,10000000,47.18288789915791,1658.5299302038743
1,0.4,10000000,45.957179217702816,1634.9143121344105
0.5,0.5,10000000,51.734191476376495,1742.9855328395524
0.6,0.5,10000000,51.734191476376495,1742.9855328395524
0.7,0.5,10000000,51.734191476376495,1742.9855328395524
0.8,0.5,10000000,51.734191476376495,1742.9855328395524
0.9,0.5,10000000,51.734191476376495,1742.9855328395524
1,0.5,10000000,51.734191476376495,1742.9855328395524
0.5,0.6,10000000,51.734191476376495,1742.9855328395524
0.6,0.6,10000000,52.78361686373561,1761.7110906969424
0.7,0.6,10000000,53.79824772797993,1779.510193998799
0.8,0.6,10000000,54.77762986914113,1796.3897318747536
0.9,0.6,10000000,55.72116856880212,1812.3522627764896
1,0.6,10000000,56.62842647431526,1827.3958479604903
0.5,0.7000000000000001,10000000,51.734191476376495,1742.9855328395524
0.6,0.7000000000000001,10000000,53.79824772797993,1779.510193998799
0.7,0.7000000000000001,10000000,55.72116856880212,1812.3522625374608
0.8,0.7000000000000001,10000000,57.49920738749017,1841.5147130535956
0.9,0.7000000000000001,10000000,59.12190486040072,1866.9223307874086
1,0.7000000000000001,10000000,60.53742420168157,1888.3831528310247
0.5,0.8,10000000,51.734191476376495,1742.9855328395524
0.6,0.8,10000000,54.77762986914113,1796.3897318747536
0.7,0.8,10000000,57.49920738749017,1841.514713140732
0.8,0.8,10000000,59.85566562796782,1878.1651849439686
0.9,0.8,10000000,61.79327626542854,1905.526827413612
1,0.8,10000000,62.99960883466957,1919.9960883466952
0.5,0.9,10000000,51.734191476376495,1742.9855328395524
0.6,0.9,10000000,55.72116856880212,1812.3522627764896
0.7,0.9,10000000,59.12190486040072,1866.9223307874086
0.8,0.9,10000000,61.79327626542854,1905.526827413612
0.9,0.9,10000000,63,1920
1,0.9,10000000,63,1920
0.5,1,10000000,51.734191476376495,1742.9855328395524
0.6,1,10000000,56.62842647431526,1827.3958479604903
0.7,1,10000000,60.53742420168157,1888.3831528310247
0.8,1,10000000,62.99960883466957,1919.9960883466952
0.9,1,10000000,63,1920
1,1,10000000,63,1920
0.5,0.1,100000000,53.13397132173566,1770.5964640572279
0.6,0.1,100000000,48.69617064130616,1691.6737369711996
0.7,0.1,100000000,43.63507135551218,1595.9337298817923
0.8,0.1,100000000,37.866455316281815,1480.0855369343026
0.9,0.1,100000000,31.202126692170857,1337.2071615794061
1,0.1,100000000,23.14566260882959,1149.6374472037087
0.5,0.2,100000000,53.13397132173566,1770.5964640572279
0.6,0.2,100000000,49.860270591401004,1712.898285166625
0.7,0.2,100000000,46.24595604458985,1646.0580717208086
0.8,0.2,100000000,42.26287594495552,1569.0412887424918
0.9,0.2,100000000,37.866455316281815,1480.0855369343026
1,0.2,100000000,32.969492506400364,1376.101462494878
0.5,0.30000000000000004,100000000,53.13397132173566,1770.5964640572279
0.6,0.30000000000000004,100000000,50.988151456916576,1733.1108195016213
0.7,0.30000000000000004,100000000,48.69617064130616,1691.6737369711996
0.8,0.30000000000000004,100000000,46.24595604458985,1646.0580717208086
0.9,0.30000000000000004,100000000,43.63507135551218,1595.9337298817923
1,0.30000000000000004,100000000,40.84641292563637,1540.832396758558
0.5,0.4,100000000,53.13397132173566,1770.5964640572279
0.6,0.4,100000000,52.079760139444076,1752.3367870218863
0.7,0.4,100000000,50.988151456916576,1733.1108195016213
0.8,0.4,100000000,49.860270591401004,1712.898285166625
