p,n,chalky
0.5,1,31.499999999999872
0.5049,1,31.628856162065066
0.5098,1,31.758079094946336
0.5147,1,31.887688824432736
0.5196,1,32.01770673446233
0.5245,1,32.1481556739468
0.5294,1,32.27906007282139
0.5343,1,32.41044606815236
0.5392,1,32.542341641183135
0.5441,1,32.674776766293924
0.549,1,32.80778357290439
0.5539,1,32.94139652144355
0.5588,1,33.07565259457666
0.5637,1,33.21059150496163
0.5686,1,33.346255920886506
0.5735,1,33.48269171120258
0.5784,1,33.6199482110421
0.5833,1,33.75807850984406
0.5882000000000001,1,33.89713976326056
0.5931,1,34.037193530509285
0.598,1,34.17830613871675
0.6029,1,34.32054907572335
0.6078,1,34.46399941268867
0.6127,1,34.60874025763408
0.6176,1,34.7548612407535
0.6225,1,34.902459031911704
0.6274,1,35.05163789018356
0.6323,1,35.20251024454481
0.6372,1,35.35519730387482
0.6421,1,35.50982969321133
0.647,1,35.66654811168394
0.6519,1,35.82550400568366
0.6568,1,35.986860248543294
0.6617,1,36.15079181527135
0.6666,1,36.31748643764854
0.6715,1,36.48714522121263
0.6764,1,36.659983201332665
0.6813,1,36.83622981070954
0.6862,1,37.01612922529638
0.6911,1,37.19994054993671
0.696,1,37.38793779918375
0.7009,1,37.58040962309736
0.7058,1,37.777658722757614
0.7107,1,37.980000896394984
0.7156,1,38.187763655164915
0.7205,1,38.401284348621004
0.7254,1,38.62090774493618
0.7303,1,38.84698302104239
0.7352,1,39.079860134257224
0.7401,1,39.319885570632785
0.745,1,39.567397496829436
0.7499,1,39.822720381797325
0.7547999999999999,1,40.0861592010583
0.7597,1,40.357993387854926
0.7646,1,40.638470748430635
0.7695000000000001,1,40.92780160833857
0.7744,1,41.22615349679293
0.7793,1,41.53364669973356
0.7842,1,41.85035101255174
0.7890999999999999,1,42.17628399455936
0.794,1,42.511410965948606
0.7988999999999999,1,42.85564689454052
0.8038000000000001,1,43.208860198987054
0.8087,1,43.570878356975406
0.8136,1,43.94149506522257
0.8185,1,44.3204785689349
0.8233999999999999,1,44.707580678367655
0.8283,1,45.10254593288674
0.8331999999999999,1,45.505120367071015
0.8381000000000001,1,45.91505938053451
0.843,1,46.33213430751286
0.8479,1,46.75613741155533
0.8528,1,47.18688517816609
0.8576999999999999,1,47.6242199256437
0.8626,1,48.068009884706015
0.8674999999999999,1,48.518147997637904
0.8724000000000001,1,48.97454974993826
0.8773,1,49.43715036993963
0.8822,1,49.905901718178235
0.8871,1,50.38076914601275
0.892,1,50.86172854209272
0.8969,1,51.34876371628
0.9017999999999999,1,51.84186420305792
0.9067000000000001,1,52.34102350770183
0.9116,1,52.84623777318948
0.9165,1,53.35750481582713
0.9214,1,53.87482346221797
0.9263,1,54.39819311707773
0.9312,1,54.92761349706422
0.9360999999999999,1,55.46308447658852
0.9410000000000001,1,56.00460600428005
0.9459,1,56.552178060960266
0.9508,1,57.10580064018249
0.9557,1,57.66547374002837
0.9606,1,58.231197360003435
0.9655,1,58.8029715000003
0.9703999999999999,1,59.38079616
0.9753000000000001,1,59.96467134000003
0.9802,1,60.55459703999999
0.9851,1,61.15057326
0.99,1,61.75260000000001
0.5,10,37.017013576136016
0.5049,10,37.14657386036939
0.5098,10,37.275915029385466
0.5147,10,37.40505789736515
0.5196,10,37.534024680992545
0.5245,10,37.6628391346837
0.5294,10,37.791526698186715
0.5343,10,37.92011465781202
0.5392,10,38.048632322472706
0.5441,10,38.17711121602087
0.549,10,38.30558528726628
0.5539,10,38.434091139332835
0.5588,10,38.562668279976165
0.5637,10,38.691359394613926
0.5686,10,38.82021064390502
0.5735,10,38.949271987703035
0.5784,10,39.0785975372943
0.5833,10,39.2082459376855
0.5882000000000001,10,39.33828078173642
0.5931,10,39.468771057652184
0.598,10,39.59979163112309
0.6029,10,39.73142376298049
0.6078,10,39.86375566265932
0.6127,10,39.9968830770017
0.6176,10,40.130909912887894
0.6225,10,40.26594889088398
0.6274,10,40.402122225425884
0.6323,10,40.53956232493763
0.6372,10,40.67841250277546
0.6421,10,40.818827686718905
0.647,10,40.9609751110803
0.6519,10,41.10503497119122
0.6568,10,41.251201015045204
0.6617,10,41.39968104135574
0.6666,10,41.55069726730012
0.6715,10,41.70448652284215
0.6764,10,41.86130022224086
0.6813,10,42.021404057505634
0.6862,10,42.18507735374404
0.6911,10,42.352612023382896
0.696,10,42.52431105616681
0.7009,10,42.700486485695194
0.7058,10,42.881456782307126
0.7107,10,43.067543637652236
0.7156,10,43.259068129275946
0.7205,10,43.4563462846437
0.7254,10,43.659684103199865
0.7303,10,43.8693721412073
0.7352,10,44.085679814915096
0.7401,10,44.30884962925735
0.745,10,44.53909158652054
0.7499,10,44.77657806583816
0.7547999999999999,10,45.0214394830558
0.7597,10,45.273761034993406
0.7646,10,45.53358079771836
0.7695000000000001,10,45.80088938342297
0.7744,10,46.07563126727362
0.7793,10,46.35770778114873
0.7842,10,46.646981646674085
0.7890999999999999,10,46.943282799471895
0.794,10,47.246415154860834
0.7988999999999999,10,47.55616389537495
0.8038000000000001,10,47.87230283120287
0.8087,10,48.194601398925286
0.8136,10,48.52283091842627
0.8185,10,48.85676981369341
0.8233999999999999,10,49.196207607926944
0.8283,10,49.540947613131834
0.8331999999999999,10,49.890808336405904
0.8381000000000001,10,50.24562370950075
0.843,10,50.60524230875339
0.8479,10,50.96952576693717
0.8528,10,51.33834658813765
0.8576999999999999,10,51.7115855650962
0.8626,10,52.0891289706451
0.8674999999999999,10,52.47086565637933
0.8724000000000001,10,52.85668414766394
0.8773,10,53.24646977860077
0.8822,10,53.640101866519124
0.8871,10,54.037450884291324
0.892,10,54.438375550154774
0.8969,10,54.84271971705611
0.9017999999999999,10,55.25030890342977
0.9067000000000001,10,55.66094625906625
0.9116,10,56.07440769405539
0.9165,10,56.4904358039046
0.9214,10,56.90873208957646
0.9263,10,57.32894676784585
0.9312,10,57.75066504284369
0.9360999999999999,10,58.17338775402529
0.9410000000000001,10,58.5965030662282
0.9459,10,59.01924624074128
0.9508,10,59.440645603621114
0.9557,10,59.85943222935294
0.9606,10,60.27379911383153
0.9655,10,60.68076594914035
0.9703999999999999,10,61.075100457889
0.9753000000000001,10,61.44883970490599
0.9802,10,61.793874346567186
0.9851,10,62.108535082886604
0.99,10,62.402294689775886
0.5,100,40.411765431878656
0.5049,100,40.54565623264647
0.5098,100,40.67890367173866
0.5147,100,40.81152801591582
0.5196,100,40.943550831478646
0.5245,100,41.07499513134088
0.5294,100,41.20588553576669
0.5343,100,41.33624844879775
0.5392,100,41.46611225097932
0.5441,100,41.59550751091466
0.549,100,41.72446721656778
0.5539,100,41.85302702882806
0.5588,100,41.98122555886888
0.5637,100,42.109104671307605
0.5686,100,42.23670981537577
0.5735,100,42.364090385833656
0.5784,100,42.49130011596672
0.5833,100,42.61839750389376
0.5882000000000001,100,42.74544627427433
0.5931,100,42.87251587620025
0.598,100,42.99968201795242
0.6029,100,43.12702723842105
0.6078,100,43.25464151390917
0.6127,100,43.38262289782827
0.6176,100,43.51107818883392
0.6225,100,43.64012362096437
0.6274,100,43.76988556672024
0.6323,100,43.90050124052535
0.6372,100,44.03211938672487
0.6421,100,44.1649009313097
0.647,100,44.299019571958375
0.6519,100,44.43466227556724
0.6568,100,44.57202964637611
0.6617,100,44.711336122098125
0.6666,100,44.852809950239354
0.6715,100,44.996692891665056
0.6764,100,45.14323959554777
0.6813,100,45.292716589187094
0.6862,100,45.44540082853239
0.6911,100,45.60157776176656
0.696,100,45.76153887049519
0.7009,100,45.92557867080702
0.7058,100,46.093991180341824
0.7107,100,46.267065887813274
0.7156,100,46.445083296719766
0.7205,100,46.62831015348401
0.7254,100,46.81699450945097
0.7303,100,47.01136080206248
0.7352,100,47.21160516903789
0.7401,100,47.41789122607312
0.745,100,47.630346539361824
0.7499,100,47.84906000645944
0.7547999999999999,100,48.07408032162022
0.7597,100,48.30541564600039
0.7646,100,48.543034532879844
0.7695000000000001,100,48.78686807924185
0.7744,100,49.0368131950612
0.7793,100,49.29273680865225
0.7842,100,49.55448076765801
0.7890999999999999,100,49.821867156494406
0.794,100,50.094703735504154
0.7988999999999999,100,50.372789215084424
0.8038000000000001,100,50.65591810737659
0.8087,100,50.943884944136045
0.8136,100,51.236487706503574
0.8185,100,51.533530374015875
0.8233999999999999,100,51.8348245605569
