p,q,n,eMaxScore
0.5,0.6000000000000001,1000,43.67662570209587
0.55,0.6000000000000001,1000,44.311214093266564
0.6,0.6000000000000001,1000,44.802858214484566
0.65,0.6000000000000001,1000,45.14401298918749
0.7,0.6000000000000001,1000,45.319778772529546
0.75,0.6000000000000001,1000,45.303704170279474
0.8,0.6000000000000001,1000,45.0460824102355
0.8500000000000001,0.6000000000000001,1000,44.43411495233191
0.9,0.6000000000000001,1000,43.184467410931134
0.95,0.6000000000000001,1000,40.87664324981917
0.5,0.6500000000000001,1000,43.304293593516725
0.55,0.6500000000000001,1000,44.293989316967846
0.6,0.6500000000000001,1000,45.144012989187495
0.65,0.6500000000000001,1000,45.84746253223573
0.7,0.6500000000000001,1000,46.39036196451605
0.75,0.6500000000000001,1000,46.74797268372853
0.8,0.6500000000000001,1000,46.8750865269925
0.8500000000000001,0.6500000000000001,1000,46.67337841521937
0.9,0.6500000000000001,1000,45.879896581918786
0.95,0.6500000000000001,1000,43.955369809289216
0.5,0.7000000000000001,1000,42.76051556593489
0.55,0.7000000000000001,1000,44.10782422273785
0.6,0.7000000000000001,1000,45.319778772529546
0.65,0.7000000000000001,1000,46.390361964516046
0.7,0.7000000000000001,1000,47.306682503759404
0.75,0.7000000000000001,1000,48.04574721714304
0.8,0.7000000000000001,1000,48.56617647444866
0.8500000000000001,0.7000000000000001,1000,48.781541600507346
0.9,0.7000000000000001,1000,48.457179489742835
0.95,0.7000000000000001,1000,46.98779381178983
0.5,0.7500000000000001,1000,42.01420581346418
0.55,0.7500000000000001,1000,43.724315532912506
0.6,0.7500000000000001,1000,45.303704170279495
0.65,0.7500000000000001,1000,46.74797268372856
0.7,0.7500000000000001,1000,48.045747217143024
0.75,0.7500000000000001,1000,49.17606505311473
0.8,0.7500000000000001,1000,50.10128151377271
0.8500000000000001,0.7500000000000001,1000,50.74517461591447
0.9,0.7500000000000001,1000,50.90348097881647
0.95,0.7500000000000001,1000,49.95512287464966
0.5,0.8,1000,41.00100968460741
0.55,0.8,1000,43.08775186330574
0.6,0.8,1000,45.046082410235485
0.65,0.8,1000,46.8750865269925
0.7,0.8,1000,48.56617647444866
0.75,0.8,1000,50.10128151377271
0.8,0.8,1000,51.44701195476632
0.8500000000000001,0.8,1000,52.53674800018711
0.9,0.8,1000,53.19645732038024
0.95,0.8,1000,52.832375750177
0.5,0.8500000000000001,1000,39.57383505149946
0.55,0.8500000000000001,1000,42.068218680773036
0.6,0.8500000000000001,1000,44.43411495233191
0.65,0.8500000000000001,1000,46.673378415219375
0.7,0.8500000000000001,1000,48.78154160050734
0.75,0.8500000000000001,1000,50.74517461591446
0.8,0.8500000000000001,1000,52.53674800018712
0.8500000000000001,0.8500000000000001,1000,54.10013796857646
0.9,0.8500000000000001,1000,55.291601075705856
0.95,0.8500000000000001,1000,55.58001840873486
0.5,0.9000000000000001,1000,37.47685395623457
0.55,0.9000000000000001,1000,40.380179815385816
0.6,0.9000000000000001,1000,43.18446741093112
0.65,0.9000000000000001,1000,45.87989658191878
0.7,0.9000000000000001,1000,48.45717948974285
0.75,0.9000000000000001,1000,50.903480978816475
0.8,0.9000000000000001,1000,53.19645732038023
0.8500000000000001,0.9000000000000001,1000,55.291601075705856
0.9,0.9000000000000001,1000,57.076698610915514
0.95,0.9000000000000001,1000,58.11653663920477
0.5,0.95,1000,34.63654587270668
0.55,0.95,1000,37.766484182759086
0.6,0.95,1000,40.87664324981916
0.65,0.95,1000,43.955369809289216
0.7,0.95,1000,46.9877938117898
0.75,0.95,1000,49.95512287464966
0.8,0.95,1000,52.83237575017699
0.8500000000000001,0.95,1000,55.58001840873487
0.9,0.95,1000,58.11653663920476
0.95,0.95,1000,60.14189303853896
0.5,0.05,10000,34.64880416723923
0.55,0.05,10000,31.499722279070085
0.6,0.05,10000,28.349949691219187
0.65,0.05,10000,25.19999332906243
0.7,0.05,10000,22.049999408399607
0.75,0.05,10000,18.899999969376598
0.8,0.05,10000,15.749999999258758
0.8500000000000001,0.05,10000,12.599999999994406
0.9,0.05,10000,9.450000000000056
0.95,0.05,10000,6.300000000000049
0.5,0.1,10000,37.72173290300398
0.55,0.1,10000,34.62077410577198
0.6,0.1,10000,31.491150853389314
0.65,0.1,10000,28.34795032187434
0.7,0.1,10000,25.19966526871502
0.75,0.1,10000,22.049965868263786
0.8,0.1,10000,18.89999821425141
0.8500000000000001,0.1,10000,15.749999966386161
0.9,0.1,10000,12.599999999894097
0.95,0.1,10000,9.450000000000069
0.5,0.15000000000000002,10000,40.37771302101888
0.55,0.15000000000000002,10000,37.51472375269986
0.6,0.15000000000000002,10000,34.5304088971512
0.65,0.15000000000000002,10000,31.460130569809305
0.7,0.15000000000000002,10000,28.34021713381909
0.75,0.15000000000000002,10000,25.198423085030093
0.8,0.15000000000000002,10000,22.04986070500232
0.8500000000000001,0.15000000000000002,10000,18.899995127661278
0.9,0.15000000000000002,10000,15.749999966386175
0.95,0.15000000000000002,10000,12.599999999994463
0.5,0.2,10000,42.345386881965204
0.55,0.2,10000,39.89526802481668
0.6,0.2,10000,37.246922018094224
0.65,0.2,10000,34.41008261251999
0.7,0.2,10000,31.42008294909719
0.75,0.2,10000,28.331664637023497
0.8,0.2,10000,25.19755864535081
0.8500000000000001,0.2,10000,22.04986070500235
0.9,0.2,10000,18.899998214251433
0.95,0.2,10000,15.74999999925875
0.5,0.25,10000,43.71673605417499
0.55,0.25,10000,41.708834619328826
0.6,0.25,10000,39.490469013987834
0.65,0.25,10000,37.03375922485487
0.7,0.25,10000,34.32735311627106
0.75,0.25,10000,31.401808597397746
0.8,0.25,10000,28.331664637023536
0.8500000000000001,0.25,10000,25.19842308503007
0.9,0.25,10000,22.04996586826376
0.95,0.25,10000,18.899999969376598
0.5,0.3,10000,44.68709277274898
0.55,0.3,10000,43.08932390936068
0.6,0.3,10000,41.29450169013283
0.65,0.3,10000,39.26586217543811
0.7,0.3,10000,36.95402061879123
0.75,0.3,10000,34.327353116270956
0.8,0.3,10000,31.42008294909715
0.8500000000000001,0.3,10000,28.34021713381905
0.9,0.3,10000,25.199665268715023
0.95,0.3,10000,22.04999940839955
0.5,0.35000000000000003,10000,45.37817705797255
0.55,0.35000000000000003,10000,44.16650742656359
0.6,0.35000000000000003,10000,42.76715988237846
0.65,0.35000000000000003,10000,41.151794085179716
0.7,0.35000000000000003,10000,39.26586217543801
0.75,0.35000000000000003,10000,37.03375922485482
0.8,0.35000000000000003,10000,34.41008261251997
0.8500000000000001,0.35000000000000003,10000,31.460130569809316
0.9,0.35000000000000003,10000,28.347950321874382
0.95,0.35000000000000003,10000,25.199993329062394
0.5,0.4,10000,45.84678310693282
0.55,0.4,10000,45.011491348516614
0.6,0.4,10000,43.991559871335525
0.65,0.4,10000,42.76715988237848
0.7,0.4,10000,41.294501690132726
0.75,0.4,10000,39.49046901398773
0.8,0.4,10000,37.246922018094224
0.8500000000000001,0.4,10000,34.530408897151176
0.9,0.4,10000,31.49115085338929
0.95,0.4,10000,28.349949691219184
0.5,0.45,10000,46.11960110990011
0.55,0.45,10000,45.65749184644191
0.6,0.45,10000,45.01149134851705
0.65,0.45,10000,44.16650742656387
0.7,0.45,10000,43.08932390936055
0.75,0.45,10000,41.70883461932862
0.8,0.45,10000,39.895268024816644
0.8500000000000001,0.45,10000,37.51472375269989
0.9,0.45,10000,34.62077410577197
0.95,0.45,10000,31.499722279070102
0.5,0.5,10000,46.20926966056953
0.55,0.5,10000,46.11960110990089
0.6,0.5,10000,45.84678310693378
0.65,0.5,10000,45.37817705797312
0.7,0.5,10000,44.68709277274897
0.75,0.5,10000,43.71673605417479
0.8,0.5,10000,42.34538688196511
0.8500000000000001,0.5,10000,40.37771302101891
0.9,0.5,10000,37.721732903004025
0.95,0.5,10000,34.64880416723924
0.5,0.55,10000,46.1196011099009
0.55,0.55,10000,46.402854288433375
0.6,0.55,10000,46.50448226322183
0.65,0.55,10000,46.413404317888514
0.7,0.55,10000,46.106670769984476
0.75,0.55,10000,45.53796618827869
0.8,0.55,10000,44.60412379374166
0.8500000000000001,0.55,10000,43.0932083440739
0.9,0.55,10000,40.772461842025095
0.95,0.55,10000,37.79579080983216
0.5,0.6000000000000001,10000,45.84678310693377
0.55,0.6000000000000001,10000,46.504482263221824
0.6,0.6000000000000001,10000,46.98305502781895
0.65,0.6000000000000001,10000,47.27275606831884
0.7,0.6000000000000001,10000,47.35310509641221
0.75,0.6000000000000001,10000,47.18460586318404
0.8,0.6000000000000001,10000,46.681902889285205
0.8500000000000001,0.6000000000000001,10000,45.646163819994264
0.9,0.6000000000000001,10000,43.74709697365769
0.95,0.6000000000000001,10000,40.93744338306601
0.5,0.6500000000000001,10000,45.37817705797313
0.55,0.6500000000000001,10000,46.413404317888514
0.6,0.6500000000000001,10000,47.27275606831884
0.65,0.6500000000000001,10000,47.948066135068444
0.7,0.6500000000000001,10000,48.420950644647945
0.75,0.6500000000000001,10000,48.65662642358815
0.8,0.6500000000000001,10000,48.583586000386575
0.8500000000000001,0.6500000000000001,10000,48.02859949986874
0.9,0.6500000000000001,10000,46.61833814437509
0.95,0.6500000000000001,10000,44.06732300095219
0.5,0.7000000000000001,10000,44.68709277274898
0.55,0.7000000000000001,10000,46.10667076998448
0.6,0.7000000000000001,10000,47.35310509641219
0.65,0.7000000000000001,10000,48.42095064464794
0.7,0.7000000000000001,10000,49.294270233304204
0.75,0.7000000000000001,10000,49.9421971558097
0.8,0.7000000000000001,10000,50.30365474660946
0.8500000000000001,0.7000000000000001,10000,50.23269465878848
0.9,0.7000000000000001,10000,49.35894704354446
0.95,0.7000000000000001,10000,47.174007082482966
0.5,0.7500000000000001,10000,43.71673605417483
0.55,0.7500000000000001,10000,45.53796618827869
0.6,0.7500000000000001,10000,47.18460586318406
0.65,0.7500000000000001,10000,48.6566264235882
0.7,0.7500000000000001,10000,49.942197155809666
0.75,0.7500000000000001,10000,51.01486823519694
0.8,0.7500000000000001,10000,51.82223200367998
0.8500000000000001,0.7500000000000001,10000,52.24301837175559
0.9,0.7500000000000001,10000,51.94010741440304
0.95,0.7500000000000001,10000,50.23869088265632
0.5,0.8,10000,42.34538688196512
0.55,0.8,10000,44.604123793741685
0.6,0.8,10000,46.68190288928518
0.65,0.8,10000,48.583586000386575
0.7,0.8,10000,50.30365474660947
0.75,0.8,10000,51.822232003680014
0.8,0.8,10000,53.0960612401683
0.8500000000000001,0.8,10000,54.02603095415398
0.9,0.8,10000,54.32461526840017
0.95,0.8,10000,53.23108778032733
0.5,0.8500000000000001,10000,40.37771302101891
0.55,0.8500000000000001,10000,43.09320834407391
0.6,0.8500000000000001,10000,45.64616381999426
0.65,0.8500000000000001,10000,48.02859949986874
0.7,0.8500000000000001,10000,50.23269465878847
0.75,0.8500000000000001,10000,52.243018371755575
0.8,0.8500000000000001,10000,54.02603095415399
0.8500000000000001,0.8500000000000001,10000,55.5040744450053
0.9,0.8500000000000001,10000,56.44720757439458
0.95,0.8500000000000001,10000,56.098759950159376
0.5,0.9000000000000001,10000,37.72173290300406
0.55,0.9000000000000001,10000,40.77246184202509
0.6,0.9000000000000001,10000,43.74709697365767
0.65,0.9000000000000001,10000,46.6183381443751
0.7,0.9000000000000001,10000,49.35894704354447
0.75,0.9000000000000001,10000,51.940107414403045
0.8,0.9000000000000001,10000,54.32461526840017
0.8500000000000001,0.9000000000000001,10000,56.44720757439457
0.9,0.9000000000000001,10000,58.134123092413176
0.95,0.9000000000000001,10000,58.7221119558297
0.5,0.95,10000,34.64880416723922
0.55,0.95,10000,37.79579080983217
0.6,0.95,10000,40.937443383066004
0.65,0.95,10000,44.06732300095219
0.7,0.95,10000,47.17400708248296
0.75,0.95,10000,50.2386908826563
0.8,0.95,10000,53.231087780327336
0.8500000000000001,0.95,10000,56.09875995015938
0.9,0.95,10000,58.7221119558297
0.95,0.95,10000,60.62604500261616
0.5,0.05,100000,34.64989094822173
0.55,0.05,100000,31.499982045716266
0.6,0.05,100000,28.349997770974568
0.65,0.05,100000,25.199999805485763
0.7,0.05,100000,22.04999998920788
0.75,0.05,100000,18.899999999672943
0.8,0.05,100000,15.749999999995788
0.8500000000000001,0.05,100000,12.599999999999998
0.9,0.05,100000,9.450000000000061
0.95,0.05,100000,6.300000000000049
0.5,0.1,100000,37.78280261633128
0.55,0.1,100000,34.64516291172762
0.6,0.1,100000,31.498936775805937
0.65,0.1,100000,28.349828603394595
0.7,0.1,100000,25.199981474201625
0.75,0.1,100000,22.04999882648062
0.8,0.1,100000,18.89999996499469
0.8500000000000001,0.1,100000,15.749999999669495
0.9,0.1,100000,12.59999999999958
0.95,0.1,100000,9.450000000000072
0.5,0.15000000000000002,100000,40.73805203115623
0.55,0.15000000000000002,100000,37.716101565736636
0.6,0.15000000000000002,100000,34.623196319554935
0.65,0.15000000000000002,100000,31.493495969588025
0.7,0.15000000000000002,100000,28.34889817887652
0.75,0.15000000000000002,100000,25.199884980685283
0.8,0.15000000000000002,100000,22.049993948113116
0.8500000000000001,0.15000000000000002,100000,18.899999888341895
0.9,0.15000000000000002,100000,15.749999999669507
0.95,0.15000000000000002,100000,12.600000000000053
0.5,0.2,100000,43.192090566645966
0.55,0.2,100000,40.49327642598732
0.6,0.2,100000,37.60818044844776
0.65,0.2,100000,34.58661228861434
0.7,0.2,100000,31.484807494133864
0.75,0.2,100000,28.347654688807197
0.8,0.2,100000,25.19980688759494
0.8500000000000001,0.2,100000,22.049993948113155
0.9,0.2,100000,18.899999964994706
0.95,0.2,100000,15.749999999995772
0.5,0.25,100000,44.99283463509583
0.55,0.25,100000,42.75815299066226
0.6,0.25,100000,40.26019842269739
0.65,0.25,100000,37.510359909283686
0.7,0.25,100000,34.55822494763929
0.75,0.25,100000,31.480433161367745
0.8,0.25,100000,28.34765468880722
0.8500000000000001,0.25,100000,25.199884980685255
0.9,0.25,100000,22.049998826480596
0.95,0.25,100000,18.899999999672943
0.5,0.3,100000,46.24513536886457
0.55,0.3,100000,44.486806527949476
0.6,0.3,100000,42.45779333188198
0.65,0.3,100000,40.12199026453744
0.7,0.3,100000,37.47151906498544
0.75,0.3,100000,34.55822494763922
0.8,0.3,100000,31.484807494133843
0.8500000000000001,0.3,100000,28.348898178876475
0.9,0.3,100000,25.199981474201632
0.95,0.3,100000,22.049999989207826
0.5,0.35000000000000003,100000,47.10771071289726
0.55,0.35000000000000003,100000,45.789343064529916
0.6,0.35000000000000003,100000,44.220691554850426
0.65,0.35000000000000003,100000,42.351517889991605
0.7,0.35000000000000003,100000,40.121990264537445
0.75,0.35000000000000003,100000,37.51035990928356
0.8,0.35000000000000003,100000,34.58661228861425
0.8500000000000001,0.35000000000000003,100000,31.49349596958802
0.9,0.35000000000000003,100000,28.349828603394638
0.95,0.35000000000000003,100000,25.199999805485742
0.5,0.4,100000,47.68056130603635
0.55,0.4,100000,46.77478247076691
0.6,0.4,100000,45.63508379008426
0.65,0.4,100000,44.22069155485109
0.7,0.4,100000,42.457793331881795
0.75,0.4,100000,40.260198422696696
0.8,0.4,100000,37.608180448447456
0.8500000000000001,0.4,100000,34.62319631955487
0.9,0.4,100000,31.49893677580591
0.95,0.4,100000,28.34999777097457
0.5,0.45,100000,48.011027842388586
0.55,0.45,100000,47.50590347684739
0.6,0.45,100000,46.774782470770184
0.65,0.45,100000,45.789343064532005
0.7,0.45,100000,44.486806527948886
0.75,0.45,100000,42.75815299066078
0.8,0.45,100000,40.4932764259867
0.8500000000000001,0.45,100000,37.71610156573655
0.9,0.45,100000,34.645162911727624
0.95,0.45,100000,31.499982045716276
0.5,0.5,100000,48.11929066048706
0.55,0.5,100000,48.01102784239496
0.6,0.5,100000,47.68056130604416
0.65,0.5,100000,47.107710712901685
0.7,0.5,100000,46.24513536886485
0.75,0.5,100000,44.99283463509445
0.8,0.5,100000,43.1920905666452
0.8500000000000001,0.5,100000,40.73805203115609
0.9,0.5,100000,37.78280261633128
0.95,0.5,100000,34.649890948221746
0.5,0.55,100000,48.01102784239497
0.55,0.55,100000,48.29956613356878
0.6,0.55,100000,48.36862197692064
0.65,0.55,100000,48.20272682196686
0.7,0.55,100000,47.76585839355373
0.75,0.55,100000,46.977400485537245
0.8,0.55,100000,45.674101916475514
0.8500000000000001,0.55,100000,43.64753265083104
0.9,0.55,100000,40.8999030116333
0.95,0.55,100000,37.79947406190177
0.5,0.6000000000000001,100000,47.680561306044154
0.55,0.6000000000000001,100000,48.368621976920636
0.6,0.6000000000000001,100000,48.839686455413435
0.65,0.6000000000000001,100000,49.081756365042914
0.7,0.6000000000000001,100000,49.066001511566654
0.75,0.6000000000000001,100000,48.72914406463952
0.8,0.6000000000000001,100000,47.92792010173548
0.8500000000000001,0.6000000000000001,100000,46.40372491381462
0.9,0.6000000000000001,100000,43.97594286503458
0.95,0.6000000000000001,100000,40.947904621775834
0.5,0.6500000000000001,100000,47.10771071290171
0.55,0.6500000000000001,100000,48.20272682196686
0.6,0.6500000000000001,100000,49.0817563650429
0.65,0.6500000000000001,100000,49.73713037812882
0.7,0.6500000000000001,100000,50.14536557413907
0.75,0.6500000000000001,100000,50.255795477121936
0.8,0.6500000000000001,100000,49.951336162905925
0.8500000000000001,0.6500000000000001,100000,48.97232757341047
0.9,0.6500000000000001,100000,46.98095832833912
0.95,0.6500000000000001,100000,44.092882119196744
0.5,0.7000000000000001,100000,46.24513536886487
0.55,0.7000000000000001,100000,47.76585839355373
0.6,0.7000000000000001,100000,49.06600151156665
0.65,0.7000000000000001,100000,50.14536557413905
0.7,0.7000000000000001,100000,50.986675951533044
0.75,0.7000000000000001,100000,51.549014010523095
0.8,0.7000000000000001,100000,51.73887451871395
0.8500000000000001,0.7000000000000001,100000,51.32528469986032
0.9,0.7000000000000001,100000,49.876106057429006
0.95,0.7000000000000001,100000,47.22883072661297
0.5,0.7500000000000001,100000,44.9928346350945
0.55,0.7500000000000001,100000,46.97740048553724
0.6,0.7500000000000001,100000,48.729144064639534
0.65,0.7500000000000001,100000,50.25579547712197
0.7,0.7500000000000001,100000,51.54901401052308
0.75,0.7500000000000001,100000,52.578130102548606
0.8,0.7500000000000001,100000,53.26976779586679
0.8500000000000001,0.7500000000000001,100000,53.43347188565164
0.9,0.7500000000000001,100000,52.61378149640621
0.95,0.7500000000000001,100000,50.34355470562504
0.5,0.8,100000,43.1920905666452
0.55,0.8,100000,45.67410191647552
0.6,0.8,100000,47.92792010173546
0.65,0.8,100000,49.951336162905925
0.7,0.8,100000,51.738874518713956
0.75,0.8,100000,53.269767795866805
0.8,0.8,100000,54.489397740703374
0.8500000000000001,0.8,100000,55.25013021928665
0.9,0.8,100000,55.13254969195494
0.95,0.8,100000,53.41177991930206
0.5,0.8500000000000001,100000,40.738052031156066
0.55,0.8500000000000001,100000,43.64753265083103
0.6,0.8500000000000001,100000,46.40372491381462
0.65,0.8500000000000001,100000,48.97232757341046
0.7,0.8500000000000001,100000,51.32528469986031
0.75,0.8500000000000001,100000,53.43347188565163
0.8,0.8500000000000001,100000,55.250130219286646
0.8500000000000001,0.8500000000000001,100000,56.66419409558879
0.9,0.8500000000000001,100000,57.33093995304557
0.95,0.8500000000000001,100000,56.37874300320787
0.5,0.9000000000000001,100000,37.78280261633134
0.55,0.9000000000000001,100000,40.8999030116333
0.6,0.9000000000000001,100000,43.97594286503457
0.65,0.9000000000000001,100000,46.98095832833911
0.7,0.9000000000000001,100000,49.876106057429034
0.75,0.9000000000000001,100000,52.613781496406204
0.8,0.9000000000000001,100000,55.13254969195495
0.8500000000000001,0.9000000000000001,100000,57.33093995304557
0.9,0.9000000000000001,100000,58.940793798225414
0.95,0.9000000000000001,100000,59.08918324233269
0.5,0.95,100000,34.649890948221724
0.55,0.95,100000,37.799474061901755
0.6,0.95,100000,40.94790462177579
0.65,0.95,100000,44.09288211919674
0.7,0.95,100000,47.22883072661294
0.75,0.95,100000,50.34355470562503
0.8,0.95,100000,53.41177991930205
0.8500000000000001,0.95,100000,56.37874300320787
0.9,0.95,100000,59.08918324233268
0.95,0.95,100000,60.9005308241968
0.5,0.05,1000000,34.6499890305737
0.55,0.05,1000000,31.49999866963686
0.6,0.05,1000000,28.34999988142083
0.65,0.05,1000000,25.199999992800816
0.7,0.05,1000000,22.049999999732993
0.75,0.05,1000000,18.899999999994897
0.8,0.05,1000000,15.749999999999975
0.8500000000000001,0.05,1000000,12.600000000000012
0.9,0.05,1000000,9.450000000000061
0.95,0.05,1000000,6.300000000000049
0.5,0.1,1000000,37.796309247745576
0.55,0.1,1000000,34.64920056054598
0.6,0.1,1000000,31.499868379264672
0.65,0.1,1000000,28.349984609553076
0.7,0.1,1000000,25.199998839449393
0.75,0.1,1000000,22.049999951210435
0.8,0.1,1000000,18.899999999098203
0.8500000000000001,0.1,1000000,15.749999999995245
0.9,0.1,1000000,12.599999999999998
0.95,0.1,1000000,9.450000000000072
0.5,0.15000000000000002,1000000,40.87670704566215
0.55,0.15000000000000002,1000000,37.77681462920942
0.6,0.15000000000000002,1000000,34.644262412428084
0.65,0.15000000000000002,1000000,31.498958268017304
0.7,0.15000000000000002,1000000,28.34987315270798
0.75,0.15000000000000002,1000000,25.1999909421292
0.8,0.15000000000000002,1000000,22.049999694830664
0.8500000000000001,0.15000000000000002,1000000,18.89999999672981
0.9,0.15000000000000002,1000000,15.749999999995255
0.95,0.15000000000000002,1000000,12.600000000000069
0.5,0.2,1000000,43.66337519618463
0.55,0.2,1000000,40.7676370648568
0.6,0.2,1000000,37.738604464085626
0.65,0.2,1000000,34.63434917858395
0.7,0.2,1000000,31.4972282782102
0.75,0.2,1000000,28.34969955695464
0.8,0.2,1000000,25.19998373134685
0.8500000000000001,0.2,1000000,22.049999694830696
0.9,0.2,1000000,18.89999999909822
0.95,0.2,1000000,15.749999999999956
0.5,0.25,1000000,45.88774915674588
0.55,0.25,1000000,43.40035282571105
0.6,0.25,1000000,40.650716108270494
0.65,0.25,1000000,37.69975010147855
0.7,0.25,1000000,34.62582372410442
0.75,0.25,1000000,31.4962834164631
0.8,0.25,1000000,28.349699556954697
0.8500000000000001,0.25,1000000,25.199990942129176
0.9,0.25,1000000,22.049999951210406
0.95,0.25,1000000,18.899999999994897
0.5,0.3,1000000,47.48393653874732
0.55,0.3,1000000,45.51054928799696
0.6,0.3,1000000,43.205783944788244
0.65,0.3,1000000,40.57673453843423
0.7,0.3,1000000,37.68346676929379
0.75,0.3,1000000,34.62582372410445
0.8,0.3,1000000,31.497228278210194
0.8500000000000001,0.3,1000000,28.349873152707918
0.9,0.3,1000000,25.1999988394494
0.95,0.3,1000000,22.04999999973293
0.5,0.35000000000000003,1000000,48.56508182607923
0.55,0.35000000000000003,1000000,47.10012918443923
0.6,0.35000000000000003,1000000,45.305882857072184
0.65,0.35000000000000003,1000000,43.13480380333418
0.7,0.35000000000000003,1000000,40.576734538434366
0.75,0.35000000000000003,1000000,37.699750101478145
0.8,0.35000000000000003,1000000,34.63434917858369
0.8500000000000001,0.35000000000000003,1000000,31.498958268017283
0.9,0.35000000000000003,1000000,28.3499846095531
0.95,0.35000000000000003,1000000,25.199999992800787
0.5,0.4,1000000,49.26351485241319
0.55,0.4,1000000,48.266854720912114
0.6,0.4,1000000,46.96877001533454
0.65,0.4,1000000,45.30588285707338
0.7,0.4,1000000,43.205783944785686
0.75,0.4,1000000,40.65071610826694
0.8,0.4,1000000,37.73860446408431
0.8500000000000001,0.4,1000000,34.64426241242799
0.9,0.4,1000000,31.49986837926465
0.95,0.4,1000000,28.34999988142083
0.5,0.45,1000000,49.65938002961718
0.55,0.45,1000000,49.10265707917477
0.6,0.45,1000000,48.2668547209307
0.65,0.45,1000000,47.10012918444716
0.7,0.45,1000000,45.51054928799068
0.75,0.45,1000000,43.400352825702804
0.8,0.45,1000000,40.76763706485423
0.8500000000000001,0.45,1000000,37.776814629209355
0.9,0.45,1000000,34.649200560545985
0.95,0.45,1000000,31.49999866963687
0.5,0.5,1000000,49.78814718126797
0.55,0.5,1000000,49.65938002966136
0.6,0.5,1000000,49.26351485246363
0.65,0.5,1000000,48.565081826105256
0.7,0.5,1000000,47.48393653875034
0.75,0.5,1000000,45.88774915674153
0.8,0.5,1000000,43.66337519618356
0.8500000000000001,0.5,1000000,40.8767070456627
0.9,0.5,1000000,37.79630924774567
0.95,0.5,1000000,34.64998903057369
0.5,0.55,1000000,49.65938002966138
0.55,0.55,1000000,49.95658296994399
0.6,0.55,1000000,49.992350116355375
0.65,0.55,1000000,49.74337196309415
0.7,0.55,1000000,49.149559465498776
0.75,0.55,1000000,48.0848534839949
0.8,0.55,1000000,46.36604405381848
0.8500000000000001,0.55,1000000,43.909782751323334
0.9,0.55,1000000,40.936382118100965
0.95,0.55,1000000,37.799929718420884
0.5,0.6000000000000001,1000000,49.263514852463615
0.55,0.6000000000000001,1000000,49.99235011635538
0.6,0.6000000000000001,1000000,50.46100001956173
0.65,0.6000000000000001,1000000,50.6554327163991
0.7,0.6000000000000001,1000000,50.53239364369331
0.75,0.6000000000000001,1000000,49.98973910363398
0.8,0.6000000000000001,1000000,48.82837504317059
0.8500000000000001,0.6000000000000001,1000000,46.82898048665511
0.9,0.6000000000000001,1000000,44.05825398918159
0.95,0.6000000000000001,1000000,40.949634874399706
0.5,0.6500000000000001,1000000,48.56508182610528
0.55,0.6500000000000001,1000000,49.743371963094155
0.6,0.6500000000000001,1000000,50.65543271639909
0.65,0.6500000000000001,1000000,51.297951638572066
0.7,0.6500000000000001,1000000,51.641124996652565
0.75,0.6500000000000001,1000000,51.60783146761206
0.8,0.6500000000000001,1000000,51.01996681993863
0.8500000000000001,0.6500000000000001,1000000,49.58014597129004
0.9,0.6500000000000001,1000000,47.140298374765436
0.95,0.6500000000000001,1000000,44.09840864387905
0.5,0.7000000000000001,1000000,47.483936538750356
0.55,0.7000000000000001,1000000,49.149559465498776
0.6,0.7000000000000001,1000000,50.532393643693304
0.65,0.7000000000000001,1000000,51.64112499665255
0.7,0.7000000000000001,1000000,52.459815452376255
0.75,0.7000000000000001,1000000,52.93336258790594
0.8,0.7000000000000001,1000000,52.91940429220279
0.8500000000000001,0.7000000000000001,1000000,52.10796067430078
0.9,0.7000000000000001,1000000,50.146275320193496
0.95,0.7000000000000001,1000000,47.24401182600626
0.5,0.7500000000000001,1000000,45.88774915674155
0.55,0.7500000000000001,1000000,48.084853483994905
0.6,0.7500000000000001,1000000,49.98973910363397
0.65,0.7500000000000001,1000000,51.607831467612115
0.7,0.7500000000000001,1000000,52.93336258790592
0.75,0.7500000000000001,1000000,53.93105113330466
0.8,0.7500000000000001,1000000,54.4964755693097
0.8500000000000001,0.7500000000000001,1000000,54.35536890968667
0.9,0.7500000000000001,1000000,53.021133867447084
0.95,0.7500000000000001,1000000,50.380020679100255
0.5,0.8,1000000,43.663375196183566
0.55,0.8,1000000,46.36604405381849
0.6,0.8,1000000,48.82837504317058
0.65,0.8,1000000,51.01996681993863
0.7,0.8,1000000,52.9194042922028
0.75,0.8,1000000,54.49647556930971
0.8,0.8,1000000,55.6768778972012
0.8500000000000001,0.8,1000000,56.24590741490211
0.9,0.8,1000000,55.68221945019066
0.95,0.8,1000000,53.489066645719866
0.5,0.8500000000000001,1000000,40.87670704566269
0.55,0.8500000000000001,1000000,43.90978275132335
0.6,0.8500000000000001,1000000,46.82898048665512
0.65,0.8500000000000001,1000000,49.58014597129004
0.7,0.8500000000000001,1000000,52.10796067430076
0.75,0.8500000000000001,1000000,54.35536890968665
0.8,0.8500000000000001,1000000,56.24590741490212
0.8500000000000001,0.8500000000000001,1000000,57.611816170810116
0.9,0.8500000000000001,1000000,57.98041025452716
0.95,0.8500000000000001,1000000,56.521176190698576
0.5,0.9000000000000001,1000000,37.796309247745704
0.55,0.9000000000000001,1000000,40.93638211810095
0.6,0.9000000000000001,1000000,44.05825398918157
