p,q,n,eMaxScore
0.8500000000000001,0.8500000000000001,1,46.935000000000024
0.9,0.8500000000000001,1,49.140000000000036
0.95,0.8500000000000001,1,51.345
0.5,0.9000000000000001,1,31.5000000000001
0.55,0.9000000000000001,1,34.02000000000004
0.6,0.9000000000000001,1,36.54000000000003
0.65,0.9000000000000001,1,39.06000000000003
0.7,0.9000000000000001,1,41.58000000000004
0.75,0.9000000000000001,1,44.100000000000016
0.8,0.9000000000000001,1,46.62000000000003
0.8500000000000001,0.9000000000000001,1,49.14000000000003
0.9,0.9000000000000001,1,51.66000000000001
0.95,0.9000000000000001,1,54.180000000000014
0.5,0.95,1,31.50000000000003
0.55,0.95,1,34.33500000000003
0.6,0.95,1,37.17000000000003
0.65,0.95,1,40.00500000000001
0.7,0.95,1,42.840000000000025
0.75,0.95,1,45.675000000000026
0.8,0.95,1,48.51
0.8500000000000001,0.95,1,51.345000000000006
0.9,0.95,1,54.180000000000014
0.95,0.95,1,57.015000000000015
0.5,0.05,10,33.774861459665814
0.55,0.05,10,30.848122252008807
0.6,0.05,10,27.88872205083037
0.65,0.05,10,24.895476266546517
0.7,0.05,10,21.867389562473885
0.75,0.05,10,18.804559786919782
0.8,0.05,10,15.70937454851873
0.8500000000000001,0.05,10,12.587534207151913
0.9,0.05,10,9.447867972697527
0.95,0.05,10,6.299903293233942
0.5,0.1,10,34.93015221823203
0.55,0.1,10,32.33394711791599
0.6,0.1,10,29.69528878696643
0.65,0.1,10,27.01023331739369
0.7,0.1,10,24.2720795517712
0.75,0.1,10,21.47068294894389
0.8,0.1,10,18.592837663936393
0.8500000000000001,0.1,10,15.626293025514684
0.9,0.1,10,12.570231900118793
0.95,0.1,10,9.447867972697534
0.5,0.15000000000000002,10,35.678057726181905
0.55,0.15000000000000002,10,33.40492033467291
0.6,0.15000000000000002,10,31.08428817900822
0.65,0.15000000000000002,10,28.71281332604853
0.7,0.15000000000000002,10,26.28416228228009
0.75,0.15000000000000002,10,23.786989520170142
0.8,0.15000000000000002,10,21.2012509413979
0.8500000000000001,0.15000000000000002,10,18.494248209763153
0.9,0.15000000000000002,10,15.626293025514691
0.95,0.15000000000000002,10,12.58753420715198
0.5,0.2,10,36.22735385381856
0.55,0.2,10,34.274429202342624
0.6,0.2,10,32.26941172854146
0.65,0.2,10,30.20920127966051
0.7,0.2,10,28.0879769428889
0.75,0.2,10,25.895423815408154
0.8,0.2,10,23.612409355317897
0.8500000000000001,0.2,10,21.201250941397934
0.9,0.2,10,18.5928376639364
0.95,0.2,10,15.709374548518726
0.5,0.25,10,36.64563657655934
0.55,0.25,10,35.0125064941719
0.6,0.25,10,33.32349930517137
0.65,0.25,10,31.57551768865167
0.7,0.25,10,29.76278926035659
0.75,0.25,10,27.875367519467147
0.8,0.25,10,25.895423815408176
0.8500000000000001,0.25,10,23.786989520170128
0.9,0.25,10,21.470682948943875
0.95,0.25,10,18.804559786919786
0.5,0.3,10,36.96381942344912
0.55,0.3,10,35.65056396190608
0.6,0.3,10,34.278470885520456
0.65,0.3,10,32.84439614878041
0.7,0.3,10,31.342487100084178
0.75,0.3,10,29.762789260356534
0.8,0.3,10,28.087976942888886
0.8500000000000001,0.3,10,26.28416228228005
0.9,0.3,10,24.2720795517712
0.95,0.3,10,21.86738956247385
0.5,0.35000000000000003,10,37.198919797305095
0.55,0.35000000000000003,10,36.20574459792364
0.6,0.35000000000000003,10,35.151517000216806
0.65,0.35000000000000003,10,34.033047547909355
0.7,0.35000000000000003,10,32.844396148780376
0.75,0.35000000000000003,10,31.575517688651708
0.8,0.35000000000000003,10,30.209201279660522
0.8500000000000001,0.35000000000000003,10,28.712813326048533
0.9,0.35000000000000003,10,27.010233317393727
0.95,0.35000000000000003,10,24.895476266546492
0.5,0.4,10,37.361036796144
0.55,0.4,10,36.68818959686914
0.6,0.4,10,35.95275611407782
0.65,0.4,10,35.1515170002168
0.7,0.4,10,34.27847088552045
0.75,0.4,10,33.323499305171396
0.8,0.4,10,32.26941172854146
0.8500000000000001,0.4,10,31.08428817900822
0.9,0.4,10,29.695288786966405
0.95,0.4,10,27.888722050830374
0.5,0.45,10,37.4561761179112
0.55,0.45,10,37.10392399616939
0.6,0.45,10,36.688189596869144
0.65,0.45,10,36.205744597923676
0.7,0.45,10,35.65056396190607
0.75,0.45,10,35.01250649417188
0.8,0.45,10,34.27442920234263
0.8500000000000001,0.45,10,33.4049203346729
0.9,0.45,10,32.33394711791599
0.95,0.45,10,30.84812225200882
0.5,0.5,10,37.487551335545966
0.55,0.5,10,37.45617611791118
0.6,0.5,10,37.361036796143985
0.65,0.5,10,37.19891979730511
0.7,0.5,10,36.96381942344911
0.75,0.5,10,36.64563657655937
0.8,0.5,10,36.22735385381858
0.8500000000000001,0.5,10,35.67805772618191
0.9,0.5,10,34.930152218232074
0.95,0.5,10,33.774861459665814
0.5,0.55,10,37.456176117911184
0.55,0.55,10,37.74597744198507
0.6,0.55,10,37.972340388940346
0.65,0.55,10,38.132092004660365
0.7,0.55,10,38.21929266377715
0.75,0.55,10,38.223958619318026
0.8,0.55,10,38.129302088386694
0.8500000000000001,0.55,10,37.90500367594894
0.9,0.55,10,37.48576056317869
0.95,0.55,10,36.66975381818968
0.5,0.6000000000000001,10,37.36103679614395
0.55,0.6000000000000001,10,37.972340388940346
0.6,0.6000000000000001,10,38.5211489144168
0.65,0.6000000000000001,10,39.00435825486937
0.7,0.6000000000000001,10,39.416145360265645
0.75,0.6000000000000001,10,39.74672229082681
0.8,0.6000000000000001,10,39.979652682381705
0.8500000000000001,0.6000000000000001,10,40.08537089244321
0.9,0.6000000000000001,10,40.000925539392334
0.95,0.6000000000000001,10,39.53290816987508
0.5,0.6500000000000001,10,37.198919797305116
0.55,0.6500000000000001,10,38.13209200466036
0.6,0.6500000000000001,10,39.004358254869366
0.65,0.6500000000000001,10,39.81271466727124
0.7,0.6500000000000001,10,40.55151012102683
0.75,0.6500000000000001,10,41.21124115491637
0.8,0.6500000000000001,10,41.77596118041501
0.8500000000000001,0.6500000000000001,10,42.21706501550534
0.9,0.6500000000000001,10,42.47417474105096
0.95,0.6500000000000001,10,42.36346187914503
0.5,0.7000000000000001,10,36.963819423449145
0.55,0.7000000000000001,10,38.219292663777146
0.6,0.7000000000000001,10,39.41614536026564
0.65,0.7000000000000001,10,40.55151012102682
0.7,0.7000000000000001,10,41.61997013757795
0.75,0.7000000000000001,10,42.61240616421759
0.8,0.7000000000000001,10,43.513519339717625
0.8500000000000001,0.7000000000000001,10,44.29591641271212
0.9,0.7000000000000001,10,44.90215612741791
0.95,0.7000000000000001,10,45.15923072241442
0.5,0.7500000000000001,10,36.645636576559426
0.55,0.7500000000000001,10,38.22395861931804
0.6,0.7500000000000001,10,39.746722290826845
0.65,0.7500000000000001,10,41.21124115491643
0.7,0.7500000000000001,10,42.61240616421757
0.75,0.7500000000000001,10,43.94159848493464
0.8,0.7500000000000001,10,45.184352054541044
0.8500000000000001,0.7500000000000001,10,46.31479027325891
0.9,0.7500000000000001,10,47.27890670386755
0.95,0.7500000000000001,10,47.916107423026716
0.5,0.8,10,36.227353853818585
0.55,0.8,10,38.129302088386744
0.6,0.8,10,39.97965268238169
0.65,0.8,10,41.77596118041502
0.7,0.8,10,43.51351933971763
0.75,0.8,10,45.18435205454109
0.8,0.8,10,46.775053623320105
0.8500000000000001,0.8,10,48.2616387140086
0.9,0.8,10,49.59419604784077
0.95,0.8,10,50.62689735029196
0.5,0.8500000000000001,10,35.67805772618191
0.55,0.8500000000000001,10,37.905003675948954
0.6,0.8500000000000001,10,40.08537089244321
0.65,0.8500000000000001,10,42.21706501550536
0.7,0.8500000000000001,10,44.2959164127121
0.75,0.8500000000000001,10,46.3147902732589
0.8,0.8500000000000001,10,48.261638714008605
0.8500000000000001,0.8500000000000001,10,50.114835363640644
0.9,0.8500000000000001,10,51.82971462615222
0.95,0.8500000000000001,10,53.27842237567253
0.5,0.9000000000000001,10,34.930152218232124
0.55,0.9000000000000001,10,37.485760563178694
0.6,0.9000000000000001,10,40.00092553939234
0.65,0.9000000000000001,10,42.474174741050945
0.7,0.9000000000000001,10,44.90215612741794
0.75,0.9000000000000001,10,47.27890670386756
0.8,0.9000000000000001,10,49.594196047840775
0.8500000000000001,0.9000000000000001,10,51.82971462615221
0.9,0.9000000000000001,10,53.94876725334557
0.95,0.9000000000000001,10,55.840349416703475
0.5,0.95,10,33.774861459665814
0.55,0.95,10,36.6697538181897
0.6,0.95,10,39.53290816987508
0.65,0.95,10,42.363461879145014
0.7,0.95,10,45.1592307224144
0.75,0.95,10,47.9161074230267
0.8,0.95,10,50.62689735029196
0.8500000000000001,0.95,10,53.27842237567255
0.9,0.95,10,55.840349416703475
0.95,0.95,10,58.20581714113546
0.5,0.05,100,34.51671665927254
0.55,0.05,100,31.430922983318602
0.6,0.05,100,28.318666130279727
0.65,0.05,100,25.188064059035053
0.7,0.05,100,22.04639907081671
0.75,0.05,100,18.899211740693413
0.8,0.05,100,15.74989125345926
0.8500000000000001,0.05,100,12.599992658514038
0.9,0.05,100,9.449999858670902
0.95,0.05,100,6.2999999998447835
0.5,0.1,100,36.70361080483053
0.55,0.1,100,33.92360127977025
0.6,0.1,100,31.061583473335304
0.65,0.1,100,28.11748381630018
0.7,0.1,100,25.097185522036796
0.75,0.1,100,22.014987002795007
0.8,0.1,100,18.891915744997508
0.8500000000000001,0.1,100,15.7489912447531
0.9,0.1,100,12.5999579164632
0.95,0.1,100,9.449999858670916
0.5,0.15000000000000002,100,38.09217639827274
0.55,0.15000000000000002,100,35.68025232462965
0.6,0.15000000000000002,100,33.17535221405382
0.65,0.15000000000000002,100,30.565037201019308
0.7,0.15000000000000002,100,27.833409567250854
0.75,0.15000000000000002,100,24.968361709290953
0.8,0.15000000000000002,100,21.975051700395387
0.8500000000000001,0.15000000000000002,100,18.885817947077992
0.9,0.15000000000000002,100,15.748991244753116
0.95,0.15000000000000002,100,12.5999926585141
0.5,0.2,100,39.05750551288978
0.55,0.2,100,36.993692583279135
0.6,0.2,100,34.83625366685848
0.65,0.2,100,32.57445254714972
0.7,0.2,100,30.1880840458975
0.75,0.2,100,27.64519407865334
0.8,0.2,100,24.91034339839507
0.8500000000000001,0.2,100,21.975051700395422
0.9,0.2,100,18.891915744997515
0.95,0.2,100,15.749891253459243
0.5,0.25,100,39.776614473090426
0.55,0.25,100,38.050599329714984
0.6,0.25,100,36.22770757811698
0.65,0.25,100,34.300070735885086
0.7,0.25,100,32.25172185018793
0.75,0.25,100,30.051537154069216
0.8,0.25,100,27.645194078653383
0.8500000000000001,0.25,100,24.968361709290928
0.9,0.25,100,22.01498700279497
0.95,0.25,100,18.89921174069341
0.5,0.3,100,40.31889092804554
0.55,0.3,100,38.927917445019716
0.6,0.3,100,37.43623774551791
0.65,0.3,100,35.83712477583899
0.7,0.3,100,34.11744892998166
0.75,0.3,100,32.251721850187856
0.8,0.3,100,30.1880840458975
0.8500000000000001,0.3,100,27.833409567250808
0.9,0.3,100,25.0971855220368
0.95,0.3,100,22.046399070816662
0.5,0.35000000000000003,100,40.71780939155636
0.55,0.35000000000000003,100,39.661190727861914
0.6,0.35000000000000003,100,38.50069196331519
0.65,0.35000000000000003,100,37.230002281681976
0.7,0.35000000000000003,100,35.837124775838966
0.75,0.35000000000000003,100,34.300070735885114
0.8,0.35000000000000003,100,32.574452547149725
0.8500000000000001,0.35000000000000003,100,30.565037201019337
0.9,0.35000000000000003,100,28.117483816300215
0.95,0.35000000000000003,100,25.18806405903502
0.5,0.4,100,40.99219823787555
0.55,0.4,100,40.26986918033085
0.6,0.4,100,39.44139995719153
0.65,0.4,100,38.50069196331518
0.7,0.4,100,37.4362377455179
0.75,0.4,100,36.22770757811701
0.8,0.4,100,34.8362536668585
0.8500000000000001,0.4,100,33.1753522140538
0.9,0.4,100,31.061583473335286
0.95,0.4,100,28.31866613027973
0.5,0.45,100,41.152996540659295
0.55,0.45,100,40.76515752893963
0.6,0.45,100,40.26986918033086
0.65,0.45,100,39.66119072786196
0.7,0.45,100,38.927917445019716
0.75,0.45,100,38.05059932971498
0.8,0.45,100,36.99369258327915
0.8500000000000001,0.45,100,35.68025232462964
0.9,0.45,100,33.92360127977025
0.95,0.45,100,31.430922983318617
0.5,0.5,100,41.20599059472192
0.55,0.5,100,41.15299654065929
0.6,0.5,100,40.99219823787556
0.65,0.5,100,40.7178093915564
0.7,0.5,100,40.31889092804554
0.75,0.5,100,39.77661447309045
0.8,0.5,100,39.057505512889776
0.8500000000000001,0.5,100,38.09217639827274
0.9,0.5,100,36.70361080483055
0.95,0.5,100,34.51671665927254
0.5,0.55,100,41.15299654065929
0.55,0.55,100,41.43532418122351
0.6,0.55,100,41.61045410244628
0.65,0.55,100,41.67277615676629
0.7,0.55,100,41.61163920148571
0.75,0.55,100,41.40878651306382
0.8,0.55,100,41.03228259472266
0.8500000000000001,0.55,100,40.41837599358515
0.9,0.55,100,39.40404539976757
0.95,0.55,100,37.56799197737493
0.5,0.6000000000000001,100,40.992198237875535
0.55,0.6000000000000001,100,41.61045410244628
0.6,0.6000000000000001,100,42.12310145491237
0.65,0.6000000000000001,100,42.52474523775888
0.7,0.6000000000000001,100,42.805077086644864
0.75,0.6000000000000001,100,42.94645572160983
0.8,0.6000000000000001,100,42.91832214257963
0.8500000000000001,0.6000000000000001,100,42.66135681356796
0.9,0.6000000000000001,100,42.02687355424636
0.95,0.6000000000000001,100,40.577224343811196
0.5,0.6500000000000001,100,40.71780939155641
0.55,0.6500000000000001,100,41.67277615676631
0.6,0.6500000000000001,100,42.524745237758864
0.65,0.6500000000000001,100,43.26859282817845
0.7,0.6500000000000001,100,43.89443329619853
0.75,0.6500000000000001,100,44.385339778292924
0.8,0.6500000000000001,100,44.712161587963514
0.8500000000000001,0.6500000000000001,100,44.819422587275085
0.9,0.6500000000000001,100,44.57183938069744
0.95,0.6500000000000001,100,43.53723153026997
0.5,0.7000000000000001,100,40.31889092804556
0.55,0.7000000000000001,100,41.611639201485694
0.6,0.7000000000000001,100,42.805077086644864
0.65,0.7000000000000001,100,43.894433296198514
0.7,0.7000000000000001,100,44.870352699455935
0.75,0.7000000000000001,100,45.71676722581892
0.8,0.7000000000000001,100,46.406088159895646
0.8500000000000001,0.7000000000000001,100,46.88652695514072
0.9,0.7000000000000001,100,47.03521864536521
0.95,0.7000000000000001,100,46.440422439583564
0.5,0.7500000000000001,100,39.77661447309049
0.55,0.7500000000000001,100,41.40878651306384
0.6,0.7500000000000001,100,42.946455721609844
0.65,0.7500000000000001,100,44.385339778292966
0.7,0.7500000000000001,100,45.716767225818884
0.75,0.7500000000000001,100,46.925727501450524
0.8,0.7500000000000001,100,47.9864501837687
0.8500000000000001,0.7500000000000001,100,48.85099555794581
0.9,0.7500000000000001,100,49.4083737071122
0.95,0.7500000000000001,100,49.27773366719982
0.5,0.8,100,39.05750551288981
0.55,0.8,100,41.03228259472267
0.6,0.8,100,42.91832214257963
0.65,0.8,100,44.71216158796352
0.7,0.8,100,46.40608815989563
0.75,0.8,100,47.98645018376872
0.8,0.8,100,49.42968311659126
0.8500000000000001,0.8,100,50.69215057601561
0.9,0.8,100,51.67488025867887
0.95,0.8,100,52.03593620962337
0.5,0.8500000000000001,100,38.09217639827275
0.55,0.8500000000000001,100,40.418375993585165
0.6,0.8500000000000001,100,42.66135681356798
0.65,0.8500000000000001,100,44.819422587275085
0.7,0.8500000000000001,100,46.88652695514071
0.75,0.8500000000000001,100,48.85099555794581
0.8,0.8500000000000001,100,50.69215057601562
0.8500000000000001,0.8500000000000001,100,52.371508076062376
0.9,0.8500000000000001,100,53.803058877122695
0.95,0.8500000000000001,100,54.690054554595505
0.5,0.9000000000000001,100,36.70361080483061
0.55,0.9000000000000001,100,39.40404539976756
0.6,0.9000000000000001,100,42.02687355424635
0.65,0.9000000000000001,100,44.57183938069743
0.7,0.9000000000000001,100,47.035218645365255
0.75,0.9000000000000001,100,49.408373707112204
0.8,0.9000000000000001,100,51.674880258678876
0.8500000000000001,0.9000000000000001,100,53.803058877122695
0.9,0.9000000000000001,100,55.722092223163614
0.95,0.9000000000000001,100,57.185131337101744
0.5,0.95,100,34.51671665927253
0.55,0.95,100,37.56799197737494
0.6,0.95,100,40.577224343811174
0.65,0.95,100,43.53723153026997
0.7,0.95,100,46.44042243958354
0.75,0.95,100,49.27773366719979
0.8,0.95,100,52.035936209623365
0.8500000000000001,0.95,100,54.69005455459552
0.9,0.95,100,57.18513133710172
0.95,0.95,100,59.35308540561443
0.5,0.05,1000,34.63654587270667
0.55,0.05,1000,31.495401215300593
0.6,0.05,1000,28.34871487577938
0.65,0.05,1000,25.199722068797566
0.7,0.05,1000,22.049956951764006
0.75,0.05,1000,18.899995748531598
0.8,0.05,1000,15.749999778227519
0.8500000000000001,0.05,1000,12.599999995654597
0.9,0.05,1000,9.449999999984716
0.95,0.05,1000,6.300000000000049
0.5,0.1,1000,37.476853956234486
0.55,0.1,1000,34.487717429391395
0.6,0.1,1000,31.430489735962162
0.65,0.1,1000,28.32585968613722
0.7,0.1,1000,25.193667471830405
0.75,0.1,1000,22.048870179417786
0.8,0.1,1000,18.899884093770307
0.8500000000000001,0.1,1000,15.749994941726941
0.9,0.1,1000,12.599999950770698
0.95,0.1,1000,9.449999999984732
0.5,0.15000000000000002,1000,39.57383505149943
0.55,0.15000000000000002,1000,36.945647699811296
0.6,0.15000000000000002,1000,34.17978705812487
0.65,0.15000000000000002,1000,31.281060866782788
0.7,0.15000000000000002,1000,28.26931860456177
0.75,0.15000000000000002,1000,25.178678393751426
0.8,0.15000000000000002,1000,22.046544047541193
0.8500000000000001,0.15000000000000002,1000,18.89973962523659
0.9,0.15000000000000002,1000,15.749994941726944
0.95,0.15000000000000002,1000,12.599999995654663
0.5,0.2,1000,41.0010096846074
0.55,0.2,1000,38.77897600084117
0.6,0.2,1000,36.40654051300734
0.65,0.2,1000,33.86287591473926
0.7,0.2,1000,31.131734052206873
0.75,0.2,1000,28.21991507453131
0.8,0.2,1000,25.170075026408455
0.8500000000000001,0.2,1000,22.04654404754124
0.9,0.2,1000,18.899884093770332
0.95,0.2,1000,15.749999778227503
0.5,0.25,1000,42.01420581346415
0.55,0.25,1000,40.171069584967306
0.6,0.25,1000,38.18405072713121
0.65,0.25,1000,36.03007346499804
0.7,0.25,1000,33.672160821315316
0.75,0.25,1000,31.071031897030014
0.8,0.25,1000,28.219915074531354
0.8500000000000001,0.25,1000,25.178678393751415
0.9,0.25,1000,22.048870179417758
0.95,0.25,1000,18.899995748531595
0.5,0.3,1000,42.760515565934874
0.55,0.3,1000,41.27802088336073
0.6,0.3,1000,39.65388882363373
0.65,0.3,1000,37.8715741053004
0.7,0.3,1000,35.897042678054106
0.75,0.3,1000,33.67216082131529
0.8,0.3,1000,31.131734052206863
0.8500000000000001,0.3,1000,28.269318604561725
0.9,0.3,1000,25.193667471830413
0.95,0.3,1000,22.04995695176396
0.5,0.35000000000000003,1000,43.30429359351663
0.55,0.35000000000000003,1000,42.17615531933311
0.6,0.35000000000000003,1000,40.90507630381492
0.65,0.35000000000000003,1000,39.47887038546365
0.7,0.35000000000000003,1000,37.87157410530035
0.75,0.35000000000000003,1000,36.03007346499807
0.8,0.35000000000000003,1000,33.86287591473928
0.8500000000000001,0.35000000000000003,1000,31.28106086678281
0.9,0.35000000000000003,1000,28.32585968613725
0.95,0.35000000000000003,1000,25.199722068797527
0.5,0.4,1000,43.67662570209579
0.55,0.4,1000,42.9009253451839
0.6,0.4,1000,41.98048604316113
0.65,0.4,1000,40.9050763038149
0.7,0.4,1000,39.65388882363368
0.75,0.4,1000,38.18405072713119
0.8,0.4,1000,36.40654051300735
0.8500000000000001,0.4,1000,34.179787058124894
0.9,0.4,1000,31.43048973596214
0.95,0.4,1000,28.348714875779375
0.5,0.45,1000,43.894307230590286
0.55,0.45,1000,43.470552824536576
0.6,0.45,1000,42.900925345183964
0.65,0.45,1000,42.176155319333155
0.7,0.45,1000,41.2780208833607
0.75,0.45,1000,40.17106958496728
0.8,0.45,1000,38.778976000841176
0.8500000000000001,0.45,1000,36.94564769981131
0.9,0.45,1000,34.487717429391395
0.95,0.45,1000,31.495401215300614
0.5,0.5,1000,43.96597373681188
0.55,0.5,1000,43.89430723059034
0.6,0.5,1000,43.67662570209588
0.65,0.5,1000,43.30429359351669
0.7,0.5,1000,42.76051556593489
0.75,0.5,1000,42.01420581346414
0.8,0.5,1000,41.00100968460739
0.8500000000000001,0.5,1000,39.57383505149946
0.9,0.5,1000,37.47685395623452
0.95,0.5,1000,34.636545872706684
0.5,0.55,1000,43.89430723059036
0.55,0.55,1000,44.17528827662776
0.6,0.55,1000,44.31121409326656
0.65,0.55,1000,44.29398931696784
0.7,0.55,1000,44.10782422273785
0.75,0.55,1000,43.7243155329125
0.8,0.55,1000,43.087751863305726
0.8500000000000001,0.55,1000,42.06821868077303
0.9,0.55,1000,40.38017981538583
0.95,0.55,1000,37.76648418275908
