p,n,random
0.6911,100000000,55.51696345011134
0.696,100000000,55.63667053999941
0.7009,100000000,55.75895387222
0.7058,100000000,55.88377382367367
0.7107,100000000,56.01109074569971
0.7156,100000000,56.14085656341861
0.7205,100000000,56.2730280414284
0.7254,100000000,56.40755821576179
0.7303,100000000,56.5443950692815
0.7352,100000000,56.68348599331965
0.7401,100000000,56.82477568846948
0.745,100000000,56.96820675127831
0.7499,100000000,57.113719262601535
0.7547999999999999,100000000,57.26124867780031
0.7597,100000000,57.41072728143959
0.7646,100000000,57.56208481172423
0.7695000000000001,100000000,57.715248003280074
0.7744,100000000,57.87013733859107
0.7793,100000000,58.02666872775847
0.7842,100000000,58.184753983760956
0.7890999999999999,100000000,58.3443034292108
0.794,100000000,58.505222112448386
0.7988999999999999,100000000,58.667418150056534
0.8038000000000001,100000000,58.83079559819348
0.8087,100000000,58.995254441571504
0.8136,100000000,59.16067314029285
0.8185,100000000,59.326905144668906
0.8233999999999999,100000000,59.49376445421259
0.8283,100000000,59.66104196610201
0.8331999999999999,100000000,59.82850341666843
0.8381000000000001,100000000,59.99590879785765
0.843,100000000,60.16301664867003
0.8479,100000000,60.32958922746237
0.8528,100000000,60.49538630475831
0.8576999999999999,100000000,60.66014887845275
0.8626,100000000,60.82356500964955
0.8674999999999999,100000000,60.9852430005355
0.8724000000000001,100000000,61.14468409764784
0.8773,100000000,61.3012843888572
0.8822,100000000,61.45435193024235
0.8871,100000000,61.6031410859103
0.892,100000000,61.746884742928174
0.8969,100000000,61.88482264162935
0.9017999999999999,100000000,62.01622736520989
0.9067000000000001,100000000,62.140421663630136
0.9116,100000000,62.25679419844957
0.9165,100000000,62.3648108836705
0.9214,100000000,62.464025752815935
0.9263,100000000,62.554089434843206
0.9312,100000000,62.63475518331465
0.9360999999999999,100000000,62.705882765569925
0.9410000000000001,100000000,62.767452695626694
0.9459,100000000,62.81961513264548
0.9508,100000000,62.86279881258577
0.9557,100000000,62.89784535048857
0.9606,100000000,62.926017178119224
0.9655,100000000,62.94869419302509
0.9703999999999999,100000000,62.96689524032638
0.9753000000000001,100000000,62.981099668597516
0.9802,100000000,62.991049038350205
0.9851,100000000,62.99562731704123
0.99,100000000,62.99760557346904
