p,n,random
0.696,10000000,54.42114670685377
0.7009,10000000,54.55301000426838
0.7058,10000000,54.68767477034344
0.7107,10000000,54.825101677739276
0.7156,10000000,54.965248795721884
0.7205,10000000,55.10807308897365
0.7254,10000000,55.253529278541045
0.7303,10000000,55.40156956879748
0.7352,10000000,55.552144092137276
0.7401,10000000,55.70520060701996
0.745,10000000,55.8606843447677
0.7499,10000000,56.0185379448125
0.7547999999999999,10000000,56.17870112931782
0.7597,10000000,56.341110708475625
0.7646,10000000,56.50570068864022
0.7695000000000001,10000000,56.672401462839424
0.7744,10000000,56.84113822586787
0.7793,10000000,57.01182978926061
0.7842,10000000,57.184389316143054
0.7890999999999999,10000000,57.35872875517435
0.794,10000000,57.53476434296678
0.7988999999999999,10000000,57.71241901918188
0.8038000000000001,10000000,57.891611445195
0.8087,10000000,58.072237548657974
0.8136,10000000,58.254155551337796
0.8185,10000000,58.43719577165341
0.8233999999999999,10000000,58.62119182064406
0.8283,10000000,58.80601625690956
0.8331999999999999,10000000,58.99158398649195
0.8381000000000001,10000000,59.17781653016976
0.843,10000000,59.36458072222951
0.8479,10000000,59.55164355843178
0.8528,10000000,59.738675385284694
0.8576999999999999,10000000,59.92530073381969
0.8626,10000000,60.111163186240205
0.8674999999999999,10000000,60.29596755559109
0.8724000000000001,10000000,60.47946834187032
0.8773,10000000,60.66140692259971
0.8822,10000000,60.84142839902608
0.8871,10000000,61.01902398888184
0.892,10000000,61.19352005247616
0.8969,10000000,61.364106403103605
0.9017999999999999,10000000,61.5298847416199
0.9067000000000001,10000000,61.68992017726314
0.9116,10000000,61.84328696007895
0.9165,10000000,61.98910270913149
0.9214,10000000,62.12655189051946
0.9263,10000000,62.25490176633071
0.9312,10000000,62.373515373281165
0.9360999999999999,10000000,62.48186259442962
0.9410000000000001,10000000,62.57952626107413
0.9459,10000000,62.666195537003084
0.9508,10000000,62.74164143884867
0.9557,10000000,62.80568851998464
0.9606,10000000,62.85824737032702
0.9655,10000000,62.89954160466206
0.9703999999999999,10000000,62.930627216627286
0.9753000000000001,10000000,62.953811517749124
0.9802,10000000,62.97191553653966
0.9851,10000000,62.986414064427464
0.99,10000000,62.99599998333119
0.5,100000000,53.133971677578565
0.5049,100000000,53.13561493431333
0.5098,100000000,53.140539757264584
0.5147,100000000,53.148721462094194
0.5196,100000000,53.160125920392794
0.5245,100000000,53.17471641381756
0.5294,100000000,53.19247295644861
0.5343,100000000,53.213379538654166
0.5392,100000000,53.23743706252823
0.5441,100000000,53.26465838642031
0.549,100000000,53.29505877889419
0.5539,100000000,53.32865725731488
0.5588,100000000,53.36546109457673
0.5637,100000000,53.40547208383711
0.5686,100000000,53.448677029647406
0.5735,100000000,53.49506456711294
0.5784,100000000,53.544618731184286
0.5833,100000000,53.597314801981696
0.5882000000000001,100000000,53.653142302240845
0.5931,100000000,53.71207924517092
0.598,100000000,53.774113788816315
0.6029,100000000,53.83923611050659
0.6078,100000000,53.90742491547749
0.6127,100000000,53.97866983177197
0.6176,100000000,54.0529506203342
0.6225,100000000,54.13024933819511
0.6274,100000000,54.210549170127706
0.6323,100000000,54.29383013822149
0.6372,100000000,54.380070976920145
0.6421,100000000,54.469249459692705
0.647,100000000,54.561343177310725
0.6519,100000000,54.656323124787285
0.6568,100000000,54.75417425616147
0.6617,100000000,54.854863032719706
0.6666,100000000,54.95836342084123
0.6715,100000000,55.064644284204036
0.6764,100000000,55.173679206245154
0.6813,100000000,55.2854323991639
0.6862,100000000,55.39987059873161
