p,n,chalky
0.5,1,31.500000000000018
0.5049,1,31.712845279169038
0.5098,1,31.925788480570045
0.5147,1,32.13883341444961
0.5196,1,32.35198408636818
0.5245,1,32.56524470956843
0.5294,1,32.77861971827834
0.5343,1,32.99211378201946
0.5392,1,33.205731821016144
0.5441,1,33.419479022798825
0.549,1,33.633360860110884
0.5539,1,33.84738311023269
0.5588,1,34.06155187585726
0.5637,1,34.2758736076552
0.5686,1,34.490355128690204
0.5735,1,34.705003660855795
0.5784,1,34.9198268535289
0.5833,1,35.134832814648746
0.5882000000000001,1,35.35003014446002
0.5931,1,35.56542797218097
0.598,1,35.78103599588199
0.6029,1,35.99686452590238
0.6078,1,36.21292453215828
0.6127,1,36.42922769574083
0.6176,1,36.645786465247184
0.6225,1,36.862614118338776
0.6274,1,37.079724829076234
0.6323,1,37.297133741645176
0.6372,1,37.51485705116182
0.6421,1,37.73291209232466
0.647,1,37.95131743676962
0.6519,1,38.170093000100394
0.6568,1,38.38926015966035
0.6617,1,38.60884188426542
0.6666,1,38.82886287725424
0.6715,1,39.04934973437982
0.6764,1,39.270331118255335
0.6813,1,39.49183795127914
0.6862,1,39.71390362920658
0.6911,1,39.93656425779455
0.696,1,40.159858915254546
0.7009,1,40.38382994358916
0.7058,1,40.60852327225362
0.7107,1,40.833988778019524
0.7156,1,41.06028068537358
0.7205,1,41.287458012309756
0.7254,1,41.51558506693384
0.7303,1,41.74473200092128
0.7352,1,41.97497542653647
0.7401,1,42.20639910461992
0.745,1,42.439094711698374
0.7499,1,42.67316269511019
0.7547999999999999,1,42.90871322577035
0.7597,1,43.14586725886097
0.7646,1,43.384757713269785
0.7695000000000001,1,43.62553078091253
0.7744,1,43.868347377049545
0.7793,1,44.11338474215569
0.7842,1,44.36083820460347
0.7890999999999999,1,44.61092311105686
0.794,1,44.86387692762709
0.7988999999999999,1,45.11996150899245
0.8038000000000001,1,45.379465524137785
0.8087,1,45.642707015268535
0.8136,1,45.91003604976812
0.8185,1,46.18183740253173
0.8233999999999999,1,46.45853317623973
0.8283,1,46.740585228626294
0.8331999999999999,1,47.028497227158546
0.8381000000000001,1,47.32281609174629
0.843,1,47.62413251504163
0.8479,1,47.933080169092925
0.8528,1,48.25033312087879
0.8576999999999999,1,48.576600896072996
0.8626,1,48.91262056471227
0.8674999999999999,1,49.259145196422914
0.8724000000000001,1,49.61692807760012
0.8773,1,49.986702238105124
0.8822,1,50.36915514542902
0.8871,1,50.76489893115265
0.892,1,51.17443724022384
0.8969,1,51.59813071861558
0.9017999999999999,1,52.03616419097917
0.9067000000000001,1,52.48851954676429
0.9116,1,52.95495897524681
0.9165,1,53.435023130439085
0.9214,1,53.92804775586067
0.9263,1,54.43320010834664
0.9312,1,54.949533349132416
0.9360999999999999,1,55.47605347350883
0.9410000000000001,1,56.01179022378123
0.9459,1,56.55586178245509
0.9508,1,57.10752363196932
0.9557,1,57.6661949475273
0.9606,1,58.23146063459678
0.9655,1,58.80305234630101
0.9703999999999999,1,59.38081597181986
0.9753000000000001,1,59.96467491121376
0.9802,1,60.554597453307956
0.9851,1,61.15057328383377
0.99,1,61.75260000038968
0.5,10,35.85518423405757
0.5049,10,36.07146412923918
0.5098,10,36.28737943900636
0.5147,10,36.50293416900875
0.5196,10,36.718132397560055
0.5245,10,36.93297829087286
0.5294,10,37.1474761193277
0.5343,10,37.36163027482349
0.5392,10,37.575445289381854
0.5441,10,37.788925855130145
0.549,10,38.00207684582904
0.5539,10,38.21490334009291
0.5588,10,38.42741064652542
0.5637,10,38.639604330946206
0.5686,10,38.851490245961955
0.5735,10,39.06307456311821
