"","Team 1","Team 2","Team 3","Team 4","Team 5","Team 6","Team 7","Team 8","Team 9","Team 10","Team 11","Team 12","Team 13","Team 14","Team 15","Team 16","Team 17","Team 18","Team 19","Team 20","Team 21","Team 22","Team 23","Team 24","Team 25","Team 26","Team 27","Team 28","Team 29","Team 30","Team 31","Team 32","Team 33","Team 34","Team 35","Team 36","Team 37","Team 38","Team 39","Team 40","Team 41","Team 42","Team 43","Team 44","Team 45","Team 46","Team 47","Team 48","Team 49","Team 50","Team 51","Team 52","Team 53","Team 54","Team 55","Team 56","Team 57","Team 58","Team 59","Team 60","Team 61","Team 62","Team 63","Team 64"
"Team 11",0.208701033036607,0.396307218554635,0.400510320105126,0.413205467045852,0.443251978257919,0.460624604040891,0.473719509417762,0.482470699019883,0.491232654683387,0.495615990332992,NA,0.508767345316614,0.508767345316614,0.552416173270057,0.591039976837089,0.591039976837089,0.60788062523125,0.612052653820478,0.636722661531609,0.656751279222418,0.668511287674171,0.676237144325114,0.676237144325114,0.676237144325114,0.69140125108759,0.695130321491636,0.702511857985563,0.713388268328888,0.720505484109717,0.720505484109717,0.724023242339543,0.737816942524024,0.747865836875764,0.751158166249855,0.754421621853542,0.767184529115447,0.773390209232295,0.773390209232295,0.776448872887873,0.776448872887873,0.779478023925043,0.785447662059142,0.791298966963393,0.794180236336851,0.797031930748983,0.810847819125192,0.818785090714342,0.828961342752704,0.833876926670378,0.856770491870843,0.87697454305347,0.894678941489563,0.899534318009755,0.927087696728997,0.928264252810045,0.928264252810045,0.929423268609644,0.936020980048042,0.937063169421722,0.938089504883347,0.940095431766104,0.952517147322272,0.955590896721398,0.957770731246888
"Team 12",0.202968069251017,0.387947346179522,0.39211937476875,0.40472811321052,0.434614757290448,0.451923645956468,0.464984435864729,0.473719509417762,0.482470699019883,0.486850666654144,0.491232654683386,NA,0.5,0.543729211110214,0.582536145966068,0.582536145966068,0.599489679894874,0.603692781445366,0.628571789550168,0.648801923431041,0.660693574954032,0.668511287674171,0.668511287674171,0.668511287674171,0.683868087848614,0.68764706372947,0.695130321491636,0.706163727525144,0.713388268328888,0.713388268328888,0.716960415392238,0.730975958186144,0.74119508016403,0.744544761777658,0.747865836875764,0.760861454616459,0.767184529115446,0.767184529115446,0.770302076721602,0.770302076721602,0.773390209232295,0.779478023925043,0.785447662059142,0.788388110077109,0.791298966963393,0.805409819761281,0.813522803644245,0.82393101815232,0.828961342752704,0.852412432375012,0.873140209811403,0.891328024603755,0.896319978897914,0.924681098034093,0.92589338420209,0.92589338420209,0.927087696728997,0.93388821332234,0.934962730549098,0.936020980048042,0.938089504883347,0.950905444317034,0.95407849560167,0.956329174161324
"Team 13",0.202968069251017,0.387947346179522,0.39211937476875,0.40472811321052,0.434614757290448,0.451923645956468,0.464984435864729,0.473719509417762,0.482470699019883,0.486850666654144,0.491232654683386,0.5,NA,0.543729211110214,0.582536145966068,0.582536145966068,0.599489679894874,0.603692781445366,0.628571789550168,0.648801923431041,0.660693574954032,0.668511287674171,0.668511287674171,0.668511287674171,0.683868087848614,0.68764706372947,0.695130321491636,0.706163727525144,0.713388268328888,0.713388268328888,0.716960415392238,0.730975958186144,0.74119508016403,0.744544761777658,0.747865836875764,0.760861454616459,0.767184529115446,0.767184529115446,0.770302076721602,0.770302076721602,0.773390209232295,0.779478023925043,0.785447662059142,0.788388110077109,0.791298966963393,0.805409819761281,0.813522803644245,0.82393101815232,0.828961342752704,0.852412432375012,0.873140209811403,0.891328024603755,0.896319978897914,0.924681098034093,0.92589338420209,0.92589338420209,0.927087696728997,0.93388821332234,0.934962730549098,0.936020980048042,0.938089504883347,0.950905444317034,0.95407849560167,0.956329174161324
"Team 14",0.17606898184768,0.347212749385819,0.351198076568959,0.363277338468391,0.39211937476875,0.408960023162912,0.421734585702007,0.430310653299057,0.438928742767233,0.443251978257919,0.447583826729943,0.456270788889786,0.456270788889786,NA,0.53937539595911,0.53937539595911,0.556748021742081,0.561071257232768,0.586794532954148,0.60788062523125,0.620347081172284,0.628571789550168,0.628571789550168,0.628571789550168,0.644795743238257,0.648801923431041,0.656751279222418,0.668511287674171,0.676237144325114,0.676237144325114,0.680064663900276,0.695130321491636,0.706163727525144,0.709789287011244,0.713388268328888,0.727513469835921,0.734410510738898,0.734410510738898,0.737816942524024,0.737816942524024,0.74119508016403,0.747865836875764,0.754421621853542,0.757656086677248,0.760861454616459,0.776448872887873,0.785447662059142,0.797031930748983,0.802646688429027,0.828961342752704,0.852412432375012,0.873140209811403,0.878854084691975,0.911521283566401,0.912925436172405,0.912925436172405,0.914309399815591,0.922201731172024,0.923450620053924,0.924681098034093,0.927087696728997,0.942040381317845,0.945753708552766,0.948390326051973
"Team 15",0.154329569708712,0.31235293627053,0.316131912151386,0.32761410650055,0.355204256761743,0.371428210449832,0.383791681172358,0.39211937476875,0.400510320105126,0.40472811321052,0.408960023162911,0.417463854033932,0.417463854033932,0.46062460404089,NA,0.5,0.517529300980117,0.521906576685943,0.548076354043532,0.569689346700943,0.582536145966067,0.591039976837088,0.591039976837088,0.591039976837088,0.60788062523125,0.612052653820477,0.620347081172284,0.632656706118118,0.640769166721459,0.640769166721459,0.644795743238256,0.660693574954032,0.67238589349945,0.676237144325114,0.680064663900276,0.695130321491636,0.702511857985562,0.702511857985562,0.706163727525144,0.706163727525144,0.709789287011244,0.716960415392238,0.724023242339543,0.72751346983592,0.730975958186144,0.747865836875764,0.757656086677248,0.770302076721601,0.776448872887872,0.805409819761281,0.83143341947032,0.85460501213005,0.861020845310896,0.897938363704931,0.899534318009755,0.899534318009755,0.90110806460006,0.9100967176457,0.911521283566401,0.912925436172404,0.915673398562167,0.93279721941326,0.937063169421722,0.940095431766104
"Team 16",0.154329569708712,0.31235293627053,0.316131912151386,0.32761410650055,0.355204256761743,0.371428210449832,0.383791681172358,0.39211937476875,0.400510320105126,0.40472811321052,0.408960023162911,0.417463854033932,0.417463854033932,0.46062460404089,0.5,NA,0.517529300980117,0.521906576685943,0.548076354043532,0.569689346700943,0.582536145966067,0.591039976837088,0.591039976837088,0.591039976837088,0.60788062523125,0.612052653820477,0.620347081172284,0.632656706118118,0.640769166721459,0.640769166721459,0.644795743238256,0.660693574954032,0.67238589349945,0.676237144325114,0.680064663900276,0.695130321491636,0.702511857985562,0.702511857985562,0.706163727525144,0.706163727525144,0.709789287011244,0.716960415392238,0.724023242339543,0.72751346983592,0.730975958186144,0.747865836875764,0.757656086677248,0.770302076721601,0.776448872887872,0.805409819761281,0.83143341947032,0.85460501213005,0.861020845310896,0.897938363704931,0.899534318009755,0.899534318009755,0.90110806460006,0.9100967176457,0.911521283566401,0.912925436172404,0.915673398562167,0.93279721941326,0.937063169421722,0.940095431766104
"Team 17",0.14539498786995,0.297488142014438,0.30116604143836,0.31235293627053,0.339306425045968,0.355204256761744,0.367343293881882,0.375531588673715,0.383791681172359,0.387947346179522,0.39211937476875,0.400510320105126,0.400510320105126,0.443251978257919,0.482470699019883,0.482470699019883,NA,0.504384009667009,0.530650374849319,0.552416173270057,0.565385242709552,0.573982943656275,0.573982943656275,0.573982943656275,0.591039976837089,0.59527188678948,0.603692781445366,0.616208318827642,0.624468411326286,0.624468411326286,0.628571789550168,0.644795743238257,0.656751279222418,0.660693574954032,0.664613714902145,0.680064663900277,0.68764706372947,0.68764706372947,0.69140125108759,0.69140125108759,0.695130321491636,0.702511857985563,0.709789287011244,0.713388268328888,0.716960415392238,0.734410510738899,0.744544761777658,0.757656086677248,0.764037630333827,0.794180236336851,0.821372554631641,0.845670430291288,0.852412432375012,0.891328024603755,0.893015030183548,0.893015030183548,0.894678941489563,0.904189828566757,0.905698293976442,0.907185447531394,0.9100967176457,0.928264252810045,0.93279721941326,0.936020980048042
"Team 18",0.143229508129157,0.293836272474856,0.297488142014437,0.30859874891241,0.335386285097855,0.351198076568959,0.363277338468391,0.371428210449832,0.379652918827716,0.383791681172358,0.387947346179522,0.396307218554634,0.396307218554634,0.438928742767232,0.478093423314057,0.478093423314057,0.495615990332991,NA,0.526280490582238,0.548076354043532,0.561071257232767,0.569689346700943,0.569689346700943,0.569689346700943,0.586794532954148,0.591039976837088,0.599489679894874,0.612052653820477,0.620347081172284,0.620347081172284,0.624468411326285,0.640769166721459,0.652787250614182,0.656751279222418,0.660693574954032,0.676237144325114,0.683868087848614,0.683868087848614,0.68764706372947,0.68764706372947,0.69140125108759,0.69883395856164,0.706163727525144,0.709789287011244,0.713388268328888,0.730975958186144,0.74119508016403,0.754421621853542,0.760861454616459,0.791298966963393,0.818785090714342,0.843367809854579,0.850192584176861,0.889617705414856,0.891328024603755,0.891328024603755,0.893015030183548,0.902659826840916,0.904189828566757,0.905698293976441,0.908651513856778,0.927087696728997,0.931689538554791,0.934962730549098
"Team 19",0.130795804617339,0.27248653016408,0.275976757660457,0.286611731671111,0.31235293627053,0.32761410650055,0.339306425045968,0.347212749385819,0.355204256761744,0.359230833278541,0.363277338468391,0.371428210449832,0.371428210449832,0.413205467045852,0.451923645956468,0.451923645956468,0.469349625150681,0.473719509417762,NA,0.521906576685943,0.535015564135271,0.543729211110214,0.543729211110214,0.543729211110214,0.561071257232768,0.565385242709552,0.573982943656275,0.586794532954148,0.59527188678948,0.59527188678948,0.599489679894874,0.616208318827642,0.628571789550168,0.632656706118119,0.636722661531609,0.652787250614182,0.660693574954032,0.660693574954032,0.664613714902145,0.664613714902145,0.668511287674171,0.676237144325114,0.683868087848614,0.68764706372947,0.69140125108759,0.709789287011244,0.720505484109717,0.734410510738898,0.74119508016403,0.773390209232295,0.802646688429027,0.828961342752704,0.836291987543728,0.878854084691975,0.880708817306505,0.880708817306505,0.882538949305954,0.893015030183548,0.894678941489563,0.896319978897914,0.899534318009755,0.919647840114024,0.924681098034093,0.928264252810045
"Team 20",0.121145915308025,0.255455238222343,0.25880491983597,0.269024041813856,0.293836272474856,0.30859874891241,0.319935336099724,0.32761410650055,0.335386285097856,0.339306425045968,0.343248720777581,0.351198076568959,0.351198076568959,0.39211937476875,0.430310653299057,0.430310653299057,0.447583826729943,0.451923645956468,0.478093423314057,NA,0.513149333345856,0.521906576685943,0.521906576685943,0.521906576685943,0.53937539595911,0.543729211110214,0.552416173270057,0.565385242709552,0.573982943656275,0.573982943656275,0.578265414297993,0.59527188678948,0.60788062523125,0.612052653820478,0.616208318827642,0.632656706118119,0.640769166721459,0.640769166721459,0.644795743238257,0.644795743238257,0.648801923431041,0.656751279222418,0.664613714902145,0.668511287674171,0.67238589349945,0.69140125108759,0.702511857985563,0.716960415392238,0.724023242339543,0.757656086677248,0.788388110077109,0.816168535143265,0.82393101815232,0.869204195382661,0.871185012581787,0.871185012581787,0.873140209811403,0.884344691072263,0.88612625481783,0.887883854446026,0.891328024603755,0.912925436172405,0.918342395717664,0.922201731172024
"Team 21",0.115655308927737,0.245578378146458,0.248841833750145,0.25880491983597,0.283039584607762,0.297488142014438,0.30859874891241,0.316131912151386,0.323762855674886,0.32761410650055,0.331488712325829,0.339306425045968,0.339306425045968,0.379652918827716,0.417463854033933,0.417463854033933,0.434614757290448,0.438928742767233,0.464984435864729,0.486850666654144,NA,0.508767345316614,0.508767345316614,0.508767345316614,0.526280490582239,0.530650374849319,0.53937539595911,0.552416173270057,0.561071257232768,0.561071257232768,0.565385242709552,0.582536145966068,0.59527188678948,0.599489679894874,0.603692781445366,0.620347081172284,0.628571789550168,0.628571789550168,0.632656706118119,0.632656706118119,0.636722661531609,0.644795743238257,0.652787250614182,0.656751279222418,0.660693574954032,0.680064663900277,0.69140125108759,0.706163727525144,0.713388268328888,0.747865836875764,0.779478023925043,0.808143511874889,0.816168535143265,0.863106075618657,0.865164918778215,0.865164918778215,0.867197561916499,0.878854084691975,0.880708817306505,0.882538949305954,0.88612625481783,0.908651513856778,0.914309399815591,0.918342395717664
"Team 22",0.112116145553974,0.239138545383541,0.242343913322752,0.252134163124236,0.275976757660457,0.290210712988756,0.30116604143836,0.30859874891241,0.316131912151386,0.319935336099724,0.323762855674886,0.331488712325829,0.331488712325829,0.371428210449832,0.408960023162912,0.408960023162912,0.426017056343725,0.430310653299057,0.456270788889786,0.478093423314057,0.491232654683386,NA,0.5,0.5,0.517529300980118,0.521906576685943,0.530650374849319,0.543729211110214,0.552416173270057,0.552416173270057,0.556748021742081,0.573982943656275,0.586794532954148,0.591039976837089,0.59527188678948,0.612052653820478,0.620347081172284,0.620347081172284,0.624468411326286,0.624468411326286,0.628571789550168,0.636722661531609,0.644795743238257,0.648801923431041,0.652787250614182,0.67238589349945,0.683868087848614,0.69883395856164,0.706163727525144,0.74119508016403,0.773390209232295,0.802646688429027,0.810847819125192,0.858909044119229,0.861020845310897,0.861020845310897,0.863106075618657,0.875069986100834,0.87697454305347,0.878854084691975,0.882538949305954,0.905698293976442,0.911521283566401,0.915673398562168
"Team 23",0.112116145553974,0.239138545383541,0.242343913322752,0.252134163124236,0.275976757660457,0.290210712988756,0.30116604143836,0.30859874891241,0.316131912151386,0.319935336099724,0.323762855674886,0.331488712325829,0.331488712325829,0.371428210449832,0.408960023162912,0.408960023162912,0.426017056343725,0.430310653299057,0.456270788889786,0.478093423314057,0.491232654683386,0.5,NA,0.5,0.517529300980118,0.521906576685943,0.530650374849319,0.543729211110214,0.552416173270057,0.552416173270057,0.556748021742081,0.573982943656275,0.586794532954148,0.591039976837089,0.59527188678948,0.612052653820478,0.620347081172284,0.620347081172284,0.624468411326286,0.624468411326286,0.628571789550168,0.636722661531609,0.644795743238257,0.648801923431041,0.652787250614182,0.67238589349945,0.683868087848614,0.69883395856164,0.706163727525144,0.74119508016403,0.773390209232295,0.802646688429027,0.810847819125192,0.858909044119229,0.861020845310897,0.861020845310897,0.863106075618657,0.875069986100834,0.87697454305347,0.878854084691975,0.882538949305954,0.905698293976442,0.911521283566401,0.915673398562168
"Team 24",0.112116145553974,0.239138545383541,0.242343913322752,0.252134163124236,0.275976757660457,0.290210712988756,0.30116604143836,0.30859874891241,0.316131912151386,0.319935336099724,0.323762855674886,0.331488712325829,0.331488712325829,0.371428210449832,0.408960023162912,0.408960023162912,0.426017056343725,0.430310653299057,0.456270788889786,0.478093423314057,0.491232654683386,0.5,0.5,NA,0.517529300980118,0.521906576685943,0.530650374849319,0.543729211110214,0.552416173270057,0.552416173270057,0.556748021742081,0.573982943656275,0.586794532954148,0.591039976837089,0.59527188678948,0.612052653820478,0.620347081172284,0.620347081172284,0.624468411326286,0.624468411326286,0.628571789550168,0.636722661531609,0.644795743238257,0.648801923431041,0.652787250614182,0.67238589349945,0.683868087848614,0.69883395856164,0.706163727525144,0.74119508016403,0.773390209232295,0.802646688429027,0.810847819125192,0.858909044119229,0.861020845310897,0.861020845310897,0.863106075618657,0.875069986100834,0.87697454305347,0.878854084691975,0.882538949305954,0.905698293976442,0.911521283566401,0.915673398562168
"Team 25",0.105321058510437,0.226609790767705,0.229697923278398,0.239138545383541,0.262183057475976,0.275976757660457,0.286611731671111,0.293836272474856,0.30116604143836,0.304869678508364,0.30859874891241,0.316131912151386,0.316131912151386,0.355204256761743,0.39211937476875,0.39211937476875,0.408960023162911,0.413205467045852,0.438928742767232,0.46062460404089,0.473719509417761,0.482470699019882,0.482470699019882,0.482470699019882,NA,0.504384009667008,0.513149333345856,0.526280490582238,0.535015564135271,0.535015564135271,0.539375395959109,0.556748021742081,0.569689346700943,0.573982943656275,0.578265414297993,0.59527188678948,0.603692781445365,0.603692781445365,0.60788062523125,0.60788062523125,0.612052653820477,0.620347081172284,0.628571789550168,0.632656706118118,0.636722661531609,0.656751279222418,0.668511287674171,0.683868087848614,0.69140125108759,0.72751346983592,0.760861454616459,0.791298966963393,0.799854071496068,0.850192584176861,0.852412432375012,0.852412432375012,0.85460501213005,0.867197561916499,0.869204195382661,0.871185012581787,0.875069986100834,0.899534318009755,0.905698293976441,0.9100967176457
